$ID,$ID_NAME,CoolDown,Description,Effect,Effect_CaptionRatio,Effect_CaptionRatio2,Effect_CaptionRatio3,Effect_CaptionTime,Effect_SkillFactor,Effect_SkillSR,Effect_SpendItemCount,Effect_SpendPoison,Effect_SpendSP,Element,Icon,IsEnchanter,IsPardoner,IsShinobi,LevelMax,LevelPerCircle,Link_Attributes,Link_Gem,Link_Job,Name,OverHeat,Prop_BasicPoison,Prop_LvUpSpendPoison,Prop_SklAtkAdd,Prop_SklAtkAddByLevel,Prop_SklFactor,Prop_SklFactorByLevel,Prop_SklSR,Prop_SpendItemBaseCount,RequiredCircle,RequiredStance,RequiredStanceCompanion,RequiredSubWeapon,SP,SPPerLevel,TypeAttack
10903,Centurion_TercioFormation,0,{#DD5500}{ol}[Buff] - [Physical]{/}{/}{nl}Change to Tersio Formation. Defense is concentrated on the three frontline players and provokes enemy.,Additional Defense: +#{CaptionRatio}#{nl}Consumes 1% SP every 2 seconds,"[""return skill.Level * 10""]",,,,,,,,,6,icon_warri_tercioformation,False,False,False,20,5,[110002],,1005,Tercio,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",1,False,43,8.3,"[0, 6]"
10904,Centurion_WingedFormation,0,{#DD5500}{ol}[Buff] - [Physical]{/}{/}{nl}Change to the Crane Wing formation. Decreases the defense of enemies within the formation while targeting the leader.,Defense: -#{CaptionRatio}#%{nl}Consumes 1% SP every 2 seconds,"[""var value = 50 + (3 * skill.Level)"", ""return value;""]",,,,,,,,,6,icon_warri_wingedformation,False,False,False,20,5,[110003],,1005,Winged Formation,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",1,False,44,8.5,"[0, 6]"
10905,Centurion_WedgeFormation,0,{#DD5500}{ol}[Buff] - [Physical]{/}{/}{nl}Change to the Wedge formation.,Conveys #{CaptionRatio2}#% attack to squad members{nl}#{CaptionRatio}# successive hits when attacking{nl}Consumes 1% SP every 2 seconds,"[""return 4""]","[""var value = 50 + skill.Level * 5"", ""return value""]",,,,,,,,6,icon_warri_wedgeformation,False,False,False,20,5,,,1005,Wedge Formation,0,0,0,0.0,0.0,0.0,0.0,3.0,1,1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",1,False,44,8.5,"[0, 6]"
10906,Centurion_SchiltronFormation,0,{#DD5500}{ol}[Buff] - [Physical]{/}{/}{nl}Change to the Schiltron formation. All squad members will stop at once while raising their weapons to prevent from enemies rushing in.,Consumes 1% SP every 2 seconds{nl}Maximum Level: 1,,,,,,,,,,6,icon_warri_schiltron,False,False,False,1,5,[110004],,1005,Schiltron Formation,0,0,0,0.0,0.0,0.0,0.0,3.0,1,1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",1,False,45,13.6,"[0, 6]"
10907,Centurion_Testudo,0,{#DD5500}{ol}[Buff] - [Physical]{/}{/}{nl}Switches to the Testudo formation. Increases the defense of all members at the cost of slower movement speed.,Attack: -#{CaptionRatio}#% {nl}Increased defense equal to the decreased attack{nl}Additonal Defense: #{CaptionRatio2}#%{nl}Consumes 1% SP per 2 seconds,"[""return 50""]","[""return skill.Level * 30""]",,,,,,,,6,icon_warri_testudo,False,False,False,20,5,[110005],,1005,Testudo,0,0,0,0.0,0.0,0.0,0.0,3.0,1,1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",1,False,48,9.2,"[0, 6]"
10908,Centurion_Rotate,0,{#DD5500}{ol}[Buff] - [Physical]{/}{/}{nl}Realign direction of formation to leader's view.,Rearrange in line with leader's direction. {nl}Maximum Level: 1,,,,,,,,,,6,icon_warri_skirmishers,False,False,False,1,5,,,1005,Change Direction,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",1,False,33,10.0,"[0, 6]"
10909,Centurion_Skirmishers,0,{#DD5500}{ol}[Buff] - [Physical]{/}{/}{nl},,,,,,,,,,,6,icon_warri_skirmishers,False,False,False,-1,-1,,,,Skirmisher,0,0,0,0.0,0.0,0.0,0.0,1.0,0,-1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",1,False,31,6.6,"[0, 6]"
10910,Centurion_SpecialForceFormation,120,"{#DD5500}{ol}[Buff] - [Physical]{/}{/}{nl}Creates a formation which brings squad members together. The skill cooldown time of the squad members that entered into the formation will be reduced in half. Duration will increase by Skill Level, and the number of members in the squad.",Cooldown time reduced by 50%{nl}Minimum/Maximum Duration: #{CaptionRatio}# seconds ~ #{CaptionRatio2}# seconds,"[""var value = 35 + skill.Level * 5"", ""return value;""]","[""var value = 55 + skill.Level * 5"", ""return value;""]",,,,,,,,6,icon_warri_specialforceformation,False,False,False,20,5,,,1005,Special Formation,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",1,False,31,6.0,"[0, 6]"
10911,Centurion_SummonCart,0,{#DD5500}{ol}[Buff] - [Physical]{/}{/}{nl},,,,,,,,,,,6,icon_warri_skirmishers,False,False,False,-1,-1,,,,Summon Carriage,0,0,0,0.0,0.0,0.0,0.0,1.0,0,-1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",1,False,31,6.6,"[0, 6]"
11001,Doppelsoeldner_DeedsOfValor,40,"{#DD5500}{ol}[Buff] - [Physical]{/}{/}{nl}Increases the damage you deal to enemies, but also increases the damage you receive.",Add. damage +#{CaptionRatio}#%{nl}Damage taken +#{CaptionRatio2}#%{nl}Duration 120 sec,"[""return 5 + (skill.Level - 1) * 2;""]","[""return 5 + (skill.Level - 1) * 1;""]",,,,,,,,6,icon_warri_deedsofvalor,False,False,False,20,5,,643560,1009,Deeds of Valor,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}, {""Name"": ""Companion"", ""Icon"": ""weapon_companion""}]",0,False,41,8.0,"[0, 6]"
11002,Doppelsoeldner_Mordschlag,30,{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Hold your sword backwards and use its handle to smack down an enemy.,Attack: #{SkillFactor}#%{nl}AoE Attack Ratio: #{SkillSR}#,,,,,"[""function SCR_ABIL_ADD_SKILLFACTOR(abil, value) {"", ""    var abilLevel = TryGetProp(abil, \""Level\"")"", ""    var masterAddValue = 0"", """", ""    if (abilLevel == 100) {"", ""        masterAddValue = 0.1"", ""    }"", ""    var value = value * (1 + ((abilLevel * 0.005) + masterAddValue))"", ""    return value"", ""}"", """", ""var value = skill.SklFactor + (skill.Level - 1) * skill.SklFactorByLevel;"", ""var abil = GetAbility(pc, \""Doppelsoeldner12\"")"", """", ""if (abil != null) {"", ""    value = SCR_ABIL_ADD_SKILLFACTOR(abil, value);"", ""}"", ""return Math.floor(value)""]","[""var skillSR = skill.SklSR;"", ""var abil =  GetAbility(pc, 'Doppelsoeldner24')"", """", ""if (abil != null  &&  abil.ActiveState == 1) {"", ""    skillSR = skillSR + abil.Level;"", ""}"", ""var value = pc.SR + skillSR;"", """", ""if (value < 1) {"", ""    value = 1"", ""}"", ""return value""]",,,,6,icon_warri_mordschlag,False,False,True,20,5,"[111002, 111006]",643561,1009,Mordschlag,5,0,0,0.0,0.0,685.0,37.700001,2.0,1,1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}, {""Name"": ""Companion"", ""Icon"": ""weapon_companion""}]",0,False,19,3.7,"[9, 6]"
11003,Doppelsoeldner_Double_pay_earn,57,"{#DD5500}{ol}[Buff] - [Physical]{/}{/}{nl}Doubles your EXP and loot dropped when you defeat an enemy within a certain number of attacks. You take 3x damage while the effect is active, and lose more durability when you become incapable of combat.",Attack Limit: #{CaptionRatio}#{nl}Doubled EXP & loot dropped,"[""return skill.Level""]",,,,,,,,,6,icon_warri_doublepay_earn,False,False,False,20,5,[111005],643562,1009,Double Pay Earn,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}, {""Name"": ""Companion"", ""Icon"": ""weapon_companion""}]",0,False,41,8.0,"[0, 6]"
11004,Doppelsoeldner_Punish,10,{#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl}Deeply pierce a collapsed enemy.,Attack: #{SkillFactor}#%{nl}AoE Attack Ratio: #{SkillSR}#,,,,,"[""function SCR_ABIL_ADD_SKILLFACTOR(abil, value) {"", ""    var abilLevel = TryGetProp(abil, \""Level\"")"", ""    var masterAddValue = 0"", """", ""    if (abilLevel == 100) {"", ""        masterAddValue = 0.1"", ""    }"", ""    var value = value * (1 + ((abilLevel * 0.005) + masterAddValue))"", ""    return value"", ""}"", """", ""var value = skill.SklFactor + (skill.Level - 1) * skill.SklFactorByLevel;"", ""var abil = GetAbility(pc, \""Doppelsoeldner13\"")"", """", ""if (abil != null) {"", ""    value = SCR_ABIL_ADD_SKILLFACTOR(abil, value);"", ""}"", ""return Math.floor(value)""]","[""var skillSR = skill.SklSR;"", ""var abil =  GetAbility(pc, 'Doppelsoeldner24')"", """", ""if (abil != null  &&  abil.ActiveState == 1) {"", ""    skillSR = skillSR + abil.Level;"", ""}"", ""var value = pc.SR + skillSR;"", """", ""if (value < 1) {"", ""    value = 1"", ""}"", ""return value""]",,,,6,icon_warri_punish,False,False,False,20,5,"[111003, 111017]",643559,1009,Punish,0,0,0,0.0,0.0,491.0,27.0,15.0,1,1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",1,False,41,8.0,"[6, 7]"
11005,Doppelsoeldner_Cyclone,30,{#DD5500}{ol}[Physical] - [Slash]{/}{/}{nl}Use centrifugal force to continuously attack enemies.,#{SkillFactor}#% Attack per 0.2 seconds{nl}Duration: #{CaptionRatio2}#seconds{nl}AoE Attack Ratio: #{SkillSR}#,,"[""return 3.5""]",,,"[""function SCR_ABIL_ADD_SKILLFACTOR(abil, value) {"", ""    var abilLevel = TryGetProp(abil, \""Level\"")"", ""    var masterAddValue = 0"", """", ""    if (abilLevel == 100) {"", ""        masterAddValue = 0.1"", ""    }"", ""    var value = value * (1 + ((abilLevel * 0.005) + masterAddValue))"", ""    return value"", ""}"", """", ""var value = skill.SklFactor + (skill.Level - 1) * skill.SklFactorByLevel;"", ""var abil = GetAbility(pc, \""Doppelsoeldner11\"")"", """", ""if (abil != null) {"", ""    value = SCR_ABIL_ADD_SKILLFACTOR(abil, value);"", ""}"", ""return Math.floor(value)""]","[""var skillSR = skill.SklSR;"", ""var abil =  GetAbility(pc, 'Doppelsoeldner24')"", """", ""if (abil != null  &&  abil.ActiveState == 1) {"", ""    skillSR = skillSR + abil.Level;"", ""}"", ""var value = pc.SR + skillSR;"", """", ""if (value < 1) {"", ""    value = 1"", ""}"", ""return value""]",,,,6,icon_warri_cyclone,False,False,False,20,5,"[111001, 111004, 111011, 111019]",643563,1009,Cyclone,2,0,0,0.0,0.0,257.0,14.1,8.0,0,1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",1,False,35,6.8,"[8, 6]"
11006,Doppelsoeldner_Zornhau,15,{#DD5500}{ol}[Physical] - [Slash]{/}{/}{nl}Inflict damage and put the enemy into a state of shock by making a big slash with all your might.,Attack: #{SkillFactor}#% x #{CaptionRatio2}#{nl}{#339999}{ol}[Shock]{/}{/} Duration: 5 seconds,,"[""var abil = GetAbility(pc, 'Doppelsoeldner22')"", ""var hitCount = 1"", """", ""if (abil != null  &&  skill.Level >= 6  &&  abil.ActiveState == 1) {"", ""    hitCount = 1 + abil.Level;"", ""}"", ""return hitCount;""]",,,"[""function SCR_ABIL_ADD_SKILLFACTOR(abil, value) {"", ""    var abilLevel = TryGetProp(abil, \""Level\"")"", ""    var masterAddValue = 0"", """", ""    if (abilLevel == 100) {"", ""        masterAddValue = 0.1"", ""    }"", ""    var value = value * (1 + ((abilLevel * 0.005) + masterAddValue))"", ""    return value"", ""}"", """", ""var value = skill.SklFactor + (skill.Level - 1) * skill.SklFactorByLevel;"", ""var abil = GetAbility(pc, \""Doppelsoeldner14\"")"", """", ""if (abil != null) {"", ""    value = SCR_ABIL_ADD_SKILLFACTOR(abil, value);"", ""}"", ""return Math.floor(value)""]",,,,,6,icon_warri_zornhau,False,False,False,20,5,"[111008, 111016]",643821,1009,Zornhau,0,0,0,0.0,0.0,762.0,53.400002,0.0,1,2,"[{""Name"": ""TwoHandSword"", ""Icon"": ""weapon_tsword""}]",1,False,50,11.4,"[8, 6]"
11007,Doppelsoeldner_Redel,30,{#DD5500}{ol}[Physical] - [Slash]{/}{/}{nl}Deals successive attacks to a frontal enemy by swinging your weapon.,Attack: #{SkillFactor}#% x #{CaptionRatio2}#,,"[""var abil = GetAbility(pc, \""Doppelsoeldner21\"")"", ""var hitCount = 5"", """", ""if (abil != null  &&  skill.Level >=6  &&  abil.ActiveState == 1) {"", ""    hitCount = 14"", ""}"", ""return hitCount;""]",,,"[""function SCR_ABIL_ADD_SKILLFACTOR(abil, value) {"", ""    var abilLevel = TryGetProp(abil, \""Level\"")"", ""    var masterAddValue = 0"", """", ""    if (abilLevel == 100) {"", ""        masterAddValue = 0.1"", ""    }"", ""    var value = value * (1 + ((abilLevel * 0.005) + masterAddValue))"", ""    return value"", ""}"", """", ""var value = skill.SklFactor + (skill.Level - 1) * skill.SklFactorByLevel;"", ""var abil = GetAbility(pc, \""Doppelsoeldner15\"")"", """", ""if (abil != null) {"", ""    value = SCR_ABIL_ADD_SKILLFACTOR(abil, value);"", ""}"", ""return Math.floor(value)""]",,,,,6,icon_warri_redel,False,False,False,20,5,"[111009, 111015]",643822,1009,Redel,2,0,0,0.0,0.0,226.0,15.8,0.0,1,2,"[{""Name"": ""TwoHandSword"", ""Icon"": ""weapon_tsword""}]",1,False,34,8.1,"[8, 6]"
11008,Doppelsoeldner_Zucken,15,{#DD5500}{ol}[Physical] - [Slash]{/}{/}{nl}Inflict damage on a frontal enemy through a series of lateral slashes. Deals additional damage to enemies afflicted with [Shock].,Attack: #{SkillFactor}#% x #{CaptionRatio2}#,,"[""var abil = GetAbility(pc, \""Doppelsoeldner20\"")"", ""var hitCount = 4"", """", ""if (abil != null  &&  skill.Level >= 6  &&  abil.ActiveState == 1) {"", ""    hitCount = hitCount * 2"", ""}"", ""return hitCount;""]",,,"[""function SCR_ABIL_ADD_SKILLFACTOR(abil, value) {"", ""    var abilLevel = TryGetProp(abil, \""Level\"")"", ""    var masterAddValue = 0"", """", ""    if (abilLevel == 100) {"", ""        masterAddValue = 0.1"", ""    }"", ""    var value = value * (1 + ((abilLevel * 0.005) + masterAddValue))"", ""    return value"", ""}"", """", ""var value = skill.SklFactor + (skill.Level - 1) * skill.SklFactorByLevel;"", ""var abil = GetAbility(pc, \""Doppelsoeldner16\"")"", """", ""if (abil != null) {"", ""    value = SCR_ABIL_ADD_SKILLFACTOR(abil, value);"", ""}"", ""return Math.floor(value)""]",,,,,6,icon_warri_zucken,False,False,False,20,5,"[111010, 111014]",643823,1009,Zucken,0,0,0,0.0,0.0,214.0,15.0,0.0,1,2,"[{""Name"": ""TwoHandSword"", ""Icon"": ""weapon_tsword""}]",1,False,46,10.7,"[8, 6]"
11009,Doppelsoeldner_Zwerchhau,30,{#DD5500}{ol}[Physical] - [Slash]{/}{/}{nl}Swings the sword in one hand to attack a wide range of enemies. The targets that do not have plate defense type become more vulnerable to slash type attacks.,Attack: #{SkillFactor}#% x 3{nl}AoE Attack Ratio: #{SkillSR}#{nl}Duration: #{CaptionTime}# seconds,,,,"[""var value = 6.5"", ""return value""]","[""function SCR_ABIL_ADD_SKILLFACTOR(abil, value) {"", ""    var abilLevel = TryGetProp(abil, \""Level\"")"", ""    var masterAddValue = 0"", """", ""    if (abilLevel == 100) {"", ""        masterAddValue = 0.1"", ""    }"", ""    var value = value * (1 + ((abilLevel * 0.005) + masterAddValue))"", ""    return value"", ""}"", """", ""var value = skill.SklFactor + (skill.Level - 1) * skill.SklFactorByLevel;"", ""var abil = GetAbility(pc, \""Doppelsoeldner18\"")"", """", ""if (abil != null) {"", ""    value = SCR_ABIL_ADD_SKILLFACTOR(abil, value);"", ""}"", ""return Math.floor(value)""]","[""var skillSR = skill.SklSR;"", ""var abil =  GetAbility(pc, 'Doppelsoeldner24')"", """", ""if (abil != null  &&  abil.ActiveState == 1) {"", ""    skillSR = skillSR + abil.Level;"", ""}"", ""var value = pc.SR + skillSR;"", """", ""if (value < 1) {"", ""    value = 1"", ""}"", ""return value""]",,,,6,icon_warri_zwerchhau,False,False,True,20,5,[111012],643824,1009,Zwerchhau,0,0,0,0.0,0.0,322.0,38.599998,3.0,1,3,"[{""Name"": ""TwoHandSword"", ""Icon"": ""weapon_tsword""}]",1,False,56,15.2,"[8, 6]"
11010,Doppelsoeldner_Sturzhau,25,{#DD5500}{ol}[Physical] - [Slash]{/}{/}{nl}Strike with your weapon in a diagonal. The attack ignores a portion of enemy defense.,Attack: #{SkillFactor}#% x 6{nl}AoE Attack Ratio: #{SkillSR}#{nl}Ignores 20% of enemies' defense,,,,,"[""function SCR_ABIL_ADD_SKILLFACTOR(abil, value) {"", ""    var abilLevel = TryGetProp(abil, \""Level\"")"", ""    var masterAddValue = 0"", """", ""    if (abilLevel == 100) {"", ""        masterAddValue = 0.1"", ""    }"", ""    var value = value * (1 + ((abilLevel * 0.005) + masterAddValue))"", ""    return value"", ""}"", """", ""var value = skill.SklFactor + (skill.Level - 1) * skill.SklFactorByLevel;"", ""var abil = GetAbility(pc, \""Doppelsoeldner19\"")"", """", ""if (abil != null) {"", ""    value = SCR_ABIL_ADD_SKILLFACTOR(abil, value);"", ""}"", ""return Math.floor(value)""]","[""var skillSR = skill.SklSR;"", ""var abil =  GetAbility(pc, 'Doppelsoeldner24')"", """", ""if (abil != null  &&  abil.ActiveState == 1) {"", ""    skillSR = skillSR + abil.Level;"", ""}"", ""var value = pc.SR + skillSR;"", """", ""if (value < 1) {"", ""    value = 1"", ""}"", ""return value""]",,,,6,icon_warri_sturtzhauw,False,False,True,20,5,[111013],643825,1009,Sturtzhau,2,0,0,0.0,0.0,183.0,22.0,3.0,1,3,"[{""Name"": ""TwoHandSword"", ""Icon"": ""weapon_tsword""}]",1,False,41,11.0,"[8, 6]"
11101,Fencer_AttaqueComposee,10,{#DD5500}{ol}[Physical] - [Pierce]{/}{/} {#7AE4FF}{ol}[{img tooltip_speedofatk}Attack Speed]{/}{/}{nl}{nl}Stab an enemy in front of you.,Attack: #{SkillFactor}#% x 2,,,,,"[""function SCR_ABIL_ADD_SKILLFACTOR(abil, value) {"", ""    var abilLevel = TryGetProp(abil, \""Level\"")"", ""    var masterAddValue = 0"", """", ""    if (abilLevel == 100) {"", ""        masterAddValue = 0.1"", ""    }"", ""    var value = value * (1 + ((abilLevel * 0.005) + masterAddValue))"", ""    return value"", ""}"", """", ""var value = skill.SklFactor + (skill.Level - 1) * skill.SklFactorByLevel"", ""var abil = GetAbility(pc, \""Fencer2\"")"", """", ""if (abil != null) {"", ""    value = SCR_ABIL_ADD_SKILLFACTOR(abil, value);"", ""}"", ""return Math.floor(value)""]",,,,,6,icon_warri_attaquecomposee,False,False,True,20,5,[112002],643579,1014,Attaque Composee,5,0,0,0.0,0.0,250.0,17.5,0.0,1,2,"[{""Name"": ""Rapier"", ""Icon"": ""weapon_rapier""}, {""Name"": ""RapierAndShield"", ""Icon"": ""weapon_shield""}, {""Name"": ""RapierAndDagger"", ""Icon"": ""weapon_dagger""}, {""Name"": ""RapierAndPistol"", ""Icon"": ""weapon_gun""}]",1,False,21,5.0,"[6, 7]"
11102,Fencer_Lunge,14,{#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl}Lower your stance and reach out to attack an enemy. Your evasion rate increases and the enemy becomes more vulnerable to [Slash] attacks.,Attack: #{SkillFactor}#% x 4{nl}Evasion Rate: +#{CaptionRatio2}# {nl}Duration: #{CaptionTime}# seconds,,"[""var value = 50 + (20 * skill.Level)"", ""return value;""]",,"[""return 4""]","[""function SCR_ABIL_ADD_SKILLFACTOR(abil, value) {"", ""    var abilLevel = TryGetProp(abil, \""Level\"")"", ""    var masterAddValue = 0"", """", ""    if (abilLevel == 100) {"", ""        masterAddValue = 0.1"", ""    }"", ""    var value = value * (1 + ((abilLevel * 0.005) + masterAddValue))"", ""    return value"", ""}"", """", ""var value = skill.SklFactor + (skill.Level - 1) * skill.SklFactorByLevel"", ""var abil = GetAbility(pc, \""Fencer3\"")"", """", ""if (abil != null) {"", ""    value = SCR_ABIL_ADD_SKILLFACTOR(abil, value);"", ""}"", ""return Math.floor(value)""]",,,,,6,icon_warri_lunge,False,False,False,20,5,[112003],643574,1014,Lunge,0,0,0,0.0,0.0,149.0,8.2,0.0,1,1,"[{""Name"": ""Rapier"", ""Icon"": ""weapon_rapier""}, {""Name"": ""RapierAndShield"", ""Icon"": ""weapon_shield""}, {""Name"": ""RapierAndDagger"", ""Icon"": ""weapon_dagger""}, {""Name"": ""RapierAndPistol"", ""Icon"": ""weapon_gun""}]",1,False,38,7.4,"[6, 7]"
11103,Fencer_SeptEtoiles,29,{#DD5500}{ol}[Physical] - [Pierce]{/}{/} {#7AE4FF}{ol}[{img tooltip_speedofatk}Attack Speed]{/}{/}{nl}{nl}Stab an enemy in front of you with successive strikes.,Attack: #{SkillFactor}#% x 8,,,,,"[""function SCR_ABIL_ADD_SKILLFACTOR(abil, value) {"", ""    var abilLevel = TryGetProp(abil, \""Level\"")"", ""    var masterAddValue = 0"", """", ""    if (abilLevel == 100) {"", ""        masterAddValue = 0.1"", ""    }"", ""    var value = value * (1 + ((abilLevel * 0.005) + masterAddValue))"", ""    return value"", ""}"", """", ""var value = skill.SklFactor + (skill.Level - 1) * skill.SklFactorByLevel;"", ""var abil = GetAbility(pc, \""Fencer4\"")"", """", ""if (abil != null) {"", ""    value = SCR_ABIL_ADD_SKILLFACTOR(abil, value);"", ""}"", ""return Math.floor(value)""]",,,,,6,icon_warri_septetoiles,False,False,True,20,5,[112004],643575,1014,Sept Etoiles,2,0,0,0.0,0.0,124.0,6.8,0.0,1,1,"[{""Name"": ""Rapier"", ""Icon"": ""weapon_rapier""}, {""Name"": ""RapierAndShield"", ""Icon"": ""weapon_shield""}, {""Name"": ""RapierAndDagger"", ""Icon"": ""weapon_dagger""}, {""Name"": ""RapierAndPistol"", ""Icon"": ""weapon_gun""}]",1,False,34,6.7,"[6, 7]"
11104,Fencer_AttaqueCoquille,8,{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Attack an enemy with the guard of your sword. The enemy's defense is ignored when attacked again with [Pierce] attacks.,Attack: #{SkillFactor}#%{nl}Duration: #{CaptionRatio2}# seconds,,"[""var value = 4 + skill.Level * 1"", ""return value""]",,,"[""function SCR_ABIL_ADD_SKILLFACTOR(abil, value) {"", ""    var abilLevel = TryGetProp(abil, \""Level\"")"", ""    var masterAddValue = 0"", """", ""    if (abilLevel == 100) {"", ""        masterAddValue = 0.1"", ""    }"", ""    var value = value * (1 + ((abilLevel * 0.005) + masterAddValue))"", ""    return value"", ""}"", """", ""var value = skill.SklFactor + (skill.Level - 1) * skill.SklFactorByLevel;"", ""var abil = GetAbility(pc, \""Fencer5\"")"", """", ""if (abil != null) {"", ""    value = SCR_ABIL_ADD_SKILLFACTOR(abil, value);"", ""}"", ""return Math.floor(value)""]",,,,,6,icon_warri_attaquecoquille,False,False,False,20,5,[112005],643576,1014,Attaque Coquille,0,0,0,0.0,0.0,532.0,29.299999,0.0,1,1,"[{""Name"": ""Rapier"", ""Icon"": ""weapon_rapier""}, {""Name"": ""RapierAndShield"", ""Icon"": ""weapon_shield""}, {""Name"": ""RapierAndDagger"", ""Icon"": ""weapon_dagger""}, {""Name"": ""RapierAndPistol"", ""Icon"": ""weapon_gun""}]",1,False,40,7.8,"[9, 6]"
11105,Fencer_EsquiveToucher,30,{#DD5500}{ol}[Physical] - [Piercing]{/}{/}{nl}{#DD5500}{ol}[Physical] - [Pierce]{/}{/}Move swiftly to avoid enemy attacks and deliver complex successive attacks.{nl}(The Buff Durations will be changed to 4 seconds once you enter PvP server.),Attack: #{SkillFactor}#% x 5{nl}Evasion Rate: +#{CaptionRatio2}#%,,"[""var value = 10 * skill.Level"", ""return value""]",,,"[""function SCR_ABIL_ADD_SKILLFACTOR(abil, value) {"", ""    var abilLevel = TryGetProp(abil, \""Level\"")"", ""    var masterAddValue = 0"", """", ""    if (abilLevel == 100) {"", ""        masterAddValue = 0.1"", ""    }"", ""    var value = value * (1 + ((abilLevel * 0.005) + masterAddValue))"", ""    return value"", ""}"", """", ""var value = skill.SklFactor + (skill.Level - 1) * skill.SklFactorByLevel"", ""var abil = GetAbility(pc, \""Fencer6\"")"", """", ""if (abil != null) {"", ""    value = SCR_ABIL_ADD_SKILLFACTOR(abil, value);"", ""}"", ""return Math.floor(value)""]",,,,,6,icon_warri_esquivetoucher,False,False,False,20,5,[112006],643577,1014,Esquive Toucher,0,0,0,0.0,0.0,169.0,9.3,0.0,1,1,"[{""Name"": ""Rapier"", ""Icon"": ""weapon_rapier""}, {""Name"": ""RapierAndShield"", ""Icon"": ""weapon_shield""}, {""Name"": ""RapierAndDagger"", ""Icon"": ""weapon_dagger""}, {""Name"": ""RapierAndPistol"", ""Icon"": ""weapon_gun""}]",1,False,38,7.4,"[6, 7]"
11106,Fencer_Preparation,35,{#DD5500}{ol}[Physical] - [Piercing]{/}{/}{nl}Twirl the tip of your sword to parry an enemy attack and prepare for the next attack. The next [Pierce]-type attack you make will inflict twice as much damage.,Maximum Duration: #{CaptionRatio2}# seconds{nl}+#{CaptionRatio}#% Block during skill duration{nl}Duration: 15 seconds,"[""var value = 50 + skill.Level * 5"", ""return value""]","[""var value = 3 + skill.Level * 1"", ""return value""]",,,,,,,,6,icon_warri_preparation,False,False,False,5,5,,,1014,Preparation,0,0,0,0.0,0.0,0.0,0.0,0.0,1,2,"[{""Name"": ""Rapier"", ""Icon"": ""weapon_rapier""}, {""Name"": ""RapierAndShield"", ""Icon"": ""weapon_shield""}, {""Name"": ""RapierAndDagger"", ""Icon"": ""weapon_dagger""}, {""Name"": ""RapierAndPistol"", ""Icon"": ""weapon_gun""}]",1,False,49,13.3,"[6, 7]"
11107,Fencer_Flanconnade,10,{#DD5500}{ol}[Physical] - [Slash]{/}{/} {#7AE4FF}{ol}[{img tooltip_speedofatk}Attack Speed]{/}{/}{nl}Perform a complex upward attack with your rapier. This attack protects you against an enemy attack.,Attack: #{SkillFactor}#% x 2,,,,,"[""function SCR_ABIL_ADD_SKILLFACTOR(abil, value) {"", ""    var abilLevel = TryGetProp(abil, \""Level\"")"", ""    var masterAddValue = 0"", """", ""    if (abilLevel == 100) {"", ""        masterAddValue = 0.1"", ""    }"", ""    var value = value * (1 + ((abilLevel * 0.005) + masterAddValue))"", ""    return value"", ""}"", """", ""var value = skill.SklFactor + (skill.Level - 1) * skill.SklFactorByLevel"", ""var abil = GetAbility(pc, \""Fencer7\"")"", """", ""if (abil != null) {"", ""    value = SCR_ABIL_ADD_SKILLFACTOR(abil, value);"", ""}"", ""return Math.floor(value)""]",,,,,6,icon_warri_flanconnade,False,False,False,20,5,[112007],643578,1014,Flanconnade,5,0,0,0.0,0.0,201.0,11.1,0.0,1,1,"[{""Name"": ""Rapier"", ""Icon"": ""weapon_rapier""}, {""Name"": ""RapierAndShield"", ""Icon"": ""weapon_shield""}, {""Name"": ""RapierAndDagger"", ""Icon"": ""weapon_dagger""}, {""Name"": ""RapierAndPistol"", ""Icon"": ""weapon_gun""}]",1,False,17,3.4,"[8, 6]"
