$ID,$ID_NAME,Description,Icon,IconTooltip,Link_Collections,Link_Cubes,Link_Maps,Link_Maps_Exploration,Link_Monster,Link_Monsters,Link_RecipeMaterial,Link_RecipeTarget,MonsterElement,MonsterRace,Name,Price,Stat_Height,Stat_Legs,Stat_Weight,TimeCoolDown,TimeLifeTime,Tradability,Type,TypeCard,Weight
644130,card_Templeshooter,[欄位裝備效果] 力量屬性 +[★/2]、精神屬性 +[★/2] ,icon_item_card_stat,063_boss_templeshooter,[642045],,,,800021,,,,0,1,神殿射手卡片,500,230,2,224,0.0,0.0,TTTT,4,4,1.0
644131,card_Fireload,[欄位裝備效果] 火屬性追加傷害 +[★*10],icon_item_card_util,129_boss_firelord,,[642902],,,800023,,,,2,1,火焰權杖卡片,500,274,2,207,0.0,0.0,TTTT,4,5,1.0
644132,card_Kubas,[欄位裝備效果] 智力屬性 +[★/2]、精神屬性 +[★/2] ,icon_item_card_stat,130_boss_kubas,,,,,41373,,,,5,4,庫巴斯卡片,500,253,2,1620,0.0,0.0,TTTT,4,4,1.0
644133,card_Deathweaver,[欄位裝備效果] 被大型怪物攻擊時，會以[★]%的機率恢復HP 3%。{nl}冷卻時間為15秒。,icon_item_card_util,081_boss_deathweaver,,,,,800026,,,,0,1,死亡魔女卡片,500,430,8,364,0.0,0.0,TTTT,4,5,1.0
644134,card_Flammidus,[欄位裝備效果] 火屬性抵抗力增加 +[★*10],icon_item_card_def,132_boss_flammidus,,"[642910, 642920, 642942]",,,800031,,,,0,1,普拉姆米杜斯卡片,500,211,2,55,0.0,0.0,TTTT,4,1,1.0
644135,card_Marnoks,[欄位裝備效果] 暴擊發生 +[★ * 1.5],icon_item_card_util,139_boss_marnoks,,,,,800078,,,,1,1,馬魯若斯卡片,500,,,,0.0,0.0,TTTT,4,5,1.0
644136,card_Zawra,[欄位裝備效果] 物理防禦力 +[★]%,icon_item_card_def,140_boss_zawra,,,,,800072,,,,0,1,扎烏拉卡片,500,,,,0.0,0.0,TTTT,4,1,1.0
644137,card_Prisoncutter,[欄位裝備效果] 給予出血狀態異常的敵人之傷害增加[★]%。,icon_item_card_atk,143_boss_prisoncutter,,,,,800020,,,,0,1,普利森考特卡片,500,,,,0.0,0.0,TTTT,4,0,1.0
644138,card_FerretMarauder,[欄位裝備效果] 攻擊時增加的挑釁數值+[★]%。,icon_item_card_util,141_boss_ferretmarauder,,,,,57864,,,,1,0,雪貂掠奪者卡片,500,,,,0.0,0.0,TTTT,4,5,1.0
644139,card_Velniamonkey,[欄位裝備效果] 給予中毒狀態異常的敵人之傷害增加[★]%。,icon_item_card_atk,142_boss_velniamonkey,,,,,57428,,,,7,5,維尼亞猴子卡片,500,,,,0.0,0.0,TTTT,4,0,1.0
644140,card_Woodspirit,[欄位裝備效果] 被攻擊時會以10%的機率恢復HP [★ * 70]。{nl}冷卻時間為20秒。,icon_item_card_def,002_boss_woodspirit,,,,,47355,,,,1,5,樹精卡,500,,,,0.0,0.0,TTTT,4,1,1.0
644141,card_Armaox,[欄位裝備效果] 被攻擊時會以10%的機率在10秒內產生盾[★ * 100]。,icon_item_card_def,144_boss_armaox,,"[642925, 642943]",,,57443,,,,7,5,阿勒瑪歐斯卡,500,,,,0.0,0.0,TTTT,4,1,1.0
644142,card_Succubus,[欄位裝備效果] 攻擊時增加的挑釁數值 -[★]%。,icon_item_card_util,138_boss_succubus,,,,,800079,,,,7,1,夢魔卡,500,,,,0.0,0.0,TTTT,4,5,1.0
644143,card_Stonefroster,[欄位裝備效果] 使用HP藥水時，10秒內體力+[★ * 1.5]。,icon_item_card_stat,145_boss_stonefroster,,,,,57589,,,,1,4,森林石怪卡,500,,,,0.0,0.0,TTTT,4,4,1.0
644144,card_Lapene,[欄位裝備效果] 力量、體力、智力、精神、敏捷 + [★/3]。,icon_item_card_stat,146_boss_lapene,,,,,57866,,,,2,0,拉沛內卡,500,,,,0.0,0.0,TTTT,4,4,1.0
644145,card_Rambandgad,[欄位裝備效果] 使用SP藥水時，10秒內精神+[★ * 1.5]。,icon_item_card_stat,147_boss_rambandgad,,"[642925, 642943]",,,800019,,,,0,1,雷班札特卡,500,,,,0.0,0.0,TTTT,4,4,1.0
644146,card_SwordBallista,[欄位裝備效果] Rooting機會 +[★ * 5],icon_item_card_stat,148_boss_swordballista,,,,,800081,,,,0,1,庫勒卡斯卡,500,,,,0.0,0.0,TTTT,4,4,1.0
644147,card_FrosterLord,[欄位裝備效果] 攻擊時有[★/2]%機率令對方4秒內陷入凍傷效果{nl}(不會對boss套用。),icon_item_card_atk,149_boss_frosterlord,,,,,800076,,,,0,1,弗羅斯特領主卡,500,,,,0.0,0.0,TTTT,4,0,1.0
644148,card_varleking,[欄位裝備效果] 治癒力 +[★ * 5],icon_item_card_def,144_boss_varleking,,"[642928, 642944]",,,57866,,,,2,0,巴勒王卡片,500,,,,0.0,0.0,TTTT,4,1,1.0
644149,card_payawoota,[欄位裝備效果] 所有屬性  +[★ * 0.4],icon_item_card_stat,001_npc_payawoota,,,,,,,,,,,帕亞烏塔卡片,500,,,,0.0,0.0,TTTT,4,4,1.0
644150,card_skiaclips,[欄位裝備效果] 智力、體力 + [★],icon_item_card_stat,156_boss_skiaclipse,,[642948],,,57866,,,,2,0,斯基亞克爾立斯卡片,500,,,,0.0,0.0,TTTT,4,4,1.0
644151,card_Moringponia,[欄位裝備效果] 結冰狀態異常扺抗 +[★]{nl} 最大HP +[100 * ★],icon_item_card_util,157_boss_moringponia,,,,,57866,,,,2,0,莫靈波尼亞卡片,500,,,,0.0,0.0,TTTT,4,5,1.0
644152,card_Misrus,[欄位裝備效果] 暗黑狀態異常扺抗 +[★]{nl} 最大SP +[60 * ★],icon_item_card_util,158_boss_misrus,,,,,57866,,,,2,0,莫茲魯斯卡片,500,,,,0.0,0.0,TTTT,4,5,1.0
644900,Legend_card_Marnoks,[欄位裝備效果] 最小暴擊機率增加 [★ * 2]%,icon_item_card_legend,139_boss_marnoks,,,,,800078,,,,1,1,魔君主馬魯若斯卡片,0,,,,0.0,0.0,TTTT,4,2,1.0
644901,Legend_card_Blud,[欄位裝備效果] PVP時獲得傷害減少 [★ * 3]%,icon_item_card_legend,112_blud,,,,,800060,,,,0,1,魔君主布爾魯卡片,0,,,,0.0,0.0,TTTT,4,2,1.0
644902,Legend_card_Zawra,[欄位裝備效果] 物理防禦力增加 [★ * 10]%,icon_item_card_legend,140_boss_zawra,,,,,800072,,,,0,1,魔君主扎烏拉卡片,0,,,,0.0,0.0,TTTT,4,2,1.0
644903,Legend_card_Nuaele,[欄位裝備效果] 魔法防禦力增加 [★ * 10]%,icon_item_card_legend,074_nuaele,,,,,800016,,,,0,1,魔君主努亞耶雷卡片,0,,,,0.0,0.0,TTTT,4,2,1.0
644904,Legend_card_Helgasercle,[欄位裝備效果] 消滅每1怪物時SP恢復 [★ * 20],icon_item_card_legend,053_boss_helgasercle,,,,,800057,,,,0,1,魔君主赫嘉塞露卡片,0,,,,0.0,0.0,TTTT,4,2,1.0
644905,Legend_card_Lecifer,[欄位裝備效果] 移動速度增加 [★] ,icon_item_card_legend,030_boss_lecifer,,,,,800043,,,,0,1,魔君主雷克西波卡片,0,,,,0.0,0.0,TTTT,4,2,1.0
644906,Legend_card_Mirtis,[欄位裝備效果] 攻擊時因屬性相生而懲罰減少 [★ * 10]%  ,icon_item_card_legend,007_boss_mirtis,,,,,800048,,,,0,1,魔君主米爾堤斯卡片,0,,,,0.0,0.0,TTTT,4,2,1.0
644907,Legend_card_Kucarry_Balzermance,[欄位裝備效果] 經驗值獲得量增加 [★]%,icon_item_card_legend,151_boss_kucarry_balzermancer,,[642926],,,58818,,,,0,0,靈驗的庫格利瓦爾澤法師卡片,0,,,,0.0,0.0,TTTT,4,2,1.0
644908,Legend_card_PantoRex,[欄位裝備效果] 給野獸型怪物的傷害增加 [★ * 7]%,icon_item_card_legend,150_boss_pantorex,,,,,,,,,,,異端者潘圖雷克斯卡片,0,,,,0.0,0.0,TTTT,4,2,1.0
644909,Legend_card_Velcoffer,[欄位裝備效果] 從怪物那裡獲得傷害減少 [★ * 3]%。,icon_item_card_legend,136_raid_boss_blackgargoyle,,[642916],,,58690,,,,0,0,貝爾庫波卡片,0,,,,0.0,0.0,TTTT,4,2,1.0
644910,Legend_card_FrosterLord,[欄位裝備效果] 召喚獸的最小攻擊力和最大攻擊力差異減少[★ * 10]%{nl}(達成10LV時，召喚獸的最小攻擊力變成和最大攻擊力一樣。),icon_item_card_legend,149_boss_frosterlord,,[642927],,,800076,,,,0,1,魔君主弗羅斯特領主卡片,0,,,,0.0,0.0,TTTT,4,2,1.0
644911,Legend_card_Acio,[欄位裝備效果] 暴擊發生 +[★ * 15],icon_item_card_legend,152_boss_asio,,[642929],,,59154,,,,5,0,亞西歐梅吉卡片,0,,,,0.0,0.0,TTTT,4,2,1.0
644912,Legend_card_Wastrel,[欄位裝備效果] 最大HP +[★ * 500],icon_item_card_legend,153_boss_wastrel,,[642931],,,59172,,,,0,4,威伊斯特隆卡片,0,,,,0.0,0.0,TTTT,4,2,1.0
644913,Legend_card_ignas,[欄位裝備效果] 暴擊攻擊時以[★ * 5]%機率6秒內隱身。,icon_item_card_legend,154_boss_ignas,,[642934],,,800089,,,,0,1,依克那斯卡試,0,,,,0.0,0.0,TTTT,4,2,1.0
644914,Legend_card_boruta,[欄位裝備效果] 對Boss怪物的傷害增加[★ * 5]%,icon_item_card_legend,155_boss_boruta,,,,,59208,,,,0,0,普魯達卡片,0,,,,0.0,0.0,TTTT,4,2,1.0
644915,Legend_card_Marnoks_JP,[欄位裝備效果] 最小暴擊機率增加 [★ * 2]%,icon_item_card_legend,139_boss_marnoks,,,,,800078,,,,1,1,魔君主馬魯若斯卡片,0,,,,0.0,0.0,FFFT,4,2,1.0
644916,Legend_card_Blud_JP,[欄位裝備效果] PVP時獲得傷害減少 [★ * 3]%,icon_item_card_legend,112_blud,,,,,800060,,,,0,1,魔君主布爾魯卡片,0,,,,0.0,0.0,FFFT,4,2,1.0
644917,Legend_card_Zawra_JP,[欄位裝備效果] 物理防禦力增加 [★ * 10]%,icon_item_card_legend,140_boss_zawra,,,,,800072,,,,0,1,魔君主扎烏拉卡片,0,,,,0.0,0.0,FFFT,4,2,1.0
644918,Legend_card_Nuaele_JP,[欄位裝備效果] 魔法防禦力增加 [★ * 10]%,icon_item_card_legend,074_nuaele,,,,,800016,,,,0,1,魔君主努亞耶雷卡片,0,,,,0.0,0.0,FFFT,4,2,1.0
644919,Legend_card_Helgasercle_JP,[欄位裝備效果] 消滅每1怪物時SP恢復 [★ * 20],icon_item_card_legend,053_boss_helgasercle,,,,,800057,,,,0,1,魔君主赫嘉塞露卡片,0,,,,0.0,0.0,FFFT,4,2,1.0
644920,Legend_card_Lecifer_JP,[欄位裝備效果] 移動速度增加 [★] ,icon_item_card_legend,030_boss_lecifer,,,,,800043,,,,0,1,魔君主雷克西波卡片,0,,,,0.0,0.0,FFFT,4,2,1.0
644921,Legend_card_Mirtis_JP,[欄位裝備效果] 攻擊時因屬性相生而懲罰減少 [★ * 10]%  ,icon_item_card_legend,007_boss_mirtis,,,,,800048,,,,0,1,魔君主米爾堤斯卡片,0,,,,0.0,0.0,FFFT,4,2,1.0
644922,Legend_card_FrosterLord_JP,[欄位裝備效果] 召喚獸的最小攻擊力和最大攻擊力差異減少[★ * 10]%{nl}(達成10LV時，召喚獸的最小攻擊力變成和最大攻擊力一樣。),icon_item_card_legend,149_boss_frosterlord,,,,,800076,,,,0,1,魔君主弗羅斯特領主卡片,0,,,,0.0,0.0,FFFT,4,2,1.0
644923,Legendcard_skiaclips,[欄位裝備效果] 昆蟲型對象攻擊力750 * [★],icon_item_card_legend,156_boss_skiaclipse,,[642949],,,57866,,,,2,0,解放的斯基亞克爾立斯卡片,0,,,,0.0,0.0,TTTT,4,2,1.0
644924,Legendcard_Moringponia,[欄位裝備效果] 中型對象攻擊力 300 * [★],icon_item_card_legend,157_boss_moringponia,,,,,57866,,,,2,0,魔君主莫靈波尼亞卡片,0,,,,0.0,0.0,TTTT,4,2,1.0
644925,Legendcard_Misrus,"[欄位裝備效果] 對正使用盾牌的敵人給予 1,000 * [★] 追加傷害",icon_item_card_legend,158_boss_misrus,,,,,57866,,,,2,0,憤怒的莫茲魯斯卡片,0,,,,0.0,0.0,TTTT,4,2,1.0
650001,legend_reinforce_card_lv1,可以用在傳說卡片強化的強化卡片，可以成長至LV4為止。{nl}傳說強化用卡片可以裝備也可以當作一般卡片合成材料來使用。,icon_item_legend_card_fragment_lv1,legend_card_fragment_lv1,,,,,,,,,,,被撕毀的傳說強化用卡片,0,,,,0.0,0.0,TTTT,4,3,1.0
650002,legend_reinforce_card_lv2,可以用在傳說卡片強化的強化卡片，可以成長至LV6為止。{nl}傳說強化用卡片可以裝備也可以當作一般卡片合成材料來使用。,icon_item_legend_card_fragment_lv2,legend_card_fragment_lv2,,,,,,,,,,,老舊的傳說強化用卡片,0,,,,0.0,0.0,TTTT,4,3,1.0
650003,legend_reinforce_card_lv3,可以用在傳說卡片強化的強化卡片，可以成長至LV8為止。{nl}傳說強化用卡片可以裝備也可以當作一般卡片合成材料來使用。,icon_item_legend_card_fragment_lv3,legend_card_fragment_lv3,,,,,,,,,,,傳說強化用卡片,0,,,,0.0,0.0,TTTT,4,3,1.0
650004,legend_reinforce_card_lv4,可以用在傳說卡片強化的強化卡片，可以成長至LV10為止。{nl}傳說強化用卡片可以裝備也可以當作一般卡片合成材料來使用。,icon_item_legend_card_fragment_lv4,legend_card_fragment_lv4,,,,,,,,,,,發光的傳說強化用卡片,0,,,,0.0,0.0,TTTT,4,3,1.0
