$ID,$ID_NAME,Description,Icon,IconTooltip,Link_Collections,Link_Cubes,Link_Monster,Link_MonsterDrops,Link_RecipeMaterial,Link_RecipeTarget,MonsterElement,MonsterRace,Name,Price,Stat_Height,Stat_Legs,Stat_Weight,TimeCoolDown,TimeLifeTime,Tradability,Type,TypeCard,Weight
644139,card_Velniamonkey,[スロット装着効果] 中毒状態の対象に与えるダメージ[★]%アップ,icon_item_card_atk,142_boss_velniamonkey,,,57428,,,,7,4,ベルニアモンキーカード,500,,,,0.0,0.0,1111,3,0,1.0
644140,card_Woodspirit,[スロット装着効果] 攻撃を受けたとき10%の確率でHP[★*70]回復{nl}クールタイム20秒,icon_item_card_def,002_boss_woodspirit,,,47355,,,,1,4,ウッドスピリットカード,500,,,,0.0,0.0,1111,3,1,1.0
644141,card_Armaox,[スロット装着効果] 攻撃を受けたとき10%の確率で10秒間シールド[★*100]生成,icon_item_card_def,144_boss_armaox,,[642925],57443,,,,7,4,アルマオスカード,500,,,,0.0,0.0,1111,3,1,1.0
644142,card_Succubus,[スロット装着効果] 攻撃時のアップする挑発数値-[★]%,icon_item_card_util,138_boss_succubus,,,800079,,,,7,1,サキュバスカード,500,,,,0.0,0.0,1111,3,5,1.0
644143,card_Stonefroster,[スロット装着効果] HPポーション類を使用時、10秒間体力+[★*1.5],icon_item_card_stat,145_boss_stonefroster,,,57589,,,,1,3,ギガントゴーレムカード,500,,,,0.0,0.0,1111,3,4,1.0
644144,card_Lapene,[スロット装着効果] 力+[★/3]、体力+[★/3]、知能+[★/3]、精神+[★/3]、敏捷+[★/3],icon_item_card_stat,146_boss_lapene,,,57866,,,,2,0,ラペネカード,500,,,,0.0,0.0,1111,3,4,1.0
644145,card_Rambandgad,[スロット装着効果] SPポーション類を使用時、10秒間精神+[★*1.5],icon_item_card_stat,147_boss_rambandgad,,[642925],800019,,,,0,1,レベンザードカード,500,,,,0.0,0.0,1111,3,4,1.0
644146,card_SwordBallista,[スロット装着効果] ルーティングチャンス+[★*5],icon_item_card_stat,148_boss_swordballista,,,800081,,,,0,1,コルカスカード,500,,,,0.0,0.0,1111,3,4,1.0
644147,card_FrosterLord,[スロット装着効果]攻撃時、[★/2]%の確率で相手を4秒間凍傷状態{nl}(ボスには適用されません。),icon_item_card_atk,149_boss_frosterlord,,,800076,,,,0,1,フロスターロッドカード,500,,,,0.0,0.0,1111,3,0,1.0
644148,card_varleking,[スロット装着効果]治癒力+[★*5],icon_item_card_def,144_boss_varleking,,[642928],57866,,,,2,0,バロルキングカード,500,,,,0.0,0.0,1111,3,1,1.0
644900,Legend_card_Marnoks,[スロット装着効果] 最小クリティカル率{nl}[★*2]%アップ,icon_item_card_legend,139_boss_marnoks,,,800078,,,,1,1,魔将マルノックスカード,0,,,,0.0,0.0,1111,3,2,1.0
644901,Legend_card_Blud,[スロット装着効果] PVP時に受けるダメージ{nl}[★*3]%ダウン,icon_item_card_legend,112_blud,,,800060,,,,0,1,魔将ブルッドカード,0,,,,0.0,0.0,1111,3,2,1.0
644902,Legend_card_Zawra,[スロット装着効果] 物理防御力[★*10]%アップ,icon_item_card_legend,140_boss_zawra,,,800072,,,,0,1,魔将ジャウラカード,0,,,,0.0,0.0,1111,3,2,1.0
644903,Legend_card_Nuaele,[スロット装着効果] 魔法防御力[★*10]%アップ,icon_item_card_legend,074_nuaele,,,800016,,,,0,1,魔将ヌアエーレカード,0,,,,0.0,0.0,1111,3,2,1.0
644904,Legend_card_Helgasercle,[スロット装着効果] モンスター討伐時、{nl}1体につきSP [★*20]回復,icon_item_card_legend,053_boss_helgasercle,,,800057,,,,0,1,魔将ヘルガ・セルクルカード,0,,,,0.0,0.0,1111,3,2,1.0
644905,Legend_card_Lecifer,[スロット装着効果] 移動速度[★]アップ,icon_item_card_legend,030_boss_lecifer,,,800043,,,,0,1,魔将レキシファーカード,0,,,,0.0,0.0,1111,3,2,1.0
644906,Legend_card_Mirtis,[スロット装着効果]攻撃時、属性の相性によるペナルティ[★ * 10]%ダウン ,icon_item_card_legend,007_boss_mirtis,,,800048,,,,0,1,魔将ミルティスカード,0,,,,0.0,0.0,1111,3,2,1.0
644907,Legend_card_Kucarry_Balzermance,[スロット装着効果] 経験値獲得量[★]%アップ,icon_item_card_legend,151_boss_kucarry_balzermancer,,[642926],58818,,,,0,0,霊験あらたかなクゲリバルザマンサーカード,0,,,,0.0,0.0,1111,3,2,1.0
644908,Legend_card_PantoRex,[スロット装着効果] 野獣型モンスターに与えるダメージ[★*7]%アップ,icon_item_card_legend,150_boss_pantorex,,,,,,,,,異端者のパントレックスカード,0,,,,0.0,0.0,1111,3,2,1.0
644909,Legend_card_Velcoffer,[スロット装着効果]モンスターから受けるダメージ[★×3]%ダウン,icon_item_card_legend,136_raid_boss_blackgargoyle,,[642916],58690,,,,0,0,ベルカッパーカード,0,,,,0.0,0.0,1111,3,2,1.0
644910,Legend_card_FrosterLord,[スロット装着効果] 召喚獣の最小攻撃力と最大攻撃力の差が[★ * 10]%ダウン{nl}(10LVを達成すると召喚獣の最小攻撃力が最大攻撃力と同じ数値に変更されます。),icon_item_card_legend,149_boss_frosterlord,,[642927],800076,,,,0,1,魔将フロスターロッドカード,0,,,,0.0,0.0,1111,3,2,1.0
644911,Legend_card_Acio,[スロット装着効果] クリティカル発生+[★ * 15],icon_item_card_legend,152_boss_asio,,,,,,,,,アシオメイジカード,0,,,,0.0,0.0,1111,3,2,1.0
644912,Legend_card_Wastrel,[スロット装着効果] 最大HP +[★ * 500],icon_item_card_legend,153_boss_wastrel,,,,,,,,,ウェイストラルカード,0,,,,0.0,0.0,1111,3,2,1.0
650001,legend_reinforce_card_lv1,レジェンドカード強化に使用できる強化用カードです。LV4まで成長できます。{nl}レジェンド強化用カードは装着及び一般カード合成材料として使用できません。,icon_item_legend_card_fragment_lv1,legend_card_fragment_lv1,,,,,,,,,破れたレジェンド強化用カード,0,,,,0.0,0.0,1111,3,3,1.0
650002,legend_reinforce_card_lv2,レジェンドカード強化に使用できる強化用カードです。LV6まで成長できます。{nl}レジェンド強化用カードは装着及び一般カード合成材料として使用できません。,icon_item_legend_card_fragment_lv2,legend_card_fragment_lv2,,,,,,,,,古びたレジェンド強化用カード,0,,,,0.0,0.0,1111,3,3,1.0
650003,legend_reinforce_card_lv3,レジェンドカード強化に使用できる強化用カードです。LV8まで成長できます。{nl}レジェンド強化用カードは装着及び一般カード合成材料として使用できません。,icon_item_legend_card_fragment_lv3,legend_card_fragment_lv3,,,,,,,,,レジェンド強化用カード,0,,,,0.0,0.0,1111,3,3,1.0
650004,legend_reinforce_card_lv4,レジェンドカード強化に使用できる強化用カードです。LV10まで成長できます。{nl}レジェンド強化用カードは装着及び一般カード合成材料として使用できません。,icon_item_legend_card_fragment_lv4,legend_card_fragment_lv4,,,,,,,,,輝くレジェンド強化用カード,0,,,,0.0,0.0,1111,3,3,1.0
