$ID,$ID_NAME,Armor,Description,EXP,EXPClass,Element,Icon,Level,Link_Drops,Link_Spawns,Name,Race,Rank,Size,Stat_ATTACK_MAGICAL_MAX,Stat_ATTACK_MAGICAL_MIN,Stat_ATTACK_PHYSICAL_MAX,Stat_ATTACK_PHYSICAL_MIN,Stat_Accuracy,Stat_BlockPenetration,Stat_BlockRate,Stat_CON,Stat_CriticalDamage,Stat_CriticalDefense,Stat_CriticalRate,Stat_DEFENSE_MAGICAL,Stat_DEFENSE_PHYSICAL,Stat_DEX,Stat_Evasion,Stat_HP,Stat_INT,Stat_SP,Stat_SPR,Stat_STR
57603,Deadbornscab_bow,3,デッドボーンが脱皮した皮や負傷して身体から落ちた組織から新たにデッドボーンが生まれることがあります。デッドボーンはこのような2次的なデッドボーンを差別する傾向があり、人間もデッドボーンとは区別して別の名で呼んでいます。,977,753,0,mon_deadbornscab_bow,77,,"[{""Map"": 1311, ""TimeRespawn"": 0, ""Population"": 8}]",デッドボーンスキャップアーチャー,1,2,1,263,175,263,175,44,30,0,13,39,38,38,150,150,17,30,1247,38,678,13,38
57604,Siaulav_mage,2,彼らは神樹の日以前から存在していました。ただ、王国の千年を越える歴史の中で一度も人間に姿を見られた事がないのが不思議な点です。その後、神樹の日をきっかけに様々な現象が世界中で起きるようになると、彼らもその影響で姿を現すようになり、人間とも敵対するようになりました。,1605,1238,1,mon_siaulav_mage,129,,"[{""Map"": 1551, ""TimeRespawn"": 0, ""Population"": 15}]",シャウラブメイジ,4,2,1,454,302,454,302,55,55,0,34,83,64,64,360,288,34,55,6065,34,1663,62,34
57605,Siaulav_bow,2,彼らは神樹の日以前から存在していました。ただ、王国の千年を越える歴史の中で一度も人間に姿を見られた事がないのが不思議な点です。その後、神樹の日をきっかけに様々な現象が世界中で起きるようになると、彼らもその影響で姿を現すようになり、人間とも敵対するようになりました。,1279,979,1,mon_siaulav_bow,48,,"[{""Map"": 2088, ""TimeRespawn"": 0, ""Population"": 10}]",シャウラブアーチャー,4,2,1,90,60,90,60,18,18,0,13,31,24,24,68,54,13,18,777,13,626,24,13
57606,Tiny_mage,2,見た目がかわいいので多くの人々がティニーを飼い馴らそうとしましたが、成功したことはないそうです。,1140,875,5,mon_tiny_mage,57,,"[{""Map"": 2091, ""TimeRespawn"": 0, ""Population"": 8}, {""Map"": 2091, ""TimeRespawn"": 0, ""Population"": 8}]",ティニーウィザード,0,2,1,107,71,139,93,27,28,0,26,56,28,28,79,88,23,28,991,10,505,10,21
57607,Tiny_bow,2,見た目がかわいいので多くの人々がティニーを飼い馴らそうとしましたが、成功したことはないそうです。,1164,899,7,mon_tiny_bow,54,,"[{""Map"": 2090, ""TimeRespawn"": 0, ""Population"": 20}]",ティニーアーチャー,0,2,1,96,64,126,84,26,27,0,25,54,27,27,69,77,22,27,935,10,485,10,20
57608,Spion_mage,0,スピオンは一般的にしっかり調教すれば主人に従うようになります。問題はその主人がほとんど魔族だということです。そして結果的にスピオンメイジは従っている主人からより強い力を受けた場合です。,1478,1144,1,mon_spion_mage,85,,"[{""Map"": 1176, ""TimeRespawn"": 0, ""Population"": 10}]",スピオンメイジ,4,2,1,252,168,252,168,35,35,0,23,56,42,42,197,157,23,35,3766,23,1108,42,23
57609,Spion_bow,0,しっかり調教すれば主人に従うようになります。問題はその主人がほとんど魔族だということです。,1108,856,7,mon_spion_bow,31,,"[{""Map"": 2082, ""TimeRespawn"": 0, ""Population"": 20}, {""Map"": 2082, ""TimeRespawn"": 0, ""Population"": 10}]",スピオンアーチャー,4,2,1,64,42,64,42,12,12,0,9,18,15,15,51,40,9,12,485,9,422,17,9
57610,wolf_statue_magician,3,元は王陵の守護装置でしたが、今は全ての生命体を攻撃する誤作動状態です。,84,60,2,mon_wolf_statue_magician,1,,,ヴィカラスウィザード,3,2,1,27,18,31,21,1,0,0,3,2,0,0,16,21,1,0,15,1,13,1,3
57611,wolf_statue_bow,3,元は王陵の守護装置でしたが、今は全ての生命体を攻撃する誤作動状態です。,1334,1028,2,mon_wolf_statue_bow,92,,"[{""Map"": 1361, ""TimeRespawn"": 0, ""Population"": 10}]",ヴィカラスアーチャー,3,2,1,274,183,319,212,47,34,0,45,39,46,46,178,223,17,34,4575,21,934,25,37
57612,Stoulet_mage,2,魔族にしては強さを重んじるという特徴があります。でも弱者には残酷に、強者にはより積極的に攻撃するので結局差はありません。,84,60,0,mon_stoulet_mage,1,,,スタウレットメイジ,1,2,1,31,21,31,21,1,0,0,1,2,0,0,18,18,1,0,15,3,13,1,3
57613,Stoulet_bow,2,魔族にしては強さを重んじるという特徴があります。でも弱者には残酷に、強者にはより積極的に攻撃するので結局差はありません。,1641,1267,0,mon_stoulet_bow,132,,"[{""Map"": 1561, ""TimeRespawn"": 0, ""Population"": 12}, {""Map"": 1561, ""TimeRespawn"": 0, ""Population"": 7}, {""Map"": 1561, ""TimeRespawn"": 0, ""Population"": 5}]",スタウレットアーチャー,1,2,1,555,370,555,370,77,54,0,24,75,66,66,333,333,30,54,5874,64,1189,24,64
57614,minos_mage,2,伝説によるとミノスは昔、種族内での戦闘が生活のほとんどを占めていたそうです。一部の魔将が他の魔将をけん制するために彼らを手下として使い始めたからだと言われています。また、ミノスメイジはこのような魔将が特定の個体に魔力を与えて誕生しました。,84,60,2,mon_minos_mage,1,,,ミノスメイジ,1,2,1,31,21,31,21,1,0,0,1,2,0,0,18,18,1,0,15,3,13,1,3
57615,minos_bow,2,伝説によるとミノスは昔、種族内での戦闘が生活のほとんどを占めていたそうです。一部の魔将が他の魔将をけん制するために彼らを手下として使い始めたからだと言われています。,3141,2414,2,mon_minos_bow,174,,"[{""Map"": 2571, ""TimeRespawn"": 0, ""Population"": 15}]",ミノスアーチャー,1,2,1,774,516,774,516,100,69,0,31,93,87,87,473,473,39,69,14281,83,1562,31,83
57616,stub_tree_mage,2,伐木が減っても切り株から生まれるモンスターは増えています。樹木型モンスターの残骸から発生しているところが目撃されました。,1339,1029,1,mon_stub_tree_mage,101,,"[{""Map"": 1431, ""TimeRespawn"": 0, ""Population"": 10}]",ショートツリーウィザード,4,2,1,323,215,323,215,41,41,0,27,64,50,50,256,204,27,41,4553,27,1307,49,27
57617,Flask_mage,3,魔術師たちの持ち物が変異したモンスターです。入れていた物によって特別な能力が発動するそうです。,1591,1224,2,mon_flask_mage,121,,"[{""Map"": 1481, ""TimeRespawn"": 0, ""Population"": 15}, {""Map"": 1481, ""TimeRespawn"": 0, ""Population"": 10}]",フラスコメイジ,3,2,1,400,266,462,308,63,44,0,59,54,60,60,264,330,22,44,6415,27,1220,32,48
57618,Kepari_mage,0,ケッピーとは関係ありません。彼らは魔族の動物、つまり魔獣です。知能は少し高いですが。,1330,1021,2,mon_kepari_mage,91,,"[{""Map"": 3740, ""TimeRespawn"": 0, ""Population"": 18}]",ケパリシャーマン,1,2,1,340,226,340,226,54,36,0,17,52,45,45,197,197,21,36,3873,45,824,17,45
57619,Wendigo_mage,2,人を襲撃してエサにする凶悪なモンスターです。,1090,837,2,mon_wendigo_mage,66,,"[{""Map"": 1271, ""TimeRespawn"": 0, ""Population"": 10}]",ウェンディゴウィザード,1,2,1,210,140,210,140,39,27,0,12,35,33,33,114,114,15,27,1064,33,591,12,33
57620,Wendigo_magician,2,ウェンディゴシャーマンは犠牲者を食べてその能力を吸収するという噂があります。シャーマンたちの形態を見てみると単なる噂ではない気がします。,3085,2381,2,mon_wendigo_magician,171,,"[{""Map"": 2561, ""TimeRespawn"": 0, ""Population"": 25}, {""Map"": 2561, ""TimeRespawn"": 35000, ""Population"": 25}]",ウェンディゴシャーマン,1,2,1,760,506,760,506,98,67,0,31,91,85,85,463,463,38,67,14035,82,1542,31,82
57621,Wendigo_bow,2,人を襲撃してエサにする凶悪なモンスターです。,1090,837,2,mon_wendigo_bow,66,,"[{""Map"": 1271, ""TimeRespawn"": 0, ""Population"": 15}]",ウェンディゴアーチャー,1,2,1,210,140,210,140,39,27,0,12,35,33,33,114,114,15,27,1064,33,591,12,33
57622,Wendigo_archer,2,ウェンディゴサーチャーは追跡する対象を捕まえるまで何も食べず、捕まえるとその対象を食べます。,3052,2347,2,mon_wendigo_archer,169,,"[{""Map"": 2561, ""TimeRespawn"": 0, ""Population"": 30}, {""Map"": 2561, ""TimeRespawn"": 0, ""Population"": 10}]",ウェンディゴサーチャー,1,2,1,748,498,748,498,97,66,0,30,89,84,84,457,457,37,66,13813,80,1515,30,80
57623,Socket_mage,3,ソケットはこの世界の地下深い場所と魔界に生息していました。そのため、神樹の日以前から変異型モンスターである珍しい事例の一つです。,3532,2716,6,mon_socket_mage,196,,"[{""Map"": 3460, ""TimeRespawn"": 0, ""Population"": 30}]",ソケットメイジ,3,2,1,739,492,836,557,102,72,0,93,85,98,98,486,608,35,72,21450,43,1969,51,76
57624,Socket_bow,3,ソケットはこの世界の地下深い場所と魔界に生息していました。そのため、神樹の日以前から変異型モンスターである珍しい事例の一つです。,3488,2683,5,mon_socket_bow,194,,"[{""Map"": 3460, ""TimeRespawn"": 0, ""Population"": 30}]",ソケットアーチャー,3,2,1,730,487,828,552,101,72,0,92,85,97,97,480,600,35,72,21165,43,1956,51,76
57625,Colifly_mage,2,コリーフライは魔界の新参者で神樹の日以降発生した種族です。したがって、まだ種族的な覚醒をしていなくて、社会集団の形成期を過ごしている過程にいながらも魔族に使われていません。最近は違う能力を持つ個体、すなわち魔術師などが現れています。,900,698,5,mon_colifly_mage,21,,,コリーフライメイジ,1,2,1,73,49,73,49,11,7,0,4,10,10,10,36,36,5,7,321,13,186,4,13
57626,Colifly_bow,2,コリーフライは魔界の新参者で神樹の日以降発生した種族です。したがって、まだ種族的な覚醒をしていなくて、社会集団の形成期を過ごしている過程にいながらも魔族に使われていません。最近は違う能力を持つ個体、すなわち魔術師などが現れています。,1175,903,5,mon_colifly_bow,35,,"[{""Map"": 2084, ""TimeRespawn"": 0, ""Population"": 15}]",コリーフライアーチャー,1,2,1,96,64,96,64,21,12,0,6,16,17,17,49,49,8,12,540,19,305,6,19
57627,Lizardman_mage,2,見た目と名前からその起源が分かりやすい野獣モンスターです。ただし、人間世界ではなく魔界がその起源です。,3096,2381,2,mon_lizardman_mage,172,,"[{""Map"": 2571, ""TimeRespawn"": 0, ""Population"": 20}]",リザードマンウィザード,1,2,1,764,509,764,509,99,68,0,31,91,86,86,467,467,38,68,14117,82,1548,31,82
57628,saltisdaughter_mage,2,サルティスドーターはサルティスタの小型個体ですが、血縁関係はありません。,3409,2627,4,mon_saltisdaughter_mage,189,,"[{""Map"": 1651, ""TimeRespawn"": 0, ""Population"": 10}, {""Map"": 1651, ""TimeRespawn"": 0, ""Population"": 8}]",サルティスドーターウィザード,0,2,1,682,454,777,518,91,95,0,81,181,94,94,494,552,73,95,19714,33,1688,33,65
57629,saltisdaughter_bow,2,サルティスドーターはサルティスタの小型個体ですが、血縁関係はありません。,3566,2750,4,mon_saltisdaughter_bow,198,,"[{""Map"": 1691, ""TimeRespawn"": 0, ""Population"": 10}]",サルティスドーターアーチャー,0,2,1,721,480,818,545,95,103,0,85,189,99,99,522,584,77,103,20924,35,1774,35,68
57630,boss_Genmagnus_Q1,1,多くの妖精や精霊たちが人間と女神ではなく魔族の味方に付き、そうでない少数派は隠れて事態を見守っています。ジニーもそのような流れと無関係ではありません。,10464,7378,4,boss_genmagnus,194,,,マスタージニー,1,0,3,1158,623,1158,623,112,76,0,35,106,97,97,683,683,43,76,133452,92,1748,35,92
57631,boss_archon_Q3,3,アコンは魔界では比較的高い地位に属し、戦闘以外にも様々な仕事を担当する魔族です。,7999,8217,2,boss_archon,197,,,アコン,3,0,3,936,624,1033,689,102,72,0,93,85,98,98,618,773,35,72,177725,43,1989,52,76
57632,goblin2_wand1,0,神樹の日以降、世界の環境がゴブリンに有利に変化すると、その数は増えて人間の領域を狙うようになりました。ちなみにウッドゴブリンとゴブリンに直接的な関係はありません。,3354,2582,1,mon_goblin2_wand1,186,,"[{""Map"": 1641, ""TimeRespawn"": 0, ""Population"": 10}]",ゴブリンウィザード,0,2,1,670,447,765,510,91,94,0,80,179,93,93,485,542,72,94,19338,33,1668,33,65
57633,goblin2_wand2,0,神樹の日以降、世界の環境がゴブリンに有利に変化すると、その数は増えて人間の領域を狙うようになりました。ちなみにウッドゴブリンとゴブリンに直接的な関係はありません。また、ゴブリンシャーマンは神樹の日以前からゴブリン社会で霊的助言者の役割を担っていたそうです。,84,60,5,mon_goblin2_wand2,1,,,ゴブリンシャーマン,0,2,1,27,18,29,19,1,1,0,3,6,0,0,17,19,3,1,15,1,13,1,2
57634,goblin2_wand3,0,神樹の日以降、世界の環境がゴブリンに有利に変化すると、その数は増えて人間の領域を狙うようになりました。ちなみにウッドゴブリンとゴブリンに直接的な関係はありません。,3510,2705,2,mon_goblin2_wand3,195,,"[{""Map"": 1681, ""TimeRespawn"": 0, ""Population"": 15}, {""Map"": 1681, ""TimeRespawn"": 0, ""Population"": 20}]",ゴブリンマジシャン,0,2,1,709,473,807,538,94,101,0,84,187,97,97,513,573,76,101,20540,35,1754,35,68
57635,goblin2_sword,3,神樹の日以降、世界の環境がゴブリンに有利に変化すると、その数は増えて人間の領域を狙うようになりました。ちなみにウッドゴブリンとゴブリンに直接的な関係はありません。,3454,2660,1,mon_goblin2_sword,192,,"[{""Map"": 1661, ""TimeRespawn"": 0, ""Population"": 15}]",ゴブリンファイター,0,2,1,698,465,793,528,93,100,0,83,185,96,96,504,563,75,100,20158,35,1734,35,67
57636,goblin2_hammer,2,神樹の日以降、世界の環境がゴブリンに有利に変化すると、その数は増えて人間の領域を狙うようになりました。ちなみにウッドゴブリンとゴブリンに直接的な関係はありません。,3510,2705,1,mon_goblin2_hammer,195,,"[{""Map"": 1681, ""TimeRespawn"": 0, ""Population"": 25}]",ゴブリンアサルト,0,2,1,709,473,807,538,94,101,0,84,187,97,97,513,573,76,101,20540,35,1754,35,68
57637,goblin2_axe,2,神樹の日以降、世界の環境がゴブリンに有利に変化すると、その数は増えて人間の領域を狙うようになりました。ちなみにウッドゴブリンとゴブリンに直接的な関係はありません。またゴブリンアックスは、神樹の日以前は木こりの役割を担っていたそうです。,84,60,1,mon_goblin2_axe,1,,,ゴブリンアックス,0,2,1,27,18,29,19,1,1,0,3,6,0,0,17,19,3,1,15,1,13,1,2
57638,NightMaiden_mage,2,魔将の護衛であり侍従で、親衛隊のような魔族です。,1764,1360,4,mon_nightmaiden_mage,142,,"[{""Map"": 1591, ""TimeRespawn"": 0, ""Population"": 8}]",トワイライトメイデン,1,2,1,603,402,603,402,81,57,0,26,79,71,71,367,367,32,57,6374,68,1282,26,68
57639,NightMaiden_bow,2,魔将の護衛であり侍従で、親衛隊のような魔族です。,1821,1404,0,mon_nightmaiden_bow,147,,"[{""Map"": 1611, ""TimeRespawn"": 0, ""Population"": 8}]",ダークメイデン,1,2,1,633,422,633,422,83,58,0,26,79,73,73,383,383,32,58,6599,70,1316,26,70
57640,lapasape_mage,2,仲裁役を長く遂行し、その功が認められるとこのような特殊な職群に携われるチャンスを得るそうです。,1175,903,7,mon_lapasape_mage,35,,"[{""Map"": 3970, ""TimeRespawn"": 0, ""Population"": 15}, {""Map"": 3970, ""TimeRespawn"": 0, ""Population"": 10}, {""Map"": 3970, ""TimeRespawn"": 0, ""Population"": 21}]",ラパセイプメイジ,4,2,1,75,50,75,50,13,13,0,10,25,17,17,55,44,10,13,559,10,474,19,10
57641,lapasape_bow,2,仲裁役を長く遂行し、その功が認められるとこのような特殊な職群に携われるチャンスを得るそうです。その後、この色に変わる理由はまだ明らかになっていません。,1591,1224,7,mon_lapasape_bow,128,,"[{""Map"": 1551, ""TimeRespawn"": 0, ""Population"": 15}]",ラパセイプシャーマン,4,2,1,450,300,450,300,55,55,0,34,83,64,64,356,284,34,55,6018,34,1643,61,34
57642,colimen_mage,0,植物型の中では例外的に種族的な特徴を持つモンスターです。 学問的には彼らが高い社会性を持つようになるかは疑問視している人たちもいます。,929,716,7,mon_colimen_mage,80,,,コリメンウィザード,4,2,1,286,191,286,191,46,32,0,15,41,40,40,179,143,18,32,1308,40,724,15,40
57643,TerraNymph_mage,0,イタズラ好きで冒険家の持ち物に興味深々なので、盗まれないように気をつけましょう。好奇心のあまり、魔法にも手を出したものの才能がないため、その能力は大したことありません。,1591,1224,0,mon_terranymph_mage,122,,"[{""Map"": 1481, ""TimeRespawn"": 0, ""Population"": 12}]",テラニンフメイジ,1,2,1,499,332,499,332,69,47,0,22,64,61,61,300,300,27,47,5382,59,1096,22,59
57644,FD_TerraNymph_bow,0,イタズラ好きで冒険家の持ち物に興味深々なので、盗まれないように気をつけましょう。テラニンフアーチャーは他のテラニンフと違って退屈になると、遠くから相手に矢を放って苦しめたりします。,1258,966,0,mon_fd_terranymph_bow,135,,"[{""Map"": 3840, ""TimeRespawn"": 0, ""Population"": 25}]",テラニンフアーチャー,1,2,1,569,379,569,379,78,54,0,24,75,67,67,343,343,30,54,12016,65,1209,24,65
57645,Cronewt_mage,2,元々の大きさに比べて最も巨大化したモンスターです。本来は小指程度の大きさでした。,1378,1056,7,mon_cronewt_mage,89,,"[{""Map"": 3740, ""TimeRespawn"": 0, ""Population"": 12}]",クロニュートウィザード,0,2,1,243,162,293,195,43,45,0,39,85,44,44,180,201,35,45,4270,15,784,15,31
57646,Cronewt_bow,2,元々の大きさに比べて最も巨大化したモンスターです。本来は小指程度の大きさでした。,1407,1090,7,mon_cronewt_bow_brown,88,,"[{""Map"": 3750, ""TimeRespawn"": 0, ""Population"": 20}]",クロニュートポイズン,0,2,1,238,159,289,192,43,45,0,39,85,44,44,176,197,35,45,4222,15,777,15,31
57647,Lichenclops_mage,2,目にも注意が必要ですが、実は嗅覚も優れています。,1677,1288,7,mon_lichenclops_mage,135,,"[{""Map"": 1571, ""TimeRespawn"": 0, ""Population"": 8}]",ライカンクロップスメイジ,2,2,1,467,311,481,321,57,78,0,30,160,67,67,362,324,65,78,6243,30,1508,47,36
57648,ticen_mage,0,ティッケンが持ち歩く槍を見ると、他の種類のティッケンが存在するかもしれないという仮定は現実となり、今では予想以上に多くの種類のティッケンが発生して群れを作り、社会性を得る直前まで進化しています。,3476,2672,1,mon_ticen_mage,193,,"[{""Map"": 1411, ""TimeRespawn"": 0, ""Population"": 12}]",ティッケンウィザード,0,2,1,702,468,797,531,93,100,0,83,185,96,96,507,567,75,100,20263,35,1741,35,67
57649,ticen_bow,0,ティッケンが持ち歩く槍を見ると、他の種類のティッケンが存在するかもしれないという仮定は現実となり、今では予想以上に多くの種類のティッケンが発生して群れを作り、社会性を得る直前まで進化しています。,3387,2604,0,mon_ticen_bow,188,,"[{""Map"": 3470, ""TimeRespawn"": 0, ""Population"": 40}]",ティッケンボウ,0,2,1,678,452,772,515,91,95,0,81,181,94,94,491,549,73,95,19610,33,1681,33,65
57650,Cire_mage,2,正確には植物が変異したモンスターではなく、腐りかけの植物が生命を得たものだそうですが、その痕跡は見当たりません。知能が高くはありませんが、道具を使用したり毒を用いた魔力を使う個体が現れました。,3219,2481,7,mon_cire_mage,179,,"[{""Map"": 2521, ""TimeRespawn"": 0, ""Population"": 3}]",サイアメイジ,4,2,1,683,455,683,455,77,77,0,47,114,89,89,545,436,47,77,15855,47,2297,85,47
57651,Cire_bow,2,正確には植物が変異したモンスターではなく、腐りかけの植物が生命を得たものだそうですが、その痕跡は見当たりません。知能が高くはありませんが、道具を使用したり毒を用いた魔力を使う個体が現れました。,84,60,5,mon_cire_bow,1,,,サイアジャベリン,4,2,1,27,18,27,18,0,0,0,1,2,0,0,21,16,1,0,15,1,39,3,1
57652,Chafperor_mage,2,蜂とかぶと虫の長所に、変異したモンスターの凶暴さが加わったモンスターです。蜂のように組織立った動きをします。チェイペラーメイジは体内に魔力を持っていますが、それをちゃんと使える知性は持っていません。,3186,2448,7,mon_chafperor_mage,177,,"[{""Map"": 2501, ""TimeRespawn"": 0, ""Population"": 20}]",チェイペラーメイジ,2,2,1,649,433,672,448,76,101,0,39,208,88,88,510,456,84,101,15012,39,1972,61,46
57653,Infrogalas_mage,3,まだ成体になっていないガイガラスというのが最も有力な学説です。しかし、ガイガラスの起源となる生物が何なのかは分かっていないため、これを確かめるのは難しいです。,3186,2448,0,mon_infrogalas_mage,177,,"[{""Map"": 2501, ""TimeRespawn"": 0, ""Population"": 12}]",インフロガラスメイジ,0,2,1,630,420,720,480,86,90,0,76,168,88,88,456,510,69,90,17978,31,1582,31,61
57654,FD_Infrogalas_bow,3,まだ成体になっていないガイガラスというのが最も有力な学説です。しかし、ガイガラスの起源となる生物が何なのかは分かっていないため、これを確かめるのは難しいです。,4427,3404,0,mon_fd_infrogalas_bow,164,,"[{""Map"": 3480, ""TimeRespawn"": 0, ""Population"": 20}]",収監されたインフロガラスアーチャー,0,2,1,570,380,655,436,78,85,0,71,158,82,82,415,464,64,85,32755,29,1469,29,57
57655,Rambear_mage,2,様々な獣の長所を集めた手強いモンスターです。見かけによらず、知能が高いため道具や魔法の使用も個体によっては可能です。,3409,2627,4,mon_rambear_mage,189,,"[{""Map"": 3470, ""TimeRespawn"": 0, ""Population"": 40}]",ラムベアーウィザード,0,2,1,682,454,777,518,91,95,0,81,181,94,94,494,552,73,95,19714,33,1688,33,65
57656,Rambear_bow,2,様々な獣の長所を集めた手強いモンスターです。見かけによらず、知能が高いため道具や魔法の使用も個体によっては可能です。,2873,2213,4,mon_rambear_bow,151,,"[{""Map"": 2300, ""TimeRespawn"": 20000, ""Population"": 15}]",ラムベアーアーチャー,0,2,1,515,343,595,397,73,79,0,66,150,75,75,374,418,60,79,14666,27,1356,27,53
57660,wood_lwa,0,魔界のシャーマンたちがロワを使って呼び出したモンスターです。 森の精霊を捕らえて使うという説もありますが、確証はありません。,3175,2448,7,mon_wood_lwa,176,,"[{""Map"": 2501, ""TimeRespawn"": 0, ""Population"": 30}]",ウッドロワ,4,2,1,669,446,669,446,76,76,0,46,112,88,88,534,427,46,76,15529,46,2251,83,46
57661,GlyphRing,3,強い魔力が刻まれた石像や建築物の一部が動き出して人間に被害を与えることも珍しくなくなりました。神樹の日以降には神聖な文字が刻まれているものすらモンスター化してしまいました。,1382,1065,1,mon_glyphring,104,,"[{""Map"": 2541, ""TimeRespawn"": 0, ""Population"": 30}, {""Map"": 2541, ""TimeRespawn"": 0, ""Population"": 15}]",グリフリング,3,2,1,325,216,380,253,52,38,0,51,43,52,52,213,267,19,38,5352,23,1054,28,41
57663,ShiverJack,3,本来は魔族に属する創造物ですが、クリオマンサーマスターであるアリスター・クロウリーはこれを自分が操る方法を研究しているそうです。,84,60,4,mon_shiverjack,1,,,シーバージャック,3,2,1,27,18,31,21,1,0,0,3,2,0,0,16,21,1,0,15,1,13,1,3
57664,loftlem_green,3,魔王ヴァイガが寵愛する魔界のモンスターです。ヴァイガは世界各地の事情を彼に伝える機能を持つモンスターを好む傾向があります。,6484,3739,1,mon_loftlem_green,180,,"[{""Map"": 2521, ""TimeRespawn"": 0, ""Population"": 20}]",グリーンロフトレム,3,2,0,838,279,954,318,92,67,103,86,81,90,90,439,549,33,67,15266,40,1823,48,71
57665,pumpflap,0,神樹の日が起きた翌年までは、収穫前の作物が変異したモンスターは栽培者が気を付けさえすれば増えないだろうと思われていました。しかし、モンスターが自ら繁殖したことでその期待は外れてしまいました。パンフラブがその代表的な例です。,3331,2560,5,mon_pumpflap,185,,"[{""Map"": 2531, ""TimeRespawn"": 0, ""Population"": 10}]",パンフラブ,1,2,1,828,552,828,552,105,72,0,33,102,92,92,510,510,41,72,15311,88,1661,33,88
57668,Rudasjack,3,魔界のある地域にはこのような浮遊物体が空いっぱいに広がっているそうです。,1519,1166,2,mon_rudasjack,115,,"[{""Map"": 1461, ""TimeRespawn"": 0, ""Population"": 12}]",ルダスジャック,3,2,1,375,250,435,290,60,42,0,56,52,57,57,246,308,21,42,6030,26,1166,31,46
57669,jukotail,3,ユコテイルは尻尾で歩いているのではありません。完全に浮遊している状態で、内部は空洞になっています。ただ、死んだ直後に内部の組織が消えるという可能性もあります。,4058,3130,1,mon_jukotail,226,,"[{""Map"": 3430, ""TimeRespawn"": 0, ""Population"": 45}, {""Map"": 3430, ""TimeRespawn"": 0, ""Population"": 10}, {""Map"": 3430, ""TimeRespawn"": 0, ""Population"": 10}]",ユコテイル,3,2,1,877,584,986,657,115,82,0,106,100,113,113,575,719,40,82,25970,50,2274,59,88
57670,pyran,2,ファイランは灰の山に埋められた爬虫類の卵が変形孵化することで発生します。,1591,1224,2,mon_pyran,122,,"[{""Map"": 1481, ""TimeRespawn"": 0, ""Population"": 15}]",ファイラン,1,2,1,499,332,499,332,69,47,0,22,64,61,61,300,300,27,47,5382,59,1096,22,59
57672,velffigy,0,魔族のシャーマンが儀式で使う道具で、儀式を終えると自我を持つようになります。シャーマンにとっては別の目的のための道具に過ぎないため、ほとんどのシャーマンは儀式後これを放置し、放置されたベルフィギはそれぞれ自分の力で生きて行くことになります。,3286,2526,0,mon_velffigy,182,,"[{""Map"": 3860, ""TimeRespawn"": 0, ""Population"": 10}]",ベルフィギ,1,2,1,814,543,814,543,104,72,0,33,102,91,91,500,500,41,72,15063,87,1641,33,87
57673,Burialer,3,亡者の碑石とその墓の霊魂が誤った結合を起こした場合に発生するモンスターです。 ,1785,1375,5,mon_burialer,144,,"[{""Map"": 1601, ""TimeRespawn"": 0, ""Population"": 7}]",ベリアラー,3,2,1,506,337,578,385,73,52,0,69,62,72,72,332,415,26,52,7996,32,1452,38,57
57674,velwriggler_mage_red,0,魔族の影響を受けて誕生したこのモンスターは、俊敏で毒性を持つと言われています。,1264,979,2,mon_velwriggler_mage_red,46,,"[{""Map"": 3990, ""TimeRespawn"": 0, ""Population"": 40}]",レッドヴェリグラーウィザード,3,2,1,81,54,103,68,24,15,0,24,16,23,23,52,66,8,15,793,10,457,12,19
57675,velwriggler_mage_green,0,魔族の影響を受けて誕生したこのモンスターは、俊敏で毒性を持つと言われています。この色のヴェリグラーは体内にヒ素をたくさん溜めています。,3152,2426,5,mon_velwriggler_mage_green,175,,"[{""Map"": 2511, ""TimeRespawn"": 0, ""Population"": 25}, {""Map"": 2511, ""TimeRespawn"": 0, ""Population"": 20}]",グリーンヴェリグラーウィザード,3,2,1,642,428,730,486,89,65,0,83,77,87,87,424,530,31,65,18373,39,1763,46,68
57676,velaphid_red,2,節足動物が変異したモンスターの一部が再度変異して発生したモンスターです。 ,3320,2560,5,mon_velaphid_red,184,,"[{""Map"": 2531, ""TimeRespawn"": 0, ""Population"": 20}]",ベラピード,1,2,1,822,548,822,548,104,72,0,33,102,92,92,506,506,41,72,15228,87,1655,33,87
57677,anchor,3,アンカーは魔界にその起源があるという事実以外何も知られていません。物が変異したのか魔族が変身したのかも明らかになっていませんし、一般的な色による推測も当てになりません。,3264,2515,0,mon_anchor,181,,"[{""Map"": 3850, ""TimeRespawn"": 0, ""Population"": 10}]",アンカー,1,2,1,808,538,808,538,103,71,0,33,100,90,90,496,496,40,71,14980,86,1635,33,86
57678,anchor_mage,3,アンカーは魔界にその起源があるという事実以外何も知られていません。物が変異したのか魔族が変身したのかも明らかになっていませんし、一般的な色による推測も当てになりません。,1728,1332,0,mon_anchor_mage,139,,"[{""Map"": 1581, ""TimeRespawn"": 0, ""Population"": 7}, {""Map"": 1581, ""TimeRespawn"": 0, ""Population"": 11}]",ダークアンカー,1,2,1,587,391,587,391,79,55,0,24,75,69,69,357,357,30,55,6186,66,1236,24,66
