$ID,$ID_NAME,CircleMax,Description,Icon,IsHidden,IsSecret,JobDifficulty,JobTree,JobType,Link_Attributes,Link_Skills,Name,Rank,Stat_CON,Stat_DEX,Stat_INT,Stat_SPR,Stat_STR
3004,Char3_4,1,레인저의 기원은 왕국 건국 이전까지 올라갑니다. 왕국 초기에는 산악경비대로 반독립적인 활동을 했으며 이후 점차 왕국의 법체계 안에 동화되어 왔지만 천 년이 흐른 지금도 완벽하게 왕국군에 소속되지 않은 나름대로의 전문가 집단입니다. {nl}레인저는 활을 사용하여 원거리에서 빠른 사격을 하는 클래스로 다수의 적을 상대하는데 특화되어 있습니다.,c_archer_ranger,False,False,1,0,[0],"[302001, 302014, 302004, 302021, 302007, 302008, 302017, 302013]","[30101, 30102, 30104, 30103, 30107, 30106]",레인저,2,30,60,0,0,110
3005,Char3_5,1,"보통 새퍼는 화약의 발명 이후 나타났다고 생각하지만, 실은 그 보다 오랜 역사를 지녔습니다. 화약 발명 이전에도 왕국군에서 새퍼의 역할은 중요하였고, 제대자가 민간에 기여한 일도 많습니다. 물론 이 시기에는 건축가로서의 면모와 그 지식을 바탕으로한 군사 활동을 병행했습니다. {nl}새퍼는 덫을 설치하는 궁수로 적군을 자신의 트랩으로 유인하여 공격하는 클래스 입니다.",c_archer_sapper,False,False,1,0,[1],"[10018, 304019, 304004, 304007, 304028, 304010, 304030, 304001, 304016, 304029, 304013]","[30301, 30302, 30303, 30310, 30304, 30306, 30305, 30311, 30308]",새퍼,2,90,40,0,0,70
3006,Char3_6,1,"무고사는 왕국의 변경에 사는 소수 민족의 무예가 인정받은 사례입니다. 이들 민족은 건국 이전에 다른 대륙에서 건나와 정착하였다고 추측됩니다. 역시 멜키엘 국왕 시절에 왕국에 동화되었으며, 그들의 기술도 정식으로 인정받았습니다. {nl}독을 전문적으로 사용하는 무고사는 비전의 방법으로 만든 여러가지 고독을 사용해 적을 공격하거나 고혹하게 합니다. ",c_archer_wugushi,False,False,2,0,[0],"[306012, 306019, 306004, 306014, 306018, 306007, 306022, 306023]","[30501, 30504, 30507, 30508, 30505, 30506, 30509, 30510]",무고사,2,50,50,0,0,100
3011,Char3_11,1,최초의 플레처는 리디아 샤펜 시절에 나타났으며 평생 그녀의 협조자로 살며 리디아 샤펜이 많은 전설을 남기는데 기여했으며 작위도 받았습니다. 이후 화살 제조와 무기 제조로 돈을 많이 벌고 영지를 넓혀 이후 상당수의 플레처 마스터가 이 가문에서 나왔습니다.  {nl}플레쳐는 특수한 화살을 제작하고 사용하는 클래스입니다. 다양한 화살들은 적의 종류와 전투의 상황에 따라 강력한 효과를 발휘합니다.,c_archer_fletcher,False,False,2,0,"[0, 4]","[309016, 309017, 309001, 309003, 309005, 309007, 309009, 309014, 309010]","[30801, 30802, 30803, 30804, 30806, 30805]",플레쳐,2,35,65,0,0,100
3012,Char3_12,1,"대개의 왕국민은 파이드 파이퍼를 부담스러워 합니다. 기본적으로 왕국 사회에 필요하지만, 가능하면 주변에 없었으면 하는 마음이 일반적입니다. 그 마음의 기저에는 두려움이 있습니다. 그러나 왕국이 마스터를 지정한 이후 어느 정도는 인식 개선이 이루어졌습니다.{nl}파이드 파이퍼는 피리를 연주하는 클래스입니다. 피리를 불어 적을 제어하거나 해로운 효과를 부여하고, 아군에겐 이로운 효과를 부여합니다. 피리를 직접 연주할 수도 있습니다.{nl}페디미안의 잡화상인 뮤라스에게 고민이 있어보인다며 말을 걸면 시작됩니다.",c_archer_piedpiper,True,False,1,0,"[7, 5]","[318006, 318011, 318013, 318015, 318016]","[31701, 31702, 31703, 31704, 31705, 31706, 31707, 31708]",파이드 파이퍼,2,60,70,0,0,70
3013,Char3_13,1,{/}{/}{#7AE4FF}{ol}[2번째 전직부터 선택 가능]{/}{/}{nl}감정사는 대개 모든 사람의 친구입니다. 감정사는 여러 종류의 사람과 거래를 하기 때문에 누군가와 척을 지고 사는 일이 거의 없습니다. 감정사는 직업상 알게 된 소장품과 그 소유자의 비밀을 잘 지키기로도 유명한 사람들입니다.{nl}감정사는 미감정 아이템을 감정할 수 있는 클래스입니다. 전투에서는 아군이나 적을 평가하여 유리한 상황을 이끌어냅니다.,c_archer_appraiser,True,True,2,0,"[7, 4]","[316003, 316002, 316004, 316005]","[31501, 31503, 31505, 31504, 31506, 31502]",감정사,2,50,65,0,0,85
3014,Char3_14,1,"기본적으로 응사는 매를 길들이는 것이 아니라 서로 익숙해지며, 교감하는 일이 우선이기 때문에 성품 또한 인내와 절제를 갖춰야 합니다. 또한 영적인 감과 본능적인 감이 좋아야 하기 때문에 뛰어난 인재가 오랜 기간 나타나지 않으면 헌터 마스터가 응사 마스터를 겸직하기도 합니다.{nl}응사는 매를 다루는 조련 클래스입니다. 까탈스러운 매는 잘 길들일수록 홀로 싸울 때보다 든든한 동료가 되어 줍니다.",c_archer_falconer,False,False,1,0,[7],"[10019, 10020, 310021, 310015, 310011, 310006, 310017, 310008, 310010, 310022]","[31002, 31003, 31005, 31006, 31008, 31011, 31013]",응사,2,70,50,0,0,80
3015,Char3_15,1,캐노니어는 왕국군의 집단전에서 무척 중요하기 때문에 최상급 귀족가문 출신으로 마스터를 뽑거나 해당 마스터에게 왕실에서 사성을 합니다. 그리고 창설이래 아직 평민이 마스터 직위에 오른 적은 없습니다. 다만 캐노니어는 마스터를 포함하여 작위가 높아도 군령과 군정에 관해서는 왕군군의 계급을 우선하도록 군법에 규율되어 있습니다.  {nl}캐노니어는 강력한 대포를 사용하는 궁수계 클래스입니다. 대포는 사용 전후의 빈틈이 있고 포탄의 번거로운 결점이 있지만 그만큼 강력한 범위와 화력을 자랑합니다.,c_archer_cannoneer,False,False,1,0,[0],"[312001, 10018, 312021, 312002, 312017, 312004, 312007, 312013, 312011, 312005, 312009, 312020, 312014, 312015]","[31101, 31103, 31104, 31106, 31105, 31107, 31108]",캐노니어,2,60,20,0,0,120
3016,Char3_16,1,"머스킷티어의 역사는 400년이 아직 안 되었습니다. 그러나 이미 왕국군의 주요 병과이며, 용병과 민간인의 사냥, 모험가 등의 많은 분야와 직종에서 필요성이 높아지고 있는 클래스입니다. {nl}머스킷티어는 장총을 사용하는 총병 클래스입니다. 활과 동시에 사용할 수는 없지만, 장총을 사용한 연사공격과 근접전에 효과적인 기술을 갖고 있습니다.",c_archer_musketeer,False,False,2,0,[0],"[311005, 313001, 313030, 313002, 313003, 313009, 313004, 313005, 313025, 313011, 313022, 313027]","[31201, 31202, 31204, 31211, 31207, 31209, 31203, 31210]",머스킷티어,2,50,40,0,0,110
3017,Char3_17,1,"메르겐은 왕국 외부의 부족사회에서 유래합니다. 리디아 샤펜의 소개 이후 왕국에서 마스터의 지위도 인정받았으며, 이는 대대로 그쪽 대륙에서 세습되어서 왕국민이 혹시라도 메르겐이 되려면 바다를 건너야 했습니다. 최근 신수의 날 이후 수 세기만에 메르겐 마스터가 왕국으로 건너와 새로 메르겐이 된 사람이 조금 늘었다고 합니다. {nl}양손활을 주 무기로 사용하는 메르겐은 다수의 적들을 상대할 때 특히 강한 궁수 클래스입니다.",c_archer_mergen,False,False,0,0,[0],"[315001, 315002, 315003, 315012, 315005, 315013, 315006, 315011, 315014, 315007, 315015]","[31401, 31402, 31404, 31408, 31406, 31405, 31409]",메르겐,2,40,60,0,0,100
4001,Char4_1,1,"클레릭은 수습 사제를 벗어나면 처음으로 얻는 성직입니다. 수습 과정을 거치든 아니든 클레릭은 천 년도 넘는 왕국 역사에서 항상 사제의 기본을 익히며 여신을 섬기는 형태를 결단하는 과정으로 자리잡았습니다.{nl}클레릭 계열은 자신이나 아군을 치유할 수 있는 회복 스킬과 각종 버프를 통해 아군을 강화하는 보조 역할이 주된 전투 방식이지만, 전방에서 직접 전투를 펼치거나 후방에서 마법 공격으로 화력을 담당 할 수도 있는 다양한 방식으로 육성할 수 있는 계열입니다.",c_cleric_cleric,False,False,2,1,[7],"[401009, 10030, 401004, 401021, 401001, 407002, 401022]","[40001, 40002, 40008, 40006, 40007]",클레릭,1,45,25,25,80,25
4002,Char4_2,1,프리스트는 주로 왕국 수도에서 활동한 사람이 많아서 신수의 날에 가장 많은 피해를 입은 성직자 종류에 해당합니다. 현재 살아있으면서 신수의 날 이전에 프리스트가 된 최 연장자가 아직 삼십대에 불과할 정도입니다. {nl}프리스트는 성물을 사용하여 동료에게 축복을 내리고 성스러운 힘으로 죽은 이를 부활 시키는 성직자 클래스 입니다.,c_cleric_priest,False,False,1,1,[7],"[10018, 403001, 403016, 403004, 403008, 403009, 403018, 403011, 403015, 403017]","[40201, 40202, 40203, 40204, 40211, 40205, 40206, 40209]",프리스트,2,30,15,40,100,15
4003,Char4_3,1,"크리비들은 가장 전통적인 여신 신앙을 지닌 성직자입니다. 전통과 과거를 중시하기에 나이 많은 성직자의 클래스로 여겨지며, 가장 전통적인 여신 신앙이 또한 정통적이라는 생각으로 일찍 이 길로 들어선 성직자도 적지 않습니다. 그리고 그런 사람들은 대개 이 길을 벗어나지 않고 가장 신실한 신앙생활을 영위합니다. {nl}불을 섬기는 사제인 크리비는 성스러운 불을 사용하여 동료의 회복을 돕거나 적에게 강력한 피해를 입힙니다.",c_cleric_kriwi,False,False,2,1,[7],"[402005, 402004, 402013, 402018, 402019, 402001, 402011, 402015, 402016]","[40101, 40102, 40104, 40103, 40105, 40106]",크리비,2,30,15,70,15,70
4005,Char4_5,1,숲과 인간의 균형점을 추구하는 드루이드는 둘 사이의 영적 교감을 잇는 특유의 영적 체험을 통해 그것을 세상에 현실화할 수 있는 권능을 여신으로부터 얻게 되었습니다. 자연과 인간 그리고 여산 사이에서 조화를 이루는 일이 이 계통 성직자인 드루이드의 이상입니다.{nl}자연의 힘을 이용하는 드루이드는 땅에 핀 풀을 조종하여 아군에 도움을 주거나 직접 몬스터로 변신하여 몬스터가 가진 기술을 사용할 수 있는 사제 클래스입니다.,c_cleric_druid,False,False,2,1,[7],"[410020, 410001, 410015, 410016, 410017, 410019, 410014]","[40902, 40906, 40903, 40910, 40905, 40904, 40911, 40908, 40909]",드루이드,2,30,40,60,10,60
4006,Char4_6,1,"배움으로 성직에 입문하는 사람도 있지만, 은총을 통해 여신의 섭리를 전할 사람으로 선택되는 일도 때로는 일어납니다. 사두는 여신께서 특별히 택한 사람들과 그들이 훈련시킨 사람들을 일컫는 말입니다. 사두는 다른 성직자와 다른 방법으로 여신을 접하기 때문에 주술적 요소가 강하며, 수면과 꿈을 조절하는 일이 다른 성직자의 기도에 해당합니다. {nl}사두는 자신의 영혼을 유체화하여 적의 눈에 보이지 않게 활동하거나, 자신의 힘을 동료에게 전송할 수 있습니다. ",c_cleric_sadhu,False,False,1,1,"[0, 7]","[406017, 406009, 406001, 406018, 406019, 406005]","[40501, 40502, 40504, 40503, 40505, 40506]",사두,2,30,0,120,50,0
4007,Char4_7,1,딥디르비는 성직자의 한 계통으로 인정받은 이래 초대 마스터가 현재 마스터로 역대 마스터 재임자가 1인입니다. 현재 존재하는 모든 딥디르비는 한 번 정도는 누구나 테슬라에게 가르침을 얻은 적이 있습니다. {nl}딥디르비는 성스러운 조각상을 깎아 배치합니다. 이 조각상들은 동료를 보호하거나 적을 공격합니다. ,c_cleric_dievdirbys,False,False,0,1,[7],"[405008, 10018, 405001, 405012, 405004, 405013]","[40401, 40402, 40404, 40405, 40403, 40406, 40407]",딥디르비,2,35,15,70,60,20
4008,Char4_8,1,오라클은 신탁을 전하고 여신에 대한 질문에 대한 답을 주는 사람입니다. 여신께서는 인간의 자유의지를 침해하지 않으시기에 신탁은 대개 은유와 상징으로 구성됩니다. 따라서 여신께서 부재한 상황이라도 오라클은 여전히 인간에게 신탁을 전할 수 있습니다. 보혜사의 권능은 원류에서 끊어져도 그 지침에서 나오는 지혜는 계속 전달되기 때문입니다.{nl}오라클은 예지 능력을 사용하는 신관 클래스입니다. 적의 행동을 예측하거나 미래에 개입하여 적의 운명을 결정짓습니다.,c_cleric_oracle,False,False,2,1,[7],"[411001, 411007, 411012, 411008]","[41002, 41004, 41005, 41009, 41007, 41008, 41013, 41010, 41011]",오라클,2,40,20,40,80,20
4009,Char4_9,1,"기도와 제례를 완전히 배제하지는 않으나 그보다 신체 단련을 통한 수련으로 여신의 은총을 더해가는 특이한 성직자가 있습니다. 이 계통의 성직자는 몽크라 불리며, 강인한 신체적 능력에 덧입힌 특이한 여신의 권능으로 세계에 봉사하고 있습니다. 또한 교리가 특이해서 몽크는 여신이 원하는 일이 아니라 여신에게 필요하다고 판단하는 일을 합니다.  {nl}신체 단련을 통한 수련으로 여신의 은총을 더해가는 성직자입니다.",c_cleric_monk,False,False,2,1,[0],"[10027, 408001, 408003, 408005, 408012, 408008, 408007, 408013, 408009]","[40701, 40702, 40703, 40704, 40706, 40705, 40707, 40708]",몽크,2,50,70,0,0,80
4010,Char4_10,1,파드너가 같은 여신을 섬기는 다른 사제들과 다른 점은 그들이 모든 은사를 금전과 교환한다는 점입니다. 특히 마족의 저주가 아닌 여신의 징벌적 저주는 파드너에 의해서만 벗겨집니다. 역대의 파드너들이 그렇게 모은 돈으로 자신을 위한 축재를 하기도 하고 빈자를 위한 자선을 하기도 하는 등 다양한 사례가 있습니다. {nl}여신의 권능이 재물에도 있음을 부정하지 않는 성직자입니다.,c_cleric_pardoner,False,False,2,1,[4],"[409003, 409001, 409010, 409011, 409008, 409005]","[40801, 40802, 40803, 40804, 40808, 40809, 40805]",파드너,2,40,15,50,80,15
4011,Char4_11,1,"팔라딘의 성격을 규정하자면, 정의를 위해 싸우는 신념과 여신에 대한 신앙, 그 신앙을 벗어나지 않는 범위내에서 왕국에 대한 충성심을 가진 성직자입니다. 또한 초대 팔라딘이 세운 테넷 성당이 팔라딘에게는 상징적인 장소이며 맹약으로 수호하는 장소이기도 합니다. {nl}강력한 전투력을 발휘하는 팔라딘은 성스러운 힘으로 주변의 동료들을 보호하거나 마신을 숭배하던 적을 개종시켜 여신을 위해 싸우게 합니다.",c_cleric_paladin,False,False,0,1,[5],"[10026, 407019, 407020, 407021, 407011, 407022, 407017, 407018, 407016]","[40610, 40602, 40603, 40607, 40608, 40609, 40606]",팔라딘,2,110,20,20,20,30
4012,Char4_12,1,"채플린은 신심을 지닌 채 전장에 서는 장병을 위해 종신토록 사제로 남기로 서원한 성직자입니다. 따라서 예비역이어도 한번 채플린은 영원한 채플린입니다. 채플린은 피치 못할 살생을 하는 군인의 마음을 치유하며, 그들이 군인으로서 사명에 충실하도록 훈도합니다. 무엇보다 실제 전투에서 그들에게 도움이 될 수 있도록 신의 권능을 사용합니다. {nl}채플린은 전투에 참가한 동료에게 신성한 힘을 축복하는 군종 클래스입니다. 높은 수준에 다다른 상급 프리스트만이 채플린의 역할을 수행할 수 있습니다.",c_cleric_chaplain,True,True,2,1,[7],"[414008, 414001, 414007, 414009, 414010]","[41301, 41304, 41305, 41302, 41306, 41307]",채플린,2,30,40,30,60,40
4013,Char4_13,1,양치기,c_cleric_paladin,False,False,,1,,,,양치기,200,6,3,4,7,5
4014,Char4_14,1,플레이그 닥터와 다른 사제치료자의 차이는 전적으로 여신의 은총에만 의지하지 않는다는 점입니다. 플레이그 닥터는 과학과 연구의 성과를 병용하여 치료합니다. 물론 여신에게 의존해도 어떠한 질병도 치료할 수 있기에 플레이그 닥터는 크게 조명받지 못했습니다. 그러나 신수의 날이 닥치고 여신의 부재가 길어져 이들의 존재가치는 격상되었습니다. {nl}플레이그닥터는 동료의 상태 이상을 치료하거나 적의 상태 이상을 소각시키는 성직자계 클래스입니다. 특수한 약품이 발라진 새부리 가면을 쓰는 것으로 주요 상태 이상을 막아낼 수 있습니다.,c_cleric_plaguedoctor,False,False,2,1,"[0, 7]","[412002, 412013, 412015, 412006, 412017, 412009, 412014]","[41101, 41102, 41104, 41110, 41106, 41107, 41105, 41109]",플레이그닥터,2,40,15,60,70,15
4015,Char4_15,1,"카발리스트는 우주의 섭리를 통해 모든 진실을 파악할 가능성을 지닌 클래스입니다. 실제로 신수의 날을 예언하고, 라이마의 천도 예언을 복원해내는데 성공하기도 했습니다. 그러나 이러한 결과물을 설명하기는 어렵기에 대중은 대개 이들의 말을 믿지않거나 이해하려 들지 않기에 실질적인 도움이 되지는 않았습니다. {nl}카발리스트는 고대의 카발라 마법을 사용하는 성직자입니다. 무한의 힘으로 동료를 보조하거나 수비술로 적의 이름을 파자하여 전투에 응용할 수 있습니다.",c_cleric_kabbalist,False,False,2,1,[7],"[413021, 413022, 413014, 413002, 413025, 413018, 413008, 413011, 413003, 413020, 413024]","[41201, 41203, 41204, 41205, 41209, 41206, 41202, 41210, 41211]",카발리스트,2,30,15,30,110,15
4016,Char4_16,1,"인퀴지터는 여신이 실재하는 시기가 오래 지속되어 모든 교단을 관할하는 종규가 쓸모없어진 시대에도 신앙의 전통을 지킨 집단이었다. 또한 여신의 가르침을 가장 적합한 언어로 기록, 감리하는 일 역시 이들의 권한이었다. 그러나 여신께서 사라지신 후 그간 그들이 결정할 필요 없었던 일이 그들 아니면 결정될 수 없는 상태에 처한 클래스가 되었다.  {nl}인퀴지터는 여신들께 불경한 적들을 심판하는 사제 클래스입니다. 강력한 전투 기술을 갖고 있으며 특히 마법 사용자와의 전투에 강합니다.",c_cleric_inquisitor,False,False,2,1,[0],"[415001, 415009, 415010, 415012, 415006, 415008, 415013, 415020, 415011, 415014, 415018, 415015, 415016, 415019, 415017]","[41407, 41404, 41406, 41408, 41401, 41409, 41410]",인퀴지터,2,60,40,0,0,100
4018,Char4_18,1,"{/}{/}{#7AE4FF}{ol}[2번째 전직부터 선택 가능]{/}{/}{nl}무녀는 음양사보다 훨씬 이른 시기에 왕실의 묵인하에 여신 숭배의 일각을 담당하였으나, 민간과 거리가 먼 점은 음양사와 비슷합니다. 음양사가 왕실과 우호적인 관계를 유지한 채 독립한 것과 달리 무녀는 근자에 이르러 동일한 과정을 시작합니다. 이 과정에는 카오닐라 공주에 관한 사건이 있었으나 왕실의 일이라 외부에는 잘 알려지지 않았습니다.  {nl}무녀는 신탁을 받고 여신들을 섬기는 클래스 입니다. 신성 공격을 통해 적에게 피해를 주거나, 동료들이 전투에서 효과적인 힘을 발휘할 수 있도록 흥을 북돋아 줍니다.",c_cleric_miko,True,True,1,1,[7],"[417001, 417002, 417004, 417008]","[41601, 41603, 41604, 41602, 41606, 41605]",무녀,2,50,0,50,80,20
4019,Char4_19,1,질럿 교단은 여신을 잃은 성직자의 일부가 강경노선을 선택함으로써 창시되었습니다. 그들이 여신을 되찾고자 하는 방법이 극단적이기에 일반인이나 타교단과 마찰이 심합니다. 아무튼 이들은 강한 신앙심을 표방하고 여신을 되찾기 위해 어떤 일이든 감당할 수 있는 성직자가 되는 방향으로 그들의 교리를 세우고 실천하여 왔습니다.{nl}질럿은 근접 물리 공격에 유리한 버프를 다수 보유하여 자신을 강화하는데 특화된 클래스입니다.{nl}베라 연안에 있는 칸카 보초를 지나 마지막 방에 숨겨져 있는 비석을 찾으세요.,c_cleric_zealot,True,False,2,1,[0],"[418001, 418004, 418002, 418009, 418003, 418006, 418008, 418007, 418010, 418011]","[41701, 41702, 41703, 41704, 41705, 41706, 41707]",질럿,2,50,80,0,0,70
4020,Char4_20,1,"최초의 엑소시스트는 로멜 2세의 재위기에 공인되었다. 그 이전까지 성직자에 의한 구마 행위가 없지 않았으나, 로멜 2세 이후 구마 행위 혹은 의식을 하려는 자는 반드시 공인된 엑소시스트로 인정을 받은 자만이 가능하게 되었으며, 비록 신실한 성직자일지라도 설령 직위가 아무리 높더라도 엑소시스트가 아니면 구마를 행하는 일은 금지되었다.{nl}엑소시스트는 구마계 마법을 다루는 클래스입니다. 신성 속성을 가진 마법으로 적들을 처단합니다.{nl}페디미안에 있는 엑소시스트를 만나세요.",c_cleric_exorcist,True,False,2,1,[0],"[419001, 419002, 419003, 419004, 419006, 419008, 419009, 419010, 419013, 419014, 419015]","[41801, 41802, 41803, 41804, 41805, 41806, 41807]",엑소시스트,2,40,0,120,40,0
5001,Char5_1,1,"스카우트의 시작은 멜키엘 시대로서, 당시 미확정된 국경 각지에서 싸우던 왕국군이 정보부족으로 고전하자, 국왕은 정찰병의 필요성을 느껴 스카우트를 양성하였습니다. 국경확정 후 이들에게 몬스터에 관한 임무가 부여되었으며, 건국력 801년 최초로 이세계에 탐험이 부분 성공했을 때 탐사원 중 스카우터 마스터가 있어 큰 활약을 했습니다.{nl}스카우트 계열은 매우 공격적인 스킬을 보유하고 높은 회피와 치명타 발생, 공격 속도를 바탕으로 강력한 공격력을 자랑하지만 SP가 빠르게 소모되기 때문에 주의해야 합니다.",c_scout_scout,False,False,0,2,[0],"[501001, 501002, 501003, 501004, 501005]","[50001, 50002, 50003, 50004, 50005]",스카우트,1,40,90,0,0,70
5002,Char5_2,1,어쌔신은 다른 대륙에서 넘어온 클래스이며 왕국의 공식 인정을 받은 바도 없습니다. 그러나 그 무시무시한 명성으로 그들의 수장은 마스터로 불리며 아무도 이것을 대놓고 부인하지 않습니다. 따지고 보면 왕국의 다른 클래스와 달리 어쌔신은 가장 넓은 지역과 문화권에서 그 명성을 떨치고 있다고 할 수 있습니다.{nl}어쌔신은 환초를 사용하여 자신 혹은 적에게 특수 효과를 부여하여 전투하는 단검 클래스입니다.,c_scout_assassin,False,False,0,2,[0],"[502001, 502002, 502003, 502004, 502005, 502006, 502007, 502008, 502009, 502010, 502011, 502012, 502013, 502014, 502015, 502016, 502017]","[50101, 50102, 50103, 50104, 50105, 50106]",어쌔신,2,35,110,0,0,55
5003,Char5_3,1,"아웃로는 왕국의 암흑가와 어둠의 세계를 지배하는 자들입니다. 왕국 조정이 이들을 인정할 일은 절대 없겠지만, 왕국민들이 이들의 존재와 아웃러의 수장인 마스터의 지위를 인정하지 않을 리도 절대 없습니다. 아웃러의 비밀스러운 영향력은 왕국의 곳곳은 물론 다른 대륙에도 손길이 닿아 있다는 소문이 있습니다.{nl}아웃로는 무기 종류에 크게 영향받지 않으며 치사해 보이지만 효율적인 막싸움을 구사하는 스트리터 파이터형 클래스입니다.",c_scout_outlaw,False,False,0,2,[0],"[503001, 503002, 503003, 503005, 503006, 503007, 503008, 503009, 503010, 503011, 503012, 503013, 503014, 503015, 503016, 503017]","[50201, 50202, 50203, 50204, 50205, 50206, 50207]",아웃로,2,40,70,0,0,90
5004,Char5_4,1,왕국의 귀족법이 확립되어 세월이 흐르자 많은 귀족이 평민화되었습니다. 이들 중 일부는 작위를 물려주지 못하는 자녀에게 스콰이어의 역할을 맡겨서 이 클래스가 생겼으나 다시 세월이 흘러 독립된 직종으로 변화하였고 성격도 많이 달라졌습니다. 그러나 여전히 몰락한 귀족이 주로 하는 일이란 인상은 사라지지 않고 있습니다.{nl}스콰이어는 동료를 보조하는 클래스입니다. 동료의 장비를 손질하여 성능을 향상시키거나 거점을 설치해 동료들의 활동을 도와줍니다.,c_warrior_squire,False,False,2,2,"[7, 4, 9]","[108004, 108005, 108006, 108007, 108010]","[50302, 50301, 50306, 50303, 50304, 50305]",스콰이어,2,60,70,0,0,70
5005,Char5_5,1,"로멜 국왕 당시 사략선을 운용하면서, 증표를 하사하였습니다. 사략선의 성격상 반만 공식적이었으나, 현재는 쟁탈자의 마스터 지위를 왕국도 인정합니다. 그렇다고 처벌이 면제되지 않으나, 다만 해군 못지 않은 무장을 할 권리를 인정받고, 명확한 증거없이 처벌이 어려우며 해상에서는 증거를 없애기 쉽기 때문에 해적에게 증표는 큰 도움이 됩니다.  {nl}커세어는 자신의 파티를 해적단으로 조직하여 독특한 전술을 사용합니다. 적의 아이템을 약탈하거나 보물상자의 획득, 콤보시스템의 사용이 가능합니다.",c_warrior_corsair,False,False,2,2,"[0, 9]","[10015, 109013, 109001, 109005, 109006, 109009, 109011, 109012]","[50405, 50404, 50406, 50409, 50401, 50402, 50403, 50407, 50408]",커세어,2,40,75,0,0,85
5006,Char5_6,1,{/}{/}{#7AE4FF}{ol}[2번째 전직부터 선택 가능]{/}{/}{nl}첩보와 잠입 전문가들은 어느 시대 어느 곳에나 존재합니다. 시노비는 1차 왕위계승전쟁에 활약하여 왕실의 인정을 받은 뒤 이후 왕실의 숨은 그림자로 활약한 집단입니다. 현재도 이들은 왕실을 보위하는 일이 제1의 사명입니다.{nl}시노비는 인법을 사용한 특수한 전법을 펼치는 클래스입니다. 길고 힘든 수련을 거친 소수의 사람만이 시노비가 될 수 있습니다.,c_warrior_shinobi,True,True,1,2,[0],"[10018, 113009, 113003, 113006, 113002, 113001, 113011]","[50505, 50503, 50504, 50502, 50501, 50506]",시노비,2,35,90,0,0,75
5007,Char5_7,1,쏘마터지는 다른 마법사들과 달리 마법을 배우는 것이 아니라 마법을 깨닫는 과정을 통해 발전합니다. 다른 마법계통과 다른 이런 특성 차이 때문에 어린 나이에 발현되는 천부적인 재능이 중요하게 여겨집니다. {nl}쏘마터지는 대상의 속성과 형태를 변화시키는 마법을 구사합니다. 적을 작게 변형시키거나 동료의 신체를 강화시켜 전투에 도움을 줍니다.,c_wizard_thaumaturge,False,False,0,2,[7],"[206005, 206007, 206004, 206006, 206003, 206016]","[50605, 50601, 50602, 50603, 50606, 50604]",쏘마터지,2,70,65,0,0,65
5008,Char5_8,1,"인챈터의 역사는 상대적으로 짧습니다. 플러리의 제자인 제인은 마법학에는 조예가 깊었지만, 마법은 쓰지 못해 직접제자를 남기지 못했어도, 그녀가 남긴 연구가 이어져 인챈터가 창안되었습니다. 제인의 필생의 꿈인 마법치에게 마법능력을 부여하는 일은 지금도 어려운 일이나, 아무튼 인챈터라는 마법의 새로운 흐름을 이어지고 있습니다. {nl}인챈터 클래스는 자신이 가진 마법을 소모성 아이템으로 만들거나 장비 아이템에 직접 효과를 부여해 동료를 돕습니다.",c_wizard_enchanter,False,False,2,2,"[7, 4]","[215001, 215007, 215008, 215010]","[50801, 50802, 50803, 50807, 50804, 50805, 50806]",인챈터,2,55,100,0,0,45
5009,Char5_9,1,"링커는 전혀 다른 사물의 연계성을 찾아낸 후, 그것을 자신이 원하는 타겟의 종착지로 만드는 능력을 가진 사람입니다. 이 마법에는 서로 다른 대상간의 연결점을 찾아내는 상상력과 그 상상력을 실현하는 마력이 동시에 작용합니다. {nl}링커는 동료를 서로 연결하여 받는 피해량을 줄이거나, 적군을 묶어서 적에게 주는 피해량을 증폭시킬 수 있습니다.",c_wizard_linker,False,False,1,2,[7],"[205001, 205016, 205007, 205008, 205009, 205015]","[50701, 50702, 50703, 50704, 50708, 50705]",링커,2,50,80,0,0,70
5010,Char5_10,1,"로그는 왕국의 역사에서 몇 번 범죄자로 단속되다가 영웅들의 모험에 동행하여 공적을 세워 인정받기를 반복하였습니다. 약 300년전 네켈1세 시대에 세운 공적으로 살인 등의 중죄가 아니면 다시는 왕국 법률로 쫓기는 일은 없게 되었습니다. {nl}로그는 승리를 위해서는 무엇이든 하는 전투의 프로입니다. 쇠뇌와 단검을 사용하여 적 뒤에서의 기습, 은신한 상태에서의 활 공격 등 기습전투에 강한 클래스입니다.",c_archer_rogue,False,False,2,2,[0],"[10015, 308005, 308010, 308009, 308004, 308007, 308012, 308013]","[50902, 50905, 50906, 50904, 50901, 50903, 50907]",로그,2,50,90,0,0,60
