$ID,$ID_NAME,Icon,Link_Collections,Link_Cubes,Link_Maps,Link_Maps_Exploration,Link_Materials,Link_Monsters,Link_RecipeMaterial,Link_RecipeTarget,Link_Target,Name,Price,Tradability,Type
15052,R_BOW01_129,icon_item_weapon_misc1,,,,,"[{""Item"": 15052, ""Quantity"": 1}, {""Item"": 645614, ""Quantity"": 8}, {""Item"": 645442, ""Quantity"": 2}]",,[15052],,181129,Recipe - ウィンドレス,0,TTTT,23
15058,R_BOW02_121,icon_item_weapon_misc3,,,,,"[{""Item"": 15058, ""Quantity"": 1}, {""Item"": 645191, ""Quantity"": 7}]",,[15058],,182121,Recipe - エサンチウクロスボウ,0,TTTT,23
15059,R_BOW02_122,icon_item_weapon_misc3,,,,,"[{""Item"": 15059, ""Quantity"": 1}, {""Item"": 645177, ""Quantity"": 7}]",,[15059],,182122,Recipe - クラッグクロスボウ,0,TTTT,23
15060,R_BOW02_123,icon_item_weapon_misc3,,,,,"[{""Item"": 15060, ""Quantity"": 1}, {""Item"": 645213, ""Quantity"": 28}]",,[15060],,182123,Recipe - フィルグリムクロスボウ,0,TTTT,23
15061,R_BOW02_124,icon_item_weapon_misc3,,,,,"[{""Item"": 15061, ""Quantity"": 1}, {""Item"": 645481, ""Quantity"": 20}]",,[15061],,182124,Recipe - イストラクロスボウ,0,TTTT,23
15062,R_BOW03_108,icon_item_weapon_misc4,,,,,"[{""Item"": 15062, ""Quantity"": 1}, {""Item"": 645596, ""Quantity"": 24}, {""Item"": 645591, ""Quantity"": 56}, {""Item"": 649004, ""Quantity"": 2}]",,[15062],,183108,Recipe - カラチャクロスボウ,0,TTTT,23
15063,R_BOW01_131,icon_item_weapon_misc1,,,,,"[{""Item"": 15063, ""Quantity"": 1}, {""Item"": 645657, ""Quantity"": 8}, {""Item"": 645579, ""Quantity"": 3}]",,[15063],,181131,Recipe - クラックドシューター,0,TTTT,23
15064,R_BOW01_132,icon_item_weapon_misc1,,,,,"[{""Item"": 15064, ""Quantity"": 1}, {""Item"": 645690, ""Quantity"": 5}, {""Item"": 645689, ""Quantity"": 9}]",,[15064],,181132,Recipe - スーペリアクラックドシューター,0,TTTT,23
15065,R_BOW03_109,icon_item_weapon_misc4,,,,,"[{""Item"": 15065, ""Quantity"": 1}, {""Item"": 645684, ""Quantity"": 4}, {""Item"": 645616, ""Quantity"": 47}, {""Item"": 649204, ""Quantity"": 5}]",,[15065],,183109,Recipe - バンディット,0,TTTT,23
15066,R_BOW03_110,icon_item_weapon_misc4,,,,,"[{""Item"": 15066, ""Quantity"": 1}, {""Item"": 182103, ""Quantity"": 1}, {""Item"": 645651, ""Quantity"": 8}, {""Item"": 649004, ""Quantity"": 3}]",,[15066],,183110,Recipe - ディデルグランドクロス,0,TTTT,23
15071,R_BOW03_111,icon_item_weapon_misc4,,"[642911, 642919]",,,"[{""Item"": 15071, ""Quantity"": 1}, {""Item"": 645373, ""Quantity"": 29}, {""Item"": 645556, ""Quantity"": 98}]",,[15071],,183111,Recipe - セイモスクロスボウ,0,TTTT,23
15078,R_BOW03_113,icon_item_weapon_misc4,,"[642903, 642920]",,,"[{""Item"": 15078, ""Quantity"": 1}, {""Item"": 645612, ""Quantity"": 38}]",,[15078],,183113,Recipe - マガスシューター,0,TTTT,23
15081,R_BOW04_106,icon_item_weapon_misc5,,"[642906, 642920]",,,"[{""Item"": 15081, ""Quantity"": 1}, {""Item"": 645386, ""Quantity"": 57}, {""Item"": 645418, ""Quantity"": 37}, {""Item"": 645590, ""Quantity"": 74}]",,[15081],,184106,Recipe - カタコムシューター,0,TTTT,23
15082,R_BOW02_132,icon_item_weapon_misc3,[642168],,,,"[{""Item"": 15082, ""Quantity"": 1}, {""Item"": 645721, ""Quantity"": 30}, {""Item"": 645656, ""Quantity"": 5}]",,[15082],,182132,Recipe - ライトクラックドシューター,0,TTTT,23
15083,R_BOW02_133,icon_item_weapon_misc3,,,,,"[{""Item"": 15083, ""Quantity"": 1}, {""Item"": 645808, ""Quantity"": 4}, {""Item"": 645803, ""Quantity"": 6}, {""Item"": 645804, ""Quantity"": 2}]",,[15083],,182133,Recipe - アダタクレインクイン,0,TTTT,23
15084,R_BOW02_134,icon_item_weapon_misc3,,"[642906, 642902, 642921]",,,"[{""Item"": 15084, ""Quantity"": 1}, {""Item"": 645641, ""Quantity"": 10}, {""Item"": 645694, ""Quantity"": 4}, {""Item"": 649010, ""Quantity"": 3}, {""Item"": 645650, ""Quantity"": 2}]",,[15084],,182134,Recipe - ディデルクラックドシューター,0,TTTT,23
15085,R_BOW03_202,icon_item_weapon_misc4,,"[642915, 642923, 642925]",,,"[{""Item"": 15085, ""Quantity"": 1}, {""Item"": 649014, ""Quantity"": 1}, {""Item"": 649009, ""Quantity"": 25}, {""Item"": 649010, ""Quantity"": 25}, {""Item"": 649011, ""Quantity"": 25}]",,"[15085, 40005]",,183202,Recipe - シルバーホーク,0,TTTT,23
15086,R_BOW04_109,icon_item_weapon_misc5,,"[642923, 642925]",,,"[{""Item"": 15086, ""Quantity"": 1}, {""Item"": 649014, ""Quantity"": 2}, {""Item"": 649015, ""Quantity"": 15}, {""Item"": 646020, ""Quantity"": 44}, {""Item"": 646036, ""Quantity"": 28}]",,[15086],,184109,Recipe - リガードホーンクロスボウ,0,TTTT,23
15087,R_BOW04_117,icon_item_weapon_misc5,,,,,"[{""Item"": 15087, ""Quantity"": 1}, {""Item"": 649014, ""Quantity"": 2}, {""Item"": 649026, ""Quantity"": 30}, {""Item"": 649025, ""Quantity"": 150}, {""Item"": 646056, ""Quantity"": 107}]",,[15087],,184117,Recipe - マシニオスクロスボウ,0,TTTT,23
16006,R_MAC01_109,icon_item_weapon_misc1,"[642135, 642158]",,,,"[{""Item"": 16006, ""Quantity"": 1}, {""Item"": 645446, ""Quantity"": 24}]",,[16006],,201109,Recipe - マウル,0,TTTT,23
16007,R_MAC01_110,icon_item_weapon_misc1,,,,,"[{""Item"": 16007, ""Quantity"": 1}, {""Item"": 645181, ""Quantity"": 8}]",,[16007],,201110,Recipe - バトルハンマー,0,TTTT,23
16008,R_MAC01_116,icon_item_weapon_misc1,[642144],,,,"[{""Item"": 16008, ""Quantity"": 1}, {""Item"": 645160, ""Quantity"": 8}, {""Item"": 645551, ""Quantity"": 9}]",,[16008],,201116,Recipe - チャカン,0,TTTT,23
16009,R_MAC02_110,icon_item_weapon_misc3,,,,,"[{""Item"": 16009, ""Quantity"": 1}, {""Item"": 645126, ""Quantity"": 20}]",,[16009],,202110,Recipe - マイナーハンマー,0,TTTT,23
16010,R_MAC02_101,icon_item_weapon_misc3,,,,,"[{""Item"": 16010, ""Quantity"": 1}, {""Item"": 645451, ""Quantity"": 5}, {""Item"": 645403, ""Quantity"": 5}, {""Item"": 645153, ""Quantity"": 5}]",,[16010],,202101,Recipe - フィフスハンマー,0,TTTT,23
16011,R_MAC02_102,icon_item_weapon_misc3,,,,,"[{""Item"": 16011, ""Quantity"": 1}, {""Item"": 201107, ""Quantity"": 1}, {""Item"": 645476, ""Quantity"": 3}]",,[16011],,202102,Recipe - スパイクメイス,0,TTTT,23
16012,R_MAC02_103,icon_item_weapon_misc3,,,,,"[{""Item"": 16012, ""Quantity"": 1}, {""Item"": 645238, ""Quantity"": 12}, {""Item"": 645176, ""Quantity"": 13}]",,[16012],,202103,Recipe - シールドブレーカー,0,TTTT,23
16013,R_MAC02_104,icon_item_weapon_misc3,,,,,"[{""Item"": 16013, ""Quantity"": 1}, {""Item"": 201116, ""Quantity"": 1}, {""Item"": 201116, ""Quantity"": 1}, {""Item"": 201116, ""Quantity"": 1}]",,[16013],,202104,Recipe - スカルクラッシャー,0,TTTT,23
16016,R_MAC02_107,icon_item_weapon_misc3,,,,,"[{""Item"": 16016, ""Quantity"": 1}, {""Item"": 645373, ""Quantity"": 11}, {""Item"": 645555, ""Quantity"": 8}]",,[16016],,202107,Recipe - バルタスモーニングスター,0,TTTT,23
16019,R_MAC03_101,icon_item_weapon_misc4,,,,,"[{""Item"": 16019, ""Quantity"": 1}, {""Item"": 640069, ""Quantity"": 33}, {""Item"": 645191, ""Quantity"": 10}, {""Item"": 649215, ""Quantity"": 1}]",,[16019],,203101,Recipe - ホーリースマッシャー,0,TTTT,23
16020,R_MAC03_102,icon_item_weapon_misc4,,,,,"[{""Item"": 16020, ""Quantity"": 1}, {""Item"": 202106, ""Quantity"": 1}, {""Item"": 645583, ""Quantity"": 10}, {""Item"": 645267, ""Quantity"": 1}]",,[16020],,203102,Recipe - カルーハンマー,0,TTTT,23
16021,R_MAC03_103,icon_item_weapon_misc4,,"[642906, 642920]",,,"[{""Item"": 16021, ""Quantity"": 1}, {""Item"": 201116, ""Quantity"": 1}, {""Item"": 645381, ""Quantity"": 12}, {""Item"": 645615, ""Quantity"": 2}, {""Item"": 649004, ""Quantity"": 1}]",,[16021],,203103,Recipe - ドレイクテール,0,TTTT,23
16022,R_MAC03_104,icon_item_weapon_misc4,,,,,"[{""Item"": 16022, ""Quantity"": 1}, {""Item"": 202108, ""Quantity"": 1}, {""Item"": 649008, ""Quantity"": 11}]",,[16022],,203104,Recipe - ロイヤルメイス,0,TTTT,23
16023,R_MAC04_101,icon_item_weapon_misc5,,,,,"[{""Item"": 16023, ""Quantity"": 1}, {""Item"": 202104, ""Quantity"": 1}, {""Item"": 202106, ""Quantity"": 1}]",,[16023],,204101,Recipe - スタナー,0,TTTT,23
16024,R_MAC04_102,icon_item_weapon_misc5,,"[642910, 642919]",,,"[{""Item"": 16024, ""Quantity"": 1}, {""Item"": 201110, ""Quantity"": 1}, {""Item"": 645438, ""Quantity"": 79}, {""Item"": 645402, ""Quantity"": 36}, {""Item"": 649203, ""Quantity"": 1}]",,[16024],,204102,Recipe - ヴァリア,0,TTTT,23
16025,R_MAC02_111,icon_item_weapon_misc3,,,,,"[{""Item"": 16025, ""Quantity"": 1}, {""Item"": 645124, ""Quantity"": 5}, {""Item"": 649001, ""Quantity"": 1}]",,[16025],,202111,Recipe - 兵士のアイアンクラブ,0,TTTT,23
16038,R_MAC02_112,icon_item_weapon_misc3,,,,,"[{""Item"": 16038, ""Quantity"": 1}, {""Item"": 649001, ""Quantity"": 8}, {""Item"": 645129, ""Quantity"": 12}]",,[16038],,202112,Recipe - スミスメイス,0,TTTT,23
16039,R_MAC02_113,icon_item_weapon_misc3,,,,,"[{""Item"": 16039, ""Quantity"": 1}, {""Item"": 649001, ""Quantity"": 17}, {""Item"": 645134, ""Quantity"": 14}]",,[16039],,202113,Recipe - クラビスメイス,0,TTTT,23
16052,R_MAC01_129,icon_item_weapon_misc1,[642151],,,,"[{""Item"": 16052, ""Quantity"": 1}, {""Item"": 201109, ""Quantity"": 1}, {""Item"": 201109, ""Quantity"": 1}]",,[16052],,201129,Recipe - バトルマウル,0,TTTT,23
16053,R_MAC01_130,icon_item_weapon_misc1,,,,,"[{""Item"": 16053, ""Quantity"": 1}, {""Item"": 645204, ""Quantity"": 8}, {""Item"": 645407, ""Quantity"": 6}]",,[16053],,201130,Recipe - フェディミアンクラブ,0,TTTT,23
16054,R_MAC01_131,icon_item_weapon_misc1,,,,,"[{""Item"": 16054, ""Quantity"": 1}, {""Item"": 201120, ""Quantity"": 1}, {""Item"": 645443, ""Quantity"": 7}]",,[16054],,201131,Recipe - ルーンメイス,0,TTTT,23
16055,R_MAC01_132,icon_item_weapon_misc1,,,,,"[{""Item"": 16055, ""Quantity"": 1}, {""Item"": 645617, ""Quantity"": 4}, {""Item"": 645586, ""Quantity"": 10}]",,[16055],,201132,Recipe - スパイククラブ,0,TTTT,23
16056,R_MAC01_133,icon_item_weapon_misc1,,,,,"[{""Item"": 16056, ""Quantity"": 1}, {""Item"": 645481, ""Quantity"": 15}]",,[16056],,201133,Recipe - ステルスハンマー,0,TTTT,23
16057,R_MAC01_134,icon_item_weapon_misc1,,,,,"[{""Item"": 16057, ""Quantity"": 1}, {""Item"": 645386, ""Quantity"": 8}, {""Item"": 645395, ""Quantity"": 4}]",,[16057],,201134,Recipe - ウォーハンマー,0,TTTT,23
16058,R_MAC01_135,icon_item_weapon_misc1,,,,,"[{""Item"": 16058, ""Quantity"": 1}, {""Item"": 645647, ""Quantity"": 9}, {""Item"": 645442, ""Quantity"": 4}]",,[16058],,201135,Recipe - スレッジハンマー,0,TTTT,23
16065,R_MAC02_124,icon_item_weapon_misc3,,,,,"[{""Item"": 16065, ""Quantity"": 1}, {""Item"": 645191, ""Quantity"": 7}]",,[16065],,202124,Recipe - エサンチウメイス,0,TTTT,23
16066,R_MAC02_125,icon_item_weapon_misc3,,,,,"[{""Item"": 16066, ""Quantity"": 1}, {""Item"": 645177, ""Quantity"": 7}]",,[16066],,202125,Recipe - クラッグメイス,0,TTTT,23
16067,R_MAC02_126,icon_item_weapon_misc3,,,,,"[{""Item"": 16067, ""Quantity"": 1}, {""Item"": 645213, ""Quantity"": 28}]",,[16067],,202126,Recipe - フィルグリムメイス,0,TTTT,23
16068,R_MAC02_127,icon_item_weapon_misc3,,,,,"[{""Item"": 16068, ""Quantity"": 1}, {""Item"": 645481, ""Quantity"": 20}]",,[16068],,202127,Recipe - イストラメイス,0,TTTT,23
16069,R_MAC01_137,icon_item_weapon_misc1,,,,,"[{""Item"": 16069, ""Quantity"": 1}, {""Item"": 645654, ""Quantity"": 2}, {""Item"": 645653, ""Quantity"": 3}]",,[16069],,201137,Recipe - ブラワ,0,TTTT,23
16070,R_MAC01_138,icon_item_weapon_misc1,,,,,"[{""Item"": 16070, ""Quantity"": 1}, {""Item"": 645693, ""Quantity"": 8}, {""Item"": 645423, ""Quantity"": 10}]",,[16070],,201138,Recipe - スーペリアブラワ,0,TTTT,23
16071,R_MAC03_110,icon_item_weapon_misc4,,,,,"[{""Item"": 16071, ""Quantity"": 1}, {""Item"": 649004, ""Quantity"": 3}, {""Item"": 645643, ""Quantity"": 4}, {""Item"": 645442, ""Quantity"": 24}]",,[16071],,203110,Recipe - アイアンフィスト,0,TTTT,23
16076,R_MAC03_111,icon_item_weapon_misc4,,"[642911, 642919]",,,"[{""Item"": 16076, ""Quantity"": 1}, {""Item"": 645237, ""Quantity"": 16}, {""Item"": 645545, ""Quantity"": 48}]",,[16076],,203111,Recipe - セイモスメイス,0,TTTT,23
16083,R_MAC03_113,icon_item_weapon_misc4,,"[642903, 642920]",,,"[{""Item"": 16083, ""Quantity"": 1}, {""Item"": 645208, ""Quantity"": 48}, {""Item"": 645614, ""Quantity"": 20}]",,[16083],,203113,Recipe - マガスメイス,0,TTTT,23
16086,R_MAC04_108,icon_item_weapon_misc5,,"[642906, 642920]",,,"[{""Item"": 16086, ""Quantity"": 1}, {""Item"": 645612, ""Quantity"": 30}, {""Item"": 645599, ""Quantity"": 43}, {""Item"": 645575, ""Quantity"": 36}]",,[16086],,204108,Recipe - カタコムクラブ,0,TTTT,23
16087,R_MAC02_135,icon_item_weapon_misc3,,,,,"[{""Item"": 16087, ""Quantity"": 1}, {""Item"": 645648, ""Quantity"": 8}, {""Item"": 645665, ""Quantity"": 5}]",,[16087],,202135,Recipe - ダークブラワ,0,TTTT,23
16088,R_MAC02_136,icon_item_weapon_misc3,,,,,"[{""Item"": 16088, ""Quantity"": 1}, {""Item"": 645809, ""Quantity"": 4}, {""Item"": 645801, ""Quantity"": 2}, {""Item"": 645805, ""Quantity"": 6}]",,[16088],,202136,Recipe - アーティバトルハンマー,0,TTTT,23
16089,R_MAC02_137,icon_item_weapon_misc3,,"[642906, 642902, 642921]",,,"[{""Item"": 16089, ""Quantity"": 1}, {""Item"": 645641, ""Quantity"": 10}, {""Item"": 645694, ""Quantity"": 4}, {""Item"": 649010, ""Quantity"": 3}, {""Item"": 645645, ""Quantity"": 2}]",,[16089],,202137,Recipe - ディデルブラワ,0,TTTT,23
16090,R_MAC03_204,icon_item_weapon_misc4,,"[642915, 642923, 642925]",,,"[{""Item"": 16090, ""Quantity"": 1}, {""Item"": 649014, ""Quantity"": 1}, {""Item"": 649009, ""Quantity"": 25}, {""Item"": 649010, ""Quantity"": 25}, {""Item"": 649011, ""Quantity"": 25}]",,"[16090, 40006]",,203204,Recipe - ヴィエンナロジスメイス,0,TTTT,23
16091,R_MAC04_111,icon_item_weapon_misc5,,"[642923, 642925]",,,"[{""Item"": 16091, ""Quantity"": 1}, {""Item"": 649014, ""Quantity"": 2}, {""Item"": 649015, ""Quantity"": 15}, {""Item"": 646024, ""Quantity"": 41}, {""Item"": 646008, ""Quantity"": 31}]",,[16091],,204111,Recipe - スカルスマッシャー,0,TTTT,23
16092,R_MAC04_119,icon_item_weapon_misc5,,,,,"[{""Item"": 16092, ""Quantity"": 1}, {""Item"": 649014, ""Quantity"": 2}, {""Item"": 649026, ""Quantity"": 30}, {""Item"": 649025, ""Quantity"": 150}, {""Item"": 646059, ""Quantity"": 107}]",,[16092],,204119,Recipe - マシニオスメイス,0,TTTT,23
17004,R_SPR01_104,icon_item_weapon_misc1,"[642135, 642158]",,,,"[{""Item"": 17004, ""Quantity"": 1}, {""Item"": 645174, ""Quantity"": 12}]",,[17004],,241104,Recipe - スポントゥーン,0,TTTT,23
17006,R_SPR01_106,icon_item_weapon_misc1,[642143],,,,"[{""Item"": 17006, ""Quantity"": 1}, {""Item"": 241105, ""Quantity"": 1}, {""Item"": 241105, ""Quantity"": 1}, {""Item"": 645477, ""Quantity"": 10}]",,[17006],,241106,Recipe - ロングアスター,0,TTTT,23
17008,R_SPR02_102,icon_item_weapon_misc3,,,,,"[{""Item"": 17008, ""Quantity"": 1}, {""Item"": 242101, ""Quantity"": 1}, {""Item"": 645165, ""Quantity"": 18}]",,[17008],,242102,Recipe - ドリー,0,TTTT,23
17011,R_SPR02_105,icon_item_weapon_misc3,,,"[{""Chance"": 100, ""Map"": 1091, ""Quantity_MAX"": 1, ""Quantity_MIN"": 1}]",,"[{""Item"": 17011, ""Quantity"": 1}, {""Item"": 241104, ""Quantity"": 1}, {""Item"": 241104, ""Quantity"": 1}, {""Item"": 645429, ""Quantity"": 12}]",,[17011],,242105,Recipe - グランスポントゥーン,0,TTTT,23
17012,R_SPR02_106,icon_item_weapon_misc3,[642082],,,,"[{""Item"": 17012, ""Quantity"": 1}, {""Item"": 645443, ""Quantity"": 3}, {""Item"": 645615, ""Quantity"": 1}]",,[17012],,242106,Recipe - ゼガスピア,0,TTTT,23
17016,R_SPR02_110,icon_item_weapon_misc3,,,,,"[{""Item"": 17016, ""Quantity"": 1}, {""Item"": 649003, ""Quantity"": 26}]",,[17016],,242110,Recipe - フェディミアンスピア,0,TTTT,23
17017,R_SPR03_101,icon_item_weapon_misc4,,,,,"[{""Item"": 17017, ""Quantity"": 1}, {""Item"": 242104, ""Quantity"": 1}, {""Item"": 645485, ""Quantity"": 2}]",,[17017],,243101,Recipe - シルバースピア,0,TTTT,23
17018,R_SPR03_102,icon_item_weapon_misc4,,,,,"[{""Item"": 17018, ""Quantity"": 1}, {""Item"": 242108, ""Quantity"": 1}, {""Item"": 242103, ""Quantity"": 1}]",,[17018],,243102,Recipe - ジェラススピア,0,TTTT,23
17019,R_SPR03_103,icon_item_weapon_misc4,,,,,"[{""Item"": 17019, ""Quantity"": 1}, {""Item"": 241106, ""Quantity"": 1}, {""Item"": 241105, ""Quantity"": 1}, {""Item"": 241104, ""Quantity"": 1}]",,[17019],,243103,Recipe - ドゥームスピア,0,TTTT,23
17020,R_SPR03_104,icon_item_weapon_misc4,,,,,"[{""Item"": 17020, ""Quantity"": 1}, {""Item"": 645658, ""Quantity"": 2}, {""Item"": 645187, ""Quantity"": 22}, {""Item"": 649209, ""Quantity"": 2}]",,[17020],,243104,Recipe - フィルナス,0,TTTT,23
17021,R_SPR04_101,icon_item_weapon_misc5,,,,,"[{""Item"": 17021, ""Quantity"": 1}, {""Item"": 649003, ""Quantity"": 121}, {""Item"": 645402, ""Quantity"": 24}, {""Item"": 645256, ""Quantity"": 5}]",,[17021],,244101,Recipe - アダタグ,0,TTTT,23
17023,R_SPR04_103,icon_item_weapon_misc5,,"[642905, 642920]",,,"[{""Item"": 17023, ""Quantity"": 1}, {""Item"": 649004, ""Quantity"": 2}, {""Item"": 645193, ""Quantity"": 3}, {""Item"": 645364, ""Quantity"": 5}]",,[17023],,244103,Recipe - ブランディッシュ,0,TTTT,23
17033,R_SPR01_112,icon_item_weapon_misc1,"[642067, 642151]",,,,"[{""Item"": 17033, ""Quantity"": 1}, {""Item"": 645344, ""Quantity"": 4}, {""Item"": 645540, ""Quantity"": 8}]",,[17033],,241112,Recipe - ロングスポントゥーン,0,TTTT,23
17034,R_SPR01_113,icon_item_weapon_misc1,,,,,"[{""Item"": 17034, ""Quantity"": 1}, {""Item"": 645442, ""Quantity"": 8}, {""Item"": 645551, ""Quantity"": 4}]",,[17034],,241113,Recipe - アールシェピース,0,TTTT,23
17035,R_SPR01_114,icon_item_weapon_misc1,,,,,"[{""Item"": 17035, ""Quantity"": 1}, {""Item"": 241113, ""Quantity"": 1}, {""Item"": 645551, ""Quantity"": 6}]",,[17035],,241114,Recipe - ゲルティアールシェピース,0,TTTT,23
17036,R_SPR01_115,icon_item_weapon_misc1,,,,,"[{""Item"": 17036, ""Quantity"": 1}, {""Item"": 645543, ""Quantity"": 6}, {""Item"": 645579, ""Quantity"": 8}]",,[17036],,241115,Recipe - ウィングドスピア,0,TTTT,23
17037,R_SPR01_116,icon_item_weapon_misc1,,,,,"[{""Item"": 17037, ""Quantity"": 1}, {""Item"": 645174, ""Quantity"": 9}, {""Item"": 645614, ""Quantity"": 2}]",,[17037],,241116,Recipe - ブリーチパイク,0,TTTT,23
17038,R_SPR01_117,icon_item_weapon_misc1,,,,,"[{""Item"": 17038, ""Quantity"": 1}, {""Item"": 645585, ""Quantity"": 13}]",,[17038],,241117,Recipe - ランデベヴェ,0,TTTT,23
17039,R_SPR01_118,icon_item_weapon_misc1,[642163],,,,"[{""Item"": 17039, ""Quantity"": 1}, {""Item"": 645395, ""Quantity"": 14}]",,[17039],,241118,Recipe - ショヴスリ,0,TTTT,23
17045,R_SPR02_119,icon_item_weapon_misc3,,,,,"[{""Item"": 17045, ""Quantity"": 1}, {""Item"": 645191, ""Quantity"": 7}]",,[17045],,242119,Recipe - エサンチウスピア,0,TTTT,23
17046,R_SPR02_120,icon_item_weapon_misc3,,,,,"[{""Item"": 17046, ""Quantity"": 1}, {""Item"": 645177, ""Quantity"": 7}]",,[17046],,242120,Recipe - クラッグスピア,0,TTTT,23
17047,R_SPR02_121,icon_item_weapon_misc3,,,,,"[{""Item"": 17047, ""Quantity"": 1}, {""Item"": 645213, ""Quantity"": 28}]",,[17047],,242121,Recipe - フィルグリムスピア,0,TTTT,23
17048,R_SPR02_122,icon_item_weapon_misc3,,,,,"[{""Item"": 17048, ""Quantity"": 1}, {""Item"": 645481, ""Quantity"": 20}]",,[17048],,242122,Recipe - イストラスピア,0,TTTT,23
17049,R_SPR01_120,icon_item_weapon_misc1,,,,,"[{""Item"": 17049, ""Quantity"": 1}, {""Item"": 645665, ""Quantity"": 1}, {""Item"": 645729, ""Quantity"": 12}]",,[17049],,241120,Recipe - コルセスカ,0,TTTT,23
17050,R_SPR01_121,icon_item_weapon_misc1,,,,,"[{""Item"": 17050, ""Quantity"": 1}, {""Item"": 241120, ""Quantity"": 1}, {""Item"": 241120, ""Quantity"": 1}]",,[17050],,241121,Recipe - スーペリアコルセスカ,0,TTTT,23
17056,R_SPR03_107,icon_item_weapon_misc4,,"[642911, 642919]",,,"[{""Item"": 17056, ""Quantity"": 1}, {""Item"": 645460, ""Quantity"": 51}, {""Item"": 645443, ""Quantity"": 14}]",,[17056],,243107,Recipe - セイモススピア,0,TTTT,23
17057,R_SPR03_108,icon_item_weapon_misc4,,"[642910, 642919]",,,"[{""Item"": 17057, ""Quantity"": 1}, {""Item"": 645560, ""Quantity"": 8}, {""Item"": 645618, ""Quantity"": 40}]",,[17057],,243108,Recipe - ティリースピア,0,TTTT,23
17063,R_SPR03_109,icon_item_weapon_misc4,,"[642906, 642920]",,,"[{""Item"": 17063, ""Quantity"": 1}, {""Item"": 645594, ""Quantity"": 36}, {""Item"": 645346, ""Quantity"": 59}, {""Item"": 645596, ""Quantity"": 4}]",,[17063],,243109,Recipe - カスティスピア,0,TTTT,23
17066,R_SPR04_107,icon_item_weapon_misc5,,"[642903, 642920]",,,"[{""Item"": 17066, ""Quantity"": 1}, {""Item"": 649004, ""Quantity"": 1}, {""Item"": 645561, ""Quantity"": 26}, {""Item"": 645373, ""Quantity"": 39}]",,[17066],,244107,Recipe - マガスピア,0,TTTT,23
17068,R_SPR02_131,icon_item_weapon_misc3,,,,,"[{""Item"": 17068, ""Quantity"": 1}, {""Item"": 645807, ""Quantity"": 4}, {""Item"": 645802, ""Quantity"": 6}, {""Item"": 645805, ""Quantity"": 2}]",,[17068],,242131,Recipe - アーティアスター,0,TTTT,23
17069,R_SPR02_132,icon_item_weapon_misc3,,"[642906, 642902, 642921]",,,"[{""Item"": 17069, ""Quantity"": 1}, {""Item"": 645641, ""Quantity"": 10}, {""Item"": 645694, ""Quantity"": 4}, {""Item"": 649010, ""Quantity"": 3}, {""Item"": 645648, ""Quantity"": 5}]",,[17069],,242132,Recipe - ヴィニーコルセスカ,0,TTTT,23
17070,R_SPR03_115,icon_item_weapon_misc4,,"[642914, 642924, 642925]",,,"[{""Item"": 17070, ""Quantity"": 1}, {""Item"": 649014, ""Quantity"": 1}, {""Item"": 649009, ""Quantity"": 25}, {""Item"": 649010, ""Quantity"": 25}, {""Item"": 649011, ""Quantity"": 25}]",,"[17070, 40008]",,243115,Recipe - フィグロスピア,0,TTTT,23
17071,R_SPR04_110,icon_item_weapon_misc5,,"[642924, 642925]",,,"[{""Item"": 17071, ""Quantity"": 1}, {""Item"": 649014, ""Quantity"": 2}, {""Item"": 649015, ""Quantity"": 15}, {""Item"": 646024, ""Quantity"": 41}, {""Item"": 646008, ""Quantity"": 31}]",,[17071],,244110,Recipe - ウィングシドスピア,0,TTTT,23
17072,R_SPR04_118,icon_item_weapon_misc5,,,,,"[{""Item"": 17072, ""Quantity"": 1}, {""Item"": 649014, ""Quantity"": 2}, {""Item"": 649026, ""Quantity"": 30}, {""Item"": 649025, ""Quantity"": 150}, {""Item"": 646054, ""Quantity"": 107}]",,[17072],,244118,Recipe - マシニオススピア,0,TTTT,23
18002,R_TSP01_102,icon_item_weapon_misc1,"[642145, 642158]",,,,"[{""Item"": 18002, ""Quantity"": 1}, {""Item"": 645402, ""Quantity"": 25}]",,[18002],,251102,Recipe - パルチザン,0,TTTT,23
18003,R_TSP01_103,icon_item_weapon_misc1,,,,,"[{""Item"": 18003, ""Quantity"": 1}, {""Item"": 241101, ""Quantity"": 1}, {""Item"": 241101, ""Quantity"": 1}, {""Item"": 241101, ""Quantity"": 1}]",,[18003],,251103,Recipe - トライデント,0,TTTT,23
18004,R_TSP01_104,icon_item_weapon_misc1,,,,,"[{""Item"": 18004, ""Quantity"": 1}, {""Item"": 645216, ""Quantity"": 8}]",,[18004],,251104,Recipe - ロイヤルパルチザン,0,TTTT,23
18005,R_TSP01_105,icon_item_weapon_misc1,,,,,"[{""Item"": 18005, ""Quantity"": 1}, {""Item"": 645213, ""Quantity"": 30}]",,[18005],,251105,Recipe - コーンパイク,0,TTTT,23
18006,R_TSP01_106,icon_item_weapon_misc1,,,,,"[{""Item"": 18006, ""Quantity"": 1}, {""Item"": 645591, ""Quantity"": 15}]",,[18006],,251106,Recipe - フェディミアンパイク,0,TTTT,23
