$ID,$ID_NAME,Description,Icon,IconTooltip,Link_Collections,Link_Cubes,Link_Monster,Link_MonsterDrops,Link_RecipeMaterial,Link_RecipeTarget,MonsterElement,MonsterRace,Name,Price,Stat_Height,Stat_Legs,Stat_Weight,TimeCoolDown,TimeLifeTime,Tradability,Type,TypeCard,Weight
644062,card_unicorn,[Card Equip Effect] Increases damage against Dark property monsters by [{img star_mark 20 20}]%,icon_item_card_atk,050_unicorn,,,"{""$ID"": 800051, ""Url"": ""monsters"", ""Name"": ""Unicorn"", ""Icon"": ""icon_item_nothing""}",,,,0,1,Unicorn Card,500,329,4,460,0.0,0.0,1111,3,0,1.0
644063,card_Iltiswort,[Card Equip Effect] Increases damage against Plant-type monsters by [{img star_mark 20 20}]%,icon_item_card_atk,017_boss_iltiswort,"[{""$ID"": 642013, ""Url"": ""collections"", ""Name"": ""Lv3 Card Collection"", ""Icon"": ""icon_item_box""}]",,"{""$ID"": 41214, ""Url"": ""monsters"", ""Name"": ""Iltiswort"", ""Icon"": ""boss_iltiswort""}",,,,7,4,Iltiswort Card,500,308,1,512,0.0,0.0,1111,3,0,1.0
644064,card_GiantWoodGoblin_red,[Card Equip Effect] Increases damage against Cloth-wearing enemies by [{img star_mark 20 20}/2]%,icon_item_card_atk,062_boss_giantwoodgoblin_red,,,"{""$ID"": 41215, ""Url"": ""monsters"", ""Name"": ""Giant Red Wood Goblin"", ""Icon"": ""boss_giantwoodgoblin_red""}",,,,2,4,Giant Red Wood Goblin Card,500,551,2,1429,0.0,0.0,1111,3,0,1.0
644065,card_GiantWoodGoblin,[Card Equip Effect] Increases damage against stunned enemies by [{img star_mark 20 20}]%,icon_item_card_atk,061_boss_giantwoodgoblin,,,"{""$ID"": 41386, ""Url"": ""monsters"", ""Name"": ""Giant Wood Goblin"", ""Icon"": ""boss_giantwoodgoblin""}",,,,7,4,Giant Wood Goblin Card,500,552,2,1428,0.0,0.0,1111,3,0,1.0
644067,card_Chapparition,[Card Equip Effect] Magic Attack +[{img star_mark 20 20}]% for 6 seconds after using any type of SP potion,icon_item_card_atk,068_boss_chapparition,"[{""$ID"": 642011, ""Url"": ""collections"", ""Name"": ""Lv1 Card Collection"", ""Icon"": ""icon_item_box""}]",,"{""$ID"": 800011, ""Url"": ""monsters"", ""Name"": ""Chapparition"", ""Icon"": ""icon_item_nothing""}",,"[{""$ID"": 13026, ""Url"": ""recipes"", ""Name"": ""Recipe - Maledoom"", ""Icon"": ""icon_item_weapon_misc4""}, {""$ID"": 13028, ""Url"": ""recipes"", ""Name"": ""Recipe - Raganos Horn"", ""Icon"": ""icon_item_weapon_misc5""}, {""$ID"": 30122, ""Url"": ""recipes"", ""Name"": ""Recipe - Banshee Veil"", ""Icon"": ""icon_item_shirts_misc5""}, {""$ID"": 33029, ""Url"": ""recipes"", ""Name"": ""Recipe - Animus"", ""Icon"": ""icon_item_necklace_misc5""}]",,0,1,Chapparition Card,500,254,1,108,0.0,0.0,1111,3,0,1.0
644068,card_chafer,[Card Equip Effect] Increases damage against Insect-type monsters by [{img star_mark 20 20}]%,icon_item_card_atk,023_boss_chafer,"[{""$ID"": 642012, ""Url"": ""collections"", ""Name"": ""Lv2 Card Collection"", ""Icon"": ""icon_item_box""}]",,"{""$ID"": 800052, ""Url"": ""monsters"", ""Name"": ""Chafer"", ""Icon"": ""icon_item_nothing""}",,,,7,2,Chafer Card,500,235,2,217,0.0,0.0,1111,3,0,1.0
644070,card_Carapace,[Card Equip Effect] [{img star_mark 20 20}]% chance of recovering 5% SP after defeating Ice property monsters,icon_item_card_util,098_boss_carapace,,,"{""$ID"": 800053, ""Url"": ""monsters"", ""Name"": ""Carapace"", ""Icon"": ""icon_item_nothing""}","[{""Map"": null, ""Chance"": 10.0, ""Monster"": {""$ID"": 47357, ""Url"": ""monsters"", ""Name"": ""Solid Carapace"", ""Icon"": ""m_boss_carapace""}}]",,,4,2,Carapace Card,500,240,6,338,0.0,0.0,1111,3,5,1.0
644072,card_onion_the_great,[Card Equip Effect] Increases damage against Large-sized monsters by [{img star_mark 20 20}/2]%,icon_item_card_atk,058_boss_onion_the_great,,,"{""$ID"": 41201, ""Url"": ""monsters"", ""Name"": ""Kepa Chieftain"", ""Icon"": ""boss_onion_the_great""}",,,,0,3,Kepa Chieftain Card,500,465,2,680,0.0,0.0,1111,3,0,1.0
644073,card_Colimencia,[Card Equip Effect] Poison Property Resistance +[{img star_mark 20 20}*10],icon_item_card_def,101_boss_colimencia,,,"{""$ID"": 47318, ""Url"": ""monsters"", ""Name"": ""Colimencia"", ""Icon"": ""boss_colimencia""}",,,,4,4,Colimencia Card,500,340,6,386,0.0,0.0,1111,3,1,1.0
644074,card_Clymen,[Card Equip Effect] Increases damage against Poison property monsters by [{img star_mark 20 20}]%,icon_item_card_atk,117_boss_clymen,,,"{""$ID"": 47316, ""Url"": ""monsters"", ""Name"": ""Clymen"", ""Icon"": ""boss_clymen""}","[{""Map"": null, ""Chance"": 0.2, ""Monster"": {""$ID"": 47381, ""Url"": ""monsters"", ""Name"": ""Precarious Clymen"", ""Icon"": ""m_boss_clymen""}}]",,,7,4,Clymen Card,500,364,2,314,0.0,0.0,1111,3,0,1.0
644075,card_Kimeleech,[Card Equip Effect] Block Penetration +[{img star_mark 20 20}*1.5],icon_item_card_util,048_boss_kimeleech,,,"{""$ID"": 800054, ""Url"": ""monsters"", ""Name"": ""Kirmeleech"", ""Icon"": ""icon_item_nothing""}","[{""Map"": null, ""Chance"": 10.0, ""Monster"": {""$ID"": 47368, ""Url"": ""monsters"", ""Name"": ""Stone-eating Kirmeleech"", ""Icon"": ""m_boss_kimeleech""}}]",,,7,2,Kirmeleech Card,500,246,14,780,0.0,0.0,1111,3,5,1.0
644076,card_tutu,[Card Equip Effect] Carry Weight +[{img star_mark 20 20}]%,icon_item_card_util,076_boss_tutu,,,"{""$ID"": 57161, ""Url"": ""monsters"", ""Name"": ""Tutu"", ""Icon"": ""boss_tutu""}",,,,7,0,Tutu Card,500,230,4,1168,0.0,0.0,1111,3,5,1.0
644077,card_TombLord,[Card Equip Effect] Increases damage against Boss monsters by [{img star_mark 20 20}/2]%,icon_item_card_atk,034_boss_tomblord,,,"{""$ID"": 800055, ""Url"": ""monsters"", ""Name"": ""Tomb Lord"", ""Icon"": ""icon_item_nothing""}",,,,0,1,Tomb Lord Card,500,201,2,180,0.0,0.0,1111,3,0,1.0
644078,card_poata,[Card Equip Effect] HP Recovery +[{img star_mark 20 20}*30],icon_item_card_util,001_boss_poata,,,"{""$ID"": 41202, ""Url"": ""monsters"", ""Name"": ""Poata"", ""Icon"": ""boss_poata""}","[{""Map"": null, ""Chance"": 10.0, ""Monster"": {""$ID"": 47352, ""Url"": ""monsters"", ""Name"": ""Bone Necklace Poata"", ""Icon"": ""m_boss_poata""}}]",,,7,0,Poata Card,500,310,2,427,0.0,0.0,1111,3,5,1.0
644079,card_Sequoia_blue,"[Card Equip Effect] Physical Defense +[{img star_mark 20 20}*5], Magic Defense +[{img star_mark 20 20}*5]",icon_item_card_def,015_boss_sequoia,,,"{""$ID"": 401661, ""Url"": ""monsters"", ""Name"": ""Sequoia"", ""Icon"": ""boss_sequoia_blue""}","[{""Map"": null, ""Chance"": 10.0, ""Monster"": {""$ID"": 47359, ""Url"": ""monsters"", ""Name"": ""Fearless Blue Sequoia"", ""Icon"": ""m_boss_sequoia_blue""}}]",,,2,4,Sequoia Card,500,356,2,866,0.0,0.0,1111,3,1,1.0
644080,card_Harpeia,[Card Equip Effect] [{img star_mark 20 20}]% chance of recovering 5% SP after defeating Lightning property monsters,icon_item_card_util,107_boss_harpeia,,"[{""$ID"": 642905, ""Url"": ""cubes"", ""Name"": ""Orange Harpeia Cube"", ""Icon"": ""icon_item_cube2""}, {""$ID"": 642921, ""Url"": ""cubes"", ""Name"": ""Fallen Legwyn Family Dungeon Cube"", ""Icon"": ""icon_item_cube2""}]","{""$ID"": 800012, ""Url"": ""monsters"", ""Name"": ""Harpeia"", ""Icon"": ""icon_item_nothing""}",,,,5,1,Harpeia Card,500,230,2,197,0.0,0.0,1111,3,5,1.0
644081,card_honeypin,[Card Equip Effect] Add. Poison Property Damage +[{img star_mark 20 20}*10],icon_item_card_util,047_boss_honeypin,,,"{""$ID"": 800056, ""Url"": ""monsters"", ""Name"": ""Honeypin"", ""Icon"": ""icon_item_nothing""}",,,,7,2,Honeypin Card,500,218,6,240,0.0,0.0,1111,3,5,1.0
644082,card_helgasercle,[Card Equip Effect] Magic Attack +[{img star_mark 20 20}*5],icon_item_card_atk,053_boss_helgasercle,,,"{""$ID"": 800057, ""Url"": ""monsters"", ""Name"": ""Helgasercle"", ""Icon"": ""icon_item_nothing""}",,,,0,1,Helgasercle Card,500,298,1,142,0.0,0.0,1111,3,0,1.0
644083,card_Spector_F,[Card Equip Effect] Maximum SP +[{img star_mark 20 20}*30],icon_item_card_util,009_boss_spector_f,,,"{""$ID"": 800080, ""Url"": ""monsters"", ""Name"": ""Specter of Deceit"", ""Icon"": ""icon_item_nothing""}",,,,0,1,Specter of Deceit Card,500,162,1,45,0.0,0.0,1111,3,5,1.0
644084,card_hydra,[Card Equip Effect] Increases damage against frozen enemies by [{img star_mark 20 20}]%,icon_item_card_atk,099_boss_hydra,,,"{""$ID"": 47313, ""Url"": ""monsters"", ""Name"": ""Hydra"", ""Icon"": ""boss_hydra""}",,,,4,3,Hydra Card,500,353,4,1624,0.0,0.0,1111,3,0,1.0
644085,card_rajapearl,[Card Equip Effect] [{img star_mark 20 20}/3]% chance per attack dealt of bleeding an enemy for 6 sec,icon_item_card_util,078_boss_rajapearl,,,"{""$ID"": 41243, ""Url"": ""monsters"", ""Name"": ""Rajapearl"", ""Icon"": ""boss_rajapearl""}",,,,4,0,Rajapearl Card,500,160,1,908,0.0,0.0,1111,3,5,1.0
644087,card_fallen_statue,[Card Equip Effect] Increases damage against Stationary-type monsters by [{img star_mark 20 20}]%,icon_item_card_atk,013_boss_fallen_statue,,,"{""$ID"": 800071, ""Url"": ""monsters"", ""Name"": ""Corrupted"", ""Icon"": ""icon_item_nothing""}",,,,0,1,Corrupted Card,500,213,2,240,0.0,0.0,1111,3,0,1.0
644088,card_lepus,[Card Equip Effect] Attack Speed +[{img star_mark 20 20}] when equipping one-handed weapons,icon_item_card_util,084_boss_lepus,,,"{""$ID"": 41216, ""Url"": ""monsters"", ""Name"": ""Lepus"", ""Icon"": ""boss_lepus""}",,,,1,0,Lepus Card,500,375,2,686,0.0,0.0,1111,3,5,1.0
644089,card_sparnas,[Card Equip Effect] Physical Attack +[{img star_mark 20 20}*7] when equipping Missile weapons,icon_item_card_atk,006_boss_sparnas,,,"{""$ID"": 41224, ""Url"": ""monsters"", ""Name"": ""Sparnas"", ""Icon"": ""boss_sparnas""}",,,,5,0,Sparnas Card,500,185,2,206,0.0,0.0,1111,3,0,1.0
644092,card_Sparnanman,[Card Equip Effect] Dark Property Resistance +[{img star_mark 20 20}*10],icon_item_card_def,035_boss_sparnanman,,,"{""$ID"": 800008, ""Url"": ""monsters"", ""Name"": ""Sparnasman"", ""Icon"": ""icon_item_nothing""}",,,,0,1,Sparnasman Card,500,315,2,412,0.0,0.0,1111,3,1,1.0
644093,card_Kerberos,[Card Equip Effect] [{img star_mark 20 20}]% chance of recovering 1% SP when attacked by Medium-sized monsters{nl}Cooldown 5 sec,icon_item_card_util,094_boss_kerberos,"[{""$ID"": 642013, ""Url"": ""collections"", ""Name"": ""Lv3 Card Collection"", ""Icon"": ""icon_item_box""}]","[{""$ID"": 642903, ""Url"": ""cubes"", ""Name"": ""Guard Dog Cerberus Cube"", ""Icon"": ""icon_item_cube2""}]","{""$ID"": 800028, ""Url"": ""monsters"", ""Name"": ""Cerberus"", ""Icon"": ""icon_item_nothing""}",,,,2,1,Cerberus Card,500,207,4,460,0.0,0.0,1111,3,5,1.0
644094,card_capria,[Card Equip Effect] Sleep Resistance +[{img star_mark 20 20}*2]%,icon_item_card_util,131_boss_capria,,,"{""$ID"": 57210, ""Url"": ""monsters"", ""Name"": ""Capria"", ""Icon"": ""boss_capria""}",,,,7,0,Capria Card,500,214,2,189,0.0,0.0,1111,3,5,1.0
644095,card_Nepenthes,"[Card Equip Effect] Maximum HP +[{img star_mark 20 20}*90], Maximum SP +[{img star_mark 20 20}*15]",icon_item_card_util,135_boss_nepenthes,,,"{""$ID"": 57015, ""Url"": ""monsters"", ""Name"": ""Nepenthes"", ""Icon"": ""boss_nepenthes""}",,,,1,4,Nepenthes Card,500,194,2,174,0.0,0.0,1111,3,5,1.0
644096,card_simorph,"[Card Equip Effect] STR +[{img star_mark 20 20}/2], CON +[{img star_mark 20 20}/2]",icon_item_card_stat,133_boss_simorph,,,"{""$ID"": 57151, ""Url"": ""monsters"", ""Name"": ""Simorph"", ""Icon"": ""boss_simorph""}",,,,1,4,Simorph Card,500,141,2,60,0.0,0.0,1111,3,4,1.0
644098,card_Golem_gray,[Card Equip Effect] Physical Defense +[{img star_mark 20 20}*10],icon_item_card_def,134_boss_graygolem,,,"{""$ID"": 450222, ""Url"": ""monsters"", ""Name"": ""Gray Golem"", ""Icon"": ""boss_golem""}","[{""Map"": null, ""Chance"": 10.0, ""Monster"": {""$ID"": 47353, ""Url"": ""monsters"", ""Name"": ""Rough Gray Golem"", ""Icon"": ""m_boss_golem_gray""}}]",,,1,3,Gray Golem Card,500,213,2,6193,0.0,0.0,1111,3,1,1.0
644099,card_Naktis,[Card Equip Effect] Accuracy +[{img star_mark 20 20}*1.5],icon_item_card_util,066_boss_naktis,,,"{""$ID"": 800058, ""Url"": ""monsters"", ""Name"": ""Naktis"", ""Icon"": ""icon_item_nothing""}",,,,0,1,Naktis Card,500,344,2,128,0.0,0.0,1111,3,5,1.0
644100,card_RingCrawler,[Card Equip Effect] SPR +[{img star_mark 20 20}],icon_item_card_stat,067_boss_ringcrawler,,,"{""$ID"": 41232, ""Url"": ""monsters"", ""Name"": ""Linkroller"", ""Icon"": ""boss_ringcrawler""}",,,,5,3,Linkroller Card,500,382,1,372,0.0,0.0,1111,3,4,1.0
644101,card_Durahan,[Card Equip Effect] [{img star_mark 20 20}]% chance of resurrecting with 10% HP after becoming incapable of combat  ,icon_item_card_util,071_durahan,,,"{""$ID"": 800014, ""Url"": ""monsters"", ""Name"": ""Dullahan"", ""Icon"": ""icon_item_nothing""}",,,,0,1,Dullahan Card,500,245,6,482,0.0,0.0,1111,3,5,1.0
644102,card_Riteris,[Card Equip Effect] Blind Resistance +[{img star_mark 20 20}*2]%,icon_item_card_util,073_riteris,,"[{""$ID"": 642909, ""Url"": ""cubes"", ""Name"": ""Riteris Cube"", ""Icon"": ""icon_item_cube2""}, {""$ID"": 642915, ""Url"": ""cubes"", ""Name"": ""Red Lavenzard's Cube"", ""Icon"": ""icon_item_cube2""}, {""$ID"": 642923, ""Url"": ""cubes"", ""Name"": ""Castle Dungeon Cube: Red"", ""Icon"": ""icon_item_cube4""}]","{""$ID"": 800015, ""Url"": ""monsters"", ""Name"": ""Riteris"", ""Icon"": ""icon_item_nothing""}",,,,0,1,Riteris Card,500,221,2,308,0.0,0.0,1111,3,5,1.0
644103,card_Nuaele,[Card Equip Effect] Magic Defense +[{img star_mark 20 20}]%,icon_item_card_def,074_nuaele,,,"{""$ID"": 800016, ""Url"": ""monsters"", ""Name"": ""Nuaele"", ""Icon"": ""icon_item_nothing""}",,,,0,1,Nuaele Card,500,186,1,91,0.0,0.0,1111,3,1,1.0
644104,card_Neop,[Card Equip Effect] HP Potion Effects +[{img star_mark 20 20}]%,icon_item_card_util,113_neop,,,"{""$ID"": 800059, ""Url"": ""monsters"", ""Name"": ""Neop"", ""Icon"": ""icon_item_nothing""}",,,,7,2,Neop Card,500,368,2,912,0.0,0.0,1111,3,5,1.0
644105,card_Blud,[Card Equip Effect] CON +[{img star_mark 20 20}],icon_item_card_stat,112_blud,,,"{""$ID"": 800060, ""Url"": ""monsters"", ""Name"": ""Blut"", ""Icon"": ""icon_item_nothing""}",,,,0,1,Blut Card,500,432,4,1677,0.0,0.0,1111,3,4,1.0
644106,card_Glackuman,[Card Equip Effect] Slash Defense +[{img star_mark 20 20}*10],icon_item_card_def,116_glackuman,,,"{""$ID"": 800022, ""Url"": ""monsters"", ""Name"": ""Glackuman"", ""Icon"": ""icon_item_nothing""}",,,,6,3,Glackuman Card,500,382,2,1954,0.0,0.0,1111,3,1,1.0
644108,card_Tetraox,[Card Equip Effect] Bleeding Resistance +[{img star_mark 20 20}*2]%,icon_item_card_util,127_tetraox,,,"{""$ID"": 57421, ""Url"": ""monsters"", ""Name"": ""Tetraox"", ""Icon"": ""boss_teraox""}",,,,1,0,Tetraox Card,500,190,4,1260,0.0,0.0,1111,3,5,1.0
644109,card_basilisk,[Card Equip Effect] Critical Resistance +[{img star_mark 20 20}*2],icon_item_card_util,122_basilisk,,,"{""$ID"": 800061, ""Url"": ""monsters"", ""Name"": ""Vasilisk"", ""Icon"": ""icon_item_nothing""}",,,,5,2,Basilisk Card,500,220,4,784,0.0,0.0,1111,3,5,1.0
644110,card_gremlin,[Card Equip Effect] Attack +[{img star_mark 20 20}*7] when equipping Slash weapons,icon_item_card_atk,124_gremlin,,,"{""$ID"": 58522, ""Url"": ""monsters"", ""Name"": ""Gremlin"", ""Icon"": ""boss_gremlin""}",,,,5,0,Gremlin Card,500,331,2,610,0.0,0.0,1111,3,0,1.0
644111,card_plokste,[Card Equip Effect] Physical Attack +[{img star_mark 20 20}*5],icon_item_card_atk,120_plokste,,,"{""$ID"": 800062, ""Url"": ""monsters"", ""Name"": ""Plokste"", ""Icon"": ""icon_item_nothing""}",,,,7,2,Plokste Card,500,224,6,484,0.0,0.0,1111,3,0,1.0
644112,card_Woodhoungan,"[Card Equip Effect] INT +[{img star_mark 20 20}/2], CON +[{img star_mark 20 20}/2] ",icon_item_card_stat,121_woodhoungan,,,"{""$ID"": 47512, ""Url"": ""monsters"", ""Name"": ""Wood Houngan"", ""Icon"": ""boss_woodhoungan""}",,,,7,4,Wood Houngan Card,500,326,1,389,0.0,0.0,1111,3,4,1.0
644113,card_velnewt,[Card Equip Effect] [{img star_mark 20 20}]% chance of recovering 0.5% HP when attacked by Small-sized monsters{nl}Cooldown 15 sec,icon_item_card_util,125_velnewt,,,"{""$ID"": 800063, ""Url"": ""monsters"", ""Name"": ""Velnewt"", ""Icon"": ""icon_item_nothing""}",,,,1,2,Velnewt Card,500,222,4,404,0.0,0.0,1111,3,5,1.0
644114,card_Velpede,[Card Equip Effect] [{img star_mark 20 20}/3]% chance per attack dealt of increasing Movement Speed +4 for 6 seconds,icon_item_card_util,123_velpede,,,"{""$ID"": 800064, ""Url"": ""monsters"", ""Name"": ""Velpede"", ""Icon"": ""icon_item_nothing""}",,,,1,2,Velpede Card,500,270,6,504,0.0,0.0,1111,3,5,1.0
644117,card_Pyroego,[Card Equip Effect] INT +[{img star_mark 20 20}] ,icon_item_card_stat,057_boss_pyroego,,,"{""$ID"": 800065, ""Url"": ""monsters"", ""Name"": ""Pyroego"", ""Icon"": ""icon_item_nothing""}",,,,2,1,Pyroego Card,500,391,1,100,0.0,0.0,1111,3,4,1.0
644118,card_Mandala,[Card Equip Effect] Increases damage against knocked-down enemies by [{img star_mark 20 20}]%,icon_item_card_atk,065_mandala,,,"{""$ID"": 57707, ""Url"": ""monsters"", ""Name"": ""Mandara"", ""Icon"": ""boss_mandara""}",,,,0,3,Mandara Card,500,229,2,270,0.0,0.0,1111,3,0,1.0
644119,card_LithoRex,[Card Equip Effect] Add. Lightning Property Damage +[{img star_mark 20 20}*10],icon_item_card_util,079_boss_lithorex,,,"{""$ID"": 800017, ""Url"": ""monsters"", ""Name"": ""Lithorex"", ""Icon"": ""icon_item_nothing""}",,,,5,1,Lithorex Card,500,317,2,483,0.0,0.0,1111,3,5,1.0
644120,card_Nuodai,"[Card Equip Effect] Stun Resistance +[{img star_mark 20 20}]%, Sleep Resistance +[{img star_mark 20 20}]% ",icon_item_card_util,086_nuodai,,,"{""$ID"": 800066, ""Url"": ""monsters"", ""Name"": ""Nuodai"", ""Icon"": ""icon_item_nothing""}",,,,4,1,Nuodai Card,500,330,6,480,0.0,0.0,1111,3,5,1.0
644121,card_Centaurus,[Card Equip Effect] AoE Attack Ratio +[{img star_mark 20 20}/5],icon_item_card_atk,088_centaurus,,,"{""$ID"": 800067, ""Url"": ""monsters"", ""Name"": ""Centaurus"", ""Icon"": ""icon_item_nothing""}",,,,4,1,Centaurus Card,500,230,4,227,0.0,0.0,1111,3,0,1.0
644122,card_Yeti,[Card Equip Effect] Maximum HP +[{img star_mark 20 20}*180],icon_item_card_util,089_yeti,,,"{""$ID"": 57415, ""Url"": ""monsters"", ""Name"": ""Yeti"", ""Icon"": ""boss_yeti""}",,,,4,0,Yeti Card,500,235,2,360,0.0,0.0,1111,3,5,1.0
644123,card_Frogola,[Card Equip Effect] Magic Defense +[{img star_mark 20 20}]% for 10 seconds after using any type of HP potion,icon_item_card_def,100_frogola,,,"{""$ID"": 800018, ""Url"": ""monsters"", ""Name"": ""Progola"", ""Icon"": ""icon_item_nothing""}",,,,4,1,Progola Card,500,201,1,164,0.0,0.0,1111,3,1,1.0
644125,card_Marionette,[Card Equip Effect] [{img star_mark 20 20}/3]% chance per attack dealt of slowing down an enemy for 3 sec,icon_item_card_util,105_marionette,,,"{""$ID"": 800068, ""Url"": ""monsters"", ""Name"": ""Marionette"", ""Icon"": ""icon_item_nothing""}",,,,0,1,Marionette Card,500,318,2,211,0.0,0.0,1111,3,5,1.0
644126,card_Canceril,[Card Equip Effect] [{img star_mark 20 20}]% chance of recovering 2% HP when attacked by Medium-sized monsters{nl}Cooldown 15 sec,icon_item_card_util,110_canceril,"[{""$ID"": 642046, ""Url"": ""collections"", ""Name"": ""Collection: Royal Mausoleum Constructors' Chapel"", ""Icon"": ""icon_item_box""}]",,"{""$ID"": 800025, ""Url"": ""monsters"", ""Name"": ""Canceril"", ""Icon"": ""icon_item_nothing""}",,,,4,2,Canceril Card,500,212,6,256,0.0,0.0,1111,3,5,1.0
644127,card_Crabil,[Card Equip Effect] Stun Resistance +[{img star_mark 20 20}*2]%,icon_item_card_util,111_crabil,,,"{""$ID"": 47505, ""Url"": ""monsters"", ""Name"": ""Crabil"", ""Icon"": ""boss_crabil""}",,,,1,0,Crabil Card,500,270,8,400,0.0,0.0,1111,3,5,1.0
644128,card_Genmagnus,[Card Equip Effect] Maximum secondary physical attack +[{img star_mark 20 20}*3],icon_item_card_atk,069_boss_genmagnus,,,"{""$ID"": 800069, ""Url"": ""monsters"", ""Name"": ""Master Genie"", ""Icon"": ""icon_item_nothing""}",,,,4,1,Master Genie Card,500,380,1,83,0.0,0.0,1111,3,0,1.0
644129,card_merregina,[Card Equip Effect] Add. Ice Property Damage +[{img star_mark 20 20}*10],icon_item_card_util,077_merregina,,,"{""$ID"": 800070, ""Url"": ""monsters"", ""Name"": ""Merregina"", ""Icon"": ""icon_item_nothing""}",,,,4,1,Merregina Card,500,363,1,208,0.0,0.0,1111,3,5,1.0
644130,card_Templeshooter,"[Card Equip Effect] STR +[{img star_mark 20 20}/2], SPR +[{img star_mark 20 20}/2] ",icon_item_card_stat,063_boss_templeshooter,"[{""$ID"": 642045, ""Url"": ""collections"", ""Name"": ""Collection: Royal Mausoleum Workers Lodge"", ""Icon"": ""icon_item_box""}]",,"{""$ID"": 800021, ""Url"": ""monsters"", ""Name"": ""Templeshooter"", ""Icon"": ""icon_item_nothing""}",,,,0,1,Templeshooter Card,500,230,2,224,0.0,0.0,1111,3,4,1.0
644131,card_Fireload,[Card Equip Effect] Add. Fire Property Damage +[{img star_mark 20 20}*10],icon_item_card_util,129_boss_firelord,,"[{""$ID"": 642902, ""Url"": ""cubes"", ""Name"": ""Archmage Fire Lord Cube"", ""Icon"": ""icon_item_cube2""}]","{""$ID"": 800023, ""Url"": ""monsters"", ""Name"": ""Fire Lord"", ""Icon"": ""icon_item_nothing""}",,,,2,1,Fire Lord Card,500,274,2,207,0.0,0.0,1111,3,5,1.0
644132,card_Kubas,"[Card Equip Effect] INT +[{img star_mark 20 20}/2], SPR +[{img star_mark 20 20}/2] ",icon_item_card_stat,130_boss_kubas,,,"{""$ID"": 41373, ""Url"": ""monsters"", ""Name"": ""Kubas"", ""Icon"": ""fd_boss_kubas""}",,,,5,3,Kubas Card,500,253,2,1620,0.0,0.0,1111,3,4,1.0
644133,card_Deathweaver,[Card Equip Effect] [{img star_mark 20 20}]% chance of recovering 3% HP when attacked by Large-sized monsters{nl}Cooldown 15 sec,icon_item_card_util,081_boss_deathweaver,,,"{""$ID"": 800026, ""Url"": ""monsters"", ""Name"": ""Deathweaver"", ""Icon"": ""icon_item_nothing""}",,,,0,1,Deathweaver Card,500,430,8,364,0.0,0.0,1111,3,5,1.0
644134,card_Flammidus,[Card Equip Effect] Fire Property Resistance +[{img star_mark 20 20}*10],icon_item_card_def,132_boss_flammidus,,"[{""$ID"": 642910, ""Url"": ""cubes"", ""Name"": ""Flammidus Cube"", ""Icon"": ""icon_item_cube2""}, {""$ID"": 642920, ""Url"": ""cubes"", ""Name"": ""Monument of Desire Dungeon Cube"", ""Icon"": ""icon_item_cube2""}]","{""$ID"": 800031, ""Url"": ""monsters"", ""Name"": ""Flammidus"", ""Icon"": ""icon_item_nothing""}",,,,0,1,Flammidus Card,500,211,2,55,0.0,0.0,1111,3,1,1.0
644135,card_Marnoks,[Card Equip Effect] Critical Rate +[{img star_mark 20 20}*1.5],icon_item_card_util,139_boss_marnoks,,,"{""$ID"": 800078, ""Url"": ""monsters"", ""Name"": ""Marnox"", ""Icon"": ""icon_item_nothing""}",,,,1,1,Marnox Card,500,,,,0.0,0.0,1111,3,5,1.0
644136,card_Zawra,[Card Equip Effect] Physical Defense +[{img star_mark 20 20}]%,icon_item_card_def,140_boss_zawra,,,"{""$ID"": 800072, ""Url"": ""monsters"", ""Name"": ""Zaura"", ""Icon"": ""icon_item_nothing""}",,,,0,1,Zaura Card,500,,,,0.0,0.0,1111,3,1,1.0
644137,card_Prisoncutter,[Card Equip Effect] Increases damage against bleeding enemies by [{img star_mark 20 20}]%,icon_item_card_atk,143_boss_prisoncutter,,,"{""$ID"": 800020, ""Url"": ""monsters"", ""Name"": ""Prison Cutter"", ""Icon"": ""icon_item_nothing""}",,,,0,1,Prison Cutter Card,500,,,,0.0,0.0,1111,3,0,1.0
644138,card_FerretMarauder,[Card Equip Effect] Provocation when attacking +[{img star_mark 20 20}]%,icon_item_card_util,141_boss_ferretmarauder,,,"{""$ID"": 57864, ""Url"": ""monsters"", ""Name"": ""Ferret Marauder"", ""Icon"": ""boss_ferretmarauder""}",,,,1,0,Ferret Marauder Card,500,,,,0.0,0.0,1111,3,5,1.0
644139,card_Velniamonkey,[Card Equip Effect] Increases damage against poisoned enemies by [{img star_mark 20 20}]%,icon_item_card_atk,142_boss_velniamonkey,,,"{""$ID"": 57428, ""Url"": ""monsters"", ""Name"": ""Veliamonkey"", ""Icon"": ""boss_velniamonkey""}",,,,7,4,Velnia Monkey Card,500,,,,0.0,0.0,1111,3,0,1.0
644140,card_Woodspirit,[Card Equip Effect] 10% chance of recovering [{img star_mark 20 20}*70] HP when attacked{nl}Cooldown 20 sec,icon_item_card_def,002_boss_woodspirit,,,"{""$ID"": 47355, ""Url"": ""monsters"", ""Name"": ""Crazy Woodspirit"", ""Icon"": ""m_boss_woodspirit""}",,,,1,4,Woodspirit Card,500,,,,0.0,0.0,1111,3,1,1.0
