$ID,$ID_NAME,Icon,Link_Collections,Link_Cubes,Link_Materials,Link_MonsterDrops,Link_RecipeMaterial,Link_RecipeTarget,Link_Target,Name,Price,Tradability,Type
11086,R_TSW04_109,icon_item_weapon_misc5,,"[{""$ID"": 642924, ""Url"": ""cubes"", ""$ID_NAME"": ""Gacha_ID_300_Blue"", ""Name"": ""Castle Dungeon Cube: Blue"", ""Icon"": ""icon_item_cube2""}, {""$ID"": 642925, ""Url"": ""cubes"", ""$ID_NAME"": ""Gacha_ID_300"", ""Name"": ""Underground Castle Dungeon Cube"", ""Icon"": ""icon_item_cube2""}]","[{""Item"": {""$ID"": 11086, ""Url"": ""recipes"", ""$ID_NAME"": ""R_TSW04_109"", ""Name"": ""Recipe - Sarkmis"", ""Icon"": ""icon_item_weapon_misc5""}, ""Quantity"": 1}, {""Item"": {""$ID"": 649014, ""Url"": ""items"", ""$ID_NAME"": ""misc_ore15"", ""Name"": ""Practonium"", ""Icon"": ""icon_item_crystal_high""}, ""Quantity"": 2}, {""Item"": {""$ID"": 649015, ""Url"": ""items"", ""$ID_NAME"": ""misc_ore16"", ""Name"": ""Artilonium"", ""Icon"": ""18_item_plantite""}, ""Quantity"": 15}, {""Item"": {""$ID"": 646013, ""Url"": ""items"", ""$ID_NAME"": ""misc_0480"", ""Name"": ""Yellow Leafnut Tail"", ""Icon"": ""icon_item_misc04_64""}, ""Quantity"": 61}, {""Item"": {""$ID"": 646037, ""Url"": ""items"", ""$ID_NAME"": ""misc_0504"", ""Name"": ""Nabu's Undamaged Tail"", ""Icon"": ""icon_item_misc04_63""}, ""Quantity"": 11}]",,"[{""$ID"": 11086, ""Url"": ""recipes"", ""$ID_NAME"": ""R_TSW04_109"", ""Name"": ""Recipe - Sarkmis"", ""Icon"": ""icon_item_weapon_misc5""}]",,"{""$ID"": 124109, ""Url"": ""equipment"", ""$ID_NAME"": ""TSW04_109"", ""Name"": ""Sarkmis"", ""Icon"": ""icon_item_sword_noroi_th""}",Recipe - Sarkmis,0,1111,21
11087,R_TSW04_117,icon_item_weapon_misc5,,"[{""$ID"": 642926, ""Url"": ""cubes"", ""$ID_NAME"": ""Gacha_ID_330_LegCard"", ""Name"": ""The First Refuge Raid Dungeon Cube"", ""Icon"": ""icon_item_cube_gold""}]","[{""Item"": {""$ID"": 11087, ""Url"": ""recipes"", ""$ID_NAME"": ""R_TSW04_117"", ""Name"": ""Recipe - Masinios Two-handed Sword"", ""Icon"": ""icon_item_weapon_misc5""}, ""Quantity"": 1}, {""Item"": {""$ID"": 649014, ""Url"": ""items"", ""$ID_NAME"": ""misc_ore15"", ""Name"": ""Practonium"", ""Icon"": ""icon_item_crystal_high""}, ""Quantity"": 2}, {""Item"": {""$ID"": 649026, ""Url"": ""items"", ""$ID_NAME"": ""misc_ore23"", ""Name"": ""Sierra Powder"", ""Icon"": ""icon_item_breakpowder_2""}, ""Quantity"": 30}, {""Item"": {""$ID"": 649025, ""Url"": ""items"", ""$ID_NAME"": ""misc_ore22"", ""Name"": ""Nucle Powder"", ""Icon"": ""icon_item_breakpowder_1""}, ""Quantity"": 150}, {""Item"": {""$ID"": 646058, ""Url"": ""items"", ""$ID_NAME"": ""misc_0513"", ""Name"": ""Varle Skipper Sword Fragment"", ""Icon"": ""icon_item_misc_0513""}, ""Quantity"": 193}]",,"[{""$ID"": 11087, ""Url"": ""recipes"", ""$ID_NAME"": ""R_TSW04_117"", ""Name"": ""Recipe - Masinios Two-handed Sword"", ""Icon"": ""icon_item_weapon_misc5""}]",,"{""$ID"": 124117, ""Url"": ""equipment"", ""$ID_NAME"": ""TSW04_117"", ""Name"": ""Masinios Two-handed Sword"", ""Icon"": ""icon_item_sword_twohand_masinos""}",Recipe - Masinios Two-handed Sword,0,1111,21
12007,R_STF01_109,icon_item_weapon_misc1,"[{""$ID"": 642137, ""Url"": ""collections"", ""$ID_NAME"": ""COLLECT_237"", ""Name"": ""Collection: Carlyle's Mausoleum"", ""Icon"": ""icon_item_box""}, {""$ID"": 642158, ""Url"": ""collections"", ""$ID_NAME"": ""COLLECT_258"", ""Name"": ""Collection: Beginner Weapon"", ""Icon"": ""icon_item_box""}]",,"[{""Item"": {""$ID"": 12007, ""Url"": ""recipes"", ""$ID_NAME"": ""R_STF01_109"", ""Name"": ""Recipe - Rune Rod"", ""Icon"": ""icon_item_weapon_misc1""}, ""Quantity"": 1}, {""Item"": {""$ID"": 645175, ""Url"": ""items"", ""$ID_NAME"": ""misc_0059"", ""Name"": ""Sauga Core"", ""Icon"": ""icon_item_core_yellow""}, ""Quantity"": 7}, {""Item"": {""$ID"": 645174, ""Url"": ""items"", ""$ID_NAME"": ""misc_0058"", ""Name"": ""Wendigo Tooth"", ""Icon"": ""icon_item_tooth_white""}, ""Quantity"": 5}]","[{""Map"": null, ""Chance"": 10.0, ""Monster"": {""$ID"": 57406, ""Url"": ""monsters"", ""$ID_NAME"": ""boss_yonazolem_Q2"", ""Name"": ""Yonazolem"", ""Icon"": ""boss_yonazolem""}}, {""Map"": null, ""Chance"": 10.0, ""Monster"": {""$ID"": 57416, ""Url"": ""monsters"", ""$ID_NAME"": ""boss_werewolf_Q2"", ""Name"": ""Werewolf"", ""Icon"": ""boss_werewolf""}}, {""Map"": null, ""Chance"": 10.0, ""Monster"": {""$ID"": 41226, ""Url"": ""monsters"", ""$ID_NAME"": ""boss_Rajatoad"", ""Name"": ""Rajatoad"", ""Icon"": ""boss_rajatoad""}}, {""Map"": null, ""Chance"": 10.0, ""Monster"": {""$ID"": 41240, ""Url"": ""monsters"", ""$ID_NAME"": ""boss_Achat"", ""Name"": ""Achat"", ""Icon"": ""boss_achat""}}, {""Map"": null, ""Chance"": 1.15, ""Monster"": {""$ID"": 58112, ""Url"": ""monsters"", ""$ID_NAME"": ""Sec_Spector_gh_purple"", ""Name"": ""Black Apparition"", ""Icon"": ""mon_spector_gh_purple""}}, {""Map"": null, ""Chance"": 10.0, ""Monster"": {""$ID"": 58154, ""Url"": ""monsters"", ""$ID_NAME"": ""boss_Abomination_Q1"", ""Name"": ""Abomination"", ""Icon"": ""boss_abomination""}}, {""Map"": null, ""Chance"": 10.0, ""Monster"": {""$ID"": 58155, ""Url"": ""monsters"", ""$ID_NAME"": ""boss_ShadowGaoler_Q3"", ""Name"": ""Shadowgaler"", ""Icon"": ""boss_shadowgaoler""}}, {""Map"": null, ""Chance"": 1.34, ""Monster"": {""$ID"": 57597, ""Url"": ""monsters"", ""$ID_NAME"": ""Templeslave_mage"", ""Name"": ""Temple Slave Mage"", ""Icon"": ""mon_templeslave_mage""}}, {""Map"": null, ""Chance"": 0.95, ""Monster"": {""$ID"": 47482, ""Url"": ""monsters"", ""$ID_NAME"": ""TerraNymph"", ""Name"": ""Terra Imp"", ""Icon"": ""mon_terranymph""}}, {""Map"": null, ""Chance"": 10.0, ""Monster"": {""$ID"": 57080, ""Url"": ""monsters"", ""$ID_NAME"": ""boss_bearkaras_Q1"", ""Name"": ""Bearkaras"", ""Icon"": ""boss_bearkaras""}}, {""Map"": null, ""Chance"": 10.0, ""Monster"": {""$ID"": 57111, ""Url"": ""monsters"", ""$ID_NAME"": ""boss_Clymen_Q1"", ""Name"": ""Clymen"", ""Icon"": ""boss_clymen""}}]","[{""$ID"": 12007, ""Url"": ""recipes"", ""$ID_NAME"": ""R_STF01_109"", ""Name"": ""Recipe - Rune Rod"", ""Icon"": ""icon_item_weapon_misc1""}]",,"{""$ID"": 141109, ""Url"": ""equipment"", ""$ID_NAME"": ""STF01_109"", ""Name"": ""Rune Rod"", ""Icon"": ""icon_item_rune_staff""}",Recipe - Rune Rod,0,1111,21
12009,R_STF01_116,icon_item_weapon_misc1,,,"[{""Item"": {""$ID"": 12009, ""Url"": ""recipes"", ""$ID_NAME"": ""R_STF01_116"", ""Name"": ""Recipe - Battle Rod"", ""Icon"": ""icon_item_weapon_misc1""}, ""Quantity"": 1}, {""Item"": {""$ID"": 645547, ""Url"": ""items"", ""$ID_NAME"": ""misc_0135"", ""Name"": ""Cronewt Bones"", ""Icon"": ""icon_item_bone""}, ""Quantity"": 11}]","[{""Map"": null, ""Chance"": 1.35, ""Monster"": {""$ID"": 57645, ""Url"": ""monsters"", ""$ID_NAME"": ""Cronewt_mage"", ""Name"": ""Cronewt Magician"", ""Icon"": ""mon_cronewt_mage""}}, {""Map"": null, ""Chance"": 10.0, ""Monster"": {""$ID"": 41350, ""Url"": ""monsters"", ""$ID_NAME"": ""boss_MagBurk"", ""Name"": ""Magburk"", ""Icon"": ""boss_magburk""}}, {""Map"": null, ""Chance"": 10.0, ""Monster"": {""$ID"": 41378, ""Url"": ""monsters"", ""$ID_NAME"": ""boss_moa"", ""Name"": ""Moa"", ""Icon"": ""boss_moa""}}, {""Map"": null, ""Chance"": 10.0, ""Monster"": {""$ID"": 41385, ""Url"": ""monsters"", ""$ID_NAME"": ""boss_Devilglove"", ""Name"": ""Cursed Devilglove"", ""Icon"": ""boss_devilglove""}}, {""Map"": null, ""Chance"": 1.15, ""Monster"": {""$ID"": 57917, ""Url"": ""monsters"", ""$ID_NAME"": ""FD_Stoulet_mage_blue"", ""Name"": ""Blue Stoulet Mage"", ""Icon"": ""mon_fd_stoulet_mage_blue""}}, {""Map"": null, ""Chance"": 10.0, ""Monster"": {""$ID"": 58203, ""Url"": ""monsters"", ""$ID_NAME"": ""boss_Zawra_Q1"", ""Name"": ""Zaura, Empowered by Giltine"", ""Icon"": ""boss_zawra""}}, {""Map"": null, ""Chance"": 10.0, ""Monster"": {""$ID"": 57805, ""Url"": ""monsters"", ""$ID_NAME"": ""boss_Fireload_Q1"", ""Name"": ""Fire Lord"", ""Icon"": ""boss_fireload""}}, {""Map"": null, ""Chance"": 10.0, ""Monster"": {""$ID"": 47317, ""Url"": ""monsters"", ""$ID_NAME"": ""boss_Reaverpede"", ""Name"": ""Reaverpede"", ""Icon"": ""boss_reaverpede""}}, {""Map"": null, ""Chance"": 10.0, ""Monster"": {""$ID"": 57064, ""Url"": ""monsters"", ""$ID_NAME"": ""boss_necrovanter_Q1"", ""Name"": ""Necroventer"", ""Icon"": ""boss_necrovanter""}}, {""Map"": null, ""Chance"": 10.0, ""Monster"": {""$ID"": 57098, ""Url"": ""monsters"", ""$ID_NAME"": ""boss_Achat_Q1"", ""Name"": ""Achat"", ""Icon"": ""boss_achat""}}, {""Map"": null, ""Chance"": 10.0, ""Monster"": {""$ID"": 57274, ""Url"": ""monsters"", ""$ID_NAME"": ""boss_unicorn_Q1"", ""Name"": ""Unicorn"", ""Icon"": ""boss_unicorn""}}]","[{""$ID"": 12009, ""Url"": ""recipes"", ""$ID_NAME"": ""R_STF01_116"", ""Name"": ""Recipe - Battle Rod"", ""Icon"": ""icon_item_weapon_misc1""}]",,"{""$ID"": 141116, ""Url"": ""equipment"", ""$ID_NAME"": ""STF01_116"", ""Name"": ""Battle Rod"", ""Icon"": ""wiz_f_staff_battle_staff""}",Recipe - Battle Rod,0,1111,21
12011,R_STF02_102,icon_item_weapon_misc3,,,"[{""Item"": {""$ID"": 12011, ""Url"": ""recipes"", ""$ID_NAME"": ""R_STF02_102"", ""Name"": ""Recipe - Ice Rod"", ""Icon"": ""icon_item_weapon_misc3""}, ""Quantity"": 1}, {""Item"": {""$ID"": 645453, ""Url"": ""items"", ""$ID_NAME"": ""misc_Corylus"", ""Name"": ""Corylus Horn"", ""Icon"": ""icon_item_pantohorn""}, ""Quantity"": 8}, {""Item"": {""$ID"": 645330, ""Url"": ""items"", ""$ID_NAME"": ""misc_galok"", ""Name"": ""Galok Leather"", ""Icon"": ""icon_item_misc_00007""}, ""Quantity"": 2}]",,"[{""$ID"": 12011, ""Url"": ""recipes"", ""$ID_NAME"": ""R_STF02_102"", ""Name"": ""Recipe - Ice Rod"", ""Icon"": ""icon_item_weapon_misc3""}]",,"{""$ID"": 142102, ""Url"": ""equipment"", ""$ID_NAME"": ""STF02_102"", ""Name"": ""Ice Rod"", ""Icon"": ""staff_cane_lowver_up""}",Recipe - Ice Rod,0,1111,21
12012,R_STF02_103,icon_item_weapon_misc3,,,"[{""Item"": {""$ID"": 12012, ""Url"": ""recipes"", ""$ID_NAME"": ""R_STF02_103"", ""Name"": ""Recipe - Fire Rod"", ""Icon"": ""icon_item_weapon_misc3""}, ""Quantity"": 1}, {""Item"": {""$ID"": 645177, ""Url"": ""items"", ""$ID_NAME"": ""misc_0061"", ""Name"": ""Hogma Tusk"", ""Icon"": ""icon_item_tooth_white""}, ""Quantity"": 12}]","[{""Map"": null, ""Chance"": 0.57, ""Monster"": {""$ID"": 57575, ""Url"": ""monsters"", ""$ID_NAME"": ""zigri_yellow"", ""Name"": ""Yellow Zigri"", ""Icon"": ""mon_zigri_brown""}}, {""Map"": null, ""Chance"": 0.5, ""Monster"": {""$ID"": 57600, ""Url"": ""monsters"", ""$ID_NAME"": ""Repusbunny_mage"", ""Name"": ""Lepusbunny Magician"", ""Icon"": ""mon_repusbunny_mage""}}]","[{""$ID"": 12012, ""Url"": ""recipes"", ""$ID_NAME"": ""R_STF02_103"", ""Name"": ""Recipe - Fire Rod"", ""Icon"": ""icon_item_weapon_misc3""}]",,"{""$ID"": 142103, ""Url"": ""equipment"", ""$ID_NAME"": ""STF02_103"", ""Name"": ""Fire Rod"", ""Icon"": ""icon_item_staff_2""}",Recipe - Fire Rod,0,1111,21
12014,R_STF02_105,icon_item_weapon_misc3,,,"[{""Item"": {""$ID"": 12014, ""Url"": ""recipes"", ""$ID_NAME"": ""R_STF02_105"", ""Name"": ""Recipe - Magic Rod"", ""Icon"": ""icon_item_weapon_misc3""}, ""Quantity"": 1}, {""Item"": {""$ID"": 645164, ""Url"": ""items"", ""$ID_NAME"": ""misc_0048"", ""Name"": ""Merog Heart"", ""Icon"": ""item_icon_heart_yellow""}, ""Quantity"": 2}, {""Item"": {""$ID"": 645246, ""Url"": ""items"", ""$ID_NAME"": ""misc_0122"", ""Name"": ""Coliflower Stem"", ""Icon"": ""icon_item_stem_brown""}, ""Quantity"": 15}]","[{""Map"": null, ""Chance"": 0.5, ""Monster"": {""$ID"": 41439, ""Url"": ""monsters"", ""$ID_NAME"": ""merog_wizzard"", ""Name"": ""Merog Shaman"", ""Icon"": ""mon_merog_wizzard""}}]","[{""$ID"": 12014, ""Url"": ""recipes"", ""$ID_NAME"": ""R_STF02_105"", ""Name"": ""Recipe - Magic Rod"", ""Icon"": ""icon_item_weapon_misc3""}]",,"{""$ID"": 142105, ""Url"": ""equipment"", ""$ID_NAME"": ""STF02_105"", ""Name"": ""Magic Rod"", ""Icon"": ""cane_up""}",Recipe - Magic Rod,0,1111,21
12015,R_STF02_106,icon_item_weapon_misc3,,,"[{""Item"": {""$ID"": 12015, ""Url"": ""recipes"", ""$ID_NAME"": ""R_STF02_106"", ""Name"": ""Recipe - Grynas Rod"", ""Icon"": ""icon_item_weapon_misc3""}, ""Quantity"": 1}, {""Item"": {""$ID"": 141130, ""Url"": ""equipment"", ""$ID_NAME"": ""STF01_130"", ""Name"": ""Snake Rod"", ""Icon"": ""mage_f_staff_magus_staff""}, ""Quantity"": 1}, {""Item"": {""$ID"": 645555, ""Url"": ""items"", ""$ID_NAME"": ""misc_0143"", ""Name"": ""Kodomor Thorn"", ""Icon"": ""icon_item_thorn_blue""}, ""Quantity"": 21}]","[{""Map"": null, ""Chance"": 0.5, ""Monster"": {""$ID"": 57604, ""Url"": ""monsters"", ""$ID_NAME"": ""Siaulav_mage"", ""Name"": ""Siaulav Mage"", ""Icon"": ""mon_siaulav_mage""}}]","[{""$ID"": 12015, ""Url"": ""recipes"", ""$ID_NAME"": ""R_STF02_106"", ""Name"": ""Recipe - Grynas Rod"", ""Icon"": ""icon_item_weapon_misc3""}]",,"{""$ID"": 142106, ""Url"": ""equipment"", ""$ID_NAME"": ""STF02_106"", ""Name"": ""Grynas Rod"", ""Icon"": ""mage_f_staff_magus_staff""}",Recipe - Grynas Rod,0,1111,21
12017,R_STF02_108,icon_item_weapon_misc3,,,"[{""Item"": {""$ID"": 12017, ""Url"": ""recipes"", ""$ID_NAME"": ""R_STF02_108"", ""Name"": ""Recipe - Arch Rod"", ""Icon"": ""icon_item_weapon_misc3""}, ""Quantity"": 1}, {""Item"": {""$ID"": 141131, ""Url"": ""equipment"", ""$ID_NAME"": ""STF01_131"", ""Name"": ""Alter Rod"", ""Icon"": ""mage_f_staff_altar_staff""}, ""Quantity"": 1}, {""Item"": {""$ID"": 645429, ""Url"": ""items"", ""$ID_NAME"": ""misc_Stoulet"", ""Name"": ""Stoulet Heart"", ""Icon"": ""item_icon_heart_red""}, ""Quantity"": 10}, {""Item"": {""$ID"": 645564, ""Url"": ""items"", ""$ID_NAME"": ""misc_0152"", ""Name"": ""Infro Blood Stem"", ""Icon"": ""icon_item_stem_gray""}, ""Quantity"": 12}]","[{""Map"": null, ""Chance"": 1.0, ""Monster"": {""$ID"": 58658, ""Url"": ""monsters"", ""$ID_NAME"": ""ERD_NightMaiden_bow"", ""Name"": ""Darkness Maiden"", ""Icon"": ""mon_nightmaiden_bow""}}, {""Map"": null, ""Chance"": 0.5, ""Monster"": {""$ID"": 57639, ""Url"": ""monsters"", ""$ID_NAME"": ""NightMaiden_bow"", ""Name"": ""Darkness Maiden"", ""Icon"": ""mon_nightmaiden_bow""}}]","[{""$ID"": 12017, ""Url"": ""recipes"", ""$ID_NAME"": ""R_STF02_108"", ""Name"": ""Recipe - Arch Rod"", ""Icon"": ""icon_item_weapon_misc3""}]",,"{""$ID"": 142108, ""Url"": ""equipment"", ""$ID_NAME"": ""STF02_108"", ""Name"": ""Arch Rod"", ""Icon"": ""icon_item_staff_2""}",Recipe - Arch Rod,0,1111,21
12019,R_STF03_101,icon_item_weapon_misc4,,,"[{""Item"": {""$ID"": 12019, ""Url"": ""recipes"", ""$ID_NAME"": ""R_STF03_101"", ""Name"": ""Recipe - Temere"", ""Icon"": ""icon_item_weapon_misc4""}, ""Quantity"": 1}, {""Item"": {""$ID"": 142108, ""Url"": ""equipment"", ""$ID_NAME"": ""STF02_108"", ""Name"": ""Arch Rod"", ""Icon"": ""icon_item_staff_2""}, ""Quantity"": 1}, {""Item"": {""$ID"": 142106, ""Url"": ""equipment"", ""$ID_NAME"": ""STF02_106"", ""Name"": ""Grynas Rod"", ""Icon"": ""mage_f_staff_magus_staff""}, ""Quantity"": 1}, {""Item"": {""$ID"": 645595, ""Url"": ""items"", ""$ID_NAME"": ""misc_0177"", ""Name"": ""Honeymeli Stinger"", ""Icon"": ""icon_item_tooth_01yellow""}, ""Quantity"": 12}]",,"[{""$ID"": 12019, ""Url"": ""recipes"", ""$ID_NAME"": ""R_STF03_101"", ""Name"": ""Recipe - Temere"", ""Icon"": ""icon_item_weapon_misc4""}]",,"{""$ID"": 143101, ""Url"": ""equipment"", ""$ID_NAME"": ""STF03_101"", ""Name"": ""Temere"", ""Icon"": ""mage_f_staff_servant_b""}",Recipe - Temere,0,1111,21
12020,R_STF03_102,icon_item_weapon_misc4,,"[{""$ID"": 642902, ""Url"": ""cubes"", ""$ID_NAME"": ""Gacha_I_002"", ""Name"": ""Archmage Fire Lord Cube"", ""Icon"": ""icon_item_cube2""}, {""$ID"": 642908, ""Url"": ""cubes"", ""$ID_NAME"": ""Gacha_I_008"", ""Name"": ""Molich Cube"", ""Icon"": ""icon_item_cube2""}, {""$ID"": 642920, ""Url"": ""cubes"", ""$ID_NAME"": ""Gacha_ID_180"", ""Name"": ""Monument of Desire Dungeon Cube"", ""Icon"": ""icon_item_cube2""}]","[{""Item"": {""$ID"": 12020, ""Url"": ""recipes"", ""$ID_NAME"": ""R_STF03_102"", ""Name"": ""Recipe - Ignition"", ""Icon"": ""icon_item_weapon_misc4""}, ""Quantity"": 1}, {""Item"": {""$ID"": 142103, ""Url"": ""equipment"", ""$ID_NAME"": ""STF02_103"", ""Name"": ""Fire Rod"", ""Icon"": ""icon_item_staff_2""}, ""Quantity"": 1}, {""Item"": {""$ID"": 649209, ""Url"": ""items"", ""$ID_NAME"": ""misc_jore10"", ""Name"": ""Bloodstone"", ""Icon"": ""34_item_ore_blood_stone""}, ""Quantity"": 6}, {""Item"": {""$ID"": 645485, ""Url"": ""items"", ""$ID_NAME"": ""misc_silverbar"", ""Name"": ""Silver Bar"", ""Icon"": ""icon_item_ironbar_s""}, ""Quantity"": 2}]","[{""Map"": null, ""Chance"": 0.03, ""Monster"": {""$ID"": 47454, ""Url"": ""monsters"", ""$ID_NAME"": ""bubbe_mage_fire"", ""Name"": ""Vubbe Fire Wizard"", ""Icon"": ""mon_bubbe_mage_fire""}}]","[{""$ID"": 12020, ""Url"": ""recipes"", ""$ID_NAME"": ""R_STF03_102"", ""Name"": ""Recipe - Ignition"", ""Icon"": ""icon_item_weapon_misc4""}]",,"{""$ID"": 143102, ""Url"": ""equipment"", ""$ID_NAME"": ""STF03_102"", ""Name"": ""Ignition"", ""Icon"": ""icon_item_ignition""}",Recipe - Ignition,0,1111,21
12021,R_STF03_103,icon_item_weapon_misc4,,,"[{""Item"": {""$ID"": 12021, ""Url"": ""recipes"", ""$ID_NAME"": ""R_STF03_103"", ""Name"": ""Recipe - Secretum"", ""Icon"": ""icon_item_weapon_misc4""}, ""Quantity"": 1}, {""Item"": {""$ID"": 643501, ""Url"": ""gems"", ""$ID_NAME"": ""gem_circle_1"", ""Name"": ""Red Gem"", ""Icon"": ""item_icon_circle150""}, ""Quantity"": 5}, {""Item"": {""$ID"": 643502, ""Url"": ""gems"", ""$ID_NAME"": ""gem_square_1"", ""Name"": ""Blue Gem"", ""Icon"": ""item_icon_square150""}, ""Quantity"": 5}, {""Item"": {""$ID"": 645501, ""Url"": ""items"", ""$ID_NAME"": ""rsc_4_1"", ""Name"": ""Resinate"", ""Icon"": ""16_item_treenite""}, ""Quantity"": 11}]",,"[{""$ID"": 12021, ""Url"": ""recipes"", ""$ID_NAME"": ""R_STF03_103"", ""Name"": ""Recipe - Secretum"", ""Icon"": ""icon_item_weapon_misc4""}]",,"{""$ID"": 143103, ""Url"": ""equipment"", ""$ID_NAME"": ""STF03_103"", ""Name"": ""Secretum"", ""Icon"": ""serpens""}",Recipe - Secretum,0,1111,21
12022,R_STF04_101,icon_item_weapon_misc5,,,"[{""Item"": {""$ID"": 12022, ""Url"": ""recipes"", ""$ID_NAME"": ""R_STF04_101"", ""Name"": ""Recipe - Zaima"", ""Icon"": ""icon_item_weapon_misc5""}, ""Quantity"": 1}, {""Item"": {""$ID"": 142102, ""Url"": ""equipment"", ""$ID_NAME"": ""STF02_102"", ""Name"": ""Ice Rod"", ""Icon"": ""staff_cane_lowver_up""}, ""Quantity"": 1}, {""Item"": {""$ID"": 645419, ""Url"": ""items"", ""$ID_NAME"": ""misc_Big_Cockatries2"", ""Name"": ""Cockat Beak"", ""Icon"": ""icon_item_bone""}, ""Quantity"": 3}, {""Item"": {""$ID"": 643502, ""Url"": ""gems"", ""$ID_NAME"": ""gem_square_1"", ""Name"": ""Blue Gem"", ""Icon"": ""item_icon_square150""}, ""Quantity"": 5}]",,"[{""$ID"": 12022, ""Url"": ""recipes"", ""$ID_NAME"": ""R_STF04_101"", ""Name"": ""Recipe - Zaima"", ""Icon"": ""icon_item_weapon_misc5""}]",,"{""$ID"": 144101, ""Url"": ""equipment"", ""$ID_NAME"": ""STF04_101"", ""Name"": ""Zaima"", ""Icon"": ""mage_f_staff_lethe""}",Recipe - Zaima,0,1111,21
12024,R_STF02_110,icon_item_weapon_misc3,,,"[{""Item"": {""$ID"": 12024, ""Url"": ""recipes"", ""$ID_NAME"": ""R_STF02_110"", ""Name"": ""Recipe - Soldier's Long Rod"", ""Icon"": ""icon_item_weapon_misc3""}, ""Quantity"": 1}, {""Item"": {""$ID"": 645124, ""Url"": ""items"", ""$ID_NAME"": ""misc_0008"", ""Name"": ""Weaver Feeler"", ""Icon"": ""icon_item_feeler_black""}, ""Quantity"": 5}, {""Item"": {""$ID"": 649001, ""Url"": ""items"", ""$ID_NAME"": ""misc_ore02"", ""Name"": ""Iron Ore"", ""Icon"": ""2_item_ore_iron""}, ""Quantity"": 1}]",,"[{""$ID"": 12024, ""Url"": ""recipes"", ""$ID_NAME"": ""R_STF02_110"", ""Name"": ""Recipe - Soldier's Long Rod"", ""Icon"": ""icon_item_weapon_misc3""}]",,"{""$ID"": 142110, ""Url"": ""equipment"", ""$ID_NAME"": ""STF02_110"", ""Name"": ""Soldier's Long Rod"", ""Icon"": ""icon_item_staff_1""}",Recipe - Soldier's Long Rod,0,1111,21
12036,R_STF02_111,icon_item_weapon_misc3,,,"[{""Item"": {""$ID"": 12036, ""Url"": ""recipes"", ""$ID_NAME"": ""R_STF02_111"", ""Name"": ""Recipe - Smith Rod"", ""Icon"": ""icon_item_weapon_misc3""}, ""Quantity"": 1}, {""Item"": {""$ID"": 649001, ""Url"": ""items"", ""$ID_NAME"": ""misc_ore02"", ""Name"": ""Iron Ore"", ""Icon"": ""2_item_ore_iron""}, ""Quantity"": 8}, {""Item"": {""$ID"": 645129, ""Url"": ""items"", ""$ID_NAME"": ""misc_0013"", ""Name"": ""Vubbe Token"", ""Icon"": ""icon_item_bubetoken""}, ""Quantity"": 12}]",,"[{""$ID"": 12036, ""Url"": ""recipes"", ""$ID_NAME"": ""R_STF02_111"", ""Name"": ""Recipe - Smith Rod"", ""Icon"": ""icon_item_weapon_misc3""}]",,"{""$ID"": 142111, ""Url"": ""equipment"", ""$ID_NAME"": ""STF02_111"", ""Name"": ""Smith Rod"", ""Icon"": ""icon_item_short_staff""}",Recipe - Smith Rod,0,1111,21
12037,R_STF02_112,icon_item_weapon_misc3,,,"[{""Item"": {""$ID"": 12037, ""Url"": ""recipes"", ""$ID_NAME"": ""R_STF02_112"", ""Name"": ""Recipe - Klavis Rod"", ""Icon"": ""icon_item_weapon_misc3""}, ""Quantity"": 1}, {""Item"": {""$ID"": 649001, ""Url"": ""items"", ""$ID_NAME"": ""misc_ore02"", ""Name"": ""Iron Ore"", ""Icon"": ""2_item_ore_iron""}, ""Quantity"": 17}, {""Item"": {""$ID"": 645134, ""Url"": ""items"", ""$ID_NAME"": ""misc_0018"", ""Name"": ""Panto Horn"", ""Icon"": ""icon_item_pantohorn""}, ""Quantity"": 14}]",,"[{""$ID"": 12037, ""Url"": ""recipes"", ""$ID_NAME"": ""R_STF02_112"", ""Name"": ""Recipe - Klavis Rod"", ""Icon"": ""icon_item_weapon_misc3""}]",,"{""$ID"": 142112, ""Url"": ""equipment"", ""$ID_NAME"": ""STF02_112"", ""Name"": ""Klavis Rod"", ""Icon"": ""icon_item_short_staff""}",Recipe - Klavis Rod,0,1111,21
