$ID,$ID_NAME,CoolDown,Description,Effect,EffectCaptionRatio,EffectCaptionRatio2,EffectCaptionRatio3,EffectCaptionTime,EffectSkillFactor,EffectSkillSR,EffectSpendItemCount,EffectSpendPoison,EffectSpendSP,Element,Icon,LevelMax,LevelPerCircle,Link_Attributes,Link_Gem,Link_Job,Name,OverHeat,Prop_BasicPoison,Prop_LvUpSpendPoison,Prop_SklAtkAdd,Prop_SklAtkAddByLevel,Prop_SklFactor,Prop_SklFactorByLevel,Prop_SklSR,Prop_SpendItemBaseCount,RequiredCircle,RequiredStance,RequiredStanceCompanion,RequiredSubWeapon,SP,SPPerLevel,TypeAttack
11408,Dragoon_DragoonHelmet,1,"Equip your Dragoon Helmet. When you equip the helmet, all Dragoon skills are enhanced by increasing their damage dealt and reducing SP consumption. Use the skill again to remove the helmet.",Dragoon skill damage +50%{nl}Dragoon skill SP consumption -50%{nl}Max. level 1,,,,,,,,,,6,icon_warri_dragoonhelmet,1,1,,,"{""$ID"": 1015, ""Url"": ""jobs"", ""$ID_NAME"": ""Char1_15"", ""Name"": ""Dragoon"", ""Icon"": ""c_warrior_dragoon""}",Dragoon Helmet,0,0,0,0.0,0.0,0.0,0.0,3.0,1,3,"[{""Name"": ""OneHandSpear"", ""Icon"": ""weapon_spear""}, {""Name"": ""TwoHandSpear"", ""Icon"": ""weapon_tspear""}, {""Name"": ""OneHandSpearShield"", ""Icon"": ""weapon_shield""}, {""Name"": ""OneHandSpearDagger"", ""Icon"": ""weapon_dagger""}, {""Name"": ""OneHandSpearPistol"", ""Icon"": ""weapon_gun""}]",0,False,0,0.0,9
11501,Templer_SummonGuildMember,600,Summons a specific guild member to your location. You need permission from the specific guild member.,Guild Member Summon Count: #{CaptionRatio}#,"[""var value = 1 * skill.Level"", ""return value""]",,,,,,,,,3,icon_warri_call,20,5,,,"{""$ID"": 1016, ""Url"": ""jobs"", ""$ID_NAME"": ""Char1_16"", ""Name"": ""Templar"", ""Icon"": ""c_warrior_templar""}",Summon Guild Member,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",0,False,22,4.3,4
11502,Templer_WarpToGuildMember,600,Warps to a specific guild member's location. You cannot warp to guild members who are in an instanced dungeon.,Warp To Specific Guild Member's Location,,,,,,,,,,3,icon_warri_goto,1,1,,,"{""$ID"": 1016, ""Url"": ""jobs"", ""$ID_NAME"": ""Char1_16"", ""Name"": ""Templar"", ""Icon"": ""c_warrior_templar""}",Warp To Guild Member,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",0,False,22,6.8,4
11503,Templer_BuildGuildTower,0,Allows you to use extra features of the Guild Tower. 'Build Guild Tower'  can be used by using the Build Guild Tower item.{nl}Level 1: Warp{nl}Level 2: Storage{nl}Level 3: Guild Upgrade{nl}Level 4: Guild Quests{nl}Level 5: Guild Hangout,Improve Guild Tower Features,,,,,,,,,,6,icon_warri_guildtower,5,5,,,"{""$ID"": 1016, ""Url"": ""jobs"", ""$ID_NAME"": ""Char1_16"", ""Name"": ""Templar"", ""Icon"": ""c_warrior_templar""}",Build Guild Tower,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",0,False,0,0.0,0
11504,Templer_ReduceCraftTime,600,"Plant a flag that reduces the crafting time of all guild members in the area nearby. This can only be used nearby a Guild Tower, in a city or inside the Guild Hangout.{nl}Can only be used by the Guild Master.",Craft Time Reduction: -#{CaptionRatio}#% ,"[""var value = 5 * skill.Level"", ""return value""]",,,,,,,,,6,icon_warri_decreasecraft,5,5,,,"{""$ID"": 1016, ""Url"": ""jobs"", ""$ID_NAME"": ""Char1_16"", ""Name"": ""Templar"", ""Icon"": ""c_warrior_templar""}",Reduce Craft Time,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",0,False,22,6.1,0
11505,Templer_BattleOrders,60,Increases movement speed of guild members near the guild master to the maximum value. The effect disappears when moving away from the guild master.{nl}Decreases the movement speed of nearby enemies.,Duration: #{CaptionRatio}# seconds{nl}Enemy Movement Speed: -#{CaptionRatio2}#,"[""var value = 4 + skill.Level"", ""return value""]","[""var value = Math.floor(skill.Level * 1.5 + 7)"", ""return value""]",,,,,,,,6,icon_warri_battleorders,20,5,,"{""$ID"": 643831, ""Url"": ""gems"", ""$ID_NAME"": ""Gem_Templer_BattleOrders"", ""Name"": ""Bule Hohen Gulak Gem"", ""Icon"": ""gem_mon_hohen_gulak_blue""}","{""$ID"": 1016, ""Url"": ""jobs"", ""$ID_NAME"": ""Char1_16"", ""Name"": ""Templar"", ""Icon"": ""c_warrior_templar""}",Battle Orders,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",0,False,22,4.3,0
11506,Templer_MortalSlash,38,{#DD5500}{ol}[Physical] - [Slash]{/}{/}{nl}Swings the sword in all directions before slashing the enemy from the bottom up.{nl}Deals additional damage to enemies affected by Battle Orders debuff.,Attack: #{SkillFactor}#% x 3{nl}AoE Attack Ratio: #{SkillSR}#,,,,,"[""var value = skill.SklFactor + (skill.Level - 1) * skill.SklFactorByLevel"", ""var abil = GetAbility(pc, \""Templar1\"")      // Skill Damage add"", """", ""if (abil != null) {"", ""    var abilLevel = TryGetProp(abil, \""Level\"")"", ""    var masterAddValue = 0"", """", ""    if (abilLevel == 100) {"", ""        masterAddValue = 0.1"", ""    }"", """", ""    var value = value * (1 + ((abilLevel * 0.005) + masterAddValue))"", ""    return value"", ""}"", """", ""return Math.floor(value)""]","[""var value = pc.SR + skill.SklSR;"", """", ""if (value < 1) {"", ""    value = 1"", ""}"", """", ""return value""]",,,,6,icon_warri_stunblade,20,5,"[{""$ID"": 117001, ""Url"": ""attributes"", ""$ID_NAME"": ""Templar1"", ""Name"": ""Mortal Slash: Enhance"", ""Icon"": ""ability_warrior_templar1""}, {""$ID"": 117003, ""Url"": ""attributes"", ""$ID_NAME"": ""Templar3"", ""Name"": ""Mortal Slash: Command"", ""Icon"": ""ability_warrior_templar3""}]",,"{""$ID"": 1016, ""Url"": ""jobs"", ""$ID_NAME"": ""Char1_16"", ""Name"": ""Templar"", ""Icon"": ""c_warrior_templar""}",Mortal Slash,3,0,0,0.0,0.0,524.0,36.700001,2.0,1,2,"[{""Name"": ""TwoHandSword"", ""Icon"": ""weapon_tsword""}, {""Name"": ""OneHandSword"", ""Icon"": ""weapon_ohs""}, {""Name"": ""OneHandSwordShield"", ""Icon"": ""weapon_shield""}, {""Name"": ""OneHandSwordDagger"", ""Icon"": ""weapon_dagger""}, {""Name"": ""OneHandSwordPistol"", ""Icon"": ""weapon_gun""}]",0,False,33,7.6,6
11507,Templer_ShareBuff,30,Shares beneficial properties with party members within range.,Maximum Duration: #{CaptionRatio}# seconds{nl}Consumes #{CaptionRatio2}# SP per second  ,"[""var value = 5 + (skill.Level * 2)"", ""return value""]","[""var value = 42 + skill.Level * 2"", ""return value;""]",,,,,,,,6,icon_warri_sharebuff,20,5,"[{""$ID"": 117002, ""Url"": ""attributes"", ""$ID_NAME"": ""Templar2"", ""Name"": ""Buff Share: Increased Range"", ""Icon"": ""ability_warrior_templar2""}]",,"{""$ID"": 1016, ""Url"": ""jobs"", ""$ID_NAME"": ""Char1_16"", ""Name"": ""Templar"", ""Icon"": ""c_warrior_templar""}",Buff Share,0,0,0,0.0,0.0,0.0,0.0,0.0,1,2,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",0,False,0,0.0,0
11508,Templer_BuildForge,180,Erects a forge that deals damage in all directions.{nl}The forge detects hidden enemies. 'Forge' item will be consumed.,Forge Duration: #{CaptionTime}# seconds,,,,"[""var value = 80 + (skill.Level * 20)"", """", ""if (IsPVPServer(pc) == 1) {"", ""    value = 30"", ""}"", """", ""return value""]",,,,,,6,icon_warri_buildforge,5,5,,,"{""$ID"": 1016, ""Url"": ""jobs"", ""$ID_NAME"": ""Char1_16"", ""Name"": ""Templar"", ""Icon"": ""c_warrior_templar""}",Forge,0,0,0,0.0,0.0,0.0,0.0,0.0,1,2,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",1,False,58,15.6,9
11509,Templer_BuildShieldCharger,180,Build a Shield Charger that grants guild members with a protective Shield Gauge.{nl}A 'Shield Charger' item is required to build a Shield Charger. The durability of the shield can be recovered once it reaches a certain threshold.{nl}The shield's maximum health is equal to 2 times your own HP.,Shield Amount: #{CaptionRatio}#% of caster's HP{nl}Protectable Targets: #{CaptionRatio2}#{nl}Duration: #{CaptionRatio3}# seconds,"[""var value = 30 + (skill.Level * 7)"", ""return value""]","[""var value = 4 + skill.Level;"", ""return value;""]","[""var value = 90"", """", ""if (IsPVPServer(pc) == 1) {"", ""    value = 30"", ""}"", """", ""return value""]",,,,,,,6,icon_warri_buildshieldcharger,5,5,,,"{""$ID"": 1016, ""Url"": ""jobs"", ""$ID_NAME"": ""Char1_16"", ""Name"": ""Templar"", ""Icon"": ""c_warrior_templar""}",Shield Charger,0,0,0,0.0,0.0,0.0,0.0,0.0,1,2,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",1,False,58,15.6,9
11510,Templer_NonInvasiveArea,60,Set a Disarmament Zone around yourself. This area gives guild members the ability to block magic.,Duration: #{CaptionTime}# seconds{nl}Additional Block Chance: #{CaptionRatio}#%{nl}Consumes #{CaptionRatio2}# SP per second,"[""var value = 15 + skill.Level * 3"", ""return value;""]","[""var value = 42 + skill.Level * 2"", ""return value;""]",,"[""var value = 10 + skill.Level"", ""return value;""]",,,,,,6,icon_warri_noninvasivearea,7,5,,"{""$ID"": 643832, ""Url"": ""gems"", ""$ID_NAME"": ""Gem_Templer_NonInvasiveArea"", ""Name"": ""Blue Cronewt Poisoned Needler Gem"", ""Icon"": ""gem_mon_cronewt_bow_blue""}","{""$ID"": 1016, ""Url"": ""jobs"", ""$ID_NAME"": ""Char1_16"", ""Name"": ""Templar"", ""Icon"": ""c_warrior_templar""}",Non-Invasive Area,0,0,0,0.0,0.0,0.0,0.0,0.0,1,3,"[{""Name"": ""TwoHandSword"", ""Icon"": ""weapon_tsword""}, {""Name"": ""OneHandSword"", ""Icon"": ""weapon_ohs""}, {""Name"": ""OneHandSwordShield"", ""Icon"": ""weapon_shield""}, {""Name"": ""OneHandSwordDagger"", ""Icon"": ""weapon_dagger""}, {""Name"": ""OneHandSwordPistol"", ""Icon"": ""weapon_gun""}]",0,False,0,0.0,9
11601,Rancer_Crush,20,"{#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl}Lunge with your spear forward to pierce enemies in front. The target temporarily loses either attack or defense. If the target is an enemy summon, it will be displaced.",Attack: #{SkillFactor}#%{nl}Debuff Duration: 10 seconds,,,,,"[""var value = skill.SklFactor + (skill.Level - 1) * skill.SklFactorByLevel"", ""var abil = GetAbility(pc, \""Lancer2\"")      // Skill Damage add"", """", ""if (abil != null) {"", ""    var abilLevel = TryGetProp(abil, \""Level\"")"", ""    var masterAddValue = 0"", """", ""    if (abilLevel == 100) {"", ""        masterAddValue = 0.1"", ""    }"", """", ""    var value = value * (1 + ((abilLevel * 0.005) + masterAddValue))"", ""    return value"", ""}"", """", ""return Math.floor(value)""]",,,,,6,icon_warri_crush,20,5,"[{""$ID"": 116002, ""Url"": ""attributes"", ""$ID_NAME"": ""Lancer2"", ""Name"": ""Crush: Enhance"", ""Icon"": ""ability_warrior_lancer2""}, {""$ID"": 116003, ""Url"": ""attributes"", ""$ID_NAME"": ""Lancer3"", ""Name"": ""Crush: Gear Destroy"", ""Icon"": ""ability_warrior_lancer3""}]",,"{""$ID"": 1017, ""Url"": ""jobs"", ""$ID_NAME"": ""Char1_17"", ""Name"": ""Lancer"", ""Icon"": ""c_warrior_lancer""}",Crush,2,0,0,0.0,0.0,1168.0,64.199997,0.0,1,1,"[{""Name"": ""TwoHandSpear"", ""Icon"": ""weapon_tspear""}, {""Name"": ""Companion"", ""Icon"": ""weapon_companion""}]",2,False,23,4.4,0
11602,Rancer_HeadStrike,24,{#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl}Aim for the head and deals an attack with high crit chance.,Attack: #{SkillFactor}#%{nl}Additional Critical Chance: CaptionRatio2}#% Add,,,,,"[""var value = skill.SklFactor"", ""var abil = GetAbility(pc, \""Lancer4\"")      // Skill Damage add"", """", ""if (abil != null) {"", ""    var abilLevel = TryGetProp(abil, \""Level\"")"", ""    var masterAddValue = 0"", """", ""    if (abilLevel == 100) {"", ""        masterAddValue = 0.1"", ""    }"", """", ""    var value = value * (1 + ((abilLevel * 0.005) + masterAddValue))"", ""    return value"", ""}"", """", ""return Math.floor(value)""]",,,,,6,icon_warri_headstrike,-1,-1,,,,Head Strike,0,0,0,6077.0,1112.199951,0.0,0.0,0.0,1,-1,"[{""Name"": ""TwoHandSpear"", ""Icon"": ""weapon_tspear""}, {""Name"": ""Companion"", ""Icon"": ""weapon_companion""}]",2,False,43,10.6,0
11603,Rancer_Joust,33,{#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl}Charges forward to lunge the spear at the enemy and destroy magic circles. The target's INT and SPR stats get reduced and cleric and wizard types will be silenced and normal attacks and skills cannot be used.,Attack: #{SkillFactor}#% x 2{nl}Status Ailment Duration: #{CaptionRatio2}# seconds{nl}Number of targets 10,,"[""var value = 10 + skill.Level * 1;"", """", ""if (IsPVPServer(pc) == 1  ||  zone == 'pvp_Mine') {"", ""    value = value * 0.5;"", ""}"", """", ""return value;""]",,,"[""var value = skill.SklFactor + (skill.Level - 1) * skill.SklFactorByLevel;"", ""var abil = GetAbility(pc, \""Lancer6\"")      // Skill Damage add"", """", ""if (abil != null) {"", ""    var abilLevel = TryGetProp(abil, \""Level\"")"", ""    var masterAddValue = 0"", """", ""    if (abilLevel == 100) {"", ""        masterAddValue = 0.1"", ""    }"", """", ""    var value = value * (1 + ((abilLevel * 0.005) + masterAddValue))"", ""    return value"", ""}"", """", ""return Math.floor(value)""]",,,,,6,icon_warri_joust,20,5,"[{""$ID"": 116006, ""Url"": ""attributes"", ""$ID_NAME"": ""Lancer6"", ""Name"": ""Joust: Enhance"", ""Icon"": ""ability_warrior_lancer6""}, {""$ID"": 116012, ""Url"": ""attributes"", ""$ID_NAME"": ""Lancer12"", ""Name"": ""Joust: Destroy Installations"", ""Icon"": ""ability_warrior_lancer12""}]",,"{""$ID"": 1017, ""Url"": ""jobs"", ""$ID_NAME"": ""Char1_17"", ""Name"": ""Lancer"", ""Icon"": ""c_warrior_lancer""}",Joust,0,0,0,0.0,0.0,332.0,18.299999,0.0,1,1,"[{""Name"": ""TwoHandSpear"", ""Icon"": ""weapon_tspear""}, {""Name"": ""Companion"", ""Icon"": ""weapon_companion""}]",2,False,25,4.9,0
11604,Rancer_SpillAttack,24,"{#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl}Fix your grip on your spear and strike your enemy downward, knocking them off of their companion.",Attack: #{SkillFactor}#%,,,,,"[""var value = skill.SklFactor + (skill.Level - 1) * skill.SklFactorByLevel;"", ""var abil = GetAbility(pc, \""Lancer7\"")      // Skill Damage add"", """", ""if (abil != null) {"", ""    var abilLevel = TryGetProp(abil, \""Level\"")"", ""    var masterAddValue = 0"", """", ""    if (abilLevel == 100) {"", ""        masterAddValue = 0.1"", ""    }"", """", ""    var value = value * (1 + ((abilLevel * 0.005) + masterAddValue))"", ""    return value"", ""}"", """", ""return Math.floor(value)""]",,,,,6,icon_warri_unhorsing,20,5,"[{""$ID"": 116007, ""Url"": ""attributes"", ""$ID_NAME"": ""Lancer7"", ""Name"": ""Unhorsing: Enhance"", ""Icon"": ""ability_warrior_lancer7""}, {""$ID"": 116017, ""Url"": ""attributes"", ""$ID_NAME"": ""Lancer17"", ""Name"": ""Unhorsing: Attack Companions"", ""Icon"": ""ability_warrior_lancer17""}]",,"{""$ID"": 1017, ""Url"": ""jobs"", ""$ID_NAME"": ""Char1_17"", ""Name"": ""Lancer"", ""Icon"": ""c_warrior_lancer""}",Unhorsing,0,0,0,0.0,0.0,987.0,54.299999,0.0,1,1,"[{""Name"": ""TwoHandSpear"", ""Icon"": ""weapon_tspear""}, {""Name"": ""Companion"", ""Icon"": ""weapon_companion""}]",2,False,27,5.3,0
11605,Rancer_Quintain,20,{#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl}Push the spear far to attack. Enemies in Crush state get additional damage.,Attack: #{SkillFactor}#%,,,,,"[""var value = skill.SklFactor + (skill.Level - 1) * skill.SklFactorByLevel;"", ""var abil = GetAbility(pc, \""Lancer8\"")      // Skill Damage add"", """", ""if (abil != null) {"", ""    var abilLevel = TryGetProp(abil, \""Level\"")"", ""    var masterAddValue = 0"", """", ""    if (abilLevel == 100) {"", ""        masterAddValue = 0.1"", ""    }"", """", ""    var value = value * (1 + ((abilLevel * 0.005) + masterAddValue))"", ""    return value"", ""}"", """", ""return Math.floor(value)""]",,,,,6,icon_warri_quintain,20,5,"[{""$ID"": 116008, ""Url"": ""attributes"", ""$ID_NAME"": ""Lancer8"", ""Name"": ""Quintain: Enhance"", ""Icon"": ""ability_warrior_lancer8""}, {""$ID"": 116011, ""Url"": ""attributes"", ""$ID_NAME"": ""Lancer11"", ""Name"": ""Quintain: Sure Victory"", ""Icon"": ""ability_warrior_lancer11""}]",,"{""$ID"": 1017, ""Url"": ""jobs"", ""$ID_NAME"": ""Char1_17"", ""Name"": ""Lancer"", ""Icon"": ""c_warrior_lancer""}",Quintain,2,0,0,0.0,0.0,1053.0,57.900002,0.0,1,1,"[{""Name"": ""TwoHandSpear"", ""Icon"": ""weapon_tspear""}, {""Name"": ""Companion"", ""Icon"": ""weapon_companion""}]",2,False,22,4.3,0
11606,Rancer_Commence,54,Strengthen your will before the battle. Increases the chance for you to penetrate the enemy's defense and the affected enemy's block stat can be decreased.,Block Penetration: +#{CaptionRatio}#{nl}Enemy Block: -#{CaptionRatio2}#{nl}Duration: #{CaptionTime}# seconds,"[""var value = 300 + skill.Level * 50"", ""return value""]","[""var value = 300"", ""return value""]",,"[""var value = 10 + skill.Level * 3"", ""return value""]",,,,,,6,icon_warri_deployment,20,5,,,"{""$ID"": 1017, ""Url"": ""jobs"", ""$ID_NAME"": ""Char1_17"", ""Name"": ""Lancer"", ""Icon"": ""c_warrior_lancer""}",Initiate,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}, {""Name"": ""Companion"", ""Icon"": ""weapon_companion""}]",2,False,26,5.1,9
11607,Rancer_Prevent,20,Become immune to all debuffs for a duration of time. Cooldown time decreases with skill level.,Cooldown decreased by #{CaptionTime}# seconds{nl}Duration: 2 seconds,,,,"[""var value = skill.Level"", ""return value""]",,,,,,6,icon_warri_prevent,20,5,"[{""$ID"": 116014, ""Url"": ""attributes"", ""$ID_NAME"": ""Lancer14"", ""Name"": ""Prevent: Extend"", ""Icon"": ""ability_warrior_lancer14""}]",,"{""$ID"": 1017, ""Url"": ""jobs"", ""$ID_NAME"": ""Char1_17"", ""Name"": ""Lancer"", ""Icon"": ""c_warrior_lancer""}",Prevent,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",0,False,30,7.0,9
11608,Rancer_Chage,20,"{#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl} Rush towards the enemy and deal damage. Upon hitting an enemy, you stop and deal increased damage based on the distance traveled.",Attack: #{SkillFactor}#%,,,,,"[""var value = skill.SklFactor + (skill.Level - 1) * skill.SklFactorByLevel"", ""var abil = GetAbility(pc, \""Lancer9\"")      // Skill Damage add"", """", ""if (abil != null) {"", ""    var abilLevel = TryGetProp(abil, \""Level\"")"", ""    var masterAddValue = 0"", """", ""    if (abilLevel == 100) {"", ""        masterAddValue = 0.1"", ""    }"", """", ""    var value = value * (1 + ((abilLevel * 0.005) + masterAddValue))"", ""    return value"", ""}"", """", ""return Math.floor(value)""]",,,,,6,icon_warri_chage,20,5,"[{""$ID"": 116009, ""Url"": ""attributes"", ""$ID_NAME"": ""Lancer9"", ""Name"": ""Rhongomiant: Enhance "", ""Icon"": ""ability_warrior_lancer9""}, {""$ID"": 116010, ""Url"": ""attributes"", ""$ID_NAME"": ""Lancer10"", ""Name"": ""Rhongomiant: Stun "", ""Icon"": ""ability_warrior_lancer10""}, {""$ID"": 116015, ""Url"": ""attributes"", ""$ID_NAME"": ""Lancer15"", ""Name"": ""Rhongomiant: Shield Crush"", ""Icon"": ""ability_warrior_lancer15""}, {""$ID"": 116016, ""Url"": ""attributes"", ""$ID_NAME"": ""Lancer16"", ""Name"": ""Rhongomiant: Vulnerability"", ""Icon"": ""ability_warrior_lancer16""}]",,"{""$ID"": 1017, ""Url"": ""jobs"", ""$ID_NAME"": ""Char1_17"", ""Name"": ""Lancer"", ""Icon"": ""c_warrior_lancer""}",Rhongomiant,0,0,0,0.0,0.0,1841.0,128.0,1.0,0,2,"[{""Name"": ""TwoHandSpear"", ""Icon"": ""weapon_tspear""}, {""Name"": ""Companion"", ""Icon"": ""weapon_companion""}]",2,False,35,8.2,0
11609,Rancer_GiganteMarcha,40,{#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl}Summons mounted troops to attack. Enemies within range are knocked down and receive damage.,Attack: #{SkillFactor}#% per mounted soldier,,,,,"[""var value = skill.SklFactor + (skill.Level - 1) * skill.SklFactorByLevel"", ""var abil = GetAbility(pc, \""Lancer13\"")      // Skill Damage add"", """", ""if (abil != null) {"", ""    var abilLevel = TryGetProp(abil, \""Level\"")"", ""    var masterAddValue = 0"", """", ""    if (abilLevel == 100) {"", ""        masterAddValue = 0.1"", ""    }"", """", ""    var value = value * (1 + ((abilLevel * 0.005) + masterAddValue))"", ""    return value"", ""}"", """", ""return Math.floor(value)""]",,,,,6,icon_warri_gigantemarcha,20,5,"[{""$ID"": 116013, ""Url"": ""attributes"", ""$ID_NAME"": ""Lancer13"", ""Name"": ""Gigante Marcha: Enhance"", ""Icon"": ""ability_warrior_lancer13""}]",,"{""$ID"": 1017, ""Url"": ""jobs"", ""$ID_NAME"": ""Char1_17"", ""Name"": ""Lancer"", ""Icon"": ""c_warrior_lancer""}",Gigante Marcha,0,0,0,0.0,0.0,174.0,20.9,1.0,0,3,"[{""Name"": ""TwoHandSpear"", ""Icon"": ""weapon_tspear""}, {""Name"": ""Companion"", ""Icon"": ""weapon_companion""}]",2,False,31,8.4,0
11701,Matador_Capote,30,"Provoke nearby enemies to chase you. If there is a boss monster in the vicinity, the boss monster will be provoked first. Reduces accuracy and evasion of provoked enemies. Provoked enemies' movement speed increases and become immune to provocation skills for 30 seconds.",Provoked targets: #{CaptionRatio2}#{nl}Capote Debuff Duration: #{CaptionRatio}# sec,"[""var value = 10 + skill.Level * 1"", ""return value""]","[""var value = 5"", ""var abilMatador13 = GetAbility(pc, \""Matador13\"")"", """", ""if (abilMatador13 != null  &&  abilMatador13.ActiveState == 1) {"", ""    value = value + abilMatador13.Level"", ""}"", """", ""return value""]",,,,,,,,6,icon_warri_capote,20,5,"[{""$ID"": 118006, ""Url"": ""attributes"", ""$ID_NAME"": ""Matador6"", ""Name"": ""Capote: Excitement"", ""Icon"": ""ability_warrior_matador6""}, {""$ID"": 118013, ""Url"": ""attributes"", ""$ID_NAME"": ""Matador13"", ""Name"": ""Capote: Charismatic"", ""Icon"": ""ability_warrior_matador13""}]",,"{""$ID"": 1018, ""Url"": ""jobs"", ""$ID_NAME"": ""Char1_19"", ""Name"": ""Matador"", ""Icon"": ""c_warrior_matador""}",Capote,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,"[{""Name"": ""Rapier"", ""Icon"": ""weapon_rapier""}, {""Name"": ""RapierAndShield"", ""Icon"": ""weapon_shield""}, {""Name"": ""RapierAndDagger"", ""Icon"": ""weapon_dagger""}, {""Name"": ""RapierAndPistol"", ""Icon"": ""weapon_gun""}]",1,False,37,7.1,9
11702,Matador_Muleta,10,"{#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl}Take out the cape and fight back against the enemy who attacks you. If the counterattacked enemy is a Beast type, it attacks first. Successful counterattack nullifies the damage and increases critical rate for a certain amount of time. Blocks all melee type attacks while counterattacking.",Counterattack: #{CaptionRatio}#%{nl}Counterattack Duration: #{CaptionTime}# sec{nl}Increases Critical Rate by #{CaptionRatio2}# when successfully counterattacked,"[""var value = 914 + (skill.Level - 1) * 50.3"", ""var abil = GetAbility(pc, \""Matador1\"")"", """", ""if (abil != null) {"", ""    value = value * (1 + (abil.Level * 0.005))"", ""}"", """", ""return Math.floor(value)""]","[""var value = skill.Level * 10;"", ""return Math.floor(value)""]",,"[""var value = 1;"", ""var abilMatador7 = GetAbility(pc, \""Matador7\"");"", """", ""if (abilMatador7 != null  &&  TryGetProp(abilMatador7, 'ActiveState') == 1) {"", ""    value = value + (abilMatador7.Level * 0.5);"", ""}"", """", ""return value;""]",,,,,,6,icon_warri_muleta,20,5,"[{""$ID"": 118001, ""Url"": ""attributes"", ""$ID_NAME"": ""Matador1"", ""Name"": ""Muleta: Counterattack Enhance"", ""Icon"": ""ability_warrior_matador1""}, {""$ID"": 118007, ""Url"": ""attributes"", ""$ID_NAME"": ""Matador7"", ""Name"": ""Muleta: Duration"", ""Icon"": ""ability_warrior_matador7""}, {""$ID"": 118008, ""Url"": ""attributes"", ""$ID_NAME"": ""Matador8"", ""Name"": ""Muleta: Counterattack Master"", ""Icon"": ""ability_warrior_matador8""}, {""$ID"": 118016, ""Url"": ""attributes"", ""$ID_NAME"": ""Matador16"", ""Name"": ""Muleta: Showtime"", ""Icon"": ""ability_warrior_matador16""}]",,"{""$ID"": 1018, ""Url"": ""jobs"", ""$ID_NAME"": ""Char1_19"", ""Name"": ""Matador"", ""Icon"": ""c_warrior_matador""}",Muleta,0,0,0,0.0,0.0,914.0,50.299999,0.0,0,1,"[{""Name"": ""Rapier"", ""Icon"": ""weapon_rapier""}, {""Name"": ""RapierAndShield"", ""Icon"": ""weapon_shield""}, {""Name"": ""RapierAndDagger"", ""Icon"": ""weapon_dagger""}, {""Name"": ""RapierAndPistol"", ""Icon"": ""weapon_gun""}]",1,False,37,7.2,9
