$ID,$ID_NAME,Description,Icon,IsToggleable,LevelMax,Link_Jobs,Link_Skill,Name,Unlock,UpgradePrice,UpgradeTime
114004,Dragoon4,* Enemies hit by [Serpentine] have a 2% chance per attribute level of being afflicted with [Bleeding] for 8 seconds{nl}* Bleeding damage is proportional to character's physical attack{nl}* Increases SP consumption by 10%{nl}{nl}{b}Dragoon 1st Circle required{b},ability_warrior_dragoon4,True,5,[1015],11402,Serpentine: Bleeding,"[""var jobGrade = GetJobGrade(1015);"", """", ""if (jobGrade >= 1) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","[63, 70, 77, 84, 91]","[24, 28, 32, 36, 40]"
114005,Dragoon5,* Increases the damage dealt on an enemy with [Gae Bulg] by 0.5% per attribute level{nl}* +10% added damage at maximum level{nl}{nl}{b}Dragoon 1st Circle required{b},ability_warrior_dragoon5,False,100,[1015],11403,Gae Bulg: Enhance,"[""var jobGrade = GetJobGrade(1015);"", """", ""if (jobGrade >= 1) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","[6, 7, 7, 8, 8, 9, 9, 10, 11, 12, 12, 13, 14, 15, 16, 18, 19, 20, 22, 23, 25, 27, 28, 31, 33, 35, 37, 40, 43, 46, 49, 53, 57, 61, 65, 69, 74, 79, 85, 91, 97, 104, 112, 120, 128, 137, 147, 157, 168, 180, 192, 206, 220, 236, 252, 270, 289, 309, 331, 354, 379, 405, 434, 464, 496, 531, 568, 608, 651, 696, 745, 797, 853, 913, 977, 1045, 1119, 1197, 1281, 1370, 1466, 1569, 1679, 1797, 1922, 2057, 2201, 2355, 2520, 2696, 2885, 3087, 3303, 3535, 3782, 4047, 4330, 4633, 4958, 5305]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
114006,Dragoon6,* Creates a defense zone for 15 seconds where the spear is thrown{nl}* Increases physical defense and magic defense by 8% for party members within the zone{nl}* Increases SP consumption by 10%{nl}{nl}{b}Lv. 5 Gae Bulg required{b},ability_warrior_dragoon6,True,1,[1015],11403,Gae Bulg: Defense Zone,"[""var skl = GetSkill(11403)"", """", ""if (skl != null  &&  skl.LevelByDB >= 5) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]",[91],[40]
114007,Dragoon7,* Creates attack zone for 15 seconds where the spear is thrown. Increases physical attack and magic attack by 8% for party members within the zone{nl}* Increases SP consumption by 10%{nl}{nl}{b}Lv. 5 Gae Bulg required{b},ability_warrior_dragoon7,True,1,[1015],11403,Gae Bulg: Attack Zone,"[""var skl = GetSkill(11403)"", """", ""if (skl != null  &&  skl.LevelByDB >= 5) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]",[91],[40]
114008,Dragoon8,* Increases the damage dealt on an enemy with [Dragon Soar] by 0.5% per attribute level{nl}* +10% added damage at maximum level{nl}{nl}{b}Dragoon 1st Circle required{b},ability_warrior_dragoon8,False,100,[1015],11404,Dragon Soar: Enhance,"[""var jobGrade = GetJobGrade(1015);"", """", ""if (jobGrade >= 1) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","[6, 7, 7, 8, 8, 9, 9, 10, 11, 12, 12, 13, 14, 15, 16, 18, 19, 20, 22, 23, 25, 27, 28, 31, 33, 35, 37, 40, 43, 46, 49, 53, 57, 61, 65, 69, 74, 79, 85, 91, 97, 104, 112, 120, 128, 137, 147, 157, 168, 180, 192, 206, 220, 236, 252, 270, 289, 309, 331, 354, 379, 405, 434, 464, 496, 531, 568, 608, 651, 696, 745, 797, 853, 913, 977, 1045, 1119, 1197, 1281, 1370, 1466, 1569, 1679, 1797, 1922, 2057, 2201, 2355, 2520, 2696, 2885, 3087, 3303, 3535, 3782, 4047, 4330, 4633, 4958, 5305]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
114009,Dragoon9,* Enemies hit by [Dragon Soar] have a 5% chance per attribute level to be afflicted with [Shock] for 10 seconds{nl}* Increases SP consumption by 10%{nl}{nl}{b}Dragoon 1st Circle required{b},ability_warrior_dragoon9,True,5,[1015],11404,Dragon Soar: Shock,"[""var jobGrade = GetJobGrade(1015);"", """", ""if (jobGrade >= 1) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","[63, 70, 77, 84, 91]","[24, 28, 32, 36, 40]"
114010,Dragoon10,* Increases damage dealt on large enemies while using a [Two-handed Spear]{nl}* Increases by 4% and 2% per attribute level against large enemies and boss monsters respectively{nl}{nl}{b}Dragoon 1st Circle required{b},ability_warrior_dragoon10,False,5,[1015],,Two-handed Spear Mastery: Big Game Hunter,"[""var jobGrade = GetJobGrade(1015);"", """", ""if (jobGrade >= 1) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","[2, 3, 4, 5, 6]","[30, 30, 30, 30, 30]"
114011,Dragoon11,* Increases the damage dealt on an enemy with [Dethrone] by 0.5% per attribute level{nl}* +10% added damage at maximum level{nl}{nl}{b}Dragoon 2nd Circle Required{b},ability_warrior_dragoon11,False,100,[1015],11405,Dethrone: Enhance,"[""var jobGrade = GetJobGrade(1015);"", """", ""if (jobGrade >= 2) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","[7, 8, 8, 9, 10, 10, 11, 12, 13, 15, 16, 17, 19, 20, 22, 24, 26, 28, 30, 33, 35, 38, 42, 45, 49, 53, 57, 62, 67, 73, 79, 85, 92, 100, 108, 117, 127, 137, 148, 160, 174, 188, 204, 220, 238, 258, 279, 302, 327, 354, 383, 415, 449, 486, 526, 569, 616, 667, 722, 781, 845, 915, 990, 1071, 1160, 1255, 1358, 1470, 1591, 1721, 1863, 2016, 2182, 2361, 2555, 2765, 2993, 3239, 3505, 3793, 4105, 4443, 4808, 5203, 5631, 6094, 6595, 7137, 7724, 8358, 9046, 9789, 10594, 11465, 12407, 13427, 14531, 15725, 17018, 18417]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
114012,Dragoon12,* Enemies hit by [Serpentine] receive 50% more damage from melee physical attacks for 10 sec{nl}* Increases SP consumption by 30%{nl}{nl}{b}Dragoon 2nd Circle Required{b},ability_warrior_dragoon12,True,1,[1015],11402,Serpentine: Additional Damage,"[""var jobGrade = GetJobGrade(1015);"", """", ""if (jobGrade >= 2) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]",[615],[540]
114014,Dragoon14,* Removes knockback effect from [Dehtrone]{nl}* Only applies if attribute is set to ON{nl}* Increases SP consumption by 10%{nl}{nl}{b}Dragoon 2nd Circle Required{b},ability_warrior_dragoon14,True,1,[1015],11405,Dethrone: Remove Knockback,"[""var jobGrade = GetJobGrade(1015);"", """", ""if (jobGrade >= 2) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]",[100],[0]
114015,Dragoon15,* Increases the damage dealt on an enemy with [Dragon Fall] by 0.5% per attribute level{nl}* +10% added damage at maximum level{nl}{nl}{b}Dragoon 3rd Circle Required{b},ability_warrior_dragoon15,False,100,[1015],11407,Dragon Fall: Enhance,"[""var jobGrade = GetJobGrade(1015);"", """", ""if (jobGrade >= 3) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","[7, 8, 9, 9, 10, 11, 12, 13, 14, 15, 17, 18, 20, 21, 23, 25, 27, 30, 32, 35, 38, 41, 44, 48, 52, 56, 61, 66, 71, 77, 84, 90, 98, 106, 115, 124, 134, 146, 158, 171, 185, 200, 216, 234, 253, 274, 297, 321, 348, 376, 407, 441, 477, 516, 559, 605, 655, 708, 767, 830, 898, 972, 1052, 1138, 1232, 1333, 1443, 1562, 1690, 1829, 1979, 2142, 2318, 2509, 2715, 2938, 3180, 3441, 3724, 4030, 4362, 4720, 5108, 5528, 5983, 6475, 7007, 7583, 8206, 8881, 9611, 10401, 11256, 12181, 13183, 14266, 15439, 16708, 18082, 19568]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
114016,Dragoon16,* Doubles the number of hits of [Dragon Soar]{nl}* Increases SP consumption by 150%{nl}{nl}{b}Requires Dragon Soar Lv 11{b},ability_warrior_dragoon16,True,1,[1015],11404,Dragon Soar: Ascension,"[""var skl = GetSkill(11404)"", """", ""if (skl != null  &&  skl.LevelByDB >= 11) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]",[91],[40]
114017,Dragoon17,* Automatically retrieves Spears thrown with [Gae Bulg]{nl}* Increases SP consumption by 30%{nl}{nl}{b}Dragoon 3rd Circle Required{b},ability_warrior_dragoon17,True,1,[1015],11403,Gae Bulg: Retrieve,"[""var jobGrade = GetJobGrade(1015);"", """", ""if (jobGrade >= 3) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]",[921],[720]
114018,Dragoon18,* Allows [Dragon Fall] to ignore enemies' block when your current weight is at 50% or higher{nl}* Increases SP consumption by 30%{nl}{nl}{b}Dragoon 3rd Circle Required{b},ability_warrior_dragoon18,True,1,[1015],11407,Dragon Fall: Counterweight,"[""var jobGrade = GetJobGrade(1015);"", """", ""if (jobGrade >= 3) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]",[921],[720]
114019,Dragoon19,"* Increases the damage of all Spear skills by 1% per attribute level{nl}* Does not include basic attacks{nl}{nl}{b}Requires Dragoon Circle 3, Class Rank 10{b}",ability_warrior_dragoon19,True,10,[1015],,Dragoon: Courage,"[""var jobGrade = GetJobGrade(1015);"", ""var rank = GetTotalJobCount(pc)"", ""var limitRank = 10"", """", ""if (jobGrade >= 3  &&  rank >= limitRank) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","[0, 250, 500, 750, 1000, 1250, 1500, 1750, 2000, 2250]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
115001,Murmillo1,* 25% chance to decrease damage received by enemies by 10 per attribute level{nl}{nl}{b}Murmillo 1st Circle Required{b},ability_warrior_murmillo1,False,10,[1012],,Murmillo: Enhanced Manica,"[""var jobGrade = GetJobGrade(1012);"", """", ""if (jobGrade >= 1) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","[445, 500, 555, 610, 665, 720, 775, 830, 885, 940]","[220, 240, 260, 280, 300, 320, 340, 360, 380, 400]"
115002,Murmillo2,* Increases the damage dealt on an enemy with [Frenzied Slash] by 0.5% per attribute level{nl}* +10% added damage at maximum level{nl}{nl}{b}Murmillo 1st Circle Required{b},ability_warrior_murmillo2,False,100,[1012],11302,Frenzied Slash: Enhance,"[""var jobGrade = GetJobGrade(1012);"", """", ""if (jobGrade >= 1) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","[7, 8, 8, 9, 10, 10, 11, 12, 13, 15, 16, 17, 19, 20, 22, 24, 26, 28, 30, 33, 35, 38, 42, 45, 49, 53, 57, 62, 67, 73, 79, 85, 92, 100, 108, 117, 127, 137, 148, 160, 174, 188, 204, 220, 238, 258, 279, 302, 327, 354, 383, 415, 449, 486, 526, 569, 616, 667, 722, 781, 845, 915, 990, 1071, 1160, 1255, 1358, 1470, 1591, 1721, 1863, 2016, 2182, 2361, 2555, 2765, 2993, 3239, 3505, 3793, 4105, 4443, 4808, 5203, 5631, 6094, 6595, 7137, 7724, 8358, 9046, 9789, 10594, 11465, 12407, 13427, 14531, 15725, 17018, 18417]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
115003,Murmillo3,* Increases the damage dealt on an enemy with [Evade Thrust] by 0.5% per attribute level{nl}* +10% added damage at maximum level{nl}{nl}{b}Murmillo 1st Circle Required{b},ability_warrior_murmillo3,False,100,[1012],11303,Evade Thrust: Enhance,"[""var jobGrade = GetJobGrade(1012);"", """", ""if (jobGrade >= 1) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","[7, 8, 8, 9, 10, 10, 11, 12, 13, 15, 16, 17, 19, 20, 22, 24, 26, 28, 30, 33, 35, 38, 42, 45, 49, 53, 57, 62, 67, 73, 79, 85, 92, 100, 108, 117, 127, 137, 148, 160, 174, 188, 204, 220, 238, 258, 279, 302, 327, 354, 383, 415, 449, 486, 526, 569, 616, 667, 722, 781, 845, 915, 990, 1071, 1160, 1255, 1358, 1470, 1591, 1721, 1863, 2016, 2182, 2361, 2555, 2765, 2993, 3239, 3505, 3793, 4105, 4443, 4808, 5203, 5631, 6094, 6595, 7137, 7724, 8358, 9046, 9789, 10594, 11465, 12407, 13427, 14531, 15725, 17018, 18417]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
115004,Murmillo4,* [Evade Thrust] gains 2% chance of afflicting the enemy with [Bleeding] for 25 seconds{nl}* Bleed damage is proportional to the character's STR{nl}* Increases SP consumption by 10%{nl}{nl}{b}Murmillo 1st Circle Required{b},ability_warrior_murmillo4,True,5,[1012],11303,Evade Thrust: Bleed,"[""var jobGrade = GetJobGrade(1012);"", """", ""if (jobGrade >= 1) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","[435, 480, 525, 570, 615]","[140, 240, 340, 440, 540]"
115005,Murmillo5,* Increases the damage dealt on an enemy with [Headbutt] by 0.5% per attribute level{nl}* +10% added damage at maximum level{nl}{nl}{b}Murmillo 1st Circle Required{b},ability_warrior_murmillo5,False,100,[1012],11304,Headbutt: Enhance,"[""var jobGrade = GetJobGrade(1012);"", """", ""if (jobGrade >= 1) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","[7, 8, 8, 9, 10, 10, 11, 12, 13, 15, 16, 17, 19, 20, 22, 24, 26, 28, 30, 33, 35, 38, 42, 45, 49, 53, 57, 62, 67, 73, 79, 85, 92, 100, 108, 117, 127, 137, 148, 160, 174, 188, 204, 220, 238, 258, 279, 302, 327, 354, 383, 415, 449, 486, 526, 569, 616, 667, 722, 781, 845, 915, 990, 1071, 1160, 1255, 1358, 1470, 1591, 1721, 1863, 2016, 2182, 2361, 2555, 2765, 2993, 3239, 3505, 3793, 4105, 4443, 4808, 5203, 5631, 6094, 6595, 7137, 7724, 8358, 9046, 9789, 10594, 11465, 12407, 13427, 14531, 15725, 17018, 18417]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
115008,Murmillo8,"* While equipped with Cassis Crista, increases Rim Blow, Umbo Blow, Shield Lob and Umbo Thrust skill attack damage by 15% per attribute level{nl}{nl}{b}Murmillo 1st Circle Required{b}",ability_warrior_murmillo8,False,10,[1012],11301,Enhanced Peltasta Shield Attack,"[""var jobGrade = GetJobGrade(1012);"", """", ""if (jobGrade >= 1) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","[445, 500, 555, 610, 665, 720, 775, 830, 885, 940]","[220, 240, 260, 280, 300, 320, 340, 360, 380, 400]"
115009,Murmillo9,* Increases the damage dealt on an enemy with [Scutum Hit] by 0.5% per attribute level{nl}* +10% added damage at maximum level{nl}{nl}{b}Murmillo 1st Circle Required{b},ability_warrior_murmillo9,False,100,[1012],11307,Scutum Hit: Enhance,"[""var jobGrade = GetJobGrade(1012);"", """", ""if (jobGrade >= 1) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","[7, 8, 8, 9, 10, 10, 11, 12, 13, 15, 16, 17, 19, 20, 22, 24, 26, 28, 30, 33, 35, 38, 42, 45, 49, 53, 57, 62, 67, 73, 79, 85, 92, 100, 108, 117, 127, 137, 148, 160, 174, 188, 204, 220, 238, 258, 279, 302, 327, 354, 383, 415, 449, 486, 526, 569, 616, 667, 722, 781, 845, 915, 990, 1071, 1160, 1255, 1358, 1470, 1591, 1721, 1863, 2016, 2182, 2361, 2555, 2765, 2993, 3239, 3505, 3793, 4105, 4443, 4808, 5203, 5631, 6094, 6595, 7137, 7724, 8358, 9046, 9789, 10594, 11465, 12407, 13427, 14531, 15725, 17018, 18417]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
115010,Murmillo10,* Enemies hit by [Headbutt] become vulnerable to [Strike] attacks for 10 seconds{nl}* Increases additional damage by 6% per attribute level{nl}* Increases SP consumption by 10%{nl}{nl}{b}Murmillo 1st Circle Required{b},ability_warrior_murmillo10,True,5,[1012],11304,Headbutt: Additional Damage,"[""var jobGrade = GetJobGrade(1012);"", """", ""if (jobGrade >= 1) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","[435, 480, 525, 570, 615]","[140, 240, 340, 440, 540]"
115011,Murmillo11,* Enemies hit by [Scutum Hit] have a 5% chance per attribute level to become afflicted with [Stun] for 2 seconds{nl}* [Stun] chance increases by 3% per attribute level{nl}* Increases SP consumption by 10%{nl}{nl}{b}Murmillo 1st Circle Required{b},ability_warrior_murmillo11,True,3,[1012],11307,Scutum Hit: Stun,"[""var jobGrade = GetJobGrade(1012);"", """", ""if (jobGrade >= 1) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","[525, 570, 615]","[340, 440, 540]"
115012,Murmillo12,"* While equipped with Cassis Crista, increases skill damage for Shield Charge, Targe Smash, Shield Push, Shield Shove and Shield Bash by 15% per attribute level{nl}{nl}{b}Murmillo 1st Circle Required{b}",ability_warrior_murmillo12,False,10,[1012],11301,Enhanced Rodelero Shield Attack,"[""var jobGrade = GetJobGrade(1012);"", """", ""if (jobGrade >= 1) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","[445, 500, 555, 610, 665, 720, 775, 830, 885, 940]","[220, 240, 260, 280, 300, 320, 340, 360, 380, 400]"
115013,Murmillo13,"* While equipped with Cassis Crista, increases skill attack damage for Butterfly and Shooting Star by 10% per attribute level{nl}{nl}{b}Murmillo 1st Circle Required{b}",ability_warrior_murmillo13,False,10,[1012],11301,Repeated Hits Attack Boost,"[""var jobGrade = GetJobGrade(1012);"", """", ""if (jobGrade >= 1) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","[445, 500, 555, 610, 665, 720, 775, 830, 885, 940]","[220, 240, 260, 280, 300, 320, 340, 360, 380, 400]"
115014,Murmillo14,"* While equipped with Cassis Crista, increases skill attack damage for Synchro Thrusting by 15% per attribute level{nl}{nl}{b}Murmillo 1st Circle Required{b}",ability_warrior_murmillo13,False,10,[1012],11301,Enhanced Hoplite Shield Attack,"[""var jobGrade = GetJobGrade(1012);"", """", ""if (jobGrade >= 1) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","[445, 500, 555, 610, 665, 720, 775, 830, 885, 940]","[220, 240, 260, 280, 300, 320, 340, 360, 380, 400]"
115015,Murmillo15,* Increases the damage dealt on an enemy with [Shield Train] by 0.5% per attribute level{nl}* +10% added damage at maximum level{nl}{nl}{b}Murmillo 2nd Circle Required{b},ability_warrior_murmillo14,False,100,[1012],11308,Shield Train: Enhance,"[""var jobGrade = GetJobGrade(1012);"", """", ""if (jobGrade >= 2) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","[7, 8, 9, 9, 10, 11, 12, 13, 14, 15, 17, 18, 20, 21, 23, 25, 27, 30, 32, 35, 38, 41, 44, 48, 52, 56, 61, 66, 71, 77, 84, 90, 98, 106, 115, 124, 134, 146, 158, 171, 185, 200, 216, 234, 253, 274, 297, 321, 348, 376, 407, 441, 477, 516, 559, 605, 655, 708, 767, 830, 898, 972, 1052, 1138, 1232, 1333, 1443, 1562, 1690, 1829, 1979, 2142, 2318, 2509, 2715, 2938, 3180, 3441, 3724, 4030, 4362, 4720, 5108, 5528, 5983, 6475, 7007, 7583, 8206, 8881, 9611, 10401, 11256, 12181, 13183, 14266, 15439, 16708, 18082, 19568]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
115016,Murmillo16,* Increases Scutum Hit AoE attack ratio by 2x{nl}* Increases SP consumption by 10%{nl}{nl}{b}Murmillo 2nd Circle Required{b},ability_warrior_murmillo16,True,1,[1012],11307,Scutum Hit: Wide Area Attack,"[""var jobGrade = GetJobGrade(1012);"", """", ""if (jobGrade >= 2) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]",[921],[720]
115017,Murmillo17,* Causes [Emperor's Bane] to deal 100% additional damage to enemies with HP at 30% or lower{nl}* Increases SP consumption by 10%{nl}{nl}{b}Requires Murmillo Circle 3{b},ability_warrior_murmillo17,True,1,[1012],11310,Emperor’s Bane: Weak Target,"[""var jobGrade = GetJobGrade(1012);"", """", ""if (jobGrade >= 3) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]",[1380],[1000]
115018,Murmillo18,* Increases the damage dealt on an enemy with [Emperor's Bane] by 0.5% per attribute level{nl}* +10% added damage at maximum level{nl}{nl}{b}Requires Murmillo Circle 3{b},ability_warrior_murmillo18,False,100,[1012],11310,Emperor’s Bane: Enhance,"[""var jobGrade = GetJobGrade(1012);"", """", ""if (jobGrade >= 3) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","[8, 9, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 21, 23, 25, 27, 29, 31, 34, 37, 40, 43, 47, 51, 55, 59, 64, 70, 75, 82, 88, 96, 104, 112, 122, 132, 142, 154, 167, 181, 195, 212, 229, 248, 268, 290, 314, 340, 368, 399, 431, 467, 505, 547, 592, 640, 693, 750, 812, 879, 951, 1029, 1114, 1205, 1305, 1412, 1528, 1654, 1789, 1937, 2096, 2268, 2455, 2656, 2875, 3111, 3367, 3644, 3943, 4268, 4618, 4998, 5409, 5854, 6335, 6856, 7419, 8029, 8689, 9403, 10176, 11013, 11918, 12898, 13958, 15106, 16347, 17691, 19145, 20719]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
