$ID,$ID_NAME,Bonus2,Bonus3,Bonus4,Bonus5,Bonus6,Bonus7,Link_Items,Name
38,set_038,,All Stats {img green_up_arrow 16 16}25,HP {img green_up_arrow 16 16}3942,,Physical Defense {img green_up_arrow 16 16}201{nl}5% chance of recovering 2% of your max HP every second for 5 sec when being attacked by Demon type enemies{nl}(Cooldown 10 sec),Magic Defense {img green_up_arrow 16 16}247{nl}Physical Attack {img green_up_arrow 16 16}571,"[{""$ID"": 534111, ""Url"": ""equipment"", ""$ID_NAME"": ""TOP04_111"", ""Name"": ""Solmiki Plate Mail"", ""Icon"": ""icon_item_shirts_crusader_silver""}, {""$ID"": 524111, ""Url"": ""equipment"", ""$ID_NAME"": ""LEG04_111"", ""Name"": ""Solmiki Plate Leggings"", ""Icon"": ""icon_item_pants_crusader_silver""}, {""$ID"": 514111, ""Url"": ""equipment"", ""$ID_NAME"": ""FOOT04_111"", ""Name"": ""Solmiki Plate Greaves"", ""Icon"": ""icon_item_boots_crusader_silver""}, {""$ID"": 504111, ""Url"": ""equipment"", ""$ID_NAME"": ""HAND04_111"", ""Name"": ""Solmiki Plate Gauntlets"", ""Icon"": ""icon_item_gloves_crusader_silver""}, {""$ID"": 584108, ""Url"": ""equipment"", ""$ID_NAME"": ""NECK04_108"", ""Name"": ""Solmiki Medal (Plate)"", ""Icon"": ""item_necklace_09_blue""}, {""$ID"": 604106, ""Url"": ""equipment"", ""$ID_NAME"": ""BRC04_106"", ""Name"": ""Solmiki Bracelet (Plate)"", ""Icon"": ""item_bracelet_09""}, {""$ID"": 604106, ""Url"": ""equipment"", ""$ID_NAME"": ""BRC04_106"", ""Name"": ""Solmiki Bracelet (Plate)"", ""Icon"": ""item_bracelet_09""}]",Solmiki Plate Set
39,set_039,Critical Rate {img green_up_arrow 16 16}30,Physical Attack {img green_up_arrow 16 16}120{nl}AoE Attack Ratio {img green_up_arrow 16 16}1{nl}Additional 1000-3000 damage on every 5th attack,,,,,"[{""$ID"": 584109, ""Url"": ""equipment"", ""$ID_NAME"": ""NECK04_109"", ""Name"": ""Varpas Necklace"", ""Icon"": ""item_necklace_27""}, {""$ID"": 604107, ""Url"": ""equipment"", ""$ID_NAME"": ""BRC04_107"", ""Name"": ""Varpas Bracelet"", ""Icon"": ""item_bracelet_28""}, {""$ID"": 604107, ""Url"": ""equipment"", ""$ID_NAME"": ""BRC04_107"", ""Name"": ""Varpas Bracelet"", ""Icon"": ""item_bracelet_28""}]",Varpas Set
40,set_040,Magic Amplification {img green_up_arrow 16 16}60,Magic Attack {img green_up_arrow 16 16}120{nl}AoE Attack Ratio {img green_up_arrow 16 16}1{nl}Additional 1000-3000 damage on every 5th attack,,,,,"[{""$ID"": 584110, ""Url"": ""equipment"", ""$ID_NAME"": ""NECK04_110"", ""Name"": ""Verijo\u00a0Necklace"", ""Icon"": ""item_necklace_29""}, {""$ID"": 604108, ""Url"": ""equipment"", ""$ID_NAME"": ""BRC04_108"", ""Name"": ""Verijo Bracelet"", ""Icon"": ""item_bracelet_31""}, {""$ID"": 604108, ""Url"": ""equipment"", ""$ID_NAME"": ""BRC04_108"", ""Name"": ""Verijo Bracelet"", ""Icon"": ""item_bracelet_31""}]",Verijo Set
41,set_041,,,,,,,"[{""$ID"": 11119, ""Url"": ""equipment"", ""$ID_NAME"": ""ABAND01_119"", ""Name"": ""Guild Battle 1st Place Armband"", ""Icon"": ""icon_item_armband_01""}]",Guild Battle 1st Place Set
42,set_042,,,,,,,"[{""$ID"": 11120, ""Url"": ""equipment"", ""$ID_NAME"": ""ABAND01_120"", ""Name"": ""Guild Battle 2nd Place Armband"", ""Icon"": ""icon_item_armband_02""}]",Guild Battle 2nd Place Set
43,set_043,,,,,,,"[{""$ID"": 11121, ""Url"": ""equipment"", ""$ID_NAME"": ""ABAND01_121"", ""Name"": ""Guild Battle 3rd Place Armband"", ""Icon"": ""icon_item_armband_03""}]",Guild Battle 3rd Place Set
44,set_044,Physical Defense {img green_up_arrow 16 16}50{nl}Magic Defense {img green_up_arrow 16 16}50,Attack on Large targets {img green_up_arrow 16 16} 200{nl}AoE attack ratio {img green_up_arrow 16 16} 1,,,,,"[{""$ID"": 580010, ""Url"": ""equipment"", ""$ID_NAME"": ""NECK99_110"", ""Name"": ""Sugar Necklace(3 Days)"", ""Icon"": ""item_neck99_110""}, {""$ID"": 600014, ""Url"": ""equipment"", ""$ID_NAME"": ""BRC99_114"", ""Name"": ""Sugar Bracelet(3 Days)"", ""Icon"": ""item_brc99_114""}, {""$ID"": 600015, ""Url"": ""equipment"", ""$ID_NAME"": ""BRC99_115"", ""Name"": ""Sugar Band(3 Days)"", ""Icon"": ""item_brc99_115""}]",Sugar Accessory Set
45,set_045,CON {img green_up_arrow 16 16} 25,"Increases property attack in value equivalent to property resistance{nl}- Affected properties: Poison, Fire, Ice, Lightning, Dark, Holy, Earth, Psychokinesis{nl}- Max. 300 per property",,,,,"[{""$ID"": 584112, ""Url"": ""equipment"", ""$ID_NAME"": ""NECK04_112"", ""Name"": ""Kite Moor Necklace"", ""Icon"": ""item_necklace04_4""}, {""$ID"": 604110, ""Url"": ""equipment"", ""$ID_NAME"": ""BRC04_110"", ""Name"": ""Kite Moor Bracelet"", ""Icon"": ""item_bracelet04_4""}, {""$ID"": 604110, ""Url"": ""equipment"", ""$ID_NAME"": ""BRC04_110"", ""Name"": ""Kite Moor Bracelet"", ""Icon"": ""item_bracelet04_4""}]",Kite Moor Set
46,set_046,AoE Attack Ratio {img green_up_arrow 16 16}1{nl}Critical Attack {img green_up_arrow 16 16}231,Chance of dealing 2000-3000 additional damage.{nl}- The chances increase according to the number of enemies nearby.{nl}- Max. increase 20%,,,,,"[{""$ID"": 584114, ""Url"": ""equipment"", ""$ID_NAME"": ""NECK04_114"", ""Name"": ""Frieno Necklace"", ""Icon"": ""item_necklace04_1""}, {""$ID"": 604112, ""Url"": ""equipment"", ""$ID_NAME"": ""BRC04_112"", ""Name"": ""Frieno Bracelet"", ""Icon"": ""item_bracelet04_1""}, {""$ID"": 604112, ""Url"": ""equipment"", ""$ID_NAME"": ""BRC04_112"", ""Name"": ""Frieno Bracelet"", ""Icon"": ""item_bracelet04_1""}]",Frieno Set
47,set_047,HP {img green_up_arrow 16 16}1023{nl}DEX {img green_up_arrow 16 16}10,"Increases physical and magic defense by 10 with every hit received. At 50 stacks, increase physical and magic defense by an extra 500 and maintain for 10 seconds.",,,,,"[{""$ID"": 584113, ""Url"": ""equipment"", ""$ID_NAME"": ""NECK04_113"", ""Name"": ""Pasiutes Necklace"", ""Icon"": ""item_necklace04_2""}, {""$ID"": 604111, ""Url"": ""equipment"", ""$ID_NAME"": ""BRC04_111"", ""Name"": ""Pasiutes Bracelet"", ""Icon"": ""item_bracelet04_2""}, {""$ID"": 604111, ""Url"": ""equipment"", ""$ID_NAME"": ""BRC04_111"", ""Name"": ""Pasiutes Bracelet"", ""Icon"": ""item_bracelet04_2""}]",Pasiuteset
48,set_048,Magic Attack {img green_up_arrow 16 16}120,"Increases Magic Attack by 2 with each attack. At max 50 stacks, increase Magic Attack by an extra 250.",,,,,"[{""$ID"": 584111, ""Url"": ""equipment"", ""$ID_NAME"": ""NECK04_111"", ""Name"": ""Lynnki Sit Necklace"", ""Icon"": ""item_necklace04_3""}, {""$ID"": 604109, ""Url"": ""equipment"", ""$ID_NAME"": ""BRC04_109"", ""Name"": ""Lynnki Sit Bracelet"", ""Icon"": ""item_bracelet04_3""}, {""$ID"": 604109, ""Url"": ""equipment"", ""$ID_NAME"": ""BRC04_109"", ""Name"": ""Lynnki Sit Bracelet"", ""Icon"": ""item_bracelet04_3""}]",Lynnki Sit Set
52,set_052,Physical Attack {img green_up_arrow 16 16}60{nl}Magic Attack {img green_up_arrow 16 16}60,Movement Speed {img green_up_arrow 16 16} 2,,,,,"[{""$ID"": 580013, ""Url"": ""equipment"", ""$ID_NAME"": ""NECK99_110_7d_1"", ""Name"": ""Sugar Necklace (Physical) (7 Days)"", ""Icon"": ""item_neck99_110""}, {""$ID"": 580014, ""Url"": ""equipment"", ""$ID_NAME"": ""NECK99_110_7d_2"", ""Name"": ""Sugar Necklace (Magic) (7 Days)"", ""Icon"": ""item_neck99_110""}, {""$ID"": 600027, ""Url"": ""equipment"", ""$ID_NAME"": ""BRC99_114_7d"", ""Name"": ""Sugar Bracelet (Magic) (3 Days)"", ""Icon"": ""item_brc99_114""}, {""$ID"": 600027, ""Url"": ""equipment"", ""$ID_NAME"": ""BRC99_114_7d"", ""Name"": ""Sugar Bracelet (Magic) (3 Days)"", ""Icon"": ""item_brc99_114""}, {""$ID"": 600026, ""Url"": ""equipment"", ""$ID_NAME"": ""BRC99_115_7d"", ""Name"": ""Sugar Bracelet (Physical) (7 Days)"", ""Icon"": ""item_brc99_115""}, {""$ID"": 600026, ""Url"": ""equipment"", ""$ID_NAME"": ""BRC99_115_7d"", ""Name"": ""Sugar Bracelet (Physical) (7 Days)"", ""Icon"": ""item_brc99_115""}]",2018 White Day Set
53,set_053,'Velcoffer's Nest' provides a damage reduction of 10%,,,,,,"[{""$ID"": 19004, ""Url"": ""equipment"", ""$ID_NAME"": ""helmet_velcoffer"", ""Name"": ""Velcoffer Helmet"", ""Icon"": ""icon_item_velcofer01_helmet""}, {""$ID"": 633093, ""Url"": ""equipment"", ""$ID_NAME"": ""costume_Com_93"", ""Name"": ""Velcoffer Costume"", ""Icon"": ""icon_item_velcofer01_f""}]",Velcoffer Costume Set
54,set_054,,,,,,,"[{""$ID"": 11131, ""Url"": ""equipment"", ""$ID_NAME"": ""ABAND01_119_COLONY_30"", ""Name"": ""Territory Wars Tester Armband (30days)"", ""Icon"": ""icon_item_armband_01""}]",Territory Wars Beta Set
55,set_055,,,,,,,"[{""$ID"": 11132, ""Url"": ""equipment"", ""$ID_NAME"": ""ABAND01_119_COLONY_90"", ""Name"": ""Territory Wars Tester Armband  (90days)"", ""Icon"": ""icon_item_armband_01""}]",Territory Wars Beta Set
56,set_056,,ENH: Necklaces and bracelets gain +10 critical rate per enhancement stage starting at stage 11{nl} {nl}TRA: Necklaces and bracelets gain +5 critical rate per transcendence stage{nl} {nl} (Max. critical rate increase: 350),,,,,"[{""$ID"": 584115, ""Url"": ""equipment"", ""$ID_NAME"": ""NECK04_115"", ""Name"": ""Nepagristas Necklace"", ""Icon"": ""icon_item_neck9th_02""}, {""$ID"": 604115, ""Url"": ""equipment"", ""$ID_NAME"": ""BRC04_115"", ""Name"": ""Nepagristas Bracelet"", ""Icon"": ""icon_item_brc9th_02""}, {""$ID"": 604115, ""Url"": ""equipment"", ""$ID_NAME"": ""BRC04_115"", ""Name"": ""Nepagristas Bracelet"", ""Icon"": ""icon_item_brc9th_02""}]",Nepagristas Set
57,set_057,,Attacking enemies of level 400 and below from the back ignores their block chances.,,,,,"[{""$ID"": 584116, ""Url"": ""equipment"", ""$ID_NAME"": ""NECK04_116"", ""Name"": ""Nematomas Necklace"", ""Icon"": ""icon_item_neck9th_01""}, {""$ID"": 604116, ""Url"": ""equipment"", ""$ID_NAME"": ""BRC04_116"", ""Name"": ""Nematomas Bracelet"", ""Icon"": ""icon_item_brc9th_01""}, {""$ID"": 604116, ""Url"": ""equipment"", ""$ID_NAME"": ""BRC04_116"", ""Name"": ""Nematomas Bracelet"", ""Icon"": ""icon_item_brc9th_01""}]",Nematomas Set
58,set_058,,"Transfers 50% of your max. HP and defense to your summons.{nl} {nl}Transfers up to:{nl}Max. HP 30,000{nl}Defense 6,000",,,,,"[{""$ID"": 584117, ""Url"": ""equipment"", ""$ID_NAME"": ""NECK04_117"", ""Name"": ""Rangovas Necklace"", ""Icon"": ""icon_item_neck9th_03""}, {""$ID"": 604117, ""Url"": ""equipment"", ""$ID_NAME"": ""BRC04_117"", ""Name"": ""Rangovas Bracelet"", ""Icon"": ""icon_item_brc9th_03""}, {""$ID"": 604117, ""Url"": ""equipment"", ""$ID_NAME"": ""BRC04_117"", ""Name"": ""Rangovas Bracelet"", ""Icon"": ""icon_item_brc9th_03""}]",Rangovas Set
