$ID,$ID_NAME,Bonus,Description,Durability,Grade,Icon,Level,Link_Collections,Link_Cubes,Link_MonsterDrops,Link_RecipeMaterial,Link_RecipeTarget,Material,Name,Potential,Price,ReinforceRatio,RequiredClass,RequiredLevel,Set,Sockets,SocketsLimit,Stars,Stat_ATTACK_MAGICAL,Stat_ATTACK_PHYSICAL_MAX,Stat_ATTACK_PHYSICAL_MIN,Stat_DEFENSE_MAGICAL,Stat_DEFENSE_PHYSICAL,TimeCoolDown,TimeLifeTime,Tradability,Type,TypeAttack,TypeEquipment,Unidentified,UnidentifiedRandom,Weight
123102,TSW03_102,"[[52, 16.0], [43, 10.0], [45, 10.0], [69, ""2% chance to {img green_up_arrow 16 16} increase magic defense by a number equivalent to your character level for 15 seconds after receiving magic damage""]]","Novice Wizards often pay no mind to this particular weapon. However, a seasoned one knows to steer away from its unseen power.",38,3,caliburn_up,120,,,,,"[{""$ID"": 11021, ""Url"": ""recipes"", ""$ID_NAME"": ""R_TSW03_102"", ""Name"": ""Recipe - Wizard Slayer"", ""Icon"": ""icon_item_weapon_misc4""}]",4,Wizard Slayer,8,6936,1.0,0010,120,,1,3,5,0,827,677,0,0,0.0,0.0,1111,24,6,32,False,False,220.0
123103,TSW03_103,"[[63, 1.0], [21, -100.0], [24, 126.0], [30, -47.0], [32, 68.0]]","Like a flying dagger thrown in the darkest hours of the night, Naktis deals an unforeseen blow to its target.",46,3,icon_item_executioners_up,120,,,,"[{""$ID"": 11025, ""Url"": ""recipes"", ""$ID_NAME"": ""R_TSW04_101"", ""Name"": ""Recipe - Nulis"", ""Icon"": ""icon_item_weapon_misc5""}]","[{""$ID"": 11022, ""Url"": ""recipes"", ""$ID_NAME"": ""R_TSW03_103"", ""Name"": ""Recipe - Naktis"", ""Icon"": ""icon_item_weapon_misc4""}]",4,Naktis,9,6936,1.0,0010,120,,0,3,5,0,827,677,0,0,0.0,0.0,1111,24,7,32,False,False,280.0
123104,TSW03_104,"[[4, 14.0], [57, 107.0], [29, 323.0]]","Although some people dismiss this weapon as a ""tree cutting axe"", its actual user will tell you that Medzio Diena would have resulted in far worse losses without it.",46,3,icon_item_sword_18,170,,,,"[{""$ID"": 11025, ""Url"": ""recipes"", ""$ID_NAME"": ""R_TSW04_101"", ""Name"": ""Recipe - Nulis"", ""Icon"": ""icon_item_weapon_misc5""}]","[{""$ID"": 11023, ""Url"": ""recipes"", ""$ID_NAME"": ""R_TSW03_104"", ""Name"": ""Recipe - Luciduce"", ""Icon"": ""icon_item_weapon_misc4""}]",4,Luciduce,9,2419,1.0,0010,170,,0,3,6,0,1154,944,0,0,0.0,0.0,1111,24,6,32,False,False,240.0
123105,TSW03_105,"[[53, -235.0], [38, 117.0], [54, 28.0]]",There's a saying that claims that 'offense is the best defense.' Prove it with this weapon.,31,3,icon_item_twohand_illex,170,,,,,"[{""$ID"": 11024, ""Url"": ""recipes"", ""$ID_NAME"": ""R_TSW03_105"", ""Name"": ""Recipe - Hell and Heaven"", ""Icon"": ""icon_item_weapon_misc4""}]",4,Hell and Heaven,9,8137,1.0,0010,170,,0,2,6,0,1154,944,0,0,0.0,0.0,1111,24,6,32,False,False,240.0
123106,TSW03_106,"[[4, 8.0], [63, 1.0], [31, 23.0]]","If you are ready to face death, draw this sword.",34,3,icon_item_sword_20,15,,,,,,4,Deathweaver Tooth,6,921,1.0,0010,15,,1,3,2,0,141,115,0,0,0.0,0.0,1111,24,6,32,False,False,200.0
123107,TSW03_107,"[[4, 11.0], [63, 1.0], [32, 46.0]]","If you sharpen your soul while making a weapon, the size of the enemy will not matter. You can expect larger damage inflicted on larger enemies.",32,3,icon_item_sword_20,40,,,,,,4,Chapparition Two-handed Sword,7,2419,1.0,0010,40,,1,3,3,0,304,249,0,0,0.0,0.0,1111,24,6,32,False,False,240.0
123108,TSW03_108,"[[24, -32.0], [29, 84.0]]",Some people call this the mixed form of a two-handed basic blade. Using it as their main weapon until they are acknowledged by others.,40,3,icon_item_saw,15,,,,,,4,Saw,6,1388,1.0,0010,15,,0,2,2,0,141,115,0,0,0.0,0.0,1111,24,6,32,False,False,220.0
123109,TSW03_109,"[[4, 50.0]]","If you're an expert in two-handed weapons, the wave shaped edge can cause massive damage.",42,3,icon_item_anchor,170,,,,,,4,noname,9,12697,1.0,0010,170,,0,2,6,0,1154,944,0,0,0.0,0.0,1111,24,6,32,False,False,200.0
123110,TSW03_110,"[[60, 184.0], [4, 19.0]]","If you're an expert in two-handed weapons, the wave shaped edge can cause massive damage.",42,3,icon_item_sword_19,120,,,,,,4,noname,8,7760,1.0,0010,120,,0,2,5,0,827,677,0,0,0.0,0.0,1111,24,6,32,False,False,200.0
123111,TSW03_111,"[[52, 84.0], [54, 23.0], [69, ""1.5% chance to create a protection shield that prevents 2380 damage for 30 seconds when receiving a magic attack""]]",Don't you feel a foreboding presence from the enemy? It seems this isn't over yet.,40,3,icon_item_twohand_fedimian_longsword,220,,,,,"[{""$ID"": 11065, ""Url"": ""recipes"", ""$ID_NAME"": ""R_TSW03_111"", ""Name"": ""Recipe - Spell Breaker"", ""Icon"": ""icon_item_weapon_misc4""}]",4,Spell Breaker,11,12646,1.0,0010,220,,0,2,7,0,1481,1211,0,0,0.0,0.0,1111,24,6,32,False,False,250.0
123112,TSW03_112,"[[7, 364.0], [8, 40.0], [69, ""2% chance to deal additional damage equal to the amount of your SP recovery rate""]]",The unusual fan-shaped blade offers potential to amplify its power and versatility to be adapted in many techniques.,40,3,warrior_f_sword_colossus_up_yellow,120,,,,,"[{""$ID"": 11072, ""Url"": ""recipes"", ""$ID_NAME"": ""R_TSW03_112"", ""Name"": ""Recipe - Seimos Two-handed Sword"", ""Icon"": ""icon_item_weapon_misc4""}]",4,Seimos Two-handed Sword,9,6887,1.0,0010,120,,0,3,5,0,827,677,0,0,0.0,0.0,1111,24,6,32,False,False,220.0
123113,TSW03_113,"[[61, 46.0], [63, 1.0], [15, 44.0]]",The unusual fan-shaped blade offers potential to amplify its power and versatility to be adapted in many techniques.,40,3,warrior_f_sword_quadara_gray,120,,,,,"[{""$ID"": 11073, ""Url"": ""recipes"", ""$ID_NAME"": ""R_TSW03_113"", ""Name"": ""Recipe - Tilly Two-handed Sword"", ""Icon"": ""icon_item_weapon_misc4""}]",4,Tilly Two-handed Sword,9,6936,1.0,0010,120,,0,3,5,0,827,677,0,0,0.0,0.0,1111,24,6,32,False,False,220.0
123114,TSW03_114,"[[19, 38.0], [63, 1.0], [5, 1428.0]]",The unusual fan-shaped blade offers potential to amplify its power and versatility to be adapted in many techniques.,40,3,warrior_f_sword_claymore_up_blue,170,,,,,"[{""$ID"": 11078, ""Url"": ""recipes"", ""$ID_NAME"": ""R_TSW03_114"", ""Name"": ""Recipe - Khasti Two-handed Sword"", ""Icon"": ""icon_item_weapon_misc4""}]",4,Khasti Two-handed Sword,10,10455,1.0,0010,170,,0,3,6,0,1154,944,0,0,0.0,0.0,1111,24,6,32,False,False,220.0
123115,TSW03_115,,The unusual fan-shaped blade offers potential to amplify its power and versatility to be adapted in many techniques.,40,3,icon_item_colossus,170,,,,,,4,noname,10,128,1.0,0010,170,,0,3,6,0,1154,944,0,0,0.0,0.0,1111,24,6,32,False,False,220.0
123116,TSW03_116,,The unusual fan-shaped blade offers potential to amplify its power and versatility to be adapted in many techniques.,40,3,icon_item_colossus,220,,,,,,4,noname,11,128,1.0,0010,220,,0,3,7,0,1481,1211,0,0,0.0,0.0,1111,24,6,32,False,False,220.0
123117,TSW03_117,"[[38, 57.0], [63, 1.0], [8, 29.0]]",The unusual fan-shaped blade offers potential to amplify its power and versatility to be adapted in many techniques.,40,3,warrior_f_sword_hogma_great_sword_blue,220,,,,,,4,Pensara Two-handed Sword,11,10455,1.0,0010,220,,0,3,7,0,1481,1211,0,0,0.0,0.0,1111,24,6,32,False,False,220.0
123120,TSW03_120,"[[19, 358.0], [38, 111.0], [62, 15.0], [1, 30.0], [3, -38.0], [57, 15.0]]",This equipment will help you in battle.,42,3,icon_item_sword_heartword_th,315,,,,,"[{""$ID"": 11085, ""Url"": ""recipes"", ""$ID_NAME"": ""R_TSW03_120"", ""Name"": ""Recipe - Gale Slasher"", ""Icon"": ""icon_item_weapon_misc4""}]",4,Gale Slasher,12,20674,1.0,0010,315,,0,2,9,0,2101,1719,0,0,0.0,0.0,1111,24,6,32,False,False,200.0
123301,TSW03_301,"[[19, 84.0], [18, 111.0], [36, -2483.0]]",A dagger said to have been favored by swordsmen in the Northern regions. Outstanding performance both as a weapon and a work of art.,38,3,icon_item_sword_willow_th,120,,,,,,4,(Faded) Paulownia,9,6936,1.0,0010,120,,0,2,5,0,827,677,0,0,0.0,0.0,1111,24,7,32,True,False,210.0
123302,TSW03_302,"[[36, -3428.0], [4, 44.0], [0, 20.0], [6, -40.0]]","Production of this two-handed sword, of which the bright blue material of the blade has always been unknown, is now said to be possible.",39,3,icon_item_sword_cristal_th,170,,,,,,4,(Faded) Crystaras,9,10401,1.0,0010,170,,0,2,6,0,1154,944,0,0,0.0,0.0,1111,24,6,32,True,False,230.0
123303,TSW03_303,"[[4, 10.0], [2, -10.0], [21, 23.0]]","The reason why there are no records of umbrellas from the foundatin of the Kingdom is because they didn't find popular use until more people began living in cities. Before this time, country folk either worked under the rain or made use of cloaks to stay dry.",36,3,icon_item_sword_orchid_th,75,,,,,,4,(Faded) Sketis Two-Handed Sword,9,2419,1.0,0010,75,,0,2,4,0,533,436,0,0,0.0,0.0,1111,24,6,32,True,False,300.0
123304,TSW03_304,"[[2, -20.0], [29, 300.0]]",Recommended by merchants as the best combat weapon for two-handed sword users.,41,3,icon_item_sword_bigstar_th,220,,,,,,4,(Faded) Pajoritas Two-Handed Sword,9,10455,1.0,0010,220,,0,2,7,0,1481,1211,0,0,0.0,0.0,1111,24,6,32,True,False,310.0
123305,TSW03_305,"[[62, 35.0], [4, 42.0]]","There is strong magic flowing through this two-handed sword, but no known way to awaken it; it is, for now, a dormant sword.",43,3,icon_item_miegantis_sword_twohand,270,,,,,,4,(Faded) Purine Migantis Two-handed Sword,10,5000,1.0,0010,270,,0,2,8,0,1807,1479,0,0,0.0,0.0,1111,24,6,32,True,False,270.0
123306,TSW03_306,"[[62, 35.0], [4, 50.0]]",There is strong magic actively flowing through this two-handed sword.,42,3,icon_item_pabudimas_sword_twohand,315,,,,,,4,(Faded) Purine Pevordimas Two-handed Sword,11,5000,1.0,0010,315,,0,2,9,0,2101,1719,0,0,0.0,0.0,1111,24,6,32,True,False,250.0
123307,TSW03_307,,A dagger said to have been favored by swordsmen in the Northern regions. Outstanding performance both as a weapon and a work of art.,50,3,icon_item_sword_willow_th,120,,,,,,4,Berthas Paulownia,9,0,1.0,0010,120,,0,5,5,0,827,677,0,0,0.0,0.0,1111,24,7,32,False,True,210.0
123308,TSW03_308,,"Production of this two-handed sword, of which the bright blue material of the blade has always been unknown, is now said to be possible.",50,3,icon_item_sword_cristal_th,170,,,,,,4,Berthas Crystaras,9,0,1.0,0010,170,,0,5,6,0,1154,944,0,0,0.0,0.0,1111,24,6,32,False,True,230.0
123309,TSW03_309,,"The reason why there are no records of umbrellas from the foundatin of the Kingdom is because they didn't find popular use until more people began living in cities. Before this time, country folk either worked under the rain or made use of cloaks to stay dry.",50,3,icon_item_sword_orchid_th,75,,,,,,4,Berthas Sketis Two-handed Sword,9,0,1.0,0010,75,,0,5,4,0,533,436,0,0,0.0,0.0,1111,24,6,32,False,True,300.0
123310,TSW03_310,,Recommended by merchants as the best combat weapon for two-handed sword users.,50,3,icon_item_sword_bigstar_th,220,,,,,,4,Berthas Pajoritas Two-handed Sword,9,0,1.0,0010,220,,0,5,7,0,1481,1211,0,0,0.0,0.0,1111,24,6,32,False,True,310.0
123311,TSW03_311,,"There is a peculiar magic flowing through this two-handed sword, but no known way to awaken it; it is, for now, a dormant sword.",50,3,icon_item_miegantis_sword_twohand,270,,,,,,4,Berthas Migantis Two-handed Sword,9,0,1.0,0010,270,,0,5,8,0,1807,1479,0,0,0.0,0.0,1111,24,6,32,False,True,270.0
123312,TSW03_312,,There is magic actively flowing through this two-handed sword.,50,3,icon_item_pabudimas_sword_twohand,315,,,,,,4,Berthas Pevordimas Two-handed Sword,10,0,1.0,0010,315,,0,5,9,0,2101,1719,0,0,0.0,0.0,1111,24,6,32,False,True,250.0
123313,TSW03_313,,"A piece of equipment that represents the laurel wreath, a symbol of Nachel I, who was considered to be King of the Kingdom.",50,3,icon_item_sword_twohand_lapai,350,,,,,,4,Berthas Raffye Two-handed Sword,11,0,1.0,0010,350,,0,5,10,0,2330,1906,0,0,0.0,0.0,1111,24,6,32,False,True,220.0
123314,TSW03_314,,"This piece of equipment disappeared along with Nicopolis at the time of the experiment. Then, with the influence of Medzio Diena, it somehow found its way back into our world. It is said to have reappeared near the Starlit Lake because of the magic rituals Pbeta executed in order to defeat Solcomm there. ",50,3,icon_item_thsword_nicopolis1,380,,,,,,4,Berthas Zvaigzde Two-handed Sword,11,0,1.0,0010,380,,0,5,10,0,2526,2067,0,0,0.0,0.0,1111,24,6,32,False,True,220.0
124101,TSW04_101,"[[4, 32.0], [63, 4.0], [57, 114.0], [28, 76.0]]",Lends great power against beings who do not belong to the realms of night and day.,42,4,icon_item_executioners_up,120,,,,,"[{""$ID"": 11025, ""Url"": ""recipes"", ""$ID_NAME"": ""R_TSW04_101"", ""Name"": ""Recipe - Nulis"", ""Icon"": ""icon_item_weapon_misc5""}]",4,Nulis,10,8137,1.0,0010,120,,0,3,5,0,940,769,0,0,0.0,0.0,1111,24,6,32,False,False,240.0
124102,TSW04_102,"[[54, -180.0], [58, 15.0], [30, 88.0], [31, 132.0], [32, 176.0], [69, ""Final Block Rate {img green_up_arrow 16 16}15%""]]","Gravity cannot be avoided by anyone or anything. But if one adapts to it, no one can underestimate its power.",48,4,icon_item_executioners_up,120,,,,,,4,Gravity,10,7922,1.0,0010,120,,0,3,5,0,940,769,0,0,0.0,0.0,1111,24,6,32,False,False,1840.0
124103,TSW04_103,,The unusual fan-shaped blade offers potential to amplify its power and versatility to be adapted in many techniques.,40,4,icon_item_colossus,120,,,,,,4,Galatunis Two-handed Sword,3,12697,1.0,0010,120,,0,0,5,0,940,769,0,0,0.0,0.0,1111,24,6,32,False,False,220.0
124104,TSW04_104,,The unusual fan-shaped blade offers potential to amplify its power and versatility to be adapted in many techniques.,40,4,icon_item_colossus,120,,,,,,4,noname,10,128,1.0,0010,120,,0,2,5,0,940,769,0,0,0.0,0.0,1111,24,6,32,False,False,220.0
124105,TSW04_105,,The unusual fan-shaped blade offers potential to amplify its power and versatility to be adapted in many techniques.,40,4,icon_item_colossus,170,,,,,,4,noname,11,128,1.0,0010,170,,0,2,6,0,1311,1073,0,0,0.0,0.0,1111,24,6,32,False,False,220.0
124106,TSW04_106,"[[62, 30.0], [60, 132.0], [54, 44.0], [63, 1.0]]",The unusual fan-shaped blade offers potential to amplify its power and versatility to be adapted in many techniques.,40,4,icon_item_colossus,170,,,,,"[{""$ID"": 11081, ""Url"": ""recipes"", ""$ID_NAME"": ""R_TSW04_106"", ""Name"": ""Recipe - Magi Two-handed Sword"", ""Icon"": ""icon_item_weapon_misc5""}]",4,Magi Two-handed Sword,11,10455,1.0,0010,170,,0,2,6,0,1311,1073,0,0,0.0,0.0,1111,24,6,32,False,False,220.0
124107,TSW04_107,"[[5, 2103.0], [7, 420.0], [24, 237.0], [11, 57.0]]",Not many records remain of those who served Goddess Zemyna in their times. But we can witness sections of the goddess' history through names such as those of a few historical places; and especially the names of weapons such as this.,40,0,warrior_f_sword_anchor_green,270,,,,,,4,Lolopanther Two-handed Sword,13,15616,1.0,0010,270,,0,2,8,0,2300,1882,0,0,0.0,0.0,1111,24,6,32,False,False,220.0
124108,TSW04_108,"[[62, 22.0], [0, 114.0], [7, 825.0], [24, 496.0], [13, 133.0]]",Solmiki is a being that had served the goddesses. The equipment was made in his name in order to commemorate his deeds.,45,0,icon_item_solmiki_tsd,330,,,,,,4,Solmiki Two-handed Sword,14,20723,1.0,0010,330,,0,3,9,0,2799,2290,0,0,0.0,0.0,1111,24,6,32,False,False,240.0
124109,TSW04_109,"[[62, 20.0], [60, 430.0], [4, 15.0], [0, -72.0], [63, 1.0], [6, -150.0], [10, 530.0], [41, 180.0]]","There is a rumor that the blade's production method was created by demons with a purpose to attack other demons. According to one account, Demon Lord Hauberk or his underlings have researched this as well.",45,4,icon_item_sword_noroi_th,315,,,,,"[{""$ID"": 11086, ""Url"": ""recipes"", ""$ID_NAME"": ""R_TSW04_109"", ""Name"": ""Recipe - Sarkmis"", ""Icon"": ""icon_item_weapon_misc5""}, {""$ID"": 40020, ""Url"": ""recipes"", ""$ID_NAME"": ""R_TSW04_109_Event"", ""Name"": ""Recipe - Sarkmis"", ""Icon"": ""icon_item_weapon_misc5""}, {""$ID"": 400017, ""Url"": ""recipes"", ""$ID_NAME"": ""R_TSW04_109_Steam_Leticia"", ""Name"": ""Recipe - Sarkmis"", ""Icon"": ""icon_item_weapon_misc5""}]",4,Sarkmis,13,23649,1.0,0010,315,,0,3,9,0,2388,1954,0,0,0.0,0.0,1111,24,6,32,False,False,210.0
124110,TSW04_110,,A dagger said to have been favored by swordsmen in the Northern regions. Outstanding performance both as a weapon and a work of art.,50,4,icon_item_sword_willow_th,120,,,,,,4,Primus Paulownia,9,0,1.0,0010,120,,0,5,5,0,940,769,0,0,0.0,0.0,1111,24,7,32,False,True,210.0
124111,TSW04_111,,"Production of this two-handed sword, of which the bright blue material of the blade has always been unknown, is now said to be possible.",50,4,icon_item_sword_cristal_th,170,,,,,,4,Primus Crystaras,9,0,1.0,0010,170,,0,5,6,0,1311,1073,0,0,0.0,0.0,1111,24,6,32,False,True,230.0
124112,TSW04_112,,"The reason why there are no records of umbrellas from the foundatin of the Kingdom is because they didn't find popular use until more people began living in cities. Before this time, country folk either worked under the rain or made use of cloaks to stay dry.",50,4,icon_item_sword_orchid_th,75,,,,,,4,Primus Sketis Two-handed Sword,9,0,1.0,0010,75,,0,5,4,0,606,496,0,0,0.0,0.0,1111,24,6,32,False,True,300.0
124113,TSW04_113,,Recommended by merchants as the best combat weapon for two-handed sword users.,50,4,icon_item_sword_bigstar_th,220,,,,,,4,Primus Pajoritas Two-handed Sword,9,0,1.0,0010,220,,0,5,7,0,1683,1376,0,0,0.0,0.0,1111,24,6,32,False,True,310.0
124114,TSW04_114,,"There is a peculiar magic flowing through this two-handed sword, but no known way to awaken it; it is, for now, a dormant sword.",50,4,icon_item_miegantis_sword_twohand,270,,,,,,4,Primus Migantis Two-handed Sword,9,0,1.0,0010,270,,0,5,8,0,2054,1680,0,0,0.0,0.0,1111,24,6,32,False,True,270.0
124115,TSW04_115,,There is magic actively flowing through this two-handed sword.,50,4,icon_item_pabudimas_sword_twohand,315,,,,,,4,Primus Pevordimas Two-handed Sword,10,0,1.0,0010,315,,0,5,9,0,2388,1954,0,0,0.0,0.0,1111,24,6,32,False,True,250.0
124116,TSW04_116,,"A piece of equipment that represents the laurel wreath, a symbol of Nachel I, who was considered to be King of the Kingdom.",50,4,icon_item_sword_twohand_lapai,350,,,,,,4,Primus Raffye Two-handed Sword,11,0,1.0,0010,350,,0,5,10,0,2648,2166,0,0,0.0,0.0,1111,24,6,32,False,True,220.0
124117,TSW04_117,"[[60, 445.0], [4, 90.0], [1, 32.0], [63, 1.0], [69, ""1% chance on attack per nearby enemy, up to 10%, to gain a stack. Upon gaining 5 stacks, gain the [War Mode] status for 10 seconds""], [69, """"], [69, ""War Mode""], [69, ""Physical Attack {img green_up_arrow 16 16}120 AoE Attack Ratio {img green_up_arrow 16 16}2""], [69, ""Physical Defense {img red_down_arrow 16 16} 400 Maximum HP {img red_down_arrow 16 16}2000""]]","Because magic can resolve a lot of issues with ease, there was no need for a mechanism to transfer physical forces such as gears. However, Masinios was preoccupied with the idea of transferring magical power thorough machines. Only that this two-hand sword was created in his early days of his research. But due to that fact, the magical effect from this weapon is rather quite strong.",50,4,icon_item_sword_twohand_masinos,350,,,,,"[{""$ID"": 11087, ""Url"": ""recipes"", ""$ID_NAME"": ""R_TSW04_117"", ""Name"": ""Recipe - Masinios Two-handed Sword"", ""Icon"": ""icon_item_weapon_misc5""}, {""$ID"": 40053, ""Url"": ""recipes"", ""$ID_NAME"": ""R_TSW04_117_SMITH"", ""Name"": ""Recipe - Masinios Two-handed Sword"", ""Icon"": ""icon_item_weapon_misc5""}]",4,Masinios Two-handed Sword,13,0,1.0,0010,350,,0,5,10,0,2648,2166,0,0,0.0,0.0,1111,24,6,32,False,False,250.0
124118,TSW04_118,,"One of the reasons why the Owyn family is active in the region of Nicopolis is the strange reappearance of old weapons that were thought to have vanished along with the city. After studying the returned weapons, Owynia Dilben sought the help of the Bullet Marker Master to produce new copies of the equipment. Curiously, however, until they gain a proper owner, the newly-created weapons seem to disappear and reappear at random times. ",50,4,icon_item_thsword_nicopolis1,380,,,,,,4,Primus Zvaigzde Two-handed Sword,11,0,1.0,0010,380,,0,5,10,0,2871,2348,0,0,0.0,0.0,1111,24,6,32,False,True,220.0
125101,TSW05_101,,"Some speculate that goddesses like Austeja are for the preservation of dragons as a means to provide some kind of security for humans in the future. Teliavelis, on the other hand, believes that it is simply a proof of the goddesses' respect for all living creatures.",50,0,icon_item_sword_twohand_velcofer,360,,,,,,4,Velcoffer Two-handed Sword,15,0,1.0,0010,360,,0,5,10,0,3049,2494,0,0,0.0,0.0,1111,24,6,32,False,False,240.0
125102,TSW05_102,,"Some speculate that goddesses like Austeja are for the preservation of dragons as a means to provide some kind of security for humans in the future. Teliavelis, on the other hand, believes that it is simply a proof of the goddesses' respect for all living creatures.",50,0,icon_item_sword_twohand_velcofer,360,,"[{""$ID"": 642916, ""Url"": ""cubes"", ""$ID_NAME"": ""Gacha_I_016"", ""Name"": ""Velcoffer Cube"", ""Icon"": ""icon_item_cube_gold_blow""}]",,,,4,Velcoffer Two-handed Sword,15,0,1.0,0010,360,,0,5,10,0,3049,2494,0,0,0.0,0.0,0000,24,6,32,False,False,240.0
141101,STF01_101,,A rod that all students of magic will use.,36,2,icon_item_short_staff,1,,,,,,4,Old Short Rod,3,80,1.0,0111,1,,0,0,1,31,0,0,0,0,0.0,0.0,0010,24,7,21,False,False,90.0
141102,STF01_102,,Magicians that graduate from their apprenticeship often switch to this weapon.,36,2,icon_item_short_staff,1,,,"[{""Map"": null, ""Chance"": 10.0, ""Monster"": {""$ID"": 57994, ""Url"": ""monsters"", ""$ID_NAME"": ""boss_woodspirit_Q1"", ""Name"": ""Woodspirit"", ""Icon"": ""boss_woodspirit""}}]",,,4,Short Rod,3,80,1.0,0111,1,,0,1,1,31,0,0,0,0,0.0,0.0,1111,24,7,21,False,False,90.0
141103,STF01_103,,"The decorations found in a mage's equipment are added for function, not only for appearance.",38,2,icon_item_staff_1,1,,,"[{""Map"": null, ""Chance"": 0.4, ""Monster"": {""$ID"": 58093, ""Url"": ""monsters"", ""$ID_NAME"": ""Sec_Weaver"", ""Name"": ""Weaver"", ""Icon"": ""mon_weaver""}}, {""Map"": null, ""Chance"": 0.38, ""Monster"": {""$ID"": 47417, ""Url"": ""monsters"", ""$ID_NAME"": ""M_boss_Spector_f"", ""Name"": ""Faceless Dazzle Specter"", ""Icon"": ""spector_f""}}, {""Map"": null, ""Chance"": 0.6, ""Monster"": {""$ID"": 400981, ""Url"": ""monsters"", ""$ID_NAME"": ""Popolion_Blue"", ""Name"": ""Popolion"", ""Icon"": ""mon_popolion_blue""}}]",,,4,Crude Long Rod,3,106,1.0,0111,1,,0,1,1,31,0,0,0,0,0.0,0.0,1111,24,7,21,False,False,110.0
141104,STF01_104,,"When a rod is painstakingly carved by a famous wizard, it is bound to contain mystical power.",38,2,icon_item_callow_cane,15,,,"[{""Map"": null, ""Chance"": 0.2, ""Monster"": {""$ID"": 47414, ""Url"": ""monsters"", ""$ID_NAME"": ""M_boss_salamander"", ""Name"": ""Flaming Salamander"", ""Icon"": ""m_boss_salamander""}}, {""Map"": null, ""Chance"": 1.32, ""Monster"": {""$ID"": 400083, ""Url"": ""monsters"", ""$ID_NAME"": ""arburn_pokubu_blue"", ""Name"": ""Blue Pokuborn"", ""Icon"": ""mon_auburn_pokubu_blue""}}]",,,4,Crude Cane Rover,4,576,1.0,0111,15,,0,2,2,87,0,0,0,0,0.0,0.0,1111,24,7,21,False,False,110.0
141105,STF01_105,,You can customize this rod further if you can supply the materials.,40,2,icon_item_cane,15,,,"[{""Map"": null, ""Chance"": 10.0, ""Monster"": {""$ID"": 57455, ""Url"": ""monsters"", ""$ID_NAME"": ""boss_Gremlin"", ""Name"": ""Gremlin"", ""Icon"": ""boss_gremlin""}}, {""Map"": null, ""Chance"": 0.6, ""Monster"": {""$ID"": 57571, ""Url"": ""monsters"", ""$ID_NAME"": ""Npanto_baby"", ""Name"": ""Panto"", ""Icon"": ""mon_npanto_baby""}}, {""Map"": null, ""Chance"": 10.0, ""Monster"": {""$ID"": 41238, ""Url"": ""monsters"", ""$ID_NAME"": ""boss_Carnivore"", ""Name"": ""Wild Carnivore"", ""Icon"": ""boss_carnivore""}}, {""Map"": null, ""Chance"": 10.0, ""Monster"": {""$ID"": 41383, ""Url"": ""monsters"", ""$ID_NAME"": ""boss_Minotaurs"", ""Name"": ""Minotaur"", ""Icon"": ""boss_minotaurs""}}, {""Map"": null, ""Chance"": 10.0, ""Monster"": {""$ID"": 58001, ""Url"": ""monsters"", ""$ID_NAME"": ""boss_Denoptic_Q2"", ""Name"": ""Denoptic"", ""Icon"": ""boss_denoptic""}}, {""Map"": null, ""Chance"": 10.0, ""Monster"": {""$ID"": 58071, ""Url"": ""monsters"", ""$ID_NAME"": ""boss_Marnoks"", ""Name"": ""Demon Lord Marnox"", ""Icon"": ""boss_marnoks""}}, {""Map"": null, ""Chance"": 10.0, ""Monster"": {""$ID"": 58252, ""Url"": ""monsters"", ""$ID_NAME"": ""boss_Kerberos_Q1"", ""Name"": ""Cerberus"", ""Icon"": ""boss_kerberos""}}, {""Map"": null, ""Chance"": 10.0, ""Monster"": {""$ID"": 400401, ""Url"": ""monsters"", ""$ID_NAME"": ""boss_mirtis"", ""Name"": ""Mirtis"", ""Icon"": ""boss_mirtis""}}, {""Map"": null, ""Chance"": 10.0, ""Monster"": {""$ID"": 400742, ""Url"": ""monsters"", ""$ID_NAME"": ""boss_woodspirit_blue"", ""Name"": ""Blue Woodspirit"", ""Icon"": ""boss_woodspirit_blue""}}, {""Map"": null, ""Chance"": 10.0, ""Monster"": {""$ID"": 57015, ""Url"": ""monsters"", ""$ID_NAME"": ""boss_Nepenthes"", ""Name"": ""Nepenthes"", ""Icon"": ""boss_nepenthes""}}, {""Map"": null, ""Chance"": 10.0, ""Monster"": {""$ID"": 57072, ""Url"": ""monsters"", ""$ID_NAME"": ""boss_Mushcaria_Q2"", ""Name"": ""Mushcaria"", ""Icon"": ""boss_mushcaria""}}, {""Map"": null, ""Chance"": 10.0, ""Monster"": {""$ID"": 57151, ""Url"": ""monsters"", ""$ID_NAME"": ""boss_simorph"", ""Name"": ""Simorph"", ""Icon"": ""boss_simorph""}}, {""Map"": null, ""Chance"": 10.0, ""Monster"": {""$ID"": 57210, ""Url"": ""monsters"", ""$ID_NAME"": ""boss_capria"", ""Name"": ""Capria"", ""Icon"": ""boss_capria""}}, {""Map"": null, ""Chance"": 10.0, ""Monster"": {""$ID"": 57268, ""Url"": ""monsters"", ""$ID_NAME"": ""boss_BiteRegina_Q3"", ""Name"": ""Biteregina"", ""Icon"": ""boss_biteregina""}}]",,,4,Cane,4,576,1.0,0111,15,,0,2,2,87,0,0,0,0,0.0,0.0,1111,24,7,21,False,False,130.0
