$ID,$ID_NAME,Description,Icon,IconTooltip,Link_Collections,Link_Cubes,Link_Maps,Link_Maps_Exploration,Link_Monster,Link_Monsters,Link_RecipeMaterial,Link_RecipeTarget,MonsterElement,MonsterRace,Name,Price,Stat_Height,Stat_Legs,Stat_Weight,TimeCoolDown,TimeLifeTime,Tradability,Type,TypeCard,Weight
644112,card_Woodhoungan,"[Card Equip Effect] INT +[{img star_mark 20 20}/2], CON +[{img star_mark 20 20}/2] ",icon_item_card_stat,121_woodhoungan,,,,,47512,,,,7,5,Wood Houngan Card,500,326,1,389,0.0,0.0,TTTT,4,4,1.0
644113,card_velnewt,[Card Equip Effect] [{img star_mark 20 20}]% chance of recovering 0.5% HP when attacked by Small-sized targets{nl}Cooldown 15 sec,icon_item_card_util,125_velnewt,,,,,800063,,,,1,2,Velnewt Card,500,222,4,404,0.0,0.0,TTTT,4,5,1.0
644114,card_Velpede,[Card Equip Effect] [{img star_mark 20 20}/3]% chance per attack dealt of increasing Movement Speed +4 for 6 seconds,icon_item_card_util,123_velpede,,,,,800064,,,,1,2,Velpede Card,500,270,6,504,0.0,0.0,TTTT,4,5,1.0
644117,card_Pyroego,[Card Equip Effect] INT +[{img star_mark 20 20}] ,icon_item_card_stat,057_boss_pyroego,,,,,800065,,,,2,1,Pyroego Card,500,391,1,100,0.0,0.0,TTTT,4,4,1.0
644118,card_Mandala,[Card Equip Effect] Increases damage against knocked-down enemies by [{img star_mark 20 20}]%,icon_item_card_atk,065_mandala,,,,,57707,,,,0,4,Mandara Card,500,229,2,270,0.0,0.0,TTTT,4,0,1.0
644119,card_LithoRex,[Card Equip Effect] Add. Lightning Property Damage +[{img star_mark 20 20}*10],icon_item_card_util,079_boss_lithorex,,,,,800017,,,,5,1,Lithorex Card,500,317,2,483,0.0,0.0,TTTT,4,5,1.0
644120,card_Nuodai,"[Card Equip Effect] Stun Resistance +[{img star_mark 20 20}]%, Sleep Resistance +[{img star_mark 20 20}]% ",icon_item_card_util,086_nuodai,,,,,800066,,,,4,1,Nuodai Card,500,330,6,480,0.0,0.0,TTTT,4,5,1.0
644121,card_Centaurus,[Card Equip Effect] AoE Attack Ratio +[{img star_mark 20 20}/5],icon_item_card_atk,088_centaurus,,,,,800067,,,,4,1,Centaurus Card,500,230,4,227,0.0,0.0,TTTT,4,0,1.0
644122,card_Yeti,[Card Equip Effect] Maximum HP +[{img star_mark 20 20}*180],icon_item_card_util,089_yeti,,,,,57415,,,,4,0,Yeti Card,500,235,2,360,0.0,0.0,TTTT,4,5,1.0
644123,card_Frogola,[Card Equip Effect] Magic Defense +[{img star_mark 20 20}]% for 10 seconds after using any type of HP potion,icon_item_card_def,100_frogola,,,,,800018,,,,4,1,Progola Card,500,201,1,164,0.0,0.0,TTTT,4,1,1.0
644125,card_Marionette,[Card Equip Effect] [{img star_mark 20 20}/3]% chance per attack dealt of slowing down an enemy for 3 sec,icon_item_card_util,105_marionette,,,,,800068,,,,0,1,Marionette Card,500,318,2,211,0.0,0.0,TTTT,4,5,1.0
644126,card_Canceril,[Card Equip Effect] [{img star_mark 20 20}]% chance of recovering 2% HP when attacked by Small-sized monsters{nl}Cooldown 15 sec,icon_item_card_util,110_canceril,,,,,800025,,,,4,2,Canceril Card,500,212,6,256,0.0,0.0,TTTT,4,5,1.0
644127,card_Crabil,[Card Equip Effect] Stun Resistance +[{img star_mark 20 20} * 2],icon_item_card_util,111_crabil,,,,,47505,,,,1,0,Crabil Card,500,270,8,400,0.0,0.0,TTTT,4,5,1.0
644128,card_Genmagnus,[Card Equip Effect] Maximum Sub Physical Attack +[{img star_mark 20 20}*3],icon_item_card_atk,069_boss_genmagnus,,,,,800069,,,,4,1,Master Genie Card,500,380,1,83,0.0,0.0,TTTT,4,0,1.0
644129,card_merregina,[Card Equip Effect] Add. Ice Property Damage +[{img star_mark 20 20}*10],icon_item_card_util,077_merregina,,,,,800070,,,,4,1,Merregina Card,500,363,1,208,0.0,0.0,TTTT,4,5,1.0
644130,card_Templeshooter,"[Card Equip Effect] STR +[{img star_mark 20 20}/2], SPR +[{img star_mark 20 20}/2] ",icon_item_card_stat,063_boss_templeshooter,,,,,800021,,,,0,1,Templeshooter Card,500,230,2,224,0.0,0.0,TTTT,4,4,1.0
644131,card_Fireload,[Card Equip Effect] Add. Fire Property Damage +[{img star_mark 20 20}*10],icon_item_card_util,129_boss_firelord,,[642902],,,800023,,,,2,1,Fire Lord Card,500,274,2,207,0.0,0.0,TTTT,4,5,1.0
644132,card_Kubas,"[Card Equip Effect] INT +[{img star_mark 20 20}/2], SPR +[{img star_mark 20 20}/2] ",icon_item_card_stat,130_boss_kubas,,,,,41373,,,,5,4,Kubas Card,500,253,2,1620,0.0,0.0,TTTT,4,4,1.0
644133,card_Deathweaver,[Card Equip Effect] [{img star_mark 20 20}]% chance of recovering 3% HP when attacked by Large-sized targets{nl}Cooldown 15 sec,icon_item_card_util,081_boss_deathweaver,,,,,800026,,,,0,1,Deathweaver Card,500,430,8,364,0.0,0.0,TTTT,4,5,1.0
644134,card_Flammidus,[Card Equip Effect] Fire Property Resistance +[{img star_mark 20 20}*10],icon_item_card_def,132_boss_flammidus,,"[642910, 642920, 642942]",,,800031,,,,0,1,Flammidus Card,500,211,2,55,0.0,0.0,TTTT,4,1,1.0
644135,card_Marnoks,[Card Equip Effect] Critical Rate +[{img star_mark 20 20}*1.5],icon_item_card_util,139_boss_marnoks,,,,,800078,,,,1,1,Marnox Card,500,,,,0.0,0.0,TTTT,4,5,1.0
644136,card_Zawra,[Card Equip Effect] Physical Defense +[{img star_mark 20 20}]%,icon_item_card_def,140_boss_zawra,,,,,800072,,,,0,1,Zaura Card,500,,,,0.0,0.0,TTTT,4,1,1.0
644137,card_Prisoncutter,[Card Equip Effect] Increases damage against bleeding enemies by [{img star_mark 20 20}]%,icon_item_card_atk,143_boss_prisoncutter,,,,,800020,,,,0,1,Prison Cutter Card,500,,,,0.0,0.0,TTTT,4,0,1.0
644138,card_FerretMarauder,[Card Equip Effect] Provocation when attacking +[{img star_mark 20 20}]%,icon_item_card_util,141_boss_ferretmarauder,,,,,57864,,,,1,0,Ferret Marauder Card,500,,,,0.0,0.0,TTTT,4,5,1.0
644139,card_Velniamonkey,[Card Equip Effect] Increases damage against poisoned enemies by [{img star_mark 20 20}]%,icon_item_card_atk,142_boss_velniamonkey,,,,,57428,,,,7,5,Velnia Monkey Card,500,,,,0.0,0.0,TTTT,4,0,1.0
644140,card_Woodspirit,[Card Equip Effect] 10% chance of recovering [{img star_mark 20 20}*70] HP when attacked{nl}Cooldown 20 sec,icon_item_card_def,002_boss_woodspirit,,,,,47355,,,,1,5,Woodspirit Card,500,,,,0.0,0.0,TTTT,4,1,1.0
644141,card_Armaox,[Card Equip Effect] 10% chance of generating [{img star_mark 20 20}*100] Shield for 10 sec when attacked,icon_item_card_def,144_boss_armaox,,"[642925, 642943]",,,57443,,,,7,5,Armaos Card,500,,,,0.0,0.0,TTTT,4,1,1.0
644142,card_Succubus,[Card Equip Effect] Provocation when attacking -[{img star_mark 20 20}]%,icon_item_card_util,138_boss_succubus,,,,,800079,,,,7,1,Succubus Card,500,,,,0.0,0.0,TTTT,4,5,1.0
644143,card_Stonefroster,[Card Equip Effect] CON +[{img star_mark 20 20}*1.5] for 10 sec after using an HP potion,icon_item_card_stat,145_boss_stonefroster,,,,,57589,,,,1,4,Stone Froster Card,500,,,,0.0,0.0,TTTT,4,4,1.0
644144,card_Lapene,"[Card Equip Effect] STR, CON, INT, SPR, DEX +[{img star_mark 20 20}/3]",icon_item_card_stat,146_boss_lapene,,,,,57866,,,,2,0,Rafene Card,500,,,,0.0,0.0,TTTT,4,4,1.0
644145,card_Rambandgad,[Card Equip Effect] SPR +[{img star_mark 20 20}*1.5] for 10 sec after using an SP potion,icon_item_card_stat,147_boss_rambandgad,,"[642925, 642943]",,,800019,,,,0,1,Lavenzard Card,500,,,,0.0,0.0,TTTT,4,4,1.0
644146,card_SwordBallista,[Card Equip Effect] Looting Chance +[{img star_mark 20 20}*5],icon_item_card_stat,148_boss_swordballista,,,,,800081,,,,0,1,Gorkas Card,500,,,,0.0,0.0,TTTT,4,4,1.0
644147,card_FrosterLord,[Card Equip Effect] [{img star_mark 20 20}/2]% chance per attack dealt of applying Frostbite to an enemy for 4 sec{nl}(Does not apply to boss monsters.),icon_item_card_atk,149_boss_frosterlord,,,,,800076,,,,0,1,Froster Lord Card,500,,,,0.0,0.0,TTTT,4,0,1.0
644148,card_varleking,[Card Equip Effect] Healing +[{img star_mark 20 20}*5],icon_item_card_def,144_boss_varleking,,"[642928, 642944]",,,57866,,,,2,0,Varle King Card,500,,,,0.0,0.0,TTTT,4,1,1.0
644149,card_payawoota,[Card Equip Effect] All stats +[{img star_mark 20 20} * 0.4],icon_item_card_stat,001_npc_payawoota,,,,,,,,,,,Pajauta Card,500,,,,0.0,0.0,TTTT,4,4,1.0
644150,card_skiaclips,"[Card Equip Effect] INT, CON + [{img star_mark 20 20}]",icon_item_card_stat,156_boss_skiaclipse,,[642948],,,57866,,,,2,0,Skiaclipse Card,500,,,,0.0,0.0,TTTT,4,4,1.0
644151,card_Moringponia,[Card Equip Effect] Resistance against Freeze +[{img star_mark 20 20}]{nl}Max. HP +[100 * {img star_mark 20 20}],icon_item_card_util,157_boss_moringponia,,,,,800090,,,,6,2,Moringponia Card,500,,,,0.0,0.0,TTTT,4,5,1.0
644152,card_Misrus,[Card Equip Effect] Resistance against Blind +[{img star_mark 20 20}]{nl}Max. SP +[100 * {img star_mark 20 20}],icon_item_card_util,158_boss_misrus,,[642953],,,57866,,,,2,0,Misrus Card,500,,,,0.0,0.0,TTTT,4,5,1.0
644153,card_tantaliser,"[Card Equip Effect] STR, CON + [{img star_mark 20 20}]",icon_item_card_stat,159_boss_tantaliser,,[642957],,,800091,,,,6,2,Tantalizer Card,500,,,,0.0,0.0,TTTT,4,4,1.0
644154,card_vaidotas,"[Card Equip Effect] Physical Attack, Magic Attack + [{img star_mark 20 20} * 10]",icon_item_card_atk,002_npc_vaidotas,,,,,,,,,,,Vaidotas Card,500,,,,0.0,0.0,FFFT,4,0,1.0
644155,card_vlaentinas,"[Card Equip Effect] Physical Defense, Magic Defense + [{img star_mark 20 20} * 10]",icon_item_card_def,003_npc_vlaentinas,,,,,,,,,,,Valentinas Card,500,,,,0.0,0.0,FFFT,4,1,1.0
644156,card_uska,[Card Equip Effect] All stats + [{img star_mark 20 20} * 0.4],icon_item_card_stat,004_npc_uska,,,,,,,,,,,Uska Card,500,,,,0.0,0.0,FFFT,4,4,1.0
644157,card_cyrenia,"[Card Equip Effect] Stamina + [{img star_mark 20 20}], Max HP + [100 + {img star_mark 20 20}]",icon_item_card_util,006_npc_cyrenia,,,,,,,,,,,Cyrenia Card,500,,,,0.0,0.0,FFFT,4,5,1.0
644158,card_Neringa,[Card Equip Effect] All stats + [{img star_mark 20 20} * 0.5],icon_item_card_stat,007_npc_neringa,,,,,,,,,,,Neringa Card,500,,,,0.0,0.0,TTTT,4,4,1.0
644501,Master_card_Boruble,[Card Equip Effect] Healing +[{img star_mark 20 20} * 30],icon_item_card_def,008_npc_boruble,,,,,,,,,,,Boruble Card,500,,,,0.0,0.0,TTTT,4,1,1.0
644502,Master_card_MariaLeed,[Card Equip Effect] 10% chance of creating shield equal to [{img star_mark 20 20} /2]% of maximum HP when hit{nl}Cooldown: 30 seconds,icon_item_card_def,009_npc_maria,,,,,,,,,,,Maria Leed Card,500,,,,0.0,0.0,TTTT,4,1,1.0
644900,Legend_card_Marnoks,[Card Equip Effect] Minimum Critical Chance +[{img star_mark 20 20}*2]%,icon_item_card_legend,139_boss_marnoks,,,,,800078,,,,1,1,Demon Lord Marnox Card,0,,,,0.0,0.0,TTTT,4,2,1.0
644901,Legend_card_Blud,[Card Equip Effect] [{img star_mark 20 20}*3]% reduced damage taken in PVP,icon_item_card_legend,112_blud,,,,,800060,,,,0,1,Demon Lord Blut Card,0,,,,0.0,0.0,TTTT,4,2,1.0
644902,Legend_card_Zawra,[Card Equip Effect] Physical Defense +[{img star_mark 20 20}*10]%,icon_item_card_legend,140_boss_zawra,,,,,800072,,,,0,1,Demon Lord Zaura Card,0,,,,0.0,0.0,TTTT,4,2,1.0
644903,Legend_card_Nuaele,[Card Equip Effect] Magic Defense +[{img star_mark 20 20}*10]%,icon_item_card_legend,074_nuaele,,,,,800016,,,,0,1,Demon Lord Nuaele Card,0,,,,0.0,0.0,TTTT,4,2,1.0
644904,Legend_card_Helgasercle,[Card Equip Effect] Recover [{img star_mark 20 20}*20] SP per monster defeated,icon_item_card_legend,053_boss_helgasercle,,,,,800057,,,,0,1,Demon Lord Helgasercle Card,0,,,,0.0,0.0,TTTT,4,2,1.0
644905,Legend_card_Lecifer,[Card Equip Effect] Movement Speed +[{img star_mark 20 20}],icon_item_card_legend,030_boss_lecifer,,,,,800043,,,,0,1,Demon Lord Rexipher Card,0,,,,0.0,0.0,TTTT,4,2,1.0
644906,Legend_card_Mirtis,[Card Equip Effect] Attack property penalties reduced by [{img star_mark 20 20} * 10]%,icon_item_card_legend,007_boss_mirtis,,,,,800048,,,,0,1,Demon Lord Mirtis Card,0,,,,0.0,0.0,TTTT,4,2,1.0
644907,Legend_card_Kucarry_Balzermance,[Card Equip Effect] EXP Gain +[{img star_mark 20 20}]%,icon_item_card_legend,151_boss_kucarry_balzermancer,,[642926],,,58818,,,,0,0,Prodigious Kugheri Balzermancer Card,0,,,,0.0,0.0,TTTT,4,2,1.0
644908,Legend_card_PantoRex,[Card Equip Effect] Increases damage against Beast-type monsters by [{img star_mark 20 20}*7]%,icon_item_card_legend,150_boss_pantorex,,,,,,,,,,,Heretic Pantorex Card,0,,,,0.0,0.0,TTTT,4,2,1.0
644909,Legend_card_Velcoffer,[Card Equip Effect] Reduces damage received from monsters by [{img star_mark 20 20} * 3]%,icon_item_card_legend,136_raid_boss_blackgargoyle,,[642916],,,58690,,,,0,0,Velcoffer Card,0,,,,0.0,0.0,TTTT,4,2,1.0
644910,Legend_card_FrosterLord,"[Card Equip Effect] Reduces the difference between the min. and max. attack of summons by [{img star_mark 20 20} * 10]%{nl}(At Lv 10, min. attack is equal to the value of max. attack.)",icon_item_card_legend,149_boss_frosterlord,,[642927],,,800076,,,,0,1,Demon Lord Froster Lord Card,0,,,,0.0,0.0,TTTT,4,2,1.0
644911,Legend_card_Acio,[Card Equip Effect] Critical Rate +[{img star_mark 20 20}*15],icon_item_card_legend,152_boss_asio,,[642929],,,59154,,,,5,0,Asiomage Card,0,,,,0.0,0.0,TTTT,4,2,1.0
644912,Legend_card_Wastrel,[Card Equip Effect] Maximum HP +[{img star_mark 20 20}*500],icon_item_card_legend,153_boss_wastrel,,[642931],,,59172,,,,0,4,Wastrel Card,0,,,,0.0,0.0,TTTT,4,2,1.0
644913,Legend_card_ignas,[Card Equip Effect] [{img star_mark 20 20}*5]% chance per critical attack of entering stealth state for 6 seconds,icon_item_card_legend,154_boss_ignas,,[642934],,,800089,,,,0,1,Ignas Card,0,,,,0.0,0.0,TTTT,4,2,1.0
644914,Legend_card_boruta,[Card Equip Effect] Increases damage against Boss monsters by [{img star_mark 20 20}*5]% ,icon_item_card_legend,155_boss_boruta,,,,,59208,,,,0,0,Boruta Card,0,,,,0.0,0.0,TTTT,4,2,1.0
644915,Legend_card_Marnoks_JP,[Card Equip Effect] Minimum Critical Chance +[{img star_mark 20 20}*2]%,icon_item_card_legend,139_boss_marnoks,,,,,800078,,,,1,1,Demon Lord Marnox Card,0,,,,0.0,0.0,FFFT,4,2,1.0
644916,Legend_card_Blud_JP,[Card Equip Effect] [{img star_mark 20 20}*3]% reduced damage taken in PVP,icon_item_card_legend,112_blud,,,,,800060,,,,0,1,Demon Lord Blut Card,0,,,,0.0,0.0,FFFT,4,2,1.0
644917,Legend_card_Zawra_JP,[Card Equip Effect] Physical Defense +[{img star_mark 20 20}*10]%,icon_item_card_legend,140_boss_zawra,,,,,800072,,,,0,1,Demon Lord Zaura Card,0,,,,0.0,0.0,FFFT,4,2,1.0
644918,Legend_card_Nuaele_JP,[Card Equip Effect] Magic Defense +[{img star_mark 20 20}*10]%,icon_item_card_legend,074_nuaele,,,,,800016,,,,0,1,Demon Lord Nuaele Card,0,,,,0.0,0.0,FFFT,4,2,1.0
644919,Legend_card_Helgasercle_JP,[Card Equip Effect] Recover [{img star_mark 20 20}*20] SP per monster defeated,icon_item_card_legend,053_boss_helgasercle,,,,,800057,,,,0,1,Demon Lord Helgasercle Card,0,,,,0.0,0.0,FFFT,4,2,1.0
644920,Legend_card_Lecifer_JP,[Card Equip Effect] Movement Speed +[{img star_mark 20 20}],icon_item_card_legend,030_boss_lecifer,,,,,800043,,,,0,1,Demon Lord Rexipher Card,0,,,,0.0,0.0,FFFT,4,2,1.0
644921,Legend_card_Mirtis_JP,[Card Equip Effect] Attack property penalties reduced by [{img star_mark 20 20} * 10]%,icon_item_card_legend,007_boss_mirtis,,,,,800048,,,,0,1,Demon Lord Mirtis Card,0,,,,0.0,0.0,FFFT,4,2,1.0
644922,Legend_card_FrosterLord_JP,"[Card Equip Effect] Reduces the difference between the min. and max. attack of summons by [{img star_mark 20 20} * 10]%{nl}(At Lv 10, min. attack is equal to the value of max. attack.)",icon_item_card_legend,149_boss_frosterlord,,,,,800076,,,,0,1,Demon Lord Froster Lord Card,0,,,,0.0,0.0,FFFT,4,2,1.0
644923,Legendcard_skiaclips,[Card Equip Effect] ATK against Insect-type 750 * [{img star_mark 20 20}],icon_item_card_legend,156_boss_skiaclipse,,[642949],,,57866,,,,2,0,Unbound Skiaclipse Card,0,,,,0.0,0.0,TTTT,4,2,1.0
644924,Legendcard_Moringponia,[Card Equip Effect] Attack against Medium-sized Targets 300 * [{img star_mark 20 20}],icon_item_card_legend,157_boss_moringponia,,,,,800090,,,,6,2,Demon Lord Moringponia Card,0,,,,0.0,0.0,TTTT,4,2,1.0
644925,Legendcard_Misrus,"[Card Equip Effect] Additional 1,000 * [{img star_mark 20 20}] damage against enemies with a Shield effect",icon_item_card_legend,158_boss_misrus,,[642953],,,57866,,,,2,0,Enraged Misrus Card,0,,,,0.0,0.0,TTTT,4,2,1.0
644926,Legendcard_bayl,"[Card Equip Effect] When team level is under 50, EXP Gain + [{img star_mark 20 20} * 10]%",icon_item_card_legend,005_npc_bayl,,,,,,,,,,,Byle Card,0,,,,0.0,0.0,FFFT,4,2,1.0
644927,Legendcard_tantaliser,"[Card Equip Effect] Fire, Ice, Poison, Lightning, Psychokinesis, Earth, Holy: + [{img star_mark 20 20} * 50] additional damage",icon_item_card_legend,159_boss_tantaliser,,[642958],,,800091,,,,6,2,Demon Lord Tantalizer Card,0,,,,0.0,0.0,TTTT,4,2,1.0
650001,legend_reinforce_card_lv1,Use to enhance Legend cards up to Lv4.{nl}Cannot be equipped or used to enhance non-Legend cards.,icon_item_legend_card_fragment_lv1,legend_card_fragment_lv1,,,,,,,,,,,Ripped Legend Enhancement Card,0,,,,0.0,0.0,TTTT,4,3,1.0
650002,legend_reinforce_card_lv2,Use to enhance Legend cards up to Lv6.{nl}Cannot be equipped or used to enhance non-Legend cards.,icon_item_legend_card_fragment_lv2,legend_card_fragment_lv2,,,,,,,,,,,Old Legend Enhancement Card,0,,,,0.0,0.0,TTTT,4,3,1.0
650003,legend_reinforce_card_lv3,Use to enhance Legend cards up to Lv8.{nl}Cannot be equipped or used to enhance non-Legend cards.,icon_item_legend_card_fragment_lv3,legend_card_fragment_lv3,,,,,,,,,,,Legend Enhancement Card,0,,,,0.0,0.0,TTTT,4,3,1.0
650004,legend_reinforce_card_lv4,Use to enhance Legend cards up to Lv10.{nl}Cannot be equipped or used to enhance non-Legend cards.,icon_item_legend_card_fragment_lv4,legend_card_fragment_lv4,,,,,,,,,,,Shining Legend Enhancement Card,0,,,,0.0,0.0,TTTT,4,3,1.0
650005,legend_reinforce_card_lv2_Team,Use to enhance Legend cards up to Lv6.{nl}Cannot be equipped or used to enhance non-Legend cards.,icon_item_legend_card_fragment_lv2,legend_card_fragment_lv2,,,,,,,,,,,Old Legend Enhancement Card,0,,,,0.0,0.0,FFFT,4,3,1.0
