$ID,$ID_NAME,Armor,Description,EXP,EXPClass,Element,Icon,Level,Link_Items,Link_Maps,Name,Race,Rank,Size,Stat_ATTACK_MAGICAL_MAX,Stat_ATTACK_MAGICAL_MIN,Stat_ATTACK_PHYSICAL_MAX,Stat_ATTACK_PHYSICAL_MIN,Stat_Accuracy,Stat_BlockPenetration,Stat_BlockRate,Stat_CON,Stat_CriticalDamage,Stat_CriticalDefense,Stat_CriticalRate,Stat_DEFENSE_MAGICAL,Stat_DEFENSE_PHYSICAL,Stat_DEX,Stat_Evasion,Stat_HP,Stat_INT,Stat_SP,Stat_SPR,Stat_STR,Type
57570,Npanto_hand,1,Pantos used to live at the Geli region from a long time ago and they kept their friendly relationship with humans before they were influenced on Medzio Diena.,187,187,1,mon_npanto_hand,27,"[{""Chance"": 80.0, ""Item"": -1, ""Quantity_MAX"": 20, ""Quantity_MIN"": 19}, {""Chance"": 11.11, ""Item"": 645134, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.34, ""Item"": 521104, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.34, ""Item"": 531104, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 680025, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 685025, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 643662, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 2082, ""Population"": 18, ""TimeRespawn"": 0.0}]",Panto Pathfinder,0,5,1,57,38,134,89,35,21,0,12,66,27,24,94,97,19,27,634,6,252,6,19,0
57571,Npanto_baby,1,Pantos used to live at the Geli region from a long time ago and they kept their friendly relationship with humans before they were influenced on Medzio Diena.,168,164,1,mon_npanto_baby,30,"[{""Chance"": 80.0, ""Item"": -1, ""Quantity_MAX"": 9, ""Quantity_MIN"": 9}, {""Chance"": 11.11, ""Item"": 645134, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.6, ""Item"": 181103, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.6, ""Item"": 141105, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 680029, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 685029, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 2081, ""Population"": 59, ""TimeRespawn"": 0.0}]",Panto,0,5,0,53,35,128,85,39,24,0,14,75,30,27,74,78,21,30,558,7,285,7,21,0
57572,Npanto_archer,1,Pantos used to live at the Geli region from a long time ago and they kept their friendly relationship with humans before they were influenced on Medzio Diena.,267,246,1,mon_npanto_archer,36,"[{""Chance"": 80.0, ""Item"": -1, ""Quantity_MAX"": 17, ""Quantity_MIN"": 16}, {""Chance"": 11.11, ""Item"": 645134, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.34, ""Item"": 501106, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.34, ""Item"": 511106, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 680041, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 685041, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 643656, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 2084, ""Population"": 55, ""TimeRespawn"": 20.0}]",Panto Archer,0,5,1,91,60,202,134,46,28,0,16,87,36,32,154,151,24,36,989,8,338,8,24,0
57573,Npanto_staff,1,A Panto variant with distinctively high intelligence. They often show up with the other Panto variants.,220,213,1,mon_npanto_staff,31,"[{""Chance"": 80.0, ""Item"": -1, ""Quantity_MAX"": 18, ""Quantity_MIN"": 17}, {""Chance"": 11.11, ""Item"": 645134, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.4, ""Item"": 142101, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.33, ""Item"": 582102, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 680030, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 685030, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 2082, ""Population"": 12, ""TimeRespawn"": 0.0}]",Panto Wizard,0,5,1,73,31,174,74,40,24,0,14,76,31,27,99,105,21,31,742,7,292,7,21,0
57574,Npanto_sword,1,A Panto with excellent fighting skills and is one of the strongest subspecies in the forest.,220,213,1,mon_npanto_sword,31,"[{""Chance"": 80.0, ""Item"": -1, ""Quantity_MAX"": 20, ""Quantity_MIN"": 19}, {""Chance"": 11.11, ""Item"": 645134, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.9, ""Item"": 645307, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.6, ""Item"": 101105, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 680031, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 685031, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 2082, ""Population"": 25, ""TimeRespawn"": 25.0}]",Panto Warrior,0,5,1,57,47,137,112,40,24,0,14,76,31,27,99,105,21,31,742,7,292,7,21,0
57575,zigri_yellow,3,These demon minions are active all over the world. Zigri of this color are usually from the Brimstonia of the demonic world or are related in some fashion.,176,170,1,mon_zigri_brown,31,"[{""Chance"": 80.0, ""Item"": -1, ""Quantity_MAX"": 8, ""Quantity_MIN"": 7}, {""Chance"": 15.0, ""Item"": 645346, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 4.0, ""Item"": 221103, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.57, ""Item"": 142103, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,Yellow Zigri,1,5,0,168,90,86,46,31,21,0,10,45,21,49,96,52,7,31,459,25,474,21,7,0
57576,FD_raffly_blue_hidden,3,Raffly keep hunting smaller insects even after their unfortunate mutation while coming from the demonic world. Unbearable behavior from a demon's point of view.,3019,1694,0,mon_raffly_blue,134,"[{""Chance"": 100.0, ""Item"": -1, ""Quantity_MAX"": 54, ""Quantity_MIN"": 51}]",,Blue Raffly,1,5,0,2201,1467,1502,1001,134,93,0,41,201,93,214,2302,1239,27,134,11873,97,1970,83,27,0
57584,boss_Dionys,3,"Dionis, the guardian tree of Goddess Vakarine has been accompanied with Vakarine since when she was born. That is why Dionis is always besides the statue of Goddess Vakarine. You can also see them at teleport statues that enable teleportation between different regions.",5221,2854,0,boss_netherbovine,159,,,Dionys,1,0,3,3342,2228,2144,1429,298,208,0,49,246,208,477,3243,1746,32,159,129914,114,2332,98,32,0
57588,boss_Gargoyle,1,"A common misunderstanding of humans is that they think that the Dievdirbys were created by a mistake. Of course, we all know that is just silly and untrue.",8100,4087,7,boss_gargoyle,200,"[{""Chance"": 10.0, ""Item"": 101135, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 121127, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 141135, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 271127, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 161135, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 181128, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 201134, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 241117, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 251109, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 301102, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,Gargoyle,5,0,3,2184,1456,2413,1608,375,375,0,123,382,750,375,4436,2624,61,0,331931,61,2126,61,102,0
57589,boss_stonefroster,4,"Stone Frosters are monsters derived from steel, limestone and moss that were on the seashore. We have yet to see the many variations of this monster. ",7716,3963,1,boss_stonefroster,195,"[{""Chance"": 10.0, ""Item"": 101135, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 121127, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 141135, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 271127, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 161135, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 181128, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 201134, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 241117, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 251109, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 301102, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,Stone Froster,4,0,3,1700,1133,2013,1342,255,511,0,130,373,475,365,3114,5661,60,117,255630,60,2209,70,80,0
57590,boss_ShadowGaoler_Q2,1,"Shadowgaler was originally a spirit, but it embraced the power of the demons on Medzio Diena.",7194,3789,0,boss_shadowgaoler,188,"[{""Chance"": 10.0, ""Item"": 101135, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 121127, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 141135, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 271127, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 161135, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 181128, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 201134, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 241117, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 251109, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 301102, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,Shadowgaler,1,0,3,3723,1595,2233,957,352,246,0,57,292,246,564,5038,1531,38,188,183756,135,2747,115,38,0
57591,boss_Templeshooter_Q1,3,"The most dramatic change the Goblin society experienced on Medzio Diena was the appearances of strong creatures like the Templeshooter. However, they prioritize their individual benefits more than the Goblin tribe. Even if they serve others, there's a certain possibility that they have hidden purposes.",7414,3864,0,boss_templeshooter,191,"[{""Chance"": 10.0, ""Item"": 101135, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 121127, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 141135, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 271127, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 161135, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 181128, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 201134, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 241117, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 251109, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 301102, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,Templeshooter,1,0,3,4148,2765,2644,1763,358,250,0,58,297,250,573,4011,2160,39,191,189863,137,2794,117,39,0
57592,Karas_mage,1,It is a magic creature whose name comes from the wishes of a golem species.,1250,897,7,mon_karas_mage,92,"[{""Chance"": 80.0, ""Item"": -1, ""Quantity_MAX"": 38, ""Quantity_MIN"": 37}, {""Chance"": 1.08, ""Item"": 531153, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.5, ""Item"": 272106, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 680151, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 685151, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 643759, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 1361, ""Population"": 5, ""TimeRespawn"": 0.0}]",Karas Mage,5,5,1,535,356,590,393,92,92,0,58,159,184,92,1015,606,29,0,7273,29,986,29,48,0
57593,Echad_bow,4,"A magical creature created to protect the Royal Mausoleum. Despite being weak, it is strong enough to resist the goddess' powers.",1177,773,7,mon_echad_bow,89,"[{""Chance"": 80.0, ""Item"": -1, ""Quantity_MAX"": 76, ""Quantity_MIN"": 73}, {""Chance"": 0.61, ""Item"": 161110, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 680147, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 685147, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 643760, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 1351, ""Population"": 11, ""TimeRespawn"": 0.0}]",Echad Magician,4,5,1,409,273,484,323,62,124,0,61,153,115,89,711,1280,28,53,5497,28,1005,32,37,0
57594,Hallowventor_mage,2,Please do not look directly into their hoods.,4226,2156,0,mon_hallowventor_mage,176,"[{""Chance"": 80.0, ""Item"": -1, ""Quantity_MAX"": 118, ""Quantity_MIN"": 112}, {""Chance"": 15.0, ""Item"": 645481, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.78, ""Item"": 645193, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.15, ""Item"": 649203, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.15, ""Item"": 531148, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.33, ""Item"": 272109, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 680327, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 685327, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 643746, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 2581, ""Population"": 23, ""TimeRespawn"": 0.0}]",Hallowventer Magician,1,5,1,1842,1228,1113,742,176,123,0,54,274,123,281,1563,841,36,176,18202,126,2576,108,36,0
57595,Hallowventor_bow,2,Please do not look directly into their hoods.,4272,2171,0,mon_hallowventor_bow,177,"[{""Chance"": 80.0, ""Item"": -1, ""Quantity_MAX"": 441, ""Quantity_MIN"": 419}, {""Chance"": 15.0, ""Item"": 645481, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.78, ""Item"": 645193, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.15, ""Item"": 649203, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.15, ""Item"": 181127, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.15, ""Item"": 521148, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 680328, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 685328, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 643762, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 35.0, ""Item"": 640028, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 2581, ""Population"": 18, ""TimeRespawn"": 0.0}]",Hallowventer Shaman,1,5,1,1854,1236,1119,746,177,123,0,54,275,123,283,1572,846,36,177,18408,127,2596,109,36,0
57596,Templeslave_sword,1,"While the bottom class of the demon world, their thirst to live better lives is almost frightening.",3867,2036,0,mon_templeslave_sword,168,"[{""Chance"": 80.0, ""Item"": -1, ""Quantity_MAX"": 116, ""Quantity_MIN"": 110}, {""Chance"": 1.15, ""Item"": 121126, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.15, ""Item"": 251108, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 680321, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 685321, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 2561, ""Population"": 90, ""TimeRespawn"": 0.0}]",Temple Slave Assassin,1,5,1,1753,1168,1055,703,168,117,0,51,261,117,268,2619,797,34,168,16535,121,2457,103,34,0
57597,Templeslave_mage,1,"While the bottom class of the demon world, their thirst to live better lives is almost frightening.",786,592,0,mon_templeslave_mage,71,"[{""Chance"": 80.0, ""Item"": -1, ""Quantity_MAX"": 45, ""Quantity_MIN"": 43}, {""Chance"": 1.34, ""Item"": 12007, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 680109, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 685109, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 643586, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.47, ""Item"": 513107, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 1291, ""Population"": 10, ""TimeRespawn"": 0.0}]",Temple Slave Mage,1,5,1,605,403,359,239,71,49,0,22,104,49,113,866,269,15,71,2885,53,1054,45,15,0
57598,Infroholder_mage,3,The Infro Holder is one of the many mutations caused by the appearance of demons. Individual characteristics are becoming much more apparent after Medzio Diena. All Infro Holder colors are based on which demons they are affected by.,692,544,0,mon_infroholder_mage,66,"[{""Chance"": 80.0, ""Item"": -1, ""Quantity_MAX"": 44, ""Quantity_MIN"": 42}, {""Chance"": 0.02, ""Item"": 680085, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 685085, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 643722, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 1221, ""Population"": 15, ""TimeRespawn"": 0.0}]",Infro Holder Shaman,1,5,1,681,454,430,287,66,46,0,21,97,46,105,615,331,14,66,2499,49,981,42,14,0
57599,Infroholder_bow,3,The Infro Holder is one of the many mutations caused by the appearance of demons. Individual characteristics are becoming much more apparent after Medzio Diena. All Infro Holder colors are based on which demons they are affected by.,436,399,0,mon_infroholder_bow,50,"[{""Chance"": 80.0, ""Item"": -1, ""Quantity_MAX"": 38, ""Quantity_MIN"": 36}, {""Chance"": 1.34, ""Item"": 581126, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.4, ""Item"": 162102, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.6, ""Item"": 181105, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.34, ""Item"": 511111, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 680071, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 685071, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 643670, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 2087, ""Population"": 20, ""TimeRespawn"": 0.0}]",Infro Holder Archer,1,5,1,450,300,277,184,50,35,0,16,74,35,80,391,210,11,50,1443,38,757,33,11,0
57600,Repusbunny_mage,3,It is said that Lepusbunny Mages are the most talented among all of the species to suddenly have magical powers after Medzio Diena.,949,671,4,mon_repusbunny_mage,79,"[{""Chance"": 80.0, ""Item"": -1, ""Quantity_MAX"": 48, ""Quantity_MIN"": 45}, {""Chance"": 7.5, ""Item"": 645392, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.07, ""Item"": 601128, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.5, ""Item"": 142103, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 680133, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 685133, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 1321, ""Population"": 5, ""TimeRespawn"": 0.0}]",Lepusbunny Magician,0,5,1,442,295,847,564,102,63,0,33,198,79,71,503,754,50,79,4658,16,730,16,50,0
57601,Repusbunny_bow,3,"Lepusbunny Assassins are known to kill their own as well. They change the colors that they wear depending on their kill count. The order of the colors are from the lowest red to green, blue and finally black.",805,602,4,mon_repusbunny_bow,72,"[{""Chance"": 80.0, ""Item"": -1, ""Quantity_MAX"": 40, ""Quantity_MIN"": 38}, {""Chance"": 7.5, ""Item"": 645392, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.34, ""Item"": 30035, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.34, ""Item"": 30036, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 680113, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 685113, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 643659, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.3, ""Item"": 523103, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 1180, ""Population"": 10, ""TimeRespawn"": 0.0}]",Lepusbunny Assassin,0,5,1,389,259,744,496,93,57,0,30,178,72,64,441,662,46,72,3871,15,670,15,46,0
57602,Deadbornscab_mage,4,"Sometimes, a fragment from a Deadborn will become another Deadborn. There is a tendency to dismiss such secondary Deadborn which are called different names amongst themselves. Deadborn Scap???ages are from specimen that had magical powers.",248,233,0,mon_deadbornscab_mage,34,"[{""Chance"": 80.0, ""Item"": -1, ""Quantity_MAX"": 19, ""Quantity_MIN"": 18}, {""Chance"": 0.31, ""Item"": 272101, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.34, ""Item"": 501126, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.34, ""Item"": 511126, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 680038, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 685038, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 643587, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 2083, ""Population"": 8, ""TimeRespawn"": 0.0}]",Deadborn Scap Magician,1,5,1,194,129,98,65,34,23,0,11,48,23,54,134,111,7,34,685,27,520,23,7,0
57603,Deadbornscab_bow,4,There are some instances Deadborns was born from the shells the Deadborns molted out or from the parts that were seperated from the bodies due to injuries. The original Deadborns had the tendency to discriminate these newcomers and humans also distinguish them from the original ones.,907,651,0,mon_deadbornscab_bow,77,"[{""Chance"": 80.0, ""Item"": -1, ""Quantity_MAX"": 41, ""Quantity_MIN"": 39}, {""Chance"": 1.34, ""Item"": 501113, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.33, ""Item"": 162105, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.5, ""Item"": 182114, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 680130, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 685130, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.04, ""Item"": 643889, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 1311, ""Population"": 8, ""TimeRespawn"": 0.0}]",Deadborn Scap Archer,1,5,1,669,446,400,267,77,53,0,24,112,53,123,559,524,16,77,3389,57,1146,49,16,0
57604,Siaulav_mage,3,"It is certain that they existed before Medzio Diena. However, it is strange that they were never discovered by humans in the 1,000 years of the kingdom's history. And when strange things occured in the world after Medzio Diena, they appeared as a result of the influences and unfortunately they are against the humans.",2342,1348,1,mon_siaulav_mage,129,"[{""Chance"": 80.0, ""Item"": -1, ""Quantity_MAX"": 82, ""Quantity_MIN"": 78}, {""Chance"": 0.5, ""Item"": 142106, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 680249, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 685249, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 643608, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 643608, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.3, ""Item"": 273111, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 1551, ""Population"": 15, ""TimeRespawn"": 0.0}]",Siaulav Mage,5,5,1,1090,727,1169,779,129,129,0,80,234,258,129,1244,1244,40,0,14740,40,1377,40,67,0
