$ID,$ID_NAME,BonusBoots,BonusGloves,BonusSubWeapon,BonusTopAndBottom,BonusWeapon,Description,Icon,Link_Collections,Link_Cubes,Link_MonsterDrops,Link_RecipeMaterial,Link_RecipeTarget,Link_Skill,Name,Price,TimeCoolDown,TimeLifeTime,Tradability,Type,TypeGem,Weight
643523,Gem_Peltasta_UmboBlow,,"[{""Stat"": ""\u76fe\u5fc3\u6253\u64ca\u6280\u80fd\u7b49\u7d1a +1""}]","[{""Stat"": ""\u76fe\u5fc3\u6253\u64ca\u6280\u80fd\u7b49\u7d1a +1""}]",,,從怪物身上發現到的寶石，安裝在鑲嵌槽上可以進行強化，效果不會重覆套用。點擊滑鼠右鍵後，選擇想要的裝備安裝。,gem_mon_egnome,,,,,,10101,伊諾溫寶石,100,0.0,0.0,TTTT,11,0,1.0
643524,Gem_Peltasta_RimBlow,"[{""Stat"": ""\u76fe\u7de3\u6572\u64ca\u6280\u80fd\u7b49\u7d1a +1""}]",,"[{""Stat"": ""\u76fe\u7de3\u6572\u64ca\u6280\u80fd\u7b49\u7d1a +1""}]",,,從怪物身上發現到的寶石，安裝在鑲嵌槽上可以進行強化，效果不會重覆套用。點擊滑鼠右鍵後，選擇想要的裝備安裝。,gem_mon_yognome,,,,,,10102,約諾溫寶石,100,0.0,0.0,TTTT,11,0,1.0
643525,Gem_Peltasta_SwashBuckling,,"[{""Stat"": ""\u6572\u76fe\u6311\u91c1\u6280\u80fd\u7b49\u7d1a +1""}]","[{""Stat"": ""\u6572\u76fe\u6311\u91c1\u6280\u80fd\u7b49\u7d1a +1""}]",,,從怪物身上發現到的寶石，安裝在鑲嵌槽上可以進行強化，效果不會重覆套用。點擊滑鼠右鍵後，選擇想要的裝備安裝。,gem_mon_pawndel,,,,,,10103,朋德爾寶石,100,0.0,0.0,TTTT,11,0,1.0
643526,Gem_Peltasta_Guardian,,,,"[{""Stat"": ""\u5b88\u8b77\u8005\u6280\u80fd\u7b49\u7d1a +1""}]",,從怪物身上發現到的寶石，安裝在鑲嵌槽上可以進行強化，效果不會重覆套用。點擊滑鼠右鍵後，選擇想要的裝備安裝。,gem_mon_beetow,,,,,,10104,畢托爾寶石,100,0.0,0.0,TTTT,11,0,1.0
643527,Gem_Peltasta_ShieldLob,,"[{""Stat"": ""\u76fe\u724c\u6295\u64f2\u6280\u80fd\u7b49\u7d1a +1""}]","[{""Stat"": ""\u76fe\u724c\u6295\u64f2\u6280\u80fd\u7b49\u7d1a +1""}]",,,從怪物身上發現到的寶石，安裝在鑲嵌槽上可以進行強化，效果不會重覆套用。點擊滑鼠右鍵後，選擇想要的裝備安裝。,gem_mon_woodgoblin_black,,,,,,10105,大地的樹林哥布林寶石,100,0.0,0.0,TTTT,11,0,1.0
643528,Gem_Peltasta_HighGuard,"[{""Stat"": ""\u9ad8\u7d1a\u5b88\u8b77\u6280\u80fd\u7b49\u7d1a +1""}]",,"[{""Stat"": ""\u9ad8\u7d1a\u5b88\u8b77\u6280\u80fd\u7b49\u7d1a +1""}]",,,從怪物身上發現到的寶石，安裝在鑲嵌槽上可以進行強化，效果不會重覆套用。點擊滑鼠右鍵後，選擇想要的裝備安裝。,gem_mon_ammon,,,,,,10106,阿蒙寶石,100,0.0,0.0,TTTT,11,0,1.0
643529,Gem_Peltasta_ButterFly,"[{""Stat"": ""\u8774\u8776\u6280\u80fd\u7b49\u7d1a +1""}]",,,,"[{""Stat"": ""\u8774\u8776\u6280\u80fd\u7b49\u7d1a +1""}]",從怪物身上發現到的寶石，安裝在鑲嵌槽上可以進行強化，效果不會重覆套用。點擊滑鼠右鍵後，選擇想要的裝備安裝。,gem_mon_wolf_statue_magician,,,,,,10107,畢卡拉斯博學者寶石,100,0.0,0.0,TTTT,11,0,1.0
643530,Gem_Peltasta_UmboThrust,,"[{""Stat"": ""\u76fe\u5fc3\u7a81\u523a\u6280\u80fd\u7b49\u7d1a +1""}]","[{""Stat"": ""\u76fe\u5fc3\u7a81\u523a\u6280\u80fd\u7b49\u7d1a +1""}]",,,從怪物身上發現到的寶石，安裝在鑲嵌槽上可以進行強化，效果不會重覆套用。點擊滑鼠右鍵後，選擇想要的裝備安裝。,gem_mon_infroburk,,,,,,10108,因普洛博克寶石,100,0.0,0.0,TTTT,11,0,1.0
643531,Gem_Hoplite_Stabbing,,"[{""Stat"": ""\u523a\u64ca\u6280\u80fd\u7b49\u7d1a +1""}]",,,"[{""Stat"": ""\u523a\u64ca\u6280\u80fd\u7b49\u7d1a +1""}]",從怪物身上發現到的寶石，安裝在鑲嵌槽上可以進行強化，效果不會重覆套用。點擊滑鼠右鍵後，選擇想要的裝備安裝。,gem_mon_mushcarfung,,,,,,10301,蘑菇卡邦寶石,100,0.0,0.0,TTTT,11,0,1.0
643532,Gem_Hoplite_Pierce,"[{""Stat"": ""\u8cab\u7a7f\u64ca\u6280\u80fd\u7b49\u7d1a +1""}]",,,,"[{""Stat"": ""\u8cab\u7a7f\u64ca\u6280\u80fd\u7b49\u7d1a +1""}]",從怪物身上發現到的寶石，安裝在鑲嵌槽上可以進行強化，效果不會重覆套用。點擊滑鼠右鍵後，選擇想要的裝備安裝。,gem_mon_groll,,,,,,10302,格羅爾寶石,100,0.0,0.0,TTTT,11,0,1.0
643533,Gem_Hoplite_Finestra,,"[{""Stat"": ""\u7784\u6e96\u7e2b\u9699\u6280\u80fd\u7b49\u7d1a +1""}]",,,"[{""Stat"": ""\u7784\u6e96\u7e2b\u9699\u6280\u80fd\u7b49\u7d1a +1""}]",從怪物身上發現到的寶石，安裝在鑲嵌槽上可以進行強化，效果不會重覆套用。點擊滑鼠右鍵後，選擇想要的裝備安裝。,gem_mon_chafperor,,,,,,10303,切波勒寶石,100,0.0,0.0,TTTT,11,0,1.0
643534,Gem_Hoplite_SynchroThrusting,"[{""Stat"": ""\u96d9\u624b\u7a81\u523a\u6280\u80fd\u7b49\u7d1a +1""}]",,,,"[{""Stat"": ""\u96d9\u624b\u7a81\u523a\u6280\u80fd\u7b49\u7d1a +1""}]",從怪物身上發現到的寶石，安裝在鑲嵌槽上可以進行強化，效果不會重覆套用。點擊滑鼠右鍵後，選擇想要的裝備安裝。,gem_mon_thornball_1,,,,,,10304,刺球怪寶石,100,0.0,0.0,TTTT,11,0,1.0
643535,Gem_Hoplite_LongStride,,"[{""Stat"": ""\u9577\u9a45\u76f4\u5165\u6280\u80fd\u7b49\u7d1a +1""}]",,,"[{""Stat"": ""\u9577\u9a45\u76f4\u5165\u6280\u80fd\u7b49\u7d1a +1""}]",從怪物身上發現到的寶石，安裝在鑲嵌槽上可以進行強化，效果不會重覆套用。點擊滑鼠右鍵後，選擇想要的裝備安裝。,gem_mon_honey_bee,[642069],,,,,10305,大黃蜂寶石,100,0.0,0.0,TTTT,11,0,1.0
643536,Gem_Hoplite_SpearLunge,"[{""Stat"": ""\u9577\u77db\u523a\u64ca\u6280\u80fd\u7b49\u7d1a +1""}]",,,,"[{""Stat"": ""\u9577\u77db\u523a\u64ca\u6280\u80fd\u7b49\u7d1a +1""}]",從怪物身上發現到的寶石，安裝在鑲嵌槽上可以進行強化，效果不會重覆套用。點擊滑鼠右鍵後，選擇想要的裝備安裝。,gem_mon_tombstone_golem,,,,,,10307,墓地青苔泥人寶石,100,0.0,0.0,TTTT,11,0,1.0
643537,Gem_Hoplite_ThrouwingSpear,,"[{""Stat"": ""\u9577\u77db\u6295\u64f2\u6280\u80fd\u7b49\u7d1a +1""}]",,,"[{""Stat"": ""\u9577\u77db\u6295\u64f2\u6280\u80fd\u7b49\u7d1a +1""}]",從怪物身上發現到的寶石，安裝在鑲嵌槽上可以進行強化，效果不會重覆套用。點擊滑鼠右鍵後，選擇想要的裝備安裝。,gem_mon_fire_dragon_purple,,,,,,10306,暗黑德雷克寶石,100,0.0,0.0,TTTT,11,0,1.0
643538,Gem_Barbarian_Embowel,"[{""Stat"": ""\u958b\u8178\u5256\u809a\u6280\u80fd\u7b49\u7d1a +1""}]","[{""Stat"": ""\u958b\u8178\u5256\u809a\u6280\u80fd\u7b49\u7d1a +1""}]",,,,從怪物身上發現到的寶石，安裝在鑲嵌槽上可以進行強化，效果不會重覆套用。點擊滑鼠右鍵後，選擇想要的裝備安裝。,gem_mon_candle_spider,,,,,,10401,地下墓穴蠟燭蜘蛛寶石,100,0.0,0.0,TTTT,11,0,1.0
643539,Gem_Barbarian_StompingKick,"[{""Stat"": ""\u8e10\u8e0f\u6280\u80fd\u7b49\u7d1a +1""}]","[{""Stat"": ""\u8e10\u8e0f\u6280\u80fd\u7b49\u7d1a +1""}]",,,,從怪物身上發現到的寶石，安裝在鑲嵌槽上可以進行強化，效果不會重覆套用。點擊滑鼠右鍵後，選擇想要的裝備安裝。,gem_mon_pino,,,,,,10404,皮諾寶石,100,0.0,0.0,TTTT,11,0,1.0
643540,Gem_Barbarian_Cleave,,"[{""Stat"": ""\u5288\u65ac\u6280\u80fd\u7b49\u7d1a +1""}]",,,"[{""Stat"": ""\u5288\u65ac\u6280\u80fd\u7b49\u7d1a +1""}]",從怪物身上發現到的寶石，安裝在鑲嵌槽上可以進行強化，效果不會重覆套用。點擊滑鼠右鍵後，選擇想要的裝備安裝。,gem_mon_ticen,,,,,,10411,堤肯寶石,100,0.0,0.0,TTTT,11,0,1.0
643541,Gem_Barbarian_HelmChopper,"[{""Stat"": ""\u7834\u9871\u65ac\u6280\u80fd\u7b49\u7d1a +1""}]",,,,"[{""Stat"": ""\u7834\u9871\u65ac\u6280\u80fd\u7b49\u7d1a +1""}]",從怪物身上發現到的寶石，安裝在鑲嵌槽上可以進行強化，效果不會重覆套用。點擊滑鼠右鍵後，選擇想要的裝備安裝。,gem_mon_ridimed_purple,,,,,,10409,暗黑利迪梅得寶石,100,0.0,0.0,TTTT,11,0,1.0
643542,Gem_Barbarian_Warcry,,,,"[{""Stat"": ""\u6230\u9b25\u6012\u543c\u6280\u80fd\u7b49\u7d1a +1""}]",,從怪物身上發現到的寶石，安裝在鑲嵌槽上可以進行強化，效果不會重覆套用。點擊滑鼠右鍵後，選擇想要的裝備安裝。,gem_mon_schlesien_heavycavarly,,,,,,10405,瑪厄洛斯寶石,100,0.0,0.0,TTTT,11,0,1.0
643543,Gem_Barbarian_Frenzy,,,,"[{""Stat"": ""\u72c2\u6012\u6280\u80fd\u7b49\u7d1a +1""}]",,從怪物身上發現到的寶石，安裝在鑲嵌槽上可以進行強化，效果不會重覆套用。點擊滑鼠右鍵後，選擇想要的裝備安裝。,gem_mon_flying_flog,,,,,,10406,飛天青蛙寶石,100,0.0,0.0,TTTT,11,0,1.0
643544,Gem_Barbarian_Seism,,"[{""Stat"": ""\u5730\u88c2\u65ac\u6280\u80fd\u7b49\u7d1a +1""}]",,,"[{""Stat"": ""\u5730\u88c2\u65ac\u6280\u80fd\u7b49\u7d1a +1""}]",從怪物身上發現到的寶石，安裝在鑲嵌槽上可以進行強化，效果不會重覆套用。點擊滑鼠右鍵後，選擇想要的裝備安裝。,gem_mon_stub_tree,,,,,,10410,樹妖寶石,100,0.0,0.0,TTTT,11,0,1.0
643545,Gem_Barbarian_GiantSwing,"[{""Stat"": ""\u5927\u8eca\u8f2a\u6280\u80fd\u7b49\u7d1a +1""}]",,,,"[{""Stat"": ""\u5927\u8eca\u8f2a\u6280\u80fd\u7b49\u7d1a +1""}]",從怪物身上發現到的寶石，安裝在鑲嵌槽上可以進行強化，效果不會重覆套用。點擊滑鼠右鍵後，選擇想要的裝備安裝。,gem_mon_cronewt,,,,,,10407,克洛紐特寶石,100,0.0,0.0,TTTT,11,0,1.0
643546,Gem_Barbarian_Pouncing,,"[{""Stat"": ""\u7a81\u8972\u6280\u80fd\u7b49\u7d1a +1""}]",,,"[{""Stat"": ""\u7a81\u8972\u6280\u80fd\u7b49\u7d1a +1""}]",從怪物身上發現到的寶石，安裝在鑲嵌槽上可以進行強化，效果不會重覆套用。點擊滑鼠右鍵後，選擇想要的裝備安裝。,gem_mon_prisonfighter,[642080],,,,,10408,牢獄鬥士寶石,100,0.0,0.0,TTTT,11,0,1.0
643547,Gem_Cataphract_Impaler,"[{""Stat"": ""\u7a7f\u523a\u6280\u80fd\u7b49\u7d1a +1""}]",,,,"[{""Stat"": ""\u7a7f\u523a\u6280\u80fd\u7b49\u7d1a +1""}]",從怪物身上發現到的寶石，安裝在鑲嵌槽上可以進行強化，效果不會重覆套用。點擊滑鼠右鍵後，選擇想要的裝備安裝。,gem_mon_bubbe_chaser,,,,,,10601,礦山掠奪者寶石,100,0.0,0.0,TTTT,11,0,1.0
643548,Gem_Cataphract_EarthWave,,"[{""Stat"": ""\u5730\u52d5\u6ce2\u6280\u80fd\u7b49\u7d1a +1""}]",,,"[{""Stat"": ""\u5730\u52d5\u6ce2\u6280\u80fd\u7b49\u7d1a +1""}]",從怪物身上發現到的寶石，安裝在鑲嵌槽上可以進行強化，效果不會重覆套用。點擊滑鼠右鍵後，選擇想要的裝備安裝。,gem_mon_bubbe_fighter,,,,,,10602,布貝劍士寶石,100,0.0,0.0,TTTT,11,0,1.0
643549,Gem_Cataphract_Trot,"[{""Stat"": ""\u75be\u884c\u6280\u80fd\u7b49\u7d1a +1""}]","[{""Stat"": ""\u75be\u884c\u6280\u80fd\u7b49\u7d1a +1""}]",,,,從怪物身上發現到的寶石，安裝在鑲嵌槽上可以進行強化，效果不會重覆套用。點擊滑鼠右鍵後，選擇想要的裝備安裝。,gem_mon_big_cockatries,,,,,,10603,柯卡特寶石,100,0.0,0.0,TTTT,11,0,1.0
643550,Gem_Cataphract_SteedCharge,,"[{""Stat"": ""\u9a0e\u4e58\u885d\u92d2\u6280\u80fd\u7b49\u7d1a +1""}]",,,"[{""Stat"": ""\u9a0e\u4e58\u885d\u92d2\u6280\u80fd\u7b49\u7d1a +1""}]",從怪物身上發現到的寶石，安裝在鑲嵌槽上可以進行強化，效果不會重覆套用。點擊滑鼠右鍵後，選擇想要的裝備安裝。,gem_mon_bushspider,,,,,,10604,野蜘蛛寶石,100,0.0,0.0,TTTT,11,0,1.0
643551,Gem_Cataphract_DoomSpike,"[{""Stat"": ""\u6bc0\u6ec5\u523a\u64ca\u6280\u80fd\u7b49\u7d1a +1""}]",,,,"[{""Stat"": ""\u6bc0\u6ec5\u523a\u64ca\u6280\u80fd\u7b49\u7d1a +1""}]",從怪物身上發現到的寶石，安裝在鑲嵌槽上可以進行強化，效果不會重覆套用。點擊滑鼠右鍵後，選擇想要的裝備安裝。,gem_mon_yognome,,,,,,10605,黃色約諾溫寶石,100,0.0,0.0,TTTT,11,0,1.0
643552,Gem_Cataphract_Rush,,"[{""Stat"": ""\u7a81\u64ca\u6280\u80fd\u7b49\u7d1a +1""}]",,,"[{""Stat"": ""\u7a81\u64ca\u6280\u80fd\u7b49\u7d1a +1""}]",從怪物身上發現到的寶石，安裝在鑲嵌槽上可以進行強化，效果不會重覆套用。點擊滑鼠右鍵後，選擇想要的裝備安裝。,gem_mon_big_siaulamb,,,,,,10606,大夏爾蘭寶石,100,0.0,0.0,TTTT,11,0,1.0
643553,Gem_Corsair_JollyRoger,"[{""Stat"": ""\u6d77\u8cca\u65d7\u6280\u80fd\u7b49\u7d1a +1""}]","[{""Stat"": ""\u6d77\u8cca\u65d7\u6280\u80fd\u7b49\u7d1a +1""}]",,,,從怪物身上發現到的寶石，安裝在鑲嵌槽上可以進行強化，效果不會重覆套用。點擊滑鼠右鍵後，選擇想要的裝備安裝。,gem_mon_infro_blud,,,,,,10801,赤紅因普羅嗜血妖魔寶石,100,0.0,0.0,TTTT,11,0,1.0
643554,Gem_Corsair_IronHook,"[{""Stat"": ""\u9435\u9264\u6280\u80fd\u7b49\u7d1a +1""}]","[{""Stat"": ""\u9435\u9264\u6280\u80fd\u7b49\u7d1a +1""}]",,,,從怪物身上發現到的寶石，安裝在鑲嵌槽上可以進行強化，效果不會重覆套用。點擊滑鼠右鍵後，選擇想要的裝備安裝。,gem_mon_moya,,,,,,10802,黃色莫亞寶石,100,0.0,0.0,TTTT,11,0,1.0
643555,Gem_Corsair_Keelhauling,"[{""Stat"": ""\u9f8d\u9aa8\u62d6\u5f15\u6280\u80fd\u7b49\u7d1a +1""}]","[{""Stat"": ""\u9f8d\u9aa8\u62d6\u5f15\u6280\u80fd\u7b49\u7d1a +1""}]",,,,從怪物身上發現到的寶石，安裝在鑲嵌槽上可以進行強化，效果不會重覆套用。點擊滑鼠右鍵後，選擇想要的裝備安裝。,gem_mon_hook,,,,,,10803,老派的努德鉤子寶石,100,0.0,0.0,TTTT,11,0,1.0
643556,Gem_Corsair_DustDevil,,"[{""Stat"": ""\u6c99\u5875\u66b4\u6280\u80fd\u7b49\u7d1a +1""}]",,,"[{""Stat"": ""\u6c99\u5875\u66b4\u6280\u80fd\u7b49\u7d1a +1""}]",從怪物身上發現到的寶石，安裝在鑲嵌槽上可以進行強化，效果不會重覆套用。點擊滑鼠右鍵後，選擇想要的裝備安裝。,gem_mon_stoulet,,,,,,10807,藍色史塔烏利特寶石,100,0.0,0.0,TTTT,11,0,1.0
643557,Gem_Corsair_SubweaponCancel,,"[{""Stat"": ""\u96d9\u624b\u731b\u653b\u6280\u80fd\u7b49\u7d1a +1""}]","[{""Stat"": ""\u96d9\u624b\u731b\u653b\u6280\u80fd\u7b49\u7d1a +1""}]",,,從怪物身上發現到的寶石，安裝在鑲嵌槽上可以進行強化，效果不會重覆套用。點擊滑鼠右鍵後，選擇想要的裝備安裝。,,,,,,,10805,noname,100,0.0,0.0,TTTT,11,0,1.0
643558,Gem_Corsair_HexenDropper,"[{""Stat"": ""\u6bc0\u6ec5\u9023\u64ca\u6280\u80fd\u7b49\u7d1a +1""}]",,"[{""Stat"": ""\u6bc0\u6ec5\u9023\u64ca\u6280\u80fd\u7b49\u7d1a +1""}]",,,從怪物身上發現到的寶石，安裝在鑲嵌槽上可以進行強化，效果不會重覆套用。點擊滑鼠右鍵後，選擇想要的裝備安裝。,gem_mon_spion,,,,,,10808,地鼠獸寶石,100,0.0,0.0,TTTT,11,0,1.0
643559,Gem_Doppelsoeldner_Punish,,"[{""Stat"": ""\u6298\u78e8\u6280\u80fd\u7b49\u7d1a +1""}]",,,"[{""Stat"": ""\u6298\u78e8\u6280\u80fd\u7b49\u7d1a +1""}]",從怪物身上發現到的寶石，安裝在鑲嵌槽上可以進行強化，效果不會重覆套用。點擊滑鼠右鍵後，選擇想要的裝備安裝。,,,,,,,11004,noname,100,0.0,0.0,TTTT,11,0,1.0
643560,Gem_Doppelsoeldner_DeedsOfValor,,,,"[{""Stat"": ""\u82f1\u52c7\u884c\u52d5\u6280\u80fd\u7b49\u7d1a +1""}]",,從怪物身上發現到的寶石，安裝在鑲嵌槽上可以進行強化，效果不會重覆套用。點擊滑鼠右鍵後，選擇想要的裝備安裝。,,,,,,,11001,noname,100,0.0,0.0,TTTT,11,0,1.0
643561,Gem_Doppelsoeldner_Mordschlag,,"[{""Stat"": ""\u64ca\u6bba\u6280\u80fd\u7b49\u7d1a +1""}]",,,"[{""Stat"": ""\u64ca\u6bba\u6280\u80fd\u7b49\u7d1a +1""}]",從怪物身上發現到的寶石，安裝在鑲嵌槽上可以進行強化，效果不會重覆套用。點擊滑鼠右鍵後，選擇想要的裝備安裝。,gem_mon_lemur,,,,,,11002,雷姆爾寶石,100,0.0,0.0,TTTT,11,0,1.0
643562,Gem_Doppelsoeldner_Double_pay_earn,"[{""Stat"": ""\u96d9\u916c\u6280\u80fd\u7b49\u7d1a +1""}]",,,,"[{""Stat"": ""\u96d9\u916c\u6280\u80fd\u7b49\u7d1a +1""}]",從怪物身上發現到的寶石，安裝在鑲嵌槽上可以進行強化，效果不會重覆套用。點擊滑鼠右鍵後，選擇想要的裝備安裝。,gem_mon_candle_spider_yellow,,,,,,11003,黃色蠟燭蜘蛛寶石,100,0.0,0.0,TTTT,11,0,1.0
643563,Gem_Doppelsoeldner_Cyclone,,"[{""Stat"": ""\u65cb\u98a8\u65ac\u6280\u80fd\u7b49\u7d1a +1""}]",,,"[{""Stat"": ""\u65cb\u98a8\u65ac\u6280\u80fd\u7b49\u7d1a +1""}]",從怪物身上發現到的寶石，安裝在鑲嵌槽上可以進行強化，效果不會重覆套用。點擊滑鼠右鍵後，選擇想要的裝備安裝。,gem_mon_rubabos,,,,,,11005,魯巴勃斯寶石,100,0.0,0.0,TTTT,11,0,1.0
643564,Gem_Rodelero_ShieldCharge,,"[{""Stat"": ""\u76fe\u724c\u885d\u92d2\u6280\u80fd\u7b49\u7d1a +1""}]","[{""Stat"": ""\u76fe\u724c\u885d\u92d2\u6280\u80fd\u7b49\u7d1a +1""}]",,,從怪物身上發現到的寶石，安裝在鑲嵌槽上可以進行強化，效果不會重覆套用。點擊滑鼠右鍵後，選擇想要的裝備安裝。,gem_mon_treeambulo,,,,,,10501,安布羅樹精寶石,100,0.0,0.0,TTTT,11,0,1.0
643565,Gem_Rodelero_Montano,,"[{""Stat"": ""\u8499\u5854\u8afe\u6280\u80fd\u7b49\u7d1a +1""}]",,,"[{""Stat"": ""\u8499\u5854\u8afe\u6280\u80fd\u7b49\u7d1a +1""}]",從怪物身上發現到的寶石，安裝在鑲嵌槽上可以進行強化，效果不會重覆套用。點擊滑鼠右鍵後，選擇想要的裝備安裝。,gem_mon_bume_goblin_spear,,,,,,10502,高階布貝寶石,100,0.0,0.0,TTTT,11,0,1.0
643566,Gem_Rodelero_TargeSmash,"[{""Stat"": ""\u76fe\u724c\u788e\u64ca\u6280\u80fd\u7b49\u7d1a +1""}]",,"[{""Stat"": ""\u76fe\u724c\u788e\u64ca\u6280\u80fd\u7b49\u7d1a +1""}]",,,從怪物身上發現到的寶石，安裝在鑲嵌槽上可以進行強化，效果不會重覆套用。點擊滑鼠右鍵後，選擇想要的裝備安裝。,gem_mon_pappus_kepa_ivory,,,,,,10503,凱帕長老寶石,100,0.0,0.0,TTTT,11,0,1.0
643567,Gem_Rodelero_ShieldPush,,"[{""Stat"": ""\u76fe\u724c\u63a8\u64ca\u6280\u80fd\u7b49\u7d1a +1""}]","[{""Stat"": ""\u76fe\u724c\u63a8\u64ca\u6280\u80fd\u7b49\u7d1a +1""}]",,,從怪物身上發現到的寶石，安裝在鑲嵌槽上可以進行強化，效果不會重覆套用。點擊滑鼠右鍵後，選擇想要的裝備安裝。,gem_mon_fire_dragon,,,,,,10504,德雷克寶石,100,0.0,0.0,TTTT,11,0,1.0
643568,Gem_Rodelero_ShieldShoving,"[{""Stat"": ""\u76fe\u724c\u731b\u64ca\u6280\u80fd\u7b49\u7d1a +1""}]",,"[{""Stat"": ""\u76fe\u724c\u731b\u64ca\u6280\u80fd\u7b49\u7d1a +1""}]",,,從怪物身上發現到的寶石，安裝在鑲嵌槽上可以進行強化，效果不會重覆套用。點擊滑鼠右鍵後，選擇想要的裝備安裝。,gem_mon_mirtislampa,,,,,,10507,巨大蝙蝠寶石,100,0.0,0.0,TTTT,11,0,1.0
643569,Gem_Rodelero_ShieldBash,,"[{""Stat"": ""\u76fe\u724c\u75db\u64ca\u6280\u80fd\u7b49\u7d1a +1""}]","[{""Stat"": ""\u76fe\u724c\u75db\u64ca\u6280\u80fd\u7b49\u7d1a +1""}]",,,從怪物身上發現到的寶石，安裝在鑲嵌槽上可以進行強化，效果不會重覆套用。點擊滑鼠右鍵後，選擇想要的裝備安裝。,gem_mon_raffly-b,[642082],,,,,10508,藍色拉普利寶石,100,0.0,0.0,TTTT,11,0,1.0
643570,Gem_Rodelero_Slithering,,,,"[{""Stat"": ""\u8209\u76fe\u79fb\u52d5\u6280\u80fd\u7b49\u7d1a +1""}]",,從怪物身上發現到的寶石，安裝在鑲嵌槽上可以進行強化，效果不會重覆套用。點擊滑鼠右鍵後，選擇想要的裝備安裝。,gem_mon_nuka,,,,,,10505,努卡寶石,100,0.0,0.0,TTTT,11,0,1.0
643571,Gem_Rodelero_ShootingStar,"[{""Stat"": ""\u5c04\u64ca\u4e4b\u661f\u6280\u80fd\u7b49\u7d1a +1""}]",,,,"[{""Stat"": ""\u5c04\u64ca\u4e4b\u661f\u6280\u80fd\u7b49\u7d1a +1""}]",從怪物身上發現到的寶石，安裝在鑲嵌槽上可以進行強化，效果不會重覆套用。點擊滑鼠右鍵後，選擇想要的裝備安裝。,gem_mon_goblin2_hammer,,,,,,10506,哥布林突擊兵寶石,100,0.0,0.0,TTTT,11,0,1.0
643572,Gem_Rodelero_HighKick,"[{""Stat"": ""\u4e0a\u6bb5\u8e22\u6280\u80fd\u7b49\u7d1a +1""}]","[{""Stat"": ""\u4e0a\u6bb5\u8e22\u6280\u80fd\u7b49\u7d1a +1""}]",,,,從怪物身上發現到的寶石，安裝在鑲嵌槽上可以進行強化，效果不會重覆套用。點擊滑鼠右鍵後，選擇想要的裝備安裝。,,,,,,,10509,noname,100,0.0,0.0,TTTT,11,0,1.0
643573,Gem_Squire_Arrest,"[{""Stat"": ""\u6355\u7e1b\u6280\u80fd\u7b49\u7d1a +1""}]","[{""Stat"": ""\u6355\u7e1b\u6280\u80fd\u7b49\u7d1a +1""}]",,,,從怪物身上發現到的寶石，安裝在鑲嵌槽上可以進行強化，效果不會重覆套用。點擊滑鼠右鍵後，選擇想要的裝備安裝。,gem_mon_honeymeli,,,,,,10704,哈尼梅利寶石,100,0.0,0.0,TTTT,11,0,1.0
643574,Gem_Fencer_Lunge,,"[{""Stat"": ""\u5f13\u6b65\u523a\u64ca\u6280\u80fd\u7b49\u7d1a +1""}]",,,"[{""Stat"": ""\u5f13\u6b65\u523a\u64ca\u6280\u80fd\u7b49\u7d1a +1""}]",從怪物身上發現到的寶石，安裝在鑲嵌槽上可以進行強化，效果不會重覆套用。點擊滑鼠右鍵後，選擇想要的裝備安裝。,gem_mon_denden,,,,,,11102,丹丹寶石,100,0.0,0.0,TTTT,11,0,1.0
643575,Gem_Fencer_SeptEtoiles,"[{""Stat"": ""\u4e03\u661f\u64ca\u6280\u80fd\u7b49\u7d1a +1""}]",,,,"[{""Stat"": ""\u4e03\u661f\u64ca\u6280\u80fd\u7b49\u7d1a +1""}]",從怪物身上發現到的寶石，安裝在鑲嵌槽上可以進行強化，效果不會重覆套用。點擊滑鼠右鍵後，選擇想要的裝備安裝。,gem_mon_lemuria,,,,,,11103,雷姆力亞寶石,100,0.0,0.0,TTTT,11,0,1.0
643576,Gem_Fencer_AttaqueCoquille,,"[{""Stat"": ""\u8b77\u624b\u653b\u64ca\u6280\u80fd\u7b49\u7d1a +1""}]",,,"[{""Stat"": ""\u8b77\u624b\u653b\u64ca\u6280\u80fd\u7b49\u7d1a +1""}]",從怪物身上發現到的寶石，安裝在鑲嵌槽上可以進行強化，效果不會重覆套用。點擊滑鼠右鍵後，選擇想要的裝備安裝。,gem_mon_velffigy,,,,,,11104,被汙染的貝爾皮基寶石,100,0.0,0.0,TTTT,11,0,1.0
643577,Gem_Fencer_EsquiveToucher,"[{""Stat"": ""\u9583\u907f\u523a\u64ca\u6280\u80fd\u7b49\u7d1a +1""}]",,,,"[{""Stat"": ""\u9583\u907f\u523a\u64ca\u6280\u80fd\u7b49\u7d1a +1""}]",從怪物身上發現到的寶石，安裝在鑲嵌槽上可以進行強化，效果不會重覆套用。點擊滑鼠右鍵後，選擇想要的裝備安裝。,,,,,,,11105,noname,100,0.0,0.0,TTTT,11,0,1.0
