$ID,$ID_NAME,AnvilATK,AnvilDEF,AnvilPrice,Bonus,Description,Durability,Grade,Icon,Level,Link_Collections,Link_Cubes,Link_MonsterDrops,Link_RecipeMaterial,Link_RecipeTarget,Link_Set,Material,Name,Potential,Price,RequiredClass,RequiredLevel,Sockets,SocketsLimit,Stars,Stat_ATTACK_MAGICAL,Stat_ATTACK_PHYSICAL_MAX,Stat_ATTACK_PHYSICAL_MIN,Stat_DEFENSE_MAGICAL,Stat_DEFENSE_PHYSICAL,TimeCoolDown,TimeLifeTime,Tradability,TranscendPrice,Type,TypeAttack,TypeEquipment,Unidentified,UnidentifiedRandom,Weight
144103,STF04_103,"[4, 8, 12, 16, 22, 28, 32, 38, 42, 48, 58, 62, 68, 74, 78, 92, 96, 102, 108, 114, 130, 136, 142, 148, 154, 160, 166, 172, 178, 186, 192, 198, 204, 210, 216, 222, 228, 234, 240, 248]",,"[7176, 7764, 8358, 8946, 9534, 10128, 10716, 11304, 11898, 12486, 16344, 20502, 24948, 29694, 34734, 40068, 45702, 51624, 57846, 64356, 71166, 78276, 85674, 93366, 101358, 109644, 118218, 127098, 136266, 145728, 155490, 165546, 175890, 186534, 197478, 208710, 220242, 232062, 244182, 256596]","[[2, 5.0], [3, 5.0]]",A twinkling star is always visible.,41,4,rod_twinklerod,15,,,"[{""Map"": null, ""Chance"": 10.0, ""Monster"": 57804}]",,,,4,Twinkle Rod,7,576,0111,15,0,0,2,121,0,0,0,0,0.0,0.0,1111,"[1, 2, 2, 3, 4, 4, 5, 6, 7, 8]",24,9,21,False,False,130.0
144104,STF04_104,"[20, 42, 62, 84, 106, 148, 172, 198, 222, 248, 312, 340, 368, 396, 426, 512, 544, 576, 608, 640, 746, 782, 818, 854, 890, 924, 960, 996, 1032, 1068, 1102, 1138, 1174, 1210, 1246, 1280, 1316, 1352, 1388, 1424]",,"[17616, 23430, 29238, 35052, 40860, 46674, 52482, 58290, 64104, 69912, 94656, 122304, 152856, 186312, 222678, 261948, 304122, 349200, 397188, 448074, 501870, 558570, 618180, 680688, 746106, 814428, 885654, 959784, 1036824, 1116768, 1199616, 1285368, 1374030, 1465590, 1560060, 1657440, 1757718, 1860900, 1966992, 2075988]",,A magical rune is used to amplify the power of this rod.,38,4,icon_item_rune_staff,120,,,,,,,4,noname,10,80,0111,120,0,2,5,712,0,0,0,0,0.0,0.0,1111,"[1, 2, 3, 5, 6, 8, 10, 13, 16, 22]",24,9,21,False,False,130.0
144105,STF04_105,"[20, 42, 62, 84, 106, 148, 172, 198, 222, 248, 312, 340, 368, 396, 426, 512, 544, 576, 608, 640, 746, 782, 818, 854, 890, 924, 960, 996, 1032, 1068, 1102, 1138, 1174, 1210, 1246, 1280, 1316, 1352, 1388, 1424]",,"[17616, 23430, 29238, 35052, 40860, 46674, 52482, 58290, 64104, 69912, 94656, 122304, 152856, 186312, 222678, 261948, 304122, 349200, 397188, 448074, 501870, 558570, 618180, 680688, 746106, 814428, 885654, 959784, 1036824, 1116768, 1199616, 1285368, 1374030, 1465590, 1560060, 1657440, 1757718, 1860900, 1966992, 2075988]",,A magical rune is used to amplify the power of this rod.,38,4,icon_item_rune_staff,120,,,,,,,4,Galatunis Rod,3,7936,0111,120,0,0,5,712,0,0,0,0,0.0,0.0,1111,"[1, 2, 3, 5, 6, 8, 10, 13, 16, 22]",24,9,21,False,False,130.0
144106,STF04_106,"[28, 58, 86, 116, 146, 204, 240, 274, 308, 342, 432, 472, 512, 550, 590, 712, 756, 800, 844, 890, 1040, 1090, 1140, 1190, 1240, 1288, 1338, 1388, 1438, 1488, 1536, 1586, 1636, 1686, 1736, 1784, 1834, 1884, 1934, 1984]",,"[23046, 31566, 40092, 48612, 57138, 65664, 74184, 82710, 91230, 99756, 135348, 175206, 219324, 267702, 320340, 377244, 438408, 503832, 573522, 647472, 725682, 808152, 894888, 985884, 1081140, 1180662, 1284444, 1392486, 1504788, 1621356, 1742184, 1867278, 1996626, 2130240, 2268114, 2410254, 2556654, 2707314, 2862234, 3021414]",,A magical rune is used to amplify the power of this rod.,38,4,icon_item_rune_staff,170,,,,,,,4,noname,11,80,0111,170,0,2,6,993,0,0,0,0,0.0,0.0,1111,"[2, 2, 3, 5, 7, 9, 12, 15, 19, 27]",24,9,21,False,False,130.0
144107,STF04_107,"[28, 58, 86, 116, 146, 204, 240, 274, 308, 342, 432, 472, 512, 550, 590, 712, 756, 800, 844, 890, 1040, 1090, 1140, 1190, 1240, 1288, 1338, 1388, 1438, 1488, 1536, 1586, 1636, 1686, 1736, 1784, 1834, 1884, 1934, 1984]",,"[23046, 31566, 40092, 48612, 57138, 65664, 74184, 82710, 91230, 99756, 135348, 175206, 219324, 267702, 320340, 377244, 438408, 503832, 573522, 647472, 725682, 808152, 894888, 985884, 1081140, 1180662, 1284444, 1392486, 1504788, 1621356, 1742184, 1867278, 1996626, 2130240, 2268114, 2410254, 2556654, 2707314, 2862234, 3021414]","[[5, 1292.0], [7, -643.0], [11, 68.0], [42, 16.0]]",A magical rune is used to amplify the power of this rod.,38,4,icon_item_rune_staff,170,,,,,[12084],,4,Maga Rod,11,6501,0111,170,0,2,6,993,0,0,0,0,0.0,0.0,1111,"[2, 2, 3, 5, 7, 9, 12, 15, 19, 27]",24,9,21,False,False,130.0
144108,STF04_108,"[55, 112, 167, 225, 282, 397, 465, 532, 597, 665, 842, 920, 997, 1072, 1150, 1390, 1475, 1562, 1650, 1737, 2035, 2132, 2230, 2327, 2425, 2520, 2617, 2715, 2812, 2910, 3005, 3102, 3200, 3297, 3395, 3490, 3587, 3685, 3782, 3880]",,"[40082, 56623, 73164, 89705, 106246, 122787, 139328, 155869, 172410, 188951, 256865, 333053, 417508, 510237, 611233, 720496, 838040, 963844, 1097929, 1240281, 1390900, 1549793, 1716953, 1892387, 2076088, 2268063, 2468312, 2676828, 2893611, 3118668, 3351992, 3593590, 3843462, 4101601, 4368014, 4642694, 4925641, 5216862, 5516357, 5824119]","[[63, 1.0], [37, 72.0], [8, 98.0], [11, 41.0]]","In light of this situation where the only way left to meet Goddess Zemyna was to climb up the Earth Tower, it'll allow us to restore old history from the names remaining in the tower. We are also left with more opportunities to obtain some pretty powerful magical weapons.",40,0,corona_stick_up_yellow,270,,,,,,,4,Lolopanther Rod,13,9760,0111,270,0,2,8,1743,0,0,0,0,0.0,0.0,1111,"[2, 3, 4, 7, 9, 11, 16, 21, 27, 41]",24,9,21,False,False,130.0
144109,STF04_109,"[67, 135, 205, 272, 342, 485, 565, 645, 727, 807, 1025, 1117, 1210, 1305, 1397, 1690, 1795, 1900, 2005, 2112, 2477, 2595, 2712, 2830, 2950, 3067, 3185, 3302, 3420, 3540, 3657, 3775, 3892, 4010, 4130, 4247, 4365, 4482, 4600, 4720]",,"[48251, 68880, 89502, 110131, 130760, 151382, 172011, 192640, 213262, 233891, 318150, 412720, 517608, 632800, 758317, 894138, 1040277, 1196727, 1363495, 1540574, 1727964, 1925672, 2133684, 2352021, 2580662, 2819621, 3068898, 3328486, 3598385, 3878595, 4169123, 4469962, 4781112, 5102580, 5434359, 5776456, 6128857, 6491583, 6864613, 7247961]","[[3, 97.0], [63, 1.0], [37, 162.0], [13, 82.0]]",The fact that there is no other way to meet Goddess Zemyna but to go to the Earth Tower gives people an opportunity to obtain powerful equipment.,45,0,icon_item_solmiki_rod,330,,,,,,,4,Solmiki Rod,14,12952,0111,330,0,2,9,2121,0,0,0,0,0.0,0.0,1111,"[2, 3, 5, 7, 9, 12, 18, 23, 30, 46]",24,9,21,False,False,140.0
144110,STF04_110,"[52, 104, 156, 208, 262, 370, 432, 494, 556, 618, 784, 854, 926, 998, 1068, 1292, 1372, 1452, 1534, 1614, 1894, 1984, 2074, 2164, 2254, 2344, 2434, 2524, 2614, 2706, 2796, 2886, 2976, 3066, 3156, 3246, 3336, 3426, 3516, 3608]",,"[39594, 56394, 73188, 89988, 106788, 123582, 140382, 157182, 173982, 190776, 259470, 336564, 422052, 515946, 618234, 728922, 848010, 975492, 1111380, 1255668, 1408350, 1569432, 1738914, 1916796, 2103078, 2297754, 2500836, 2712312, 2932188, 3160464, 3397140, 3642210, 3895686, 4157556, 4427826, 4706496, 4993566, 5289036, 5592906, 5905170]","[[53, 132.0], [2, 88.0], [3, 13.0], [8, 127.0]]",This equipment will help you in battle.,45,4,icon_item_staff_regardhorn,315,,,,,"[12089, 40021, 400020]",,4,Heart of Glory,13,14780,0111,315,0,3,9,1809,0,0,0,0,0.0,0.0,1111,"[2, 3, 4, 6, 8, 11, 16, 20, 26, 40]",24,9,21,False,False,120.0
144111,STF04_111,"[20, 42, 62, 84, 106, 148, 172, 198, 222, 248, 312, 340, 368, 396, 426, 512, 544, 576, 608, 640, 746, 782, 818, 854, 890, 924, 960, 996, 1032, 1068, 1102, 1138, 1174, 1210, 1246, 1280, 1316, 1352, 1388, 1424]",,"[17616, 23430, 29238, 35052, 40860, 46674, 52482, 58290, 64104, 69912, 94656, 122304, 152856, 186312, 222678, 261948, 304122, 349200, 397188, 448074, 501870, 558570, 618180, 680688, 746106, 814428, 885654, 959784, 1036824, 1116768, 1199616, 1285368, 1374030, 1465590, 1560060, 1657440, 1757718, 1860900, 1966992, 2075988]",,Some magicians create Baule Spheres by combining a crystal ball with a well-crafted short rod that allows it to display its full magic potential.,50,4,icon_item_rod_watercristal,120,,,,,,,4,Primus Baule Sphere,7,0,0111,120,0,3,5,712,0,0,0,0,0.0,0.0,1111,"[1, 2, 3, 5, 6, 8, 10, 13, 16, 22]",24,9,21,False,True,85.0
144112,STF04_112,"[28, 58, 86, 116, 146, 204, 240, 274, 308, 342, 432, 472, 512, 550, 590, 712, 756, 800, 844, 890, 1040, 1090, 1140, 1190, 1240, 1288, 1338, 1388, 1438, 1488, 1536, 1586, 1636, 1686, 1736, 1784, 1834, 1884, 1934, 1984]",,"[23046, 31566, 40092, 48612, 57138, 65664, 74184, 82710, 91230, 99756, 135348, 175206, 219324, 267702, 320340, 377244, 438408, 503832, 573522, 647472, 725682, 808152, 894888, 985884, 1081140, 1180662, 1284444, 1392486, 1504788, 1621356, 1742184, 1867278, 1996626, 2130240, 2268114, 2410254, 2556654, 2707314, 2862234, 3021414]",,"Originally used by Bokors and other curse practitioners, with the addition of magic properties this rod has become a tool for magic.",50,4,icon_item_rod_pumpkinwitch,170,,,,,,,4,Primus Pamane Rod,8,0,0111,170,0,3,6,993,0,0,0,0,0.0,0.0,1111,"[2, 2, 3, 5, 7, 9, 12, 15, 19, 27]",24,9,21,False,True,90.0
144113,STF04_113,"[14, 28, 42, 56, 70, 96, 112, 130, 146, 162, 202, 222, 240, 258, 276, 332, 352, 372, 394, 414, 482, 506, 528, 552, 574, 598, 620, 644, 666, 690, 712, 736, 758, 782, 804, 828, 850, 874, 896, 920]",,"[12924, 16392, 19854, 23322, 26784, 30252, 33714, 37182, 40644, 44112, 59472, 76560, 95388, 115944, 138234, 162252, 188010, 215496, 244716, 275664, 308352, 342768, 378918, 416796, 456408, 497754, 540834, 585648, 632190, 680466, 730476, 782214, 835686, 890892, 947832, 1006500, 1066908, 1129038, 1192908, 1258506]",,The original design of Sketis equipment is said to have originated during the reign of King Themomel.ome historians believe the name comes from the sense of protection evoked by umbrellas.,50,4,icon_item_rod_celenial,75,,,,,,,4,Primus Sketis Rod,6,0,0111,75,0,3,4,459,0,0,0,0,0.0,0.0,1111,"[1, 2, 3, 4, 5, 7, 9, 11, 13, 17]",24,9,21,False,True,180.0
144114,STF04_114,"[36, 74, 110, 148, 186, 262, 306, 350, 394, 438, 554, 604, 654, 704, 756, 912, 968, 1026, 1082, 1140, 1334, 1398, 1462, 1526, 1590, 1652, 1716, 1780, 1844, 1908, 1970, 2034, 2098, 2162, 2226, 2288, 2352, 2416, 2480, 2544]",,"[28632, 39954, 51270, 62592, 73908, 85224, 96546, 107862, 119184, 130500, 177276, 229704, 287796, 351552, 420960, 496032, 576762, 663150, 755196, 852900, 956268, 1065294, 1179978, 1300320, 1426326, 1557984, 1695306, 1838286, 1986924, 2141226, 2301186, 2466798, 2638074, 2815014, 2997606, 3185862, 3379776, 3579348, 3784578, 3995472]",,"The carved inscription reads, ""The path of the pilgrim is not one of strength, but one of spirit.""",50,4,icon_item_rod_heartkey,220,,,,,,,4,Primus Pajoritas Rod,8,0,0111,220,0,3,7,1275,0,0,0,0,0.0,0.0,1111,"[2, 3, 4, 6, 7, 9, 13, 17, 22, 32]",24,9,21,False,True,180.0
144115,STF04_115,"[44, 90, 134, 180, 226, 318, 372, 426, 478, 532, 674, 736, 798, 858, 920, 1112, 1180, 1250, 1320, 1390, 1628, 1706, 1784, 1862, 1940, 2016, 2094, 2172, 2250, 2328, 2404, 2482, 2560, 2638, 2716, 2792, 2870, 2948, 3026, 3104]",,"[34356, 48534, 62712, 76890, 91068, 105246, 119424, 133602, 147780, 161958, 220170, 285474, 357864, 437346, 523914, 617568, 718320, 826152, 941082, 1063098, 1192200, 1328394, 1471674, 1622046, 1779504, 1944054, 2115696, 2294424, 2480238, 2673144, 2873136, 3080220, 3294396, 3515658, 3744012, 3979452, 4221978, 4471596, 4728306, 4992102]",,"There is strong magic flowing through this rod, but no known way to awaken it; it is, for now, a dormant rod.",50,4,icon_item_miegantis_rod,270,,,,,,,4,Primus Migantis Rod,8,0,0111,270,0,3,8,1556,0,0,0,0,0.0,0.0,1111,"[2, 3, 4, 6, 8, 10, 15, 19, 24, 36]",24,9,21,False,True,160.0
144116,STF04_116,"[52, 104, 156, 208, 262, 370, 432, 494, 556, 618, 784, 854, 926, 998, 1068, 1292, 1372, 1452, 1534, 1614, 1894, 1984, 2074, 2164, 2254, 2344, 2434, 2524, 2614, 2706, 2796, 2886, 2976, 3066, 3156, 3246, 3336, 3426, 3516, 3608]",,"[39594, 56394, 73188, 89988, 106788, 123582, 140382, 157182, 173982, 190776, 259470, 336564, 422052, 515946, 618234, 728922, 848010, 975492, 1111380, 1255668, 1408350, 1569432, 1738914, 1916796, 2103078, 2297754, 2500836, 2712312, 2932188, 3160464, 3397140, 3642210, 3895686, 4157556, 4427826, 4706496, 4993566, 5289036, 5592906, 5905170]",,There is strong magic actively flowing through this rod.,50,4,icon_item_pabudimas_rod,315,,,,,,,4,Primus Pevordimas Rod,9,0,0111,315,0,3,9,1809,0,0,0,0,0.0,0.0,1111,"[2, 3, 4, 6, 8, 11, 16, 20, 26, 40]",24,9,21,False,True,150.0
144117,STF04_117,"[58, 116, 174, 232, 290, 410, 478, 548, 616, 684, 868, 948, 1026, 1106, 1184, 1432, 1520, 1610, 1700, 1790, 2100, 2200, 2300, 2400, 2500, 2600, 2700, 2800, 2900, 3000, 3100, 3200, 3300, 3400, 3500, 3600, 3700, 3800, 3900, 4000]",,"[43722, 62586, 81444, 100308, 119172, 138036, 156894, 175758, 194622, 213480, 290430, 376812, 472626, 577866, 692544, 816648, 950184, 1093152, 1245552, 1407378, 1578642, 1759332, 1949460, 2149014, 2358000, 2576418, 2804262, 3041544, 3288252, 3544398, 3809970, 4084974, 4369410, 4663278, 4966572, 5279304, 5601462, 5933052, 6274074, 6624528]",,"A piece of equipment that represents the laurel wreath, a symbol of Nachel I, who was considered to be King of the Kingdom.",50,4,icon_item_rod_lapai,350,,,,,,,4,Primus Raffye Rod,10,0,0111,350,0,3,10,2006,0,0,0,0,0.0,0.0,1111,"[2, 3, 4, 6, 8, 11, 16, 21, 28, 43]",24,9,21,False,True,130.0
144118,STF04_118,"[58, 116, 174, 232, 290, 410, 478, 548, 616, 684, 868, 948, 1026, 1106, 1184, 1432, 1520, 1610, 1700, 1790, 2100, 2200, 2300, 2400, 2500, 2600, 2700, 2800, 2900, 3000, 3100, 3200, 3300, 3400, 3500, 3600, 3700, 3800, 3900, 4000]",,"[43722, 62586, 81444, 100308, 119172, 138036, 156894, 175758, 194622, 213480, 290430, 376812, 472626, 577866, 692544, 816648, 950184, 1093152, 1245552, 1407378, 1578642, 1759332, 1949460, 2149014, 2358000, 2576418, 2804262, 3041544, 3288252, 3544398, 3809970, 4084974, 4369410, 4663278, 4966572, 5279304, 5601462, 5933052, 6274074, 6624528]","[[3, 122.0], [5, 1654.0], [69, ""10% chance on skill attack to gain SPR {img green_up_arrow 16 16}5""], [69, ""Stacks up to 10 times""]]","For an equipment made by Masinios, it has a very wizard-like design.",50,4,icon_item_rod_masinos,350,,,,,"[12090, 40054]",,4,Masinios Rod,13,0,0111,350,0,3,10,2006,0,0,0,0,0.0,0.0,1111,"[2, 3, 4, 6, 8, 11, 16, 21, 28, 43]",24,9,21,False,False,150.0
144119,STF04_119,"[62, 124, 188, 250, 314, 444, 518, 592, 666, 742, 940, 1026, 1112, 1198, 1284, 1552, 1648, 1746, 1842, 1940, 2276, 2384, 2492, 2600, 2710, 2818, 2926, 3034, 3142, 3252, 3360, 3468, 3576, 3684, 3794, 3902, 4010, 4118, 4226, 4336]",,"[47292, 67944, 88590, 109236, 129888, 150534, 171180, 191832, 212478, 233130, 317220, 411636, 516378, 631446, 756834, 892548, 1038588, 1194948, 1361634, 1538646, 1725978, 1923636, 2131620, 2349924, 2578554, 2817510, 3066792, 3326394, 3596322, 3876570, 4167144, 4468044, 4779270, 5100816, 5432688, 5774886, 6127404, 6490248, 6863418, 7246914]",,"One of the reasons why the Owyn family is active in the region of Nicopolis is the strange reappearance of old weapons that were thought to have vanished along with the city. After studying the returned weapons, Owynia Dilben sought the help of the Bullet Marker Master to produce new copies of the equipment. Curiously, however, until they gain a proper owner, the newly-created weapons seem to disappear and reappear at random times.",50,4,icon_item_rod_nicopolis1,380,,,,,,,4,Primus Zvaigzde Rod,10,0,0111,380,0,3,10,2175,0,0,0,0,0.0,0.0,1111,"[2, 3, 4, 6, 9, 11, 17, 22, 29, 45]",24,9,21,False,True,130.0
144120,STF04_120,"[62, 124, 188, 250, 314, 444, 518, 592, 666, 742, 940, 1026, 1112, 1198, 1284, 1552, 1648, 1746, 1842, 1940, 2276, 2384, 2492, 2600, 2710, 2818, 2926, 3034, 3142, 3252, 3360, 3468, 3576, 3684, 3794, 3902, 4010, 4118, 4226, 4336]",,"[47292, 67944, 88590, 109236, 129888, 150534, 171180, 191832, 212478, 233130, 317220, 411636, 516378, 631446, 756834, 892548, 1038588, 1194948, 1361634, 1538646, 1725978, 1923636, 2131620, 2349924, 2578554, 2817510, 3066792, 3326394, 3596322, 3876570, 4167144, 4468044, 4779270, 5100816, 5432688, 5774886, 6127404, 6490248, 6863418, 7246914]","[[52, 325.0], [0, 52.0], [3, 132.0]]","The Asiomage is notably fond of this weapon, as it provides an increase in intelligence. More than a tool, it serves as a sort of mood-boosting toy to the monster. ",50,4,icon_item_rod_asiomage1,380,,,,,[50014],,4,Asio Rod,12,0,0111,380,0,3,10,2175,0,0,0,0,0.0,0.0,1111,"[2, 3, 4, 6, 9, 11, 17, 22, 29, 45]",24,9,21,False,False,130.0
144121,STF04_121,"[62, 124, 188, 250, 314, 444, 518, 592, 666, 742, 940, 1026, 1112, 1198, 1284, 1552, 1648, 1746, 1842, 1940, 2276, 2384, 2492, 2600, 2710, 2818, 2926, 3034, 3142, 3252, 3360, 3468, 3576, 3684, 3794, 3902, 4010, 4118, 4226, 4336]",,"[47292, 67944, 88590, 109236, 129888, 150534, 171180, 191832, 212478, 233130, 317220, 411636, 516378, 631446, 756834, 892548, 1038588, 1194948, 1361634, 1538646, 1725978, 1923636, 2131620, 2349924, 2578554, 2817510, 3066792, 3326394, 3596322, 3876570, 4167144, 4468044, 4779270, 5100816, 5432688, 5774886, 6127404, 6490248, 6863418, 7246914]","[[36, 232.0], [53, 325.0], [2, 74.0], [37, 302.0]]","A long time ago, a wizard created a giant lock and key, and with that they produced this weapon. Despite its appearance, however, it's often used as a cane for walking.",50,4,icon_item_rod_nicopolis2,380,,,,,[50015],,4,Wastrel Zvaigzde Rod,12,0,0111,380,0,3,10,2175,0,0,0,0,0.0,0.0,1111,"[2, 3, 4, 6, 9, 11, 17, 22, 29, 45]",24,9,21,False,False,130.0
145101,STF05_101,"[72, 147, 222, 297, 372, 527, 615, 702, 790, 880, 1115, 1217, 1317, 1420, 1522, 1840, 1955, 2070, 2185, 2300, 2697, 2825, 2955, 3082, 3212, 3340, 3467, 3597, 3725, 3855, 3982, 4110, 4240, 4367, 4497, 4625, 4752, 4882, 5010, 5140]",,"[52395, 75096, 97790, 120491, 143192, 165886, 188587, 211288, 233982, 256683, 349230, 453124, 568365, 694960, 832902, 982191, 1142834, 1314824, 1498161, 1692852, 1898890, 2116275, 2345014, 2585100, 2836533, 3099320, 3373454, 3658935, 3955770, 4263952, 4583488, 4914364, 5256594, 5610178, 5975102, 6351380, 6739012, 7137991, 7548317, 7969990]",,It is said that those who are spiritually sensitive can discern the energy of both goddesses and dragons in this weapon. The combination of such contrasting powers remains forever unfamiliar to those who experience it.,50,0,icon_item_rod_velcofer,360,,,,,,,4,Velcoffer Rod,14,0,0111,360,0,3,10,2310,0,0,0,0,0.0,0.0,1111,"[2, 3, 5, 7, 9, 12, 19, 24, 32, 49]",24,9,21,False,False,130.0
145102,STF05_102,"[72, 147, 222, 297, 372, 527, 615, 702, 790, 880, 1115, 1217, 1317, 1420, 1522, 1840, 1955, 2070, 2185, 2300, 2697, 2825, 2955, 3082, 3212, 3340, 3467, 3597, 3725, 3855, 3982, 4110, 4240, 4367, 4497, 4625, 4752, 4882, 5010, 5140]",,"[52395, 75096, 97790, 120491, 143192, 165886, 188587, 211288, 233982, 256683, 349230, 453124, 568365, 694960, 832902, 982191, 1142834, 1314824, 1498161, 1692852, 1898890, 2116275, 2345014, 2585100, 2836533, 3099320, 3373454, 3658935, 3955770, 4263952, 4583488, 4914364, 5256594, 5610178, 5975102, 6351380, 6739012, 7137991, 7548317, 7969990]",,It is said that those who are spiritually sensitive can discern the energy of both goddesses and dragons in this weapon. The combination of such contrasting powers remains forever unfamiliar to those who experience it.,50,0,icon_item_rod_velcofer,360,,[642916],,,,,4,Velcoffer Rod,14,0,0111,360,0,3,10,2310,0,0,0,0,0.0,0.0,0000,"[2, 3, 5, 7, 9, 12, 19, 24, 32, 49]",24,9,21,False,False,130.0
161101,TBW01_101,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 25, 26, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 41, 42, 43, 44, 45]",,"[3636, 3654, 3672, 3690, 3708, 3726, 3744, 3762, 3780, 3798, 4770, 5749, 6739, 7740, 8748, 9763, 10789, 11826, 12870, 13921, 14983, 16056, 17136, 18223, 19321, 20430, 21546, 22669, 23803, 24948, 26100, 27259, 28429, 29610, 30798, 31993, 33199, 34416, 35640, 36871]",,A simple weapon that can even be crafted at home.,38,2,bow_bow01,1,,,,,,,4,Old Light Bow,3,128,1000,1,0,0,1,0,44,29,0,0,0.0,0.0,0010,"[1, 1, 2, 2, 3, 3, 4, 4, 5, 5]",24,3,27,False,False,200.0
161102,TBW01_102,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 25, 26, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 41, 42, 43, 44, 45]",,"[3636, 3654, 3672, 3690, 3708, 3726, 3744, 3762, 3780, 3798, 4770, 5749, 6739, 7740, 8748, 9763, 10789, 11826, 12870, 13921, 14983, 16056, 17136, 18223, 19321, 20430, 21546, 22669, 23803, 24948, 26100, 27259, 28429, 29610, 30798, 31993, 33199, 34416, 35640, 36871]",,A bow widely crafted and used by people across the kingdom and its territories.,40,2,bow_bow01,1,,,"[{""Map"": null, ""Chance"": 10.0, ""Monster"": 57994}]",,,,4,Light Bow,3,128,1000,1,0,0,1,0,44,29,0,0,0.0,0.0,1111,"[1, 1, 2, 2, 3, 3, 4, 4, 5, 5]",24,3,27,False,False,200.0
161103,TBW01_103,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 25, 26, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 41, 42, 43, 44, 45]",,"[3636, 3654, 3672, 3690, 3708, 3726, 3744, 3762, 3780, 3798, 4770, 5749, 6739, 7740, 8748, 9763, 10789, 11826, 12870, 13921, 14983, 16056, 17136, 18223, 19321, 20430, 21546, 22669, 23803, 24948, 26100, 27259, 28429, 29610, 30798, 31993, 33199, 34416, 35640, 36871]",,"It's a bow for beginners, though some proficient archers prefer to keep using it.",42,2,bow_shortbow,1,,,"[{""Map"": null, ""Chance"": 1.83, ""Monster"": 400062}, {""Map"": null, ""Chance"": 0.6, ""Monster"": 401341}]",,,,4,Crude Short Bow,3,170,1000,1,0,1,1,0,44,29,0,0,0.0,0.0,1111,"[1, 1, 2, 2, 3, 3, 4, 4, 5, 5]",24,3,27,False,False,200.0
161104,TBW01_104,"[2, 4, 6, 8, 11, 14, 16, 19, 21, 24, 29, 31, 34, 37, 39, 46, 48, 51, 54, 57, 65, 68, 71, 74, 77, 80, 83, 86, 89, 93, 96, 99, 102, 105, 108, 111, 114, 117, 120, 124]",,"[4305, 4658, 5014, 5367, 5720, 6076, 6429, 6782, 7138, 7491, 9806, 12301, 14968, 17816, 20840, 24040, 27421, 30974, 34707, 38613, 42699, 46965, 51404, 56019, 60814, 65786, 70930, 76258, 81759, 87436, 93294, 99327, 105534, 111920, 118486, 125226, 132145, 139237, 146509, 153957]",,A small distance can sometimes be the deciding factor between life and death. This bow is a good choice if you want a longer reach.,42,2,bow_longbow,15,,,,,,,4,Crude Longbow,4,921,1000,15,0,1,2,0,126,84,0,0,0.0,0.0,1111,"[1, 1, 2, 3, 4, 4, 5, 6, 7, 8]",24,3,27,False,False,220.0
161105,TBW01_105,"[2, 4, 6, 8, 11, 14, 16, 19, 21, 24, 29, 31, 34, 37, 39, 46, 48, 51, 54, 57, 65, 68, 71, 74, 77, 80, 83, 86, 89, 93, 96, 99, 102, 105, 108, 111, 114, 117, 120, 124]",,"[4305, 4658, 5014, 5367, 5720, 6076, 6429, 6782, 7138, 7491, 9806, 12301, 14968, 17816, 20840, 24040, 27421, 30974, 34707, 38613, 42699, 46965, 51404, 56019, 60814, 65786, 70930, 76258, 81759, 87436, 93294, 99327, 105534, 111920, 118486, 125226, 132145, 139237, 146509, 153957]",,A bow with improved flexibility through the application of various materials.,42,2,icon_item_compositebow,15,,,"[{""Map"": null, ""Chance"": 10.0, ""Monster"": 57455}, {""Map"": null, ""Chance"": 10.0, ""Monster"": 41238}, {""Map"": null, ""Chance"": 10.0, ""Monster"": 41383}, {""Map"": null, ""Chance"": 10.0, ""Monster"": 58001}, {""Map"": null, ""Chance"": 10.0, ""Monster"": 58071}, {""Map"": null, ""Chance"": 10.0, ""Monster"": 58252}, {""Map"": null, ""Chance"": 0.6, ""Monster"": 57609}, {""Map"": null, ""Chance"": 10.0, ""Monster"": 400401}, {""Map"": null, ""Chance"": 10.0, ""Monster"": 400742}, {""Map"": null, ""Chance"": 10.0, ""Monster"": 57015}, {""Map"": null, ""Chance"": 10.0, ""Monster"": 57072}, {""Map"": null, ""Chance"": 10.0, ""Monster"": 57151}, {""Map"": null, ""Chance"": 10.0, ""Monster"": 57210}, {""Map"": null, ""Chance"": 10.0, ""Monster"": 57268}]",,,,4,Composite Bow,4,921,1000,15,0,1,2,0,126,84,0,0,0.0,0.0,1111,"[1, 1, 2, 3, 4, 4, 5, 6, 7, 8]",24,3,27,False,False,180.0
