$ID,$ID_NAME,Armor,Description,EXP,EXPClass,Element,Icon,Level,Link_Drops,Link_Spawns,Name,Race,Rank,Size,Stat_ATTACK_MAGICAL_MAX,Stat_ATTACK_MAGICAL_MIN,Stat_ATTACK_PHYSICAL_MAX,Stat_ATTACK_PHYSICAL_MIN,Stat_Accuracy,Stat_BlockPenetration,Stat_BlockRate,Stat_CON,Stat_CriticalDamage,Stat_CriticalDefense,Stat_CriticalRate,Stat_DEFENSE_MAGICAL,Stat_DEFENSE_PHYSICAL,Stat_DEX,Stat_Evasion,Stat_HP,Stat_INT,Stat_SP,Stat_SPR,Stat_STR
57018,Galok,2,Galok is a monster who command workers in the demon realm.,458,436,0,mon_galok,46,"[{""Item"": {""$ID"": -1, ""$ID_NAME"": null, ""Name"": ""Silver"", ""Icon"": ""icon_item_silver""}, ""Chance"": 80.0, ""Quantity_MAX"": 76, ""Quantity_MIN"": 72}, {""Item"": 645330, ""Chance"": 12.5, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 121104, ""Chance"": 0.6, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 602103, ""Chance"": 0.3, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 680065, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 685065, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 643591, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 2086, ""TimeRespawn"": 0, ""Population"": 3}]",Galok,1,2,2,254,84,108,36,46,32,0,15,68,32,73,99,53,10,46,1534,35,691,30,10
57019,Upent,0,Upent rapidly appeared from what once were flora with magical powers. ,556,499,4,mon_upent,52,"[{""Item"": {""$ID"": -1, ""$ID_NAME"": null, ""Name"": ""Silver"", ""Icon"": ""icon_item_silver""}, ""Chance"": 80.0, ""Quantity_MAX"": 76, ""Quantity_MIN"": 72}, {""Item"": 645156, ""Chance"": 20.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 649201, ""Chance"": 1.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 640037, ""Chance"": 25.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 34015, ""Chance"": 0.38, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 680053, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 685053, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 643655, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 2090, ""TimeRespawn"": 0, ""Population"": 2}, {""Map"": 2090, ""TimeRespawn"": 0, ""Population"": 2}]",Upent,4,2,2,122,65,156,84,52,52,0,34,88,104,52,124,124,17,0,2873,17,562,17,28
57021,Glizardon,2,"When the demons found Glizardons, they immediately subjugated them into minions. Glizardons that aren't minions are still dangerous to humans. ",414,355,0,mon_glizardon,43,"[{""Item"": {""$ID"": -1, ""$ID_NAME"": null, ""Name"": ""Silver"", ""Icon"": ""icon_item_silver""}, ""Chance"": 80.0, ""Quantity_MAX"": 51, ""Quantity_MIN"": 48}, {""Item"": 645333, ""Chance"": 33.33, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 645334, ""Chance"": 0.9, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 645485, ""Chance"": 0.4, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 640263, ""Chance"": 1.28, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 680063, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 685063, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 643518, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 2085, ""TimeRespawn"": 0, ""Population"": 3}, {""Map"": 2085, ""TimeRespawn"": 0, ""Population"": 3}]",Glizardon,0,2,2,72,31,199,85,55,34,0,19,103,43,38,65,97,28,43,1742,9,398,9,28
57022,Corylus,3,"The Corylus is a mutant hybrid between plants, animals and minerals.",357,303,0,mon_corylus,44,"[{""Item"": {""$ID"": -1, ""$ID_NAME"": null, ""Name"": ""Silver"", ""Icon"": ""icon_item_silver""}, ""Chance"": 80.0, ""Quantity_MAX"": 38, ""Quantity_MIN"": 36}, {""Item"": 645453, ""Chance"": 11.11, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 649007, ""Chance"": 1.83, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 640263, ""Chance"": 1.28, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 221104, ""Chance"": 1.34, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 601126, ""Chance"": 1.34, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 680064, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 685064, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 643908, ""Chance"": 0.04, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 2086, ""TimeRespawn"": 0, ""Population"": 20}, {""Map"": 2086, ""TimeRespawn"": 0, ""Population"": 20}]",Corylus,3,2,1,75,40,96,51,30,61,0,31,74,57,44,114,124,14,26,1327,14,509,17,19
57023,Rudas_loxodon,2,"The only good thing that came from the mutation was that the beast became a bit smaller. Also, the fact that someone had managed to capture one doesn't mean that it is any less dangerous. Loxodon of this color have usually feasted on strange food.",523,478,2,mon_rudas_loxodon,50,"[{""Item"": {""$ID"": -1, ""$ID_NAME"": null, ""Name"": ""Silver"", ""Icon"": ""icon_item_silver""}, ""Chance"": 80.0, ""Quantity_MAX"": 76, ""Quantity_MIN"": 72}, {""Item"": 645357, ""Chance"": 50.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 645394, ""Chance"": 1.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 645393, ""Chance"": 0.15, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 640046, ""Chance"": 0.01, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 628043, ""Chance"": 0.03, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 680052, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 685052, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 643737, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 2089, ""TimeRespawn"": 0, ""Population"": 3}]",Red Loxodon,0,2,2,94,31,255,85,65,40,0,22,123,50,45,77,116,33,50,2349,11,471,11,33
57024,Beeteros,3,It is simple and effective for Beeteros to camouflage. Please do not touch the swaying leaf as it can stab you.,540,461,7,mon_beeteros,57,"[{""Item"": {""$ID"": -1, ""$ID_NAME"": null, ""Name"": ""Silver"", ""Icon"": ""icon_item_silver""}, ""Chance"": 80.0, ""Quantity_MAX"": 49, ""Quantity_MIN"": 47}, {""Item"": 16010, ""Chance"": 0.58, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 680058, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 685058, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 643721, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 2091, ""TimeRespawn"": 0, ""Population"": 15}, {""Map"": 2091, ""TimeRespawn"": 0, ""Population"": 5}]",Beeteros,2,2,1,103,84,136,111,57,39,0,24,154,34,74,84,89,43,79,2292,12,609,18,24
57025,Mentiwood,3,A mutated mantis. It has gotten stronger and has developed the ability to camouflage.,628,542,5,mon_mentiwood,56,"[{""Item"": {""$ID"": -1, ""$ID_NAME"": null, ""Name"": ""Silver"", ""Icon"": ""icon_item_silver""}, ""Chance"": 80.0, ""Quantity_MAX"": 76, ""Quantity_MIN"": 72}, {""Item"": 645403, ""Chance"": 33.33, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 511107, ""Chance"": 1.34, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 680057, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 685057, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 643735, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 2091, ""TimeRespawn"": 0, ""Population"": 3}]",Mantiwood,2,2,2,141,60,187,80,56,39,0,24,151,33,72,96,101,42,78,2769,12,602,18,24
57026,Egnome,3,"Egnomes carry a stern look. The more stern it looks, the more powerful it is.",490,457,5,mon_egnome,48,"[{""Item"": {""$ID"": -1, ""$ID_NAME"": null, ""Name"": ""Silver"", ""Icon"": ""icon_item_silver""}, ""Chance"": 80.0, ""Quantity_MAX"": 76, ""Quantity_MIN"": 72}, {""Item"": 645141, ""Chance"": 25.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 645320, ""Chance"": 0.85, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 649004, ""Chance"": 0.15, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 201107, ""Chance"": 0.9, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 521127, ""Chance"": 1.34, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 531127, ""Chance"": 1.34, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 680068, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 685068, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 643523, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 2087, ""TimeRespawn"": 0, ""Population"": 20}, {""Map"": 2087, ""TimeRespawn"": 0, ""Population"": 20}]",Egnome,3,2,2,82,54,108,72,33,67,0,34,80,62,48,144,156,15,28,1969,15,548,18,21
57027,Beetow,2,"A poet had once said that this monster is the fruition of a flower petal's dream of flying. Upon hearing this, the Sage Master said something of knowing when to be poetic and when to run. ",395,373,5,mon_beetow,47,"[{""Item"": {""$ID"": -1, ""$ID_NAME"": null, ""Name"": ""Silver"", ""Icon"": ""icon_item_silver""}, ""Chance"": 80.0, ""Quantity_MAX"": 76, ""Quantity_MIN"": 72}, {""Item"": 645151, ""Chance"": 14.28, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 121105, ""Chance"": 0.6, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 680048, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 685048, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 643526, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 2088, ""TimeRespawn"": 0, ""Population"": 12}]",Beetow,2,2,1,93,62,123,82,47,32,0,20,126,28,61,70,74,36,65,1571,10,503,15,20
57028,Pawndel,2,The sister of Pawnd. Carries a scythe that is much taller than itself. It's name depends on where and what it is born of.,370,311,0,mon_pawndel,45,"[{""Item"": {""$ID"": -1, ""$ID_NAME"": null, ""Name"": ""Silver"", ""Icon"": ""icon_item_silver""}, ""Chance"": 80.0, ""Quantity_MAX"": 49, ""Quantity_MIN"": 47}, {""Item"": 645618, ""Chance"": 5.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 645329, ""Chance"": 0.08, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 640263, ""Chance"": 1.28, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 511127, ""Chance"": 1.34, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 122115, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 680066, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 685066, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 643525, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 2086, ""TimeRespawn"": 0, ""Population"": 12}, {""Map"": 2086, ""TimeRespawn"": 0, ""Population"": 20}, {""Map"": 2086, ""TimeRespawn"": 0, ""Population"": 6}]",Pawndel,1,2,1,216,92,92,39,45,31,0,15,67,31,72,85,45,10,45,1176,35,684,30,10
57029,Carcashu,0,"Carcashu is a fungus. Its toxins are strong, but there are parts of it that can be eaten.",509,443,7,mon_carcashu,55,"[{""Item"": {""$ID"": -1, ""$ID_NAME"": null, ""Name"": ""Silver"", ""Icon"": ""icon_item_silver""}, ""Chance"": 80.0, ""Quantity_MAX"": 49, ""Quantity_MIN"": 47}, {""Item"": 640044, ""Chance"": 5.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 601127, ""Chance"": 1.34, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 680056, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 685056, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 643595, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 2091, ""TimeRespawn"": 0, ""Population"": 40}, {""Map"": 2091, ""TimeRespawn"": 0, ""Population"": 10}]",Carcashu,4,2,1,119,64,156,84,55,55,0,36,93,110,55,114,114,18,0,2568,18,595,18,30
57030,Zibu_Maize,0,"The fruit of a Maize looks quite tasty. Of course, you'll be poisoned if you actually decide to eat some. This color of Maize even has fungi that will make it even worse for anyone brave or stupid enough to try.",422,390,7,mon_zibu_maize,49,"[{""Item"": {""$ID"": -1, ""$ID_NAME"": null, ""Name"": ""Silver"", ""Icon"": ""icon_item_silver""}, ""Chance"": 80.0, ""Quantity_MAX"": 49, ""Quantity_MIN"": 47}, {""Item"": 645341, ""Chance"": 25.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 531106, ""Chance"": 1.34, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 680050, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 685050, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 643589, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 2089, ""TimeRespawn"": 0, ""Population"": 8}, {""Map"": 2089, ""TimeRespawn"": 0, ""Population"": 8}, {""Map"": 2089, ""TimeRespawn"": 0, ""Population"": 10}, {""Map"": 2089, ""TimeRespawn"": 0, ""Population"": 6}]",Black Maize,4,2,1,114,48,147,63,49,49,0,32,83,98,49,102,102,16,0,2044,16,529,16,27
57031,boss_merregina,0,"Merregina is still under the control of Goddess Jurate, but since the goddesses are not intervening in human matters, it acts individually.",573,546,4,boss_merregina,46,"[{""Item"": {""$ID"": -1, ""$ID_NAME"": null, ""Name"": ""Silver"", ""Icon"": ""icon_item_silver""}, ""Chance"": 0.0, ""Quantity_MAX"": 1, ""Quantity_MIN"": 1}]",,Merregina,1,0,3,299,199,128,85,86,60,0,15,68,60,138,146,78,10,46,10832,35,691,30,10
57033,Velwriggler,0,This monster was bred by the demons and is known for its poisonous abilities.,588,488,7,mon_velwriggler,60,"[{""Item"": {""$ID"": -1, ""$ID_NAME"": null, ""Name"": ""Silver"", ""Icon"": ""icon_item_silver""}, ""Chance"": 80.0, ""Quantity_MAX"": 49, ""Quantity_MIN"": 47}, {""Item"": 645413, ""Chance"": 14.28, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 680074, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 685074, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 643613, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 1201, ""TimeRespawn"": 0, ""Population"": 12}, {""Map"": 1201, ""TimeRespawn"": 0, ""Population"": 12}]",Velwriggler,3,2,1,102,55,134,72,42,84,0,42,101,78,60,159,172,19,36,2462,19,681,22,26
57034,Lapasape,2,"Please don't assume that Lapasape can only be encountered in the deep forest, as it sometimes prowls outside to eat human crops.",1950,1197,7,mon_lapasape,117,,,Lapasape,4,2,1,222,181,294,241,117,117,0,73,206,234,117,258,258,36,0,12000,36,1245,36,61
57035,duckey,2,"Its appearance did not change much, but its physicality has. Lives near water.",1765,1037,1,mon_duckey,125,"[{""Item"": {""$ID"": -1, ""$ID_NAME"": null, ""Name"": ""Silver"", ""Icon"": ""icon_item_silver""}, ""Chance"": 80.0, ""Quantity_MAX"": 40, ""Quantity_MIN"": 38}, {""Item"": 645549, ""Chance"": 7.5, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 13052, ""Chance"": 1.35, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 680236, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 685236, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 643882, ""Chance"": 0.04, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 1241, ""TimeRespawn"": 0, ""Population"": 10}, {""Map"": 1241, ""TimeRespawn"": 0, ""Population"": 5}, {""Map"": 1241, ""TimeRespawn"": 0, ""Population"": 10}]",Ducky,0,2,0,180,77,502,215,162,100,0,52,324,125,112,132,199,78,125,9496,26,1168,26,78
57036,Cronewt,3,"This monster was once the size of a little finger, but it has since grown greatly.",2142,1272,7,mon_cronewt,123,"[{""Item"": {""$ID"": -1, ""$ID_NAME"": null, ""Name"": ""Silver"", ""Icon"": ""icon_item_silver""}, ""Chance"": 80.0, ""Quantity_MAX"": 196, ""Quantity_MIN"": 187}, {""Item"": 645547, ""Chance"": 8.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 11047, ""Chance"": 1.35, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 202117, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 680234, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 685234, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 645459, ""Chance"": 1.5, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 643870, ""Chance"": 0.04, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 1241, ""TimeRespawn"": 0, ""Population"": 10}, {""Map"": 1241, ""TimeRespawn"": 0, ""Population"": 8}]",Cronewt,0,2,1,188,101,525,282,159,98,0,51,318,123,110,173,260,76,123,11484,25,1142,25,76
57037,InfroHoglan,2,There are many birds that cannot fly after they've transformed to monsters.,2174,1284,7,mon_infrohoglan,124,"[{""Item"": {""$ID"": -1, ""$ID_NAME"": null, ""Name"": ""Silver"", ""Icon"": ""icon_item_silver""}, ""Chance"": 80.0, ""Quantity_MAX"": 79, ""Quantity_MIN"": 75}, {""Item"": 645548, ""Chance"": 5.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 15017, ""Chance"": 0.33, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 680235, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 685235, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 1241, ""TimeRespawn"": 0, ""Population"": 10}, {""Map"": 1241, ""TimeRespawn"": 0, ""Population"": 5}]",Infro Hoglan,0,2,1,174,116,490,326,161,99,0,51,321,124,111,174,262,77,124,11668,25,1149,25,77
57038,Dumaro,2,"The Dumaro is not a newly discovered monster, but has developed new toxic abilities after the Great Plant Cataclysm.",674,535,7,mon_dumaro,65,"[{""Item"": {""$ID"": -1, ""$ID_NAME"": null, ""Name"": ""Silver"", ""Icon"": ""icon_item_silver""}, ""Chance"": 80.0, ""Quantity_MAX"": 39, ""Quantity_MIN"": 37}, {""Item"": 645446, ""Chance"": 33.33, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 601129, ""Chance"": 1.34, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 14012, ""Chance"": 0.33, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 680100, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 685100, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 1271, ""TimeRespawn"": 0, ""Population"": 65}, {""Map"": 1271, ""TimeRespawn"": 0, ""Population"": 12}]",Dumaro,1,2,1,290,156,122,65,65,45,0,21,96,45,104,125,67,14,65,2426,49,974,42,14
57039,Lichenclops,2,"The Lichenclops doesn't only have good eye sight, their sense of smell is also exceptional.",639,516,7,mon_lichenclops,63,"[{""Item"": {""$ID"": -1, ""$ID_NAME"": null, ""Name"": ""Silver"", ""Icon"": ""icon_item_silver""}, ""Chance"": 80.0, ""Quantity_MAX"": 76, ""Quantity_MIN"": 72}, {""Item"": 30074, ""Chance"": 0.5, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 141108, ""Chance"": 1.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 30029, ""Chance"": 1.34, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 30030, ""Chance"": 1.34, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 680096, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 685096, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 643888, ""Chance"": 0.04, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 1261, ""TimeRespawn"": 0, ""Population"": 40}]",Lichenclops,2,2,1,134,72,180,97,63,44,0,27,169,37,81,94,99,47,88,2795,13,675,20,27
57040,rubblem,3,The fragments or the broken pieces of Golem are reborn with new forms. Rublem is one of those.,1827,1147,1,mon_rubblem,113,"[{""Item"": {""$ID"": -1, ""$ID_NAME"": null, ""Name"": ""Silver"", ""Icon"": ""icon_item_silver""}, ""Chance"": 80.0, ""Quantity_MAX"": 68, ""Quantity_MIN"": 64}, {""Item"": 645388, ""Chance"": 17.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 645389, ""Chance"": 0.8, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 680207, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 685207, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 643891, ""Chance"": 0.04, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 1461, ""TimeRespawn"": 0, ""Population"": 15}, {""Map"": 1461, ""TimeRespawn"": 0, ""Population"": 10}]",Rubblem,3,2,1,203,109,262,141,79,158,0,76,199,146,113,310,336,35,67,8998,35,1283,41,47
57041,loftlem,3,It is a monster from the demon realm that the Demon King Baiga uses. Baiga likes monsters that reports news from various worlds.,583,450,1,mon_loftlem,68,"[{""Item"": {""$ID"": -1, ""$ID_NAME"": null, ""Name"": ""Silver"", ""Icon"": ""icon_item_silver""}, ""Chance"": 80.0, ""Quantity_MAX"": 22, ""Quantity_MIN"": 21}, {""Item"": 649208, ""Chance"": 33.33, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 31006, ""Chance"": 1.34, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 680106, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 685106, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 643520, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 1281, ""TimeRespawn"": 0, ""Population"": 10}]",Loftlem,3,2,0,119,39,152,50,47,95,0,47,116,88,68,134,145,21,40,2529,21,773,25,29
57042,blindlem,3,It is a monster that was transformed from the plants that grew from stones which the humans threw away after refining them on Medzio Diena.,1919,1184,1,mon_blindlem,116,"[{""Item"": {""$ID"": -1, ""$ID_NAME"": null, ""Name"": ""Silver"", ""Icon"": ""icon_item_silver""}, ""Chance"": 80.0, ""Quantity_MAX"": 87, ""Quantity_MIN"": 83}, {""Item"": 649208, ""Chance"": 20.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 680212, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 685212, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 1471, ""TimeRespawn"": 0, ""Population"": 15}]",Blindlem,3,2,1,176,144,227,186,81,162,0,78,205,150,116,318,345,36,69,9499,36,1316,42,48
57043,fallenlem,3,There is a variety of demonic soldiers in the demon realm. Their positions and ranks are not well known. The first record of Fallenlem came out from Agailla Flurry's biography.,1888,1172,1,mon_pawndel,115,"[{""Item"": 15046, ""Chance"": 1.34, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,Fallenlem,3,2,1,239,79,308,102,80,161,0,78,204,149,115,317,343,36,69,9338,36,1309,42,48
