$ID,$ID_NAME,Armor,Description,EXP,EXPClass,Element,Icon,Level,Link_Drops,Link_Spawns,Name,Race,Rank,Size,Stat_ATTACK_MAGICAL_MAX,Stat_ATTACK_MAGICAL_MIN,Stat_ATTACK_PHYSICAL_MAX,Stat_ATTACK_PHYSICAL_MIN,Stat_Accuracy,Stat_BlockPenetration,Stat_BlockRate,Stat_CON,Stat_CriticalDamage,Stat_CriticalDefense,Stat_CriticalRate,Stat_DEFENSE_MAGICAL,Stat_DEFENSE_PHYSICAL,Stat_DEX,Stat_Evasion,Stat_HP,Stat_INT,Stat_SP,Stat_SPR,Stat_STR
57651,Cire_bow,2,"It is said that it is derived from rotting vegetation, but it is hard to find any evidence of that. While not particularly smart, it is still able to use simple tools or magic that is based on poisons. ",84,60,5,mon_cire_bow,1,,,Cire Spearman,4,2,1,27,18,27,18,0,0,0,1,2,0,0,21,16,1,0,15,1,39,3,1
57652,Chafperor_mage,2,A monster that has the strength of bees and beetles and the ferocity of a monster. Has a hive like bees. Chafperor Mages have magic but don't have the intelligence to properly use it. ,3186,2448,7,mon_chafperor_mage,177,"[{""Item"": {""$ID"": -1, ""$ID_NAME"": null, ""Name"": ""Silver"", ""Icon"": ""icon_item_silver""}, ""Chance"": 80.0, ""Quantity_MAX"": 118, ""Quantity_MIN"": 112}, {""Item"": 30314, ""Chance"": 1.15, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 680335, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 685335, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 2501, ""TimeRespawn"": 0, ""Population"": 20}]",Chafperor Mage,2,2,1,649,433,672,448,76,101,0,39,208,88,88,510,456,84,101,15012,39,1972,61,46
57653,Infrogalas_mage,3,"The theory is that it's a Gaigalas that hasn't fully grown. However, it is difficult to determine whether this is true because we don't have information on what a Gaigalas was mutated from. ",3186,2448,0,mon_infrogalas_mage,177,"[{""Item"": {""$ID"": -1, ""$ID_NAME"": null, ""Name"": ""Silver"", ""Icon"": ""icon_item_silver""}, ""Chance"": 80.0, ""Quantity_MAX"": 118, ""Quantity_MIN"": 112}, {""Item"": 13055, ""Chance"": 1.15, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 680334, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 685334, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 2501, ""TimeRespawn"": 0, ""Population"": 12}]",Infrogalas Mage,0,2,1,630,420,720,480,86,90,0,76,168,88,88,456,510,69,90,17978,31,1582,31,61
57654,FD_Infrogalas_bow,3,"The theory is that it's a Gaigalas that hasn't fully grown. However, it is difficult to determine whether this is true because we don't have information on what a Gaigalas was mutated from. ",4427,3404,0,mon_fd_infrogalas_bow,164,,"[{""Map"": 3480, ""TimeRespawn"": 0, ""Population"": 20}]",Imprisoned Infrogalas Archer,0,2,1,570,380,655,436,78,85,0,71,158,82,82,415,464,64,85,32755,29,1469,29,57
57655,Rambear_mage,2,A monster that has the strengths of many different types of beasts. Some are even able to use tools and magic. ,3409,2627,4,mon_rambear_mage,189,"[{""Item"": {""$ID"": -1, ""$ID_NAME"": null, ""Name"": ""Silver"", ""Icon"": ""icon_item_silver""}, ""Chance"": 80.0, ""Quantity_MAX"": 155, ""Quantity_MIN"": 147}, {""Item"": 645386, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 12056, ""Chance"": 1.15, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 680367, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 685367, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 643626, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 643503, ""Chance"": 2.13, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 3470, ""TimeRespawn"": 0, ""Population"": 40}]",Rambear Magician,0,2,1,682,454,777,518,91,95,0,81,181,94,94,494,552,73,95,19714,33,1688,33,65
57656,Rambear_bow,2,A monster that has the strengths of many different types of beasts. Some are even able to use tools and magic. ,2873,2213,4,mon_rambear_bow,151,"[{""Item"": {""$ID"": -1, ""$ID_NAME"": null, ""Name"": ""Silver"", ""Icon"": ""icon_item_silver""}, ""Chance"": 80.0, ""Quantity_MAX"": 100, ""Quantity_MIN"": 95}, {""Item"": 30310, ""Chance"": 1.35, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 680274, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 685274, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 643701, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 2300, ""TimeRespawn"": 20000, ""Population"": 15}]",Rambear Archer,0,2,1,515,343,595,397,73,79,0,66,150,75,75,374,418,60,79,14666,27,1356,27,53
57660,wood_lwa,0,"A monster that the sorcerers of the devil realm called out using noir. There's a rumor that they use the spirits in the forest after capturing them, but that has yet to be confirmed.",3175,2448,7,mon_wood_lwa,176,"[{""Item"": {""$ID"": -1, ""$ID_NAME"": null, ""Name"": ""Silver"", ""Icon"": ""icon_item_silver""}, ""Chance"": 80.0, ""Quantity_MAX"": 118, ""Quantity_MIN"": 112}, {""Item"": 30322, ""Chance"": 1.15, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 34021, ""Chance"": 0.4, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 680333, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 685333, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 2501, ""TimeRespawn"": 0, ""Population"": 30}]",Woodluwa,4,2,1,669,446,669,446,76,76,0,46,112,88,88,534,427,46,76,15529,46,2251,83,46
57661,GlyphRing,3,"It is not uncommon that the stone statues that are engraved with magical power or parts of architectures move to harm humans. After Medzio Diena, there's no one who think that could be a bit strange.",1382,1065,1,mon_glyphring,104,"[{""Item"": {""$ID"": -1, ""$ID_NAME"": null, ""Name"": ""Silver"", ""Icon"": ""icon_item_silver""}, ""Chance"": 80.0, ""Quantity_MAX"": 76, ""Quantity_MIN"": 73}, {""Item"": 645745, ""Chance"": 20.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 18003, ""Chance"": 1.15, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 521115, ""Chance"": 1.15, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 2541, ""TimeRespawn"": 0, ""Population"": 30}, {""Map"": 2541, ""TimeRespawn"": 0, ""Population"": 15}]",Glyphring,3,2,1,325,216,380,253,52,38,0,51,43,52,52,213,267,19,38,5352,23,1054,28,41
57663,ShiverJack,3,Cryomancer Master Aleister Crowley,84,60,4,mon_shiverjack,1,,,Shiverjack,3,2,1,27,18,31,21,1,0,0,3,2,0,0,16,21,1,0,15,1,13,1,3
57664,loftlem_green,3,It is a monster from the demon realm that the Demon King Baiga uses. Baiga likes monsters that reports news from various worlds.,6484,3739,1,mon_loftlem_green,180,"[{""Item"": {""$ID"": -1, ""$ID_NAME"": null, ""Name"": ""Silver"", ""Icon"": ""icon_item_silver""}, ""Chance"": 80.0, ""Quantity_MAX"": 121, ""Quantity_MIN"": 115}, {""Item"": 645561, ""Chance"": 7.5, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 30323, ""Chance"": 1.15, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 680338, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 685338, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 2521, ""TimeRespawn"": 0, ""Population"": 20}]",Green Loftlem,3,2,0,838,279,954,318,92,67,103,86,81,90,90,439,549,33,67,15266,40,1823,48,71
57665,pumpflap,0,"Until the year after Medzio Diena, people thought that the monsters that turned from the crops that haven't been harvested would not appear again if harvesters were careful. However, they lost their hope when the monsters started growing by themselves. Pumpleflap is an example of this.",3331,2560,5,mon_pumpflap,185,"[{""Item"": {""$ID"": -1, ""$ID_NAME"": null, ""Name"": ""Silver"", ""Icon"": ""icon_item_silver""}, ""Chance"": 80.0, ""Quantity_MAX"": 348, ""Quantity_MIN"": 331}, {""Item"": 30316, ""Chance"": 1.15, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 680343, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 685343, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 2531, ""TimeRespawn"": 0, ""Population"": 10}]",Pumpleflap,1,2,1,828,552,828,552,105,72,0,33,102,92,92,510,510,41,72,15311,88,1661,33,88
57668,Rudasjack,3,Some places in the devil realm are filled with these floating objects in the sky.,1519,1166,2,mon_rudasjack,115,"[{""Item"": {""$ID"": -1, ""$ID_NAME"": null, ""Name"": ""Silver"", ""Icon"": ""icon_item_silver""}, ""Chance"": 80.0, ""Quantity_MAX"": 77, ""Quantity_MIN"": 73}, {""Item"": 680210, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 685210, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 1461, ""TimeRespawn"": 0, ""Population"": 12}]",Rudasjack,3,2,1,375,250,435,290,60,42,0,56,52,57,57,246,308,21,42,6030,26,1166,31,46
57669,jukotail,3,Jukotail doesn't walk on its tail. It is floating in the air and their insides are empty. We don't know if their insides are emptied within a short period of time after they die.,4058,3130,1,mon_jukotail,226,"[{""Item"": {""$ID"": -1, ""$ID_NAME"": null, ""Name"": ""Silver"", ""Icon"": ""icon_item_silver""}, ""Chance"": 80.0, ""Quantity_MAX"": 159, ""Quantity_MIN"": 151}, {""Item"": 645721, ""Chance"": 20.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 645722, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 16069, ""Chance"": 1.15, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 680512, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 685512, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 3430, ""TimeRespawn"": 0, ""Population"": 45}, {""Map"": 3430, ""TimeRespawn"": 0, ""Population"": 10}, {""Map"": 3430, ""TimeRespawn"": 0, ""Population"": 10}]",Jukotail,3,2,1,877,584,986,657,115,82,0,106,100,113,113,575,719,40,82,25970,50,2274,59,88
57670,pyran,2,Pyran is created when the egg of a reptile that is in ashes transforms and hatches.,1591,1224,2,mon_pyran,122,"[{""Item"": {""$ID"": -1, ""$ID_NAME"": null, ""Name"": ""Silver"", ""Icon"": ""icon_item_silver""}, ""Chance"": 80.0, ""Quantity_MAX"": 78, ""Quantity_MIN"": 74}, {""Item"": 102121, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 680221, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 685221, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 1481, ""TimeRespawn"": 0, ""Population"": 15}]",Pyran,1,2,1,499,332,499,332,69,47,0,22,64,61,61,300,300,27,47,5382,59,1096,22,59
57672,velffigy,0,"Used as a tool in demon shaman rituals. When the ritual is over, the shaman will obtain their ego. Shamans cannot use them for other purposes, so they will usually abandon them afterwards. Abandoned Velfiggy monsters will then carry on living their lives.",3286,2526,0,mon_velffigy,182,"[{""Item"": {""$ID"": -1, ""$ID_NAME"": null, ""Name"": ""Silver"", ""Icon"": ""icon_item_silver""}, ""Chance"": 80.0, ""Quantity_MAX"": 127, ""Quantity_MIN"": 121}, {""Item"": 645612, ""Chance"": 5.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 643503, ""Chance"": 1.28, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 30371, ""Chance"": 0.47, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 30376, ""Chance"": 0.47, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 30374, ""Chance"": 0.47, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 680347, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 685347, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 3860, ""TimeRespawn"": 0, ""Population"": 10}]",Velfiggy,1,2,1,814,543,814,543,104,72,0,33,102,91,91,500,500,41,72,15063,87,1641,33,87
57673,Burialer,3,A monster that is created when the tombstone of the dead and the spirit of the grave combine inaccurately.,1785,1375,5,mon_burialer,144,"[{""Item"": {""$ID"": -1, ""$ID_NAME"": null, ""Name"": ""Silver"", ""Icon"": ""icon_item_silver""}, ""Chance"": 80.0, ""Quantity_MAX"": 284, ""Quantity_MIN"": 270}, {""Item"": 30304, ""Chance"": 1.35, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 643502, ""Chance"": 1.29, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 680268, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 685268, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 643619, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 1601, ""TimeRespawn"": 0, ""Population"": 7}]",Burialer,3,2,1,506,337,578,385,73,52,0,69,62,72,72,332,415,26,52,7996,32,1452,38,57
57674,velwriggler_mage_red,0,This monster was bred by the demons and is known for its poisonous abilities.,1264,979,2,mon_velwriggler_mage_red,46,"[{""Item"": {""$ID"": -1, ""$ID_NAME"": null, ""Name"": ""Silver"", ""Icon"": ""icon_item_silver""}, ""Chance"": 80.0, ""Quantity_MAX"": 44, ""Quantity_MIN"": 42}, {""Item"": 521126, ""Chance"": 1.34, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 645413, ""Chance"": 14.28, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 3990, ""TimeRespawn"": 0, ""Population"": 40}]",Red Velwriggler Mage,3,2,1,81,54,103,68,24,15,0,24,16,23,23,52,66,8,15,793,10,457,12,19
57675,velwriggler_mage_green,0,"This monster, which was born as a direct result of demonic influence, is agile and has poisons. Velwriggler that have a large amount of arsenic show these colors.",3152,2426,5,mon_velwriggler_mage_green,175,"[{""Item"": {""$ID"": -1, ""$ID_NAME"": null, ""Name"": ""Silver"", ""Icon"": ""icon_item_silver""}, ""Chance"": 80.0, ""Quantity_MAX"": 117, ""Quantity_MIN"": 111}, {""Item"": 645413, ""Chance"": 14.28, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 20001, ""Chance"": 1.15, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 680332, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 685332, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 30543, ""Chance"": 0.64, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 2511, ""TimeRespawn"": 0, ""Population"": 25}, {""Map"": 2511, ""TimeRespawn"": 0, ""Population"": 20}]",Green Velwriggler Mage,3,2,1,642,428,730,486,89,65,0,83,77,87,87,424,530,31,65,18373,39,1763,46,68
57676,velaphid_red,2,A monster that is created when a part of a transformed monster from an arthropod gets transformed independently.,3320,2560,5,mon_velaphid_red,184,"[{""Item"": {""$ID"": -1, ""$ID_NAME"": null, ""Name"": ""Silver"", ""Icon"": ""icon_item_silver""}, ""Chance"": 80.0, ""Quantity_MAX"": 135, ""Quantity_MIN"": 128}, {""Item"": 30324, ""Chance"": 1.15, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 680342, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 685342, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 643696, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 2531, ""TimeRespawn"": 0, ""Population"": 20}]",Velaphid,1,2,1,822,548,822,548,104,72,0,33,102,92,92,506,506,41,72,15228,87,1655,33,87
57677,anchor,3,Nothing is known about Anchors except that they are from the demonic world. It is unknown if an object became a monster or if it is a mutated demon. Even the colors do not offer any proper evidence.,3264,2515,0,mon_anchor,181,"[{""Item"": {""$ID"": -1, ""$ID_NAME"": null, ""Name"": ""Silver"", ""Icon"": ""icon_item_silver""}, ""Chance"": 80.0, ""Quantity_MAX"": 139, ""Quantity_MIN"": 132}, {""Item"": 645611, ""Chance"": 7.5, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 32005, ""Chance"": 1.15, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 30380, ""Chance"": 0.47, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 30379, ""Chance"": 0.47, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 680346, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 685346, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 643502, ""Chance"": 2.13, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 3850, ""TimeRespawn"": 0, ""Population"": 10}]",Anchor,1,2,1,808,538,808,538,103,71,0,33,100,90,90,496,496,40,71,14980,86,1635,33,86
57678,anchor_mage,3,Nothing is known about Anchors except that they are from the demonic world. It is unknown if an object became a monster or if it is a mutated demon. Even the colors do not offer any proper evidence.,1728,1332,0,mon_anchor_mage,139,"[{""Item"": {""$ID"": -1, ""$ID_NAME"": null, ""Name"": ""Silver"", ""Icon"": ""icon_item_silver""}, ""Chance"": 80.0, ""Quantity_MAX"": 128, ""Quantity_MIN"": 122}, {""Item"": 10057, ""Chance"": 1.35, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 18005, ""Chance"": 1.35, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 680262, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 685262, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 1581, ""TimeRespawn"": 0, ""Population"": 7}, {""Map"": 1581, ""TimeRespawn"": 0, ""Population"": 11}]",Darkness Anchor,1,2,1,587,391,587,391,79,55,0,24,75,69,69,357,357,30,55,6186,66,1236,24,66
57679,Pandroceum,0,"After it became a monster, it was known that it had many uses, so they are being hunted by humans. There's a rumor that the Winterspoon family buys them for a good price.",3208,2470,7,mon_pandroceum,178,"[{""Item"": {""$ID"": -1, ""$ID_NAME"": null, ""Name"": ""Silver"", ""Icon"": ""icon_item_silver""}, ""Chance"": 80.0, ""Quantity_MAX"": 104, ""Quantity_MIN"": 99}, {""Item"": 182116, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 680336, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 685336, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 2501, ""TimeRespawn"": 0, ""Population"": 40}]",Pendrosium,4,2,1,679,452,679,452,77,77,0,47,114,89,89,541,432,47,77,15766,47,2277,84,47
57680,VelStool,0,"It is hard to distinguish them from other monsters that are transformed from other mushroom types, but they are definitely the ones that are transformed from the creatures of the devil realm.",1138,880,7,mon_velstool,58,"[{""Item"": {""$ID"": -1, ""$ID_NAME"": null, ""Name"": ""Silver"", ""Icon"": ""icon_item_silver""}, ""Chance"": 80.0, ""Quantity_MAX"": 38, ""Quantity_MIN"": 36}, {""Item"": 511107, ""Chance"": 1.34, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 1111, ""TimeRespawn"": 0, ""Population"": 50}]",Belstool,4,2,1,123,82,123,82,25,25,0,15,35,29,29,97,77,15,25,948,15,758,29,15
57681,Malstatue,3,"In various regions, they created either the Kupoles or the idols of the spirits. Some of them started to work as evil creatures after Medzio Diena.",3298,2537,0,mon_malstatue,183,"[{""Item"": {""$ID"": -1, ""$ID_NAME"": null, ""Name"": ""Silver"", ""Icon"": ""icon_item_silver""}, ""Chance"": 80.0, ""Quantity_MAX"": 117, ""Quantity_MIN"": 112}, {""Item"": 34048, ""Chance"": 1.15, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 680341, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 685341, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 2531, ""TimeRespawn"": 0, ""Population"": 10}, {""Map"": 2531, ""TimeRespawn"": 0, ""Population"": 22}]",Malstatue,3,2,1,684,456,777,518,93,68,0,87,81,91,91,448,560,33,68,19464,41,1843,48,72
57682,Stonacorn,3,Stonacons are originated from the plant seeds which chipmunk type monsters forgot after buring them under the ground.,3286,2526,7,mon_stonacorn,182,"[{""Item"": {""$ID"": -1, ""$ID_NAME"": null, ""Name"": ""Silver"", ""Icon"": ""icon_item_silver""}, ""Chance"": 80.0, ""Quantity_MAX"": 111, ""Quantity_MIN"": 106}, {""Item"": 680340, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 685340, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 312101, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 2521, ""TimeRespawn"": 0, ""Population"": 11}]",Stonacon,3,2,1,680,453,770,513,93,68,0,87,81,91,91,444,556,33,68,19357,41,1836,48,71
57683,shtayim_mage,3,"Despite its appearance, this magical creation has received the blessing of the goddess. Can deal critical damage to demons.",1279,979,0,mon_shtayim_mage,48,"[{""Item"": {""$ID"": -1, ""$ID_NAME"": null, ""Name"": ""Silver"", ""Icon"": ""icon_item_silver""}, ""Chance"": 80.0, ""Quantity_MAX"": 44, ""Quantity_MIN"": 42}, {""Item"": 645428, ""Chance"": 33.33, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 271105, ""Chance"": 0.6, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 501111, ""Chance"": 1.34, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 3990, ""TimeRespawn"": 0, ""Population"": 30}]",Shtayim Mage,3,2,1,82,55,112,75,25,16,0,24,16,24,24,54,68,8,16,828,10,483,13,20
57684,Glyquare,3,They are the monsters that were created from the transformations of stone architectures that were engraved with the letters of magic or runes.,3298,2537,5,mon_glyquare,183,"[{""Item"": {""$ID"": -1, ""$ID_NAME"": null, ""Name"": ""Silver"", ""Icon"": ""icon_item_silver""}, ""Chance"": 80.0, ""Quantity_MAX"": 184, ""Quantity_MIN"": 175}, {""Item"": 645613, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 643504, ""Chance"": 1.28, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 30378, ""Chance"": 0.47, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 30370, ""Chance"": 0.47, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 680348, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 685348, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 643745, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 3860, ""TimeRespawn"": 0, ""Population"": 15}, {""Map"": 3860, ""TimeRespawn"": 0, ""Population"": 7}]",Glyquare,3,2,1,684,456,777,518,93,68,104,87,81,91,91,448,560,33,68,19464,41,1843,48,72
57685,Drapel,0,A subspecies of Drapeliun.,1048,806,7,mon_drapel,70,"[{""Item"": {""$ID"": -1, ""$ID_NAME"": null, ""Name"": ""Silver"", ""Icon"": ""icon_item_silver""}, ""Chance"": 80.0, ""Quantity_MAX"": 61, ""Quantity_MIN"": 58}, {""Item"": 13007, ""Chance"": 1.15, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 30039, ""Chance"": 1.34, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 2481, ""TimeRespawn"": 0, ""Population"": 40}]",Drapel,4,2,1,180,120,180,120,30,30,30,19,43,35,35,142,113,19,30,1165,19,917,35,19
57686,Sowpent,2,It is still to be investigated how the monsters that were created from plant seeds have the appearance of snakes.,1048,806,4,mon_sowpent,70,"[{""Item"": {""$ID"": -1, ""$ID_NAME"": null, ""Name"": ""Silver"", ""Icon"": ""icon_item_silver""}, ""Chance"": 80.0, ""Quantity_MAX"": 61, ""Quantity_MIN"": 58}, {""Item"": 17004, ""Chance"": 1.15, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 1891, ""TimeRespawn"": 0, ""Population"": 35}]",Sawpent,1,2,1,230,153,230,153,41,28,24,13,37,35,35,127,127,16,28,1134,35,631,13,35
57687,Mandara_soldier_mage,3,The fact that Woodsman can't move is a blessing. It is also said that there are so many of them because they are actually demonic sculptures.,2220,1283,0,mon_mandara_soldier_mage,150,,,Woodsman Magician,1,2,1,758,325,758,325,85,60,0,27,83,75,75,394,394,34,60,6762,72,1349,27,72
