$ID,$ID_NAME,Icon,Link_Collections,Link_Cubes,Link_Materials,Link_MonsterDrops,Link_RecipeMaterial,Link_RecipeTarget,Link_Target,Name,Price,Tradability,Type
13068,R_TSF01_131,icon_item_weapon_misc1,,,"[{""Item"": 13068, ""Quantity"": 1}, {""Item"": 645692, ""Quantity"": 10}, {""Item"": 645691, ""Quantity"": 2}]",,[13068],,271131,Recipe - 슈페리어 이블 스태프,0,1111,21
13069,R_TSF03_109,icon_item_weapon_misc4,,,"[{""Item"": 13069, ""Quantity"": 1}, {""Item"": 645288, ""Quantity"": 5}, {""Item"": 640131, ""Quantity"": 45}, {""Item"": 645465, ""Quantity"": 86}]",,[13069],,273109,Recipe - 파워 스태프,0,1111,21
13075,R_TSF03_110,icon_item_weapon_misc4,,"[642911, 642919]","[{""Item"": 13075, ""Quantity"": 1}, {""Item"": 645429, ""Quantity"": 32}, {""Item"": 645552, ""Quantity"": 64}]",,[13075],,273110,Recipe - 세이모스 스태프,0,1111,21
13082,R_TSF03_112,icon_item_weapon_misc4,,"[642903, 642920]","[{""Item"": 13082, ""Quantity"": 1}, {""Item"": 645584, ""Quantity"": 69}, {""Item"": 645585, ""Quantity"": 47}, {""Item"": 645574, ""Quantity"": 28}]",,[13082],,273112,Recipe - 마가스 스태프,0,1111,21
13085,R_TSF04_106,icon_item_weapon_misc5,,"[642906, 642920]","[{""Item"": 13085, ""Quantity"": 1}, {""Item"": 645560, ""Quantity"": 14}, {""Item"": 645613, ""Quantity"": 34}, {""Item"": 645597, ""Quantity"": 12}]",,[13085],,274106,Recipe - 카타콤 스태프,0,1111,21
13086,R_TSF02_133,icon_item_weapon_misc3,,,"[{""Item"": 13086, ""Quantity"": 1}, {""Item"": 645664, ""Quantity"": 30}, {""Item"": 645659, ""Quantity"": 1}]",,[13086],,272133,Recipe - 델리스 이블 스태프,0,1111,21
13087,R_TSF02_134,icon_item_weapon_misc3,,,"[{""Item"": 13087, ""Quantity"": 1}, {""Item"": 645809, ""Quantity"": 4}, {""Item"": 645806, ""Quantity"": 8}, {""Item"": 645803, ""Quantity"": 2}]",,[13087],,272134,Recipe - 아이스 이블 스태프,0,1111,21
13088,R_TSF02_135,icon_item_weapon_misc3,,"[642906, 642902, 642921]","[{""Item"": 13088, ""Quantity"": 1}, {""Item"": 640131, ""Quantity"": 17}, {""Item"": 645694, ""Quantity"": 4}, {""Item"": 649011, ""Quantity"": 3}, {""Item"": 645648, ""Quantity"": 5}]",,[13088],,272135,Recipe - 아티 스태그 스태프,0,1111,21
13089,R_TSF03_120,icon_item_weapon_misc4,,"[642914, 642924, 642925]","[{""Item"": 13089, ""Quantity"": 1}, {""Item"": 649014, ""Quantity"": 1}, {""Item"": 649009, ""Quantity"": 25}, {""Item"": 649010, ""Quantity"": 25}, {""Item"": 649011, ""Quantity"": 25}]",,"[13089, 40011]",,273120,Recipe - 비엔나라지스 스태프,0,1111,21
13090,R_TSF04_109,icon_item_weapon_misc5,,"[642923, 642925]","[{""Item"": 13090, ""Quantity"": 1}, {""Item"": 649014, ""Quantity"": 2}, {""Item"": 649015, ""Quantity"": 15}, {""Item"": 646030, ""Quantity"": 53}, {""Item"": 646018, ""Quantity"": 19}]",,[13090],,274109,Recipe - 리가드 혼 스태프,0,1111,21
13091,R_TSF04_117,icon_item_weapon_misc5,,[642926],"[{""Item"": 13091, ""Quantity"": 1}, {""Item"": 649014, ""Quantity"": 2}, {""Item"": 649026, ""Quantity"": 30}, {""Item"": 649025, ""Quantity"": 150}, {""Item"": 646053, ""Quantity"": 193}]",,[13091],,274117,Recipe - 마시니오스 스태프,0,1111,21
14006,R_TBW01_109,icon_item_weapon_misc1,"[642137, 642158]",,"[{""Item"": 14006, ""Quantity"": 1}, {""Item"": 645177, ""Quantity"": 4}, {""Item"": 645465, ""Quantity"": 16}]",,[14006],,161109,Recipe - 굴라일,0,1111,21
14008,R_TBW01_116,icon_item_weapon_misc1,,,"[{""Item"": 14008, ""Quantity"": 1}, {""Item"": 645547, ""Quantity"": 8}, {""Item"": 645438, ""Quantity"": 1}]",,[14008],,161116,Recipe - 겐다와,0,1111,21
14009,R_TBW02_111,icon_item_weapon_misc3,,,"[{""Item"": 14009, ""Quantity"": 1}, {""Item"": 645118, ""Quantity"": 3}, {""Item"": 645129, ""Quantity"": 4}]",,[14009],,162111,Recipe - 스트롱 보우,0,1111,21
14011,R_TBW02_102,icon_item_weapon_misc3,,,"[{""Item"": 14011, ""Quantity"": 1}, {""Item"": 645453, ""Quantity"": 23}]",,[14011],,162102,Recipe - 아이언 보우,0,1111,21
14012,R_TBW02_103,icon_item_weapon_misc3,,,"[{""Item"": 14012, ""Quantity"": 1}, {""Item"": 645174, ""Quantity"": 6}, {""Item"": 645172, ""Quantity"": 12}]",,[14012],,162103,Recipe - 호크 보우,0,1111,21
14014,R_TBW02_105,icon_item_weapon_misc3,,,"[{""Item"": 14014, ""Quantity"": 1}, {""Item"": 645177, ""Quantity"": 11}]",,[14014],,162105,Recipe - 헌팅 보우,0,1111,21
14016,R_TBW02_107,icon_item_weapon_misc3,,,"[{""Item"": 14016, ""Quantity"": 1}, {""Item"": 645481, ""Quantity"": 8}, {""Item"": 645396, ""Quantity"": 1}]",,[14016],,162107,Recipe - 새비지 보우,0,1111,21
14017,R_TBW02_108,icon_item_weapon_misc3,,,"[{""Item"": 14017, ""Quantity"": 1}, {""Item"": 161130, ""Quantity"": 1}, {""Item"": 645545, ""Quantity"": 15}]",,[14017],,162108,Recipe - 스네이크 보우,0,1111,21
14019,R_TBW02_110,icon_item_weapon_misc3,[642116],,"[{""Item"": 14019, ""Quantity"": 1}, {""Item"": 162103, ""Quantity"": 1}, {""Item"": 162103, ""Quantity"": 1}]",,[14019],,162110,Recipe - 레테나 보우,0,1111,21
14020,R_TBW03_101,icon_item_weapon_misc4,,,"[{""Item"": 14020, ""Quantity"": 1}, {""Item"": 645435, ""Quantity"": 2}, {""Item"": 645394, ""Quantity"": 2}, {""Item"": 645286, ""Quantity"": 1}]",,[14020],,163101,Recipe - 와이들링 베인,0,1111,21
14021,R_TBW03_102,icon_item_weapon_misc4,,,"[{""Item"": 14021, ""Quantity"": 1}, {""Item"": 162106, ""Quantity"": 1}, {""Item"": 649006, ""Quantity"": 2}, {""Item"": 649008, ""Quantity"": 4}]",,[14021],,163102,Recipe - 이퀄라이저,0,1111,21
14022,R_TBW03_103,icon_item_weapon_misc4,,,"[{""Item"": 14022, ""Quantity"": 1}, {""Item"": 162101, ""Quantity"": 1}, {""Item"": 645334, ""Quantity"": 2}, {""Item"": 645194, ""Quantity"": 1}]",,[14022],,163103,Recipe - 하트 시커,0,1111,21
14023,R_TBW03_104,icon_item_weapon_misc4,,"[642906, 642920]","[{""Item"": 14023, ""Quantity"": 1}, {""Item"": 162108, ""Quantity"": 1}, {""Item"": 649205, ""Quantity"": 5}, {""Item"": 643503, ""Quantity"": 1}, {""Item"": 649004, ""Quantity"": 1}]",,[14023],,163104,Recipe - 바이퍼,0,1111,21
14024,R_TBW04_101,icon_item_weapon_misc5,,,"[{""Item"": 14024, ""Quantity"": 1}, {""Item"": 649209, ""Quantity"": 1}, {""Item"": 645282, ""Quantity"": 2}, {""Item"": 645293, ""Quantity"": 1}]",,[14024],,164101,Recipe - 블러드 게인,0,1111,21
14025,R_TBW04_102,icon_item_weapon_misc5,,,"[{""Item"": 14025, ""Quantity"": 1}, {""Item"": 162103, ""Quantity"": 1}, {""Item"": 162110, ""Quantity"": 1}, {""Item"": 162107, ""Quantity"": 1}, {""Item"": 645494, ""Quantity"": 3}]",,[14025],,164102,Recipe - 템페스트 슈터,0,1111,21
14026,R_TBW02_112,icon_item_weapon_misc3,,,"[{""Item"": 14026, ""Quantity"": 1}, {""Item"": 645122, ""Quantity"": 3}, {""Item"": 649001, ""Quantity"": 1}]",,[14026],,162112,Recipe - 병사의 숏 보우,0,1111,21
14032,R_TBW02_113,icon_item_weapon_misc3,,,"[{""Item"": 14032, ""Quantity"": 1}, {""Item"": 645222, ""Quantity"": 3}, {""Item"": 649001, ""Quantity"": 10}]",,[14032],,162113,Recipe - 퓰리 보우,0,1111,21
14039,R_TBW02_114,icon_item_weapon_misc3,,,"[{""Item"": 14039, ""Quantity"": 1}, {""Item"": 649001, ""Quantity"": 8}, {""Item"": 645129, ""Quantity"": 12}]",,[14039],,162114,Recipe - 스미스 보우,0,1111,21
14040,R_TBW02_115,icon_item_weapon_misc3,,,"[{""Item"": 14040, ""Quantity"": 1}, {""Item"": 649001, ""Quantity"": 17}, {""Item"": 645134, ""Quantity"": 14}]",,[14040],,162115,Recipe - 클라비스 보우,0,1111,21
14053,R_TBW01_130,icon_item_weapon_misc1,,,"[{""Item"": 14053, ""Quantity"": 1}, {""Item"": 645614, ""Quantity"": 8}]",,[14053],,161130,Recipe - 리커브 보우,0,1111,21
14054,R_TBW01_131,icon_item_weapon_misc1,[642075],,"[{""Item"": 14054, ""Quantity"": 1}, {""Item"": 645546, ""Quantity"": 10}, {""Item"": 645544, ""Quantity"": 9}]",,[14054],,161131,Recipe - 시즈 보우,0,1111,21
14055,R_TBW01_132,icon_item_weapon_misc1,[642082],,"[{""Item"": 14055, ""Quantity"": 1}, {""Item"": 161131, ""Quantity"": 1}, {""Item"": 645556, ""Quantity"": 10}]",,[14055],,161132,Recipe - 스나이퍼 보우,0,1111,21
14056,R_TBW01_133,icon_item_weapon_misc1,,,"[{""Item"": 14056, ""Quantity"": 1}, {""Item"": 645596, ""Quantity"": 10}]",,[14056],,161133,Recipe - 스컬 보우,0,1111,21
14057,R_TBW01_134,icon_item_weapon_misc1,,,"[{""Item"": 14057, ""Quantity"": 1}, {""Item"": 645240, ""Quantity"": 6}, {""Item"": 645573, ""Quantity"": 6}]",,[14057],,161134,Recipe - 우든 컴파운드 보우,0,1111,21
14058,R_TBW01_135,icon_item_weapon_misc1,,,"[{""Item"": 14058, ""Quantity"": 1}, {""Item"": 645386, ""Quantity"": 9}, {""Item"": 645409, ""Quantity"": 3}]",,[14058],,161135,Recipe - 태그 보우,0,1111,21
14059,R_TBW01_136,icon_item_weapon_misc1,,,"[{""Item"": 14059, ""Quantity"": 1}, {""Item"": 645645, ""Quantity"": 6}]",,[14059],,161136,Recipe - 로그 보우,0,1111,21
14065,R_TBW02_125,icon_item_weapon_misc3,,,"[{""Item"": 14065, ""Quantity"": 1}, {""Item"": 645191, ""Quantity"": 7}]",,[14065],,162125,Recipe - 에산치우 보우,0,1111,21
14066,R_TBW02_126,icon_item_weapon_misc3,,,"[{""Item"": 14066, ""Quantity"": 1}, {""Item"": 645177, ""Quantity"": 7}]",,[14066],,162126,Recipe - 크래그 보우,0,1111,21
14067,R_TBW02_127,icon_item_weapon_misc3,,,"[{""Item"": 14067, ""Quantity"": 1}, {""Item"": 645213, ""Quantity"": 28}]",,[14067],,162127,Recipe - 필그림 보우,0,1111,21
14068,R_TBW02_128,icon_item_weapon_misc3,,,"[{""Item"": 14068, ""Quantity"": 1}, {""Item"": 645481, ""Quantity"": 20}]",,[14068],,162128,Recipe - 이스토라 보우,0,1111,21
14069,R_TBW01_138,icon_item_weapon_misc1,,,"[{""Item"": 14069, ""Quantity"": 1}, {""Item"": 645654, ""Quantity"": 2}, {""Item"": 645651, ""Quantity"": 1}]",,[14069],,161138,Recipe - 리치 보우,0,1111,21
14070,R_TBW01_139,icon_item_weapon_misc1,,,"[{""Item"": 14070, ""Quantity"": 1}, {""Item"": 161138, ""Quantity"": 1}, {""Item"": 645673, ""Quantity"": 3}]",,[14070],,161139,Recipe - 슈페리어 리치 보우,0,1111,21
14071,R_TBW03_109,icon_item_weapon_misc4,,,"[{""Item"": 14071, ""Quantity"": 1}, {""Item"": 645292, ""Quantity"": 2}, {""Item"": 645680, ""Quantity"": 98}, {""Item"": 645611, ""Quantity"": 36}]",,[14071],,163109,Recipe - 마크맨,0,1111,21
14076,R_TBW03_110,icon_item_weapon_misc4,,"[642911, 642919]","[{""Item"": 14076, ""Quantity"": 1}, {""Item"": 645443, ""Quantity"": 15}, {""Item"": 645546, ""Quantity"": 69}]",,[14076],,163110,Recipe - 세이모스 보우,0,1111,21
14077,R_TBW03_111,icon_item_weapon_misc4,,"[642910, 642919]","[{""Item"": 14077, ""Quantity"": 1}, {""Item"": 645618, ""Quantity"": 32}, {""Item"": 645583, ""Quantity"": 34}]",,[14077],,163111,Recipe - 틸리 보우,0,1111,21
14083,R_TBW03_112,icon_item_weapon_misc4,,"[642906, 642920]","[{""Item"": 14083, ""Quantity"": 1}, {""Item"": 645593, ""Quantity"": 39}, {""Item"": 645592, ""Quantity"": 51}, {""Item"": 645589, ""Quantity"": 64}]",,[14083],,163112,Recipe - 카스티 보우,0,1111,21
14086,R_TBW04_106,icon_item_weapon_misc5,,"[642903, 642920]","[{""Item"": 14086, ""Quantity"": 1}, {""Item"": 645481, ""Quantity"": 54}, {""Item"": 645208, ""Quantity"": 39}, {""Item"": 645390, ""Quantity"": 3}]",,[14086],,164106,Recipe - 마가 보우,0,1111,21
14088,R_TBW02_137,icon_item_weapon_misc3,,,"[{""Item"": 14088, ""Quantity"": 1}, {""Item"": 645808, ""Quantity"": 4}, {""Item"": 645804, ""Quantity"": 8}, {""Item"": 645806, ""Quantity"": 2}]",,[14088],,162137,Recipe - 마기 카만,0,1111,21
14089,R_TBW02_138,icon_item_weapon_misc3,,"[642906, 642902, 642921]","[{""Item"": 14089, ""Quantity"": 1}, {""Item"": 645649, ""Quantity"": 17}, {""Item"": 645694, ""Quantity"": 4}, {""Item"": 649009, ""Quantity"": 3}, {""Item"": 645648, ""Quantity"": 5}]",,[14089],,162138,Recipe - 라이트 고리토스,0,1111,21
14090,R_TBW03_120,icon_item_weapon_misc4,,"[642915, 642923, 642925]","[{""Item"": 14090, ""Quantity"": 1}, {""Item"": 649014, ""Quantity"": 1}, {""Item"": 649009, ""Quantity"": 25}, {""Item"": 649010, ""Quantity"": 25}, {""Item"": 649011, ""Quantity"": 25}]",,"[14090, 40004]",,163120,Recipe - 아프가울레 보우,0,1111,21
14091,R_TBW04_109,icon_item_weapon_misc5,,"[642923, 642925]","[{""Item"": 14091, ""Quantity"": 1}, {""Item"": 649014, ""Quantity"": 2}, {""Item"": 649015, ""Quantity"": 15}, {""Item"": 646018, ""Quantity"": 54}, {""Item"": 646039, ""Quantity"": 18}]",,[14091],,164109,Recipe - 아스트라 보우,0,1111,21
14092,R_TBW04_117,icon_item_weapon_misc5,,[642926],"[{""Item"": 14092, ""Quantity"": 1}, {""Item"": 649014, ""Quantity"": 2}, {""Item"": 649026, ""Quantity"": 30}, {""Item"": 649025, ""Quantity"": 150}, {""Item"": 646056, ""Quantity"": 193}]",,[14092],,164117,Recipe - 마시니오스 보우,0,1111,21
15008,R_BOW01_107,icon_item_weapon_misc1,"[642135, 642158]",,"[{""Item"": 15008, ""Quantity"": 1}, {""Item"": 645177, ""Quantity"": 4}, {""Item"": 645464, ""Quantity"": 8}]",,[15008],,181107,Recipe - 캐타펄트,0,1111,21
15010,R_BOW01_111,icon_item_weapon_misc1,,,"[{""Item"": 15010, ""Quantity"": 1}, {""Item"": 645547, ""Quantity"": 12}]",,[15010],,181111,Recipe - 스나이퍼 크로스보우,0,1111,21
15011,R_BOW02_101,icon_item_weapon_misc3,,,"[{""Item"": 15011, ""Quantity"": 1}, {""Item"": 645222, ""Quantity"": 2}, {""Item"": 645131, ""Quantity"": 6}]",,[15011],,182101,Recipe - 슈페리어 크로스보우,0,1111,21
15012,R_BOW02_102,icon_item_weapon_misc3,,,"[{""Item"": 15012, ""Quantity"": 1}, {""Item"": 645229, ""Quantity"": 12}]",,[15012],,182102,Recipe - 와이드 크로스보우,0,1111,21
15013,R_BOW02_103,icon_item_weapon_misc3,,,"[{""Item"": 15013, ""Quantity"": 1}, {""Item"": 181105, ""Quantity"": 1}, {""Item"": 645163, ""Quantity"": 32}]",,[15013],,182103,Recipe - 그랜드 크로스,0,1111,21
15015,R_BOW02_105,icon_item_weapon_misc3,,,"[{""Item"": 15015, ""Quantity"": 1}, {""Item"": 181107, ""Quantity"": 1}, {""Item"": 181107, ""Quantity"": 1}, {""Item"": 181107, ""Quantity"": 1}]",,[15015],,182105,Recipe - 메디나 크로스보우,0,1111,21
15017,R_BOW02_107,icon_item_weapon_misc3,,,"[{""Item"": 15017, ""Quantity"": 1}, {""Item"": 645547, ""Quantity"": 10}, {""Item"": 645546, ""Quantity"": 17}]",,[15017],,182107,Recipe - 어큐러시 크로스보우,0,1111,21
15019,R_BOW02_109,icon_item_weapon_misc3,,,"[{""Item"": 15019, ""Quantity"": 1}, {""Item"": 182101, ""Quantity"": 1}, {""Item"": 182105, ""Quantity"": 1}]",,[15019],,182109,Recipe - 그레이브 크로스보우,0,1111,21
15021,R_BOW03_102,icon_item_weapon_misc4,,,"[{""Item"": 15021, ""Quantity"": 1}, {""Item"": 242108, ""Quantity"": 1}, {""Item"": 645267, ""Quantity"": 4}, {""Item"": 645478, ""Quantity"": 6}]",,[15021],,183102,Recipe - 카틴 블라스터,0,1111,21
15022,R_BOW03_103,icon_item_weapon_misc4,,"[642906, 642920]","[{""Item"": 15022, ""Quantity"": 1}, {""Item"": 182107, ""Quantity"": 1}, {""Item"": 182101, ""Quantity"": 1}, {""Item"": 649004, ""Quantity"": 1}, {""Item"": 649203, ""Quantity"": 1}]",,[15022],,183103,Recipe - 그라주스,0,1111,21
15023,R_BOW04_101,icon_item_weapon_misc5,,"[642906, 642920]","[{""Item"": 15023, ""Quantity"": 1}, {""Item"": 182107, ""Quantity"": 1}, {""Item"": 649202, ""Quantity"": 1}, {""Item"": 645485, ""Quantity"": 8}, {""Item"": 640068, ""Quantity"": 99}]",,[15023],,184101,Recipe - 이스발리티,0,1111,21
15024,R_BOW04_102,icon_item_weapon_misc5,,,"[{""Item"": 15024, ""Quantity"": 1}, {""Item"": 273105, ""Quantity"": 1}, {""Item"": 645412, ""Quantity"": 2}, {""Item"": 645502, ""Quantity"": 12}]",,[15024],,184102,Recipe - 모르토,0,1111,21
15035,R_BOW02_110,icon_item_weapon_misc3,,,"[{""Item"": 15035, ""Quantity"": 1}, {""Item"": 649001, ""Quantity"": 8}, {""Item"": 645129, ""Quantity"": 12}]",,[15035],,182110,Recipe - 스미스 크로스보우,0,1111,21
15036,R_BOW02_111,icon_item_weapon_misc3,,,"[{""Item"": 15036, ""Quantity"": 1}, {""Item"": 649001, ""Quantity"": 17}, {""Item"": 645134, ""Quantity"": 14}]",,[15036],,182111,Recipe - 클라비스 크로스보우,0,1111,21
15046,R_BOW01_123,icon_item_weapon_misc1,[642149],,"[{""Item"": 15046, ""Quantity"": 1}, {""Item"": 181111, ""Quantity"": 1}, {""Item"": 645539, ""Quantity"": 5}]",,[15046],,181123,Recipe - 아바레스트,0,1111,21
15047,R_BOW01_124,icon_item_weapon_misc1,,,"[{""Item"": 15047, ""Quantity"": 1}, {""Item"": 645442, ""Quantity"": 13}]",,[15047],,181124,Recipe - 페디미안 터렛,0,1111,21
15048,R_BOW01_125,icon_item_weapon_misc1,,,"[{""Item"": 15048, ""Quantity"": 1}, {""Item"": 645553, ""Quantity"": 15}, {""Item"": 645556, ""Quantity"": 7}]",,[15048],,181125,Recipe - 베테랑 크로스보우,0,1111,21
15049,R_BOW01_126,icon_item_weapon_misc1,,,"[{""Item"": 15049, ""Quantity"": 1}, {""Item"": 645593, ""Quantity"": 20}]",,[15049],,181126,Recipe - 뷸렛 슈터,0,1111,21
15050,R_BOW01_127,icon_item_weapon_misc1,,,"[{""Item"": 15050, ""Quantity"": 1}, {""Item"": 645481, ""Quantity"": 10}, {""Item"": 645614, ""Quantity"": 4}]",,[15050],,181127,Recipe - 블랙 팁 보우,0,1111,21
15051,R_BOW01_128,icon_item_weapon_misc1,,,"[{""Item"": 15051, ""Quantity"": 1}, {""Item"": 181127, ""Quantity"": 1}, {""Item"": 181126, ""Quantity"": 1}]",,[15051],,181128,Recipe - 스파이크 크로스보우,0,1111,21
15052,R_BOW01_129,icon_item_weapon_misc1,,,"[{""Item"": 15052, ""Quantity"": 1}, {""Item"": 645614, ""Quantity"": 8}, {""Item"": 645442, ""Quantity"": 2}]",,[15052],,181129,Recipe - 윈드래스,0,1111,21
15058,R_BOW02_121,icon_item_weapon_misc3,,,"[{""Item"": 15058, ""Quantity"": 1}, {""Item"": 645191, ""Quantity"": 7}]",,[15058],,182121,Recipe - 에산치우 크로스보우,0,1111,21
15059,R_BOW02_122,icon_item_weapon_misc3,,,"[{""Item"": 15059, ""Quantity"": 1}, {""Item"": 645177, ""Quantity"": 7}]",,[15059],,182122,Recipe - 크래그 크로스보우,0,1111,21
15060,R_BOW02_123,icon_item_weapon_misc3,,,"[{""Item"": 15060, ""Quantity"": 1}, {""Item"": 645213, ""Quantity"": 28}]",,[15060],,182123,Recipe - 필그림 크로스보우,0,1111,21
15061,R_BOW02_124,icon_item_weapon_misc3,,,"[{""Item"": 15061, ""Quantity"": 1}, {""Item"": 645481, ""Quantity"": 20}]",,[15061],,182124,Recipe - 이스토라 크로스보우,0,1111,21
15062,R_BOW03_108,icon_item_weapon_misc4,,,"[{""Item"": 15062, ""Quantity"": 1}, {""Item"": 645596, ""Quantity"": 24}, {""Item"": 645591, ""Quantity"": 56}, {""Item"": 649004, ""Quantity"": 2}]",,[15062],,183108,Recipe - 카라챠 크로스보우,0,1111,21
15063,R_BOW01_131,icon_item_weapon_misc1,,,"[{""Item"": 15063, ""Quantity"": 1}, {""Item"": 645657, ""Quantity"": 8}, {""Item"": 645579, ""Quantity"": 3}]",,[15063],,181131,Recipe - 크랙드 슈터,0,1111,21
15064,R_BOW01_132,icon_item_weapon_misc1,,,"[{""Item"": 15064, ""Quantity"": 1}, {""Item"": 645690, ""Quantity"": 5}, {""Item"": 645689, ""Quantity"": 9}]",,[15064],,181132,Recipe - 슈페리어 크랙드 슈터,0,1111,21
15065,R_BOW03_109,icon_item_weapon_misc4,,,"[{""Item"": 15065, ""Quantity"": 1}, {""Item"": 645684, ""Quantity"": 4}, {""Item"": 645616, ""Quantity"": 47}, {""Item"": 649204, ""Quantity"": 5}]",,[15065],,183109,Recipe - 밴딧,0,1111,21
15066,R_BOW03_110,icon_item_weapon_misc4,,,"[{""Item"": 15066, ""Quantity"": 1}, {""Item"": 182103, ""Quantity"": 1}, {""Item"": 645651, ""Quantity"": 8}, {""Item"": 649004, ""Quantity"": 3}]",,[15066],,183110,Recipe - 디델 그랜드 크로스,0,1111,21
15071,R_BOW03_111,icon_item_weapon_misc4,,"[642911, 642919]","[{""Item"": 15071, ""Quantity"": 1}, {""Item"": 645373, ""Quantity"": 29}, {""Item"": 645556, ""Quantity"": 98}]",,[15071],,183111,Recipe - 세이모스 크로스보우,0,1111,21
15078,R_BOW03_113,icon_item_weapon_misc4,,"[642903, 642920]","[{""Item"": 15078, ""Quantity"": 1}, {""Item"": 645612, ""Quantity"": 38}]",,[15078],,183113,Recipe - 마가스 슈터,0,1111,21
15081,R_BOW04_106,icon_item_weapon_misc5,,"[642906, 642920]","[{""Item"": 15081, ""Quantity"": 1}, {""Item"": 645386, ""Quantity"": 57}, {""Item"": 645418, ""Quantity"": 37}, {""Item"": 645590, ""Quantity"": 74}]",,[15081],,184106,Recipe - 카타콤 슈터,0,1111,21
15082,R_BOW02_132,icon_item_weapon_misc3,[642168],,"[{""Item"": 15082, ""Quantity"": 1}, {""Item"": 645721, ""Quantity"": 30}, {""Item"": 645656, ""Quantity"": 5}]",,[15082],,182132,Recipe - 라이트 크랙드 슈터,0,1111,21
15083,R_BOW02_133,icon_item_weapon_misc3,,,"[{""Item"": 15083, ""Quantity"": 1}, {""Item"": 645808, ""Quantity"": 4}, {""Item"": 645803, ""Quantity"": 6}, {""Item"": 645804, ""Quantity"": 2}]",,[15083],,182133,Recipe - 아다타 크래인퀸,0,1111,21
15084,R_BOW02_134,icon_item_weapon_misc3,,"[642906, 642902, 642921]","[{""Item"": 15084, ""Quantity"": 1}, {""Item"": 645641, ""Quantity"": 10}, {""Item"": 645694, ""Quantity"": 4}, {""Item"": 649010, ""Quantity"": 3}, {""Item"": 645650, ""Quantity"": 2}]",,[15084],,182134,Recipe - 디델 크랙드 슈터,0,1111,21
15085,R_BOW03_202,icon_item_weapon_misc4,,"[642915, 642923, 642925]","[{""Item"": 15085, ""Quantity"": 1}, {""Item"": 649014, ""Quantity"": 1}, {""Item"": 649009, ""Quantity"": 25}, {""Item"": 649010, ""Quantity"": 25}, {""Item"": 649011, ""Quantity"": 25}]",,"[15085, 40005]",,183202,Recipe - 실버 호크,0,1111,21
15086,R_BOW04_109,icon_item_weapon_misc5,,"[642923, 642925]","[{""Item"": 15086, ""Quantity"": 1}, {""Item"": 649014, ""Quantity"": 2}, {""Item"": 649015, ""Quantity"": 15}, {""Item"": 646020, ""Quantity"": 44}, {""Item"": 646036, ""Quantity"": 28}]",,[15086],,184109,Recipe - 리가드 혼 크로스보우,0,1111,21
15087,R_BOW04_117,icon_item_weapon_misc5,,[642926],"[{""Item"": 15087, ""Quantity"": 1}, {""Item"": 649014, ""Quantity"": 2}, {""Item"": 649026, ""Quantity"": 30}, {""Item"": 649025, ""Quantity"": 150}, {""Item"": 646056, ""Quantity"": 107}]",,[15087],,184117,Recipe - 마시니오스 크로스보우,0,1111,21
16006,R_MAC01_109,icon_item_weapon_misc1,"[642135, 642158]",,"[{""Item"": 16006, ""Quantity"": 1}, {""Item"": 645446, ""Quantity"": 24}]",,[16006],,201109,Recipe - 마울,0,1111,21
16007,R_MAC01_110,icon_item_weapon_misc1,,,"[{""Item"": 16007, ""Quantity"": 1}, {""Item"": 645181, ""Quantity"": 8}]",,[16007],,201110,Recipe - 배틀 해머,0,1111,21
16008,R_MAC01_116,icon_item_weapon_misc1,[642144],,"[{""Item"": 16008, ""Quantity"": 1}, {""Item"": 645160, ""Quantity"": 8}, {""Item"": 645551, ""Quantity"": 9}]",,[16008],,201116,Recipe - 차칸,0,1111,21
16009,R_MAC02_110,icon_item_weapon_misc3,,,"[{""Item"": 16009, ""Quantity"": 1}, {""Item"": 645126, ""Quantity"": 20}]",,[16009],,202110,Recipe - 마이너 해머,0,1111,21
16010,R_MAC02_101,icon_item_weapon_misc3,,,"[{""Item"": 16010, ""Quantity"": 1}, {""Item"": 645451, ""Quantity"": 5}, {""Item"": 645403, ""Quantity"": 5}, {""Item"": 645153, ""Quantity"": 5}]",,[16010],,202101,Recipe - 파이브 해머,0,1111,21
16011,R_MAC02_102,icon_item_weapon_misc3,,,"[{""Item"": 16011, ""Quantity"": 1}, {""Item"": 201107, ""Quantity"": 1}, {""Item"": 645476, ""Quantity"": 3}]",,[16011],,202102,Recipe - 스파이크 메이스,0,1111,21
16012,R_MAC02_103,icon_item_weapon_misc3,,,"[{""Item"": 16012, ""Quantity"": 1}, {""Item"": 645238, ""Quantity"": 12}, {""Item"": 645176, ""Quantity"": 13}]",,[16012],,202103,Recipe - 실드 브레이커,0,1111,21
16013,R_MAC02_104,icon_item_weapon_misc3,,,"[{""Item"": 16013, ""Quantity"": 1}, {""Item"": 201116, ""Quantity"": 1}, {""Item"": 201116, ""Quantity"": 1}, {""Item"": 201116, ""Quantity"": 1}]",,[16013],,202104,Recipe - 스컬 크래셔,0,1111,21
16016,R_MAC02_107,icon_item_weapon_misc3,,,"[{""Item"": 16016, ""Quantity"": 1}, {""Item"": 645373, ""Quantity"": 11}, {""Item"": 645555, ""Quantity"": 8}]",,[16016],,202107,Recipe - 발타스 모닝스타,0,1111,21
