$ID,$ID_NAME,CircleMax,Description,Icon,IsHidden,IsSecret,JobDifficulty,JobTree,JobType,Link_Attributes,Link_Skills,Name,Rank,Stat_CON,Stat_DEX,Stat_INT,Stat_SPR,Stat_STR
4007,Char4_7,3,딥디르비는 성스러운 조각상을 깎아 배치합니다. 이 조각상들은 동료를 보호하거나 적을 공격합니다. ,c_cleric_dievdirbys,False,False,0,1,[7],"[405008, 10018, 405010, 405001, 405006, 405004, 405007]","[40401, 40402, 40403, 40404, 40405, 40406, 40407]",딥디르비,3,6,3,4,7,5
4008,Char4_8,3,오라클은 예지 능력을 사용하는 신관 클래스입니다. 적의 행동을 예측하거나 미래에 개입하여 적의 운명을 결정짓습니다.,c_cleric_oracle,False,False,2,1,[7],"[411001, 411007, 411004, 411010, 411003, 411006, 411012, 411008, 411013, 411014]","[41002, 41003, 41004, 41005, 41006, 41007, 41009, 41008, 41011, 41010, 41012]",오라클,6,6,3,4,7,5
4009,Char4_9,3,신체 단련을 통한 수련으로 여신의 은총을 더해가는 성직자입니다.,c_cleric_monk,False,False,2,1,[0],"[10025, 10027, 408010, 408001, 408018, 408003, 408011, 408016, 408005, 408012, 408017, 408008, 408015, 408007, 408013, 408009, 408014, 408019]","[40701, 40702, 40703, 40704, 40706, 40705, 40707, 40708]",몽크,5,6,3,4,7,5
4010,Char4_10,3,여신의 권능이 재물에도 있음을 부정하지 않는 성직자입니다.,c_cleric_pardoner,False,False,2,1,[4],"[409006, 409003, 409001, 409002, 409007, 409004, 409005, 409008]","[40801, 40802, 40803, 40808, 40804, 40805, 40809]",파드너,5,6,3,4,7,5
4011,Char4_11,3,강력한 전투력을 발휘하는 팔라딘은 성스러운 힘으로 주변의 동료들을 보호하거나 마신을 숭배하던 적을 개종시켜 여신을 위해 싸우게 합니다.,c_cleric_paladin,False,False,0,1,[5],"[10025, 10026, 407002, 407007, 407001, 407010, 407005, 407012, 407008, 407009, 407006, 407014, 407015, 407016, 407011, 407017, 407018, 102015]","[40601, 40602, 40603, 40604, 40608, 40609, 40606, 40607]",팔라딘,4,6,3,4,7,5
4012,Char4_12,1,채플린은 전투에 참가한 동료에게 신성한 힘을 축복하는 군종 클래스입니다. 높은 수준에 다다른 상급 프리스트만이 채플린의 역할을 수행할 수 있습니다.,c_cleric_chaplain,True,True,2,1,[7],"[414005, 414006, 414001, 414002, 414003]","[41301, 41302, 41303, 41304]",채플린,5,6,3,4,7,5
4013,Char4_13,3,양치기,c_cleric_paladin,False,False,,1,,,,양치기,200,6,3,4,7,5
4014,Char4_14,3,플레이그닥터는 동료의 상태 이상을 치료하거나 적의 상태 이상을 소각시키는 성직자계 클래스입니다. 특수한 약품이 발라진 새부리 가면을 쓰는 것으로 주요 상태 이상을 막아낼 수 있습니다.,c_cleric_plaguedoctor,False,False,2,1,"[0, 7]","[412002, 412013, 412015, 412003, 412004, 412005, 412006, 412008, 412010, 412014, 412009, 412016, 412011, 412012]","[41101, 41102, 41103, 41104, 41105, 41106, 41107, 41108, 41109]",플레이그닥터,7,6,3,4,7,5
4015,Char4_15,3,카발리스트는 고대의 카발라 마법을 사용하는 성직자입니다. 무한의 힘으로 동료를 보조하거나 수비술로 적의 이름을 파자하여 전투에 응용할 수 있습니다.,c_cleric_kabbalist,False,False,2,1,[7],"[413013, 413014, 413021, 413022, 413001, 413002, 413006, 413010, 413018, 413023, 413011, 413012, 413008, 413019, 413020, 413003, 413024]","[41201, 41203, 41204, 41205, 41206, 41207, 41209, 41202, 41210, 41211]",카발리스트,7,6,3,4,7,5
4016,Char4_16,3,인퀴지터는 여신들께 불경한 적들을 심판하는 사제 클래스입니다. 강력한 전투 기술을 갖고 있으며 특히 마법 사용자와의 전투에 강합니다.,c_cleric_inquisitor,False,False,2,1,[0],"[415001, 415009, 415010, 415012, 415006, 415008, 415013, 415020, 415011, 415014, 415018, 415015, 415016, 415019, 415017]","[41407, 41404, 41406, 41408, 41401, 41409, 41410]",인퀴지터,8,6,3,4,7,5
4017,Char4_17,3,도사 클래스는 도술의 힘을 사용하는 성직자입니다. 부적을 이용해 적을 공격하거나 동료들을 도울 수 있습니다.,c_cleric_daoshi,False,False,1,1,"[0, 7]","[416009, 416012, 416010, 416011, 416014, 416013]","[41506, 41505, 41501, 41507, 41508, 41509, 41510, 41511]",도사,8,6,3,4,7,5
4018,Char4_18,1,"무녀는 신탁을 받고 여신들을 섬기는 클래스 입니다. 신성 공격을 통해 적에게 피해를 주거나, 동료들이 전투에서 효과적인 힘을 발휘할 수 있도록 흥을 북돋아 줍니다.",c_cleric_miko,True,True,1,1,[7],"[417001, 417002, 417004]","[41601, 41602, 41603, 41604, 41605]",무녀,6,6,3,4,7,5
4019,Char4_19,3,질럿은 근접 물리 공격에 유리한 버프를 다수 보유하여 자신을 강화하는데 특화된 클래스입니다.{nl}베라 연안에 있는 칸카 보초를 지나 마지막 방에 숨겨져 있는 비석을 찾으세요.,c_cleric_zealot,True,False,2,1,[0],"[418001, 418004, 418002, 418009, 418003, 418006, 418005, 418008, 418007, 418010, 418011]","[41701, 41702, 41703, 41704, 41705, 41706, 41707]",질럿,8,6,3,4,7,5
4020,Char4_20,3,엑소시스트는 구마계 마법을 다루는 클래스입니다. 신성 속성을 가진 마법으로 적들을 처단합니다.{nl}페디미안에 있는 엑소시스트를 만나세요.,c_cleric_exorcist,True,False,2,1,[0],"[419001, 419002, 419003, 419004, 419005, 419006, 419007, 419008, 419009, 419010, 419011, 419012, 419013, 419014, 419015]","[41801, 41802, 41803, 41804, 41805, 41806, 41807]",엑소시스트,8,6,3,4,7,5
9001,Char4_99,3,GM입니다,c_cleric_cleric,False,False,,1,,,"[2111, 2112, 2113, 2114, 2115]",GM,99,6,3,4,7,5
