$ID,$ID_NAME,AnvilATK,AnvilDEF,AnvilPrice,Bonus,Description,Durability,Grade,Icon,Level,Link_Collections,Link_Cubes,Link_MonsterDrops,Link_RecipeMaterial,Link_RecipeTarget,Link_Set,Material,Name,Potential,Price,RequiredClass,RequiredLevel,Sockets,SocketsLimit,Stars,Stat_ATTACK_MAGICAL,Stat_ATTACK_PHYSICAL_MAX,Stat_ATTACK_PHYSICAL_MIN,Stat_DEFENSE_MAGICAL,Stat_DEFENSE_PHYSICAL,TimeCoolDown,TimeLifeTime,Tradability,TranscendPrice,Type,TypeAttack,TypeEquipment,Unidentified,UnidentifiedRandom,Weight
102129,SWD02_129,"[12, 25, 37, 50, 63, 88, 103, 118, 133, 148, 187, 204, 220, 237, 255, 307, 326, 345, 364, 384, 447, 469, 490, 512, 534, 554, 576, 597, 619, 640, 661, 682, 704, 726, 747, 768, 789, 811, 832, 854]",,"[11744, 15620, 19492, 23368, 27240, 31116, 34988, 38860, 42736, 46608, 63104, 81536, 101904, 124208, 148452, 174632, 202748, 232800, 264792, 298716, 334580, 372380, 412120, 453792, 497404, 542952, 590436, 639856, 691216, 744512, 799744, 856912, 916020, 977060, 1040040, 1104960, 1171812, 1240600, 1311328, 1383992]","[[26, 23.0]]",반드시 성직자만이 순례의 길에 나서지는 않습니다. 마법사이든 궁수든 혹은 어떤 직업의 사람이든 여신을 앙모하는 마음이 있다면 순례의 길에 서있는 동안은 성직자인 것입니다. 물론 그렇다고 하여도 본래 손에 익은 무기가 마족들에게 위협적이기까지 하다면 더 좋은 일입니다.,27,1,icon_item_badelaire,120,,,,,[10069],,4,필그림 소드,4,2759,0111,120,0,0,5,0,598,541,0,0,0.0,0.0,1111,"[1, 2, 3, 4, 5, 7, 9, 11, 14, 19]",25,8,22,False,False,120.0
102130,SWD02_130,"[16, 34, 51, 69, 87, 122, 144, 164, 184, 205, 259, 283, 307, 330, 354, 427, 453, 480, 506, 534, 624, 654, 684, 714, 744, 772, 802, 832, 862, 892, 921, 951, 981, 1011, 1041, 1070, 1100, 1130, 1160, 1190]",,"[15364, 21044, 26728, 32408, 38092, 43776, 49456, 55140, 60820, 66504, 90232, 116804, 146216, 178468, 213560, 251496, 292272, 335888, 382348, 431648, 483788, 538768, 596592, 657256, 720760, 787108, 856296, 928324, 1003192, 1080904, 1161456, 1244852, 1331084, 1420160, 1512076, 1606836, 1704436, 1804876, 1908156, 2014276]","[[28, 31.0]]",이스토라 지역은 역사의 어느 시기에서 학자들의 은퇴지로 부각되었습니다. 이 시기에 다양한 학문의 교류가 그 지역에 한정적으로 일어나면서 몇 가지 새로운 발견과 발명이 나타나는 성취가 있었습니다. 이스토라 소드는 그러한 성취의 결과물 가운데 하나입니다.,27,1,sword_colichemarde,170,,,,,[10070],,4,이스토라 소드,5,4335,0111,170,0,0,6,0,834,755,0,0,0.0,0.0,1111,"[1, 2, 3, 4, 6, 7, 10, 13, 17, 24]",25,8,22,False,False,120.0
102131,SWD02_131,"[12, 25, 37, 50, 63, 88, 103, 118, 133, 148, 187, 204, 220, 237, 255, 307, 326, 345, 364, 384, 447, 469, 490, 512, 534, 554, 576, 597, 619, 640, 661, 682, 704, 726, 747, 768, 789, 811, 832, 854]",,"[11744, 15620, 19492, 23368, 27240, 31116, 34988, 38860, 42736, 46608, 63104, 81536, 101904, 124208, 148452, 174632, 202748, 232800, 264792, 298716, 334580, 372380, 412120, 453792, 497404, 542952, 590436, 639856, 691216, 744512, 799744, 856912, 916020, 977060, 1040040, 1104960, 1171812, 1240600, 1311328, 1383992]","[[6, 75.0]]",크게 구부러진 초승달 검날이 베기에 위력적입니다.,40,1,warrior_f_sword_saif_red,120,,,,,,,4,아티 사이프,8,3168,0111,120,0,2,5,0,598,541,0,0,0.0,0.0,1111,"[1, 2, 3, 4, 5, 7, 9, 11, 14, 19]",25,8,22,False,False,160.0
102132,SWD02_132,"[12, 25, 37, 50, 63, 88, 103, 118, 133, 148, 187, 204, 220, 237, 255, 307, 326, 345, 364, 384, 447, 469, 490, 512, 534, 554, 576, 597, 619, 640, 661, 682, 704, 726, 747, 768, 789, 811, 832, 854]",,"[11744, 15620, 19492, 23368, 27240, 31116, 34988, 38860, 42736, 46608, 63104, 81536, 101904, 124208, 148452, 174632, 202748, 232800, 264792, 298716, 334580, 372380, 412120, 453792, 497404, 542952, 590436, 639856, 691216, 744512, 799744, 856912, 916020, 977060, 1040040, 1104960, 1171812, 1240600, 1311328, 1383992]","[[60, 189.0]]","한 손으로 다루기 어려운 무기지만, 치명타 공격에 성공할 때를 생각하면 가벼운 마음이 듭니다.",40,1,warrior_f_sword_badelaire_brown,120,,,,,,,4,비니 바들레르,8,4304,0111,120,0,2,5,0,598,541,0,0,0.0,0.0,1111,"[1, 2, 3, 4, 5, 7, 9, 11, 14, 19]",25,8,22,False,False,160.0
102133,SWD02_133,"[12, 25, 37, 50, 63, 88, 103, 118, 133, 148, 187, 204, 220, 237, 255, 307, 326, 345, 364, 384, 447, 469, 490, 512, 534, 554, 576, 597, 619, 640, 661, 682, 704, 726, 747, 768, 789, 811, 832, 854]",,"[11744, 15620, 19492, 23368, 27240, 31116, 34988, 38860, 42736, 46608, 63104, 81536, 101904, 124208, 148452, 174632, 202748, 232800, 264792, 298716, 334580, 372380, 412120, 453792, 497404, 542952, 590436, 639856, 691216, 744512, 799744, 856912, 916020, 977060, 1040040, 1104960, 1171812, 1240600, 1311328, 1383992]","[[7, 182.0]]",손을 보호하는 호수구 부분이 단단합니다. ,40,1,warrior_f_sword_colichemarde_blue,120,,,,,,,4,마기 콜리슈마르드,8,4335,0111,120,0,2,5,0,598,541,0,0,0.0,0.0,1111,"[1, 2, 3, 4, 5, 7, 9, 11, 14, 19]",25,8,22,False,False,160.0
102134,SWD02_134,"[12, 25, 37, 50, 63, 88, 103, 118, 133, 148, 187, 204, 220, 237, 255, 307, 326, 345, 364, 384, 447, 469, 490, 512, 534, 554, 576, 597, 619, 640, 661, 682, 704, 726, 747, 768, 789, 811, 832, 854]",,"[11744, 15620, 19492, 23368, 27240, 31116, 34988, 38860, 42736, 46608, 63104, 81536, 101904, 124208, 148452, 174632, 202748, 232800, 264792, 298716, 334580, 372380, 412120, 453792, 497404, 542952, 590436, 639856, 691216, 744512, 799744, 856912, 916020, 977060, 1040040, 1104960, 1171812, 1240600, 1311328, 1383992]","[[16, 24.0]]",무기에 매번 독을 바르지 않아도 독성을 유지하게 하는 방법은 실제로는 꽤 여럿 있습니다. 다만 무엇도 마법부여만큼 효율적이지 않습니다.,40,1,warrior_f_sword_badelaire_green,120,,,,,,,4,루마스 소드,13,3104,0111,120,0,1,5,0,598,541,0,0,0.0,0.0,1111,"[1, 2, 3, 4, 5, 7, 9, 11, 14, 19]",25,8,22,False,False,160.0
102135,SWD02_135,"[16, 34, 51, 69, 87, 122, 144, 164, 184, 205, 259, 283, 307, 330, 354, 427, 453, 480, 506, 534, 624, 654, 684, 714, 744, 772, 802, 832, 862, 892, 921, 951, 981, 1011, 1041, 1070, 1100, 1130, 1160, 1190]",,"[15364, 21044, 26728, 32408, 38092, 43776, 49456, 55140, 60820, 66504, 90232, 116804, 146216, 178468, 213560, 251496, 292272, 335888, 382348, 431648, 483788, 538768, 596592, 657256, 720760, 787108, 856296, 928324, 1003192, 1080904, 1161456, 1244852, 1331084, 1420160, 1512076, 1606836, 1704436, 1804876, 1908156, 2014276]","[[52, 18.0]]",손잡이 뒤쪽의 둥그런 폼멜이 묵직한 무게추  역할을 합니다. 덕분에 검의 무게 균형이 잘 잡혀있어 비교적 오래 휘두를 수 있습니다.,40,1,warrior_f_sword_phirangi_purple,170,,,,,,,4,아티 피란기,9,6501,0111,170,0,2,6,0,834,755,0,0,0.0,0.0,1111,"[1, 2, 3, 4, 6, 7, 10, 13, 17, 24]",25,8,22,False,False,160.0
102136,SWD02_136,"[16, 34, 51, 69, 87, 122, 144, 164, 184, 205, 259, 283, 307, 330, 354, 427, 453, 480, 506, 534, 624, 654, 684, 714, 744, 772, 802, 832, 862, 892, 921, 951, 981, 1011, 1041, 1070, 1100, 1130, 1160, 1190]",,"[15364, 21044, 26728, 32408, 38092, 43776, 49456, 55140, 60820, 66504, 90232, 116804, 146216, 178468, 213560, 251496, 292272, 335888, 382348, 431648, 483788, 538768, 596592, 657256, 720760, 787108, 856296, 928324, 1003192, 1080904, 1161456, 1244852, 1331084, 1420160, 1512076, 1606836, 1704436, 1804876, 1908156, 2014276]","[[24, 50.0]]",크게 구부러진 초승달 검날이 베기에 위력적입니다. 기병의 전투와 목을 베어야 효율적으로 퇴치 가능한 몬스터에 적합합니다.,40,1,warrior_f_sword_thorn_cutter_red,170,,,,,,,4,비니 쏜 커터,9,6534,0111,170,0,2,6,0,834,755,0,0,0.0,0.0,1111,"[1, 2, 3, 4, 6, 7, 10, 13, 17, 24]",25,8,22,False,False,160.0
102137,SWD02_137,"[16, 34, 51, 69, 87, 122, 144, 164, 184, 205, 259, 283, 307, 330, 354, 427, 453, 480, 506, 534, 624, 654, 684, 714, 744, 772, 802, 832, 862, 892, 921, 951, 981, 1011, 1041, 1070, 1100, 1130, 1160, 1190]",,"[15364, 21044, 26728, 32408, 38092, 43776, 49456, 55140, 60820, 66504, 90232, 116804, 146216, 178468, 213560, 251496, 292272, 335888, 382348, 431648, 483788, 538768, 596592, 657256, 720760, 787108, 856296, 928324, 1003192, 1080904, 1161456, 1244852, 1331084, 1420160, 1512076, 1606836, 1704436, 1804876, 1908156, 2014276]","[[68, 9.0]]",크게 구부러진 초승달 검날이 베기에 위력적입니다. 세상에는 이 정도의 만곡선에 잘 들어맞는 크기를 지닌 몬스터도 많기 때문입니다.,40,1,warrior_f_sword_demyon_dagger_yellow,170,,"[642911, 642920]",,,,,4,듀로 데미온소드,9,6534,0111,170,0,2,6,0,834,755,0,0,0.0,0.0,1111,"[1, 2, 3, 4, 6, 7, 10, 13, 17, 24]",25,8,22,False,False,160.0
102138,SWD02_138,"[21, 44, 66, 88, 111, 157, 183, 210, 236, 262, 332, 362, 392, 422, 453, 547, 580, 615, 649, 684, 800, 838, 877, 915, 954, 991, 1029, 1068, 1106, 1144, 1182, 1220, 1258, 1297, 1335, 1372, 1411, 1449, 1488, 1526]",,"[19088, 26636, 34180, 41728, 49272, 56816, 64364, 71908, 79456, 87000, 118184, 153136, 191864, 234368, 280640, 330688, 384508, 442100, 503464, 568600, 637512, 710196, 786652, 866880, 950884, 1038656, 1130204, 1225524, 1324616, 1427484, 1534124, 1644532, 1758716, 1876676, 1998404, 2123908, 2253184, 2386232, 2523052, 2663648]","[[63, 23.0]]",이 검을 고안한 사람은 성능보다는 모양에 더 많은 신경을 쓴 듯합니다.,40,1,warrior_f_sword_coperon_sword_red,220,,"[642902, 642921]",,,[10093],,4,비니 코페론 소드,10,7936,0111,220,0,2,7,0,1071,969,0,0,0.0,0.0,1111,"[1, 2, 3, 5, 6, 8, 12, 15, 19, 28]",25,8,22,False,False,160.0
102139,SWD02_139,"[21, 44, 66, 88, 111, 157, 183, 210, 236, 262, 332, 362, 392, 422, 453, 547, 580, 615, 649, 684, 800, 838, 877, 915, 954, 991, 1029, 1068, 1106, 1144, 1182, 1220, 1258, 1297, 1335, 1372, 1411, 1449, 1488, 1526]",,"[19088, 26636, 34180, 41728, 49272, 56816, 64364, 71908, 79456, 87000, 118184, 153136, 191864, 234368, 280640, 330688, 384508, 442100, 503464, 568600, 637512, 710196, 786652, 866880, 950884, 1038656, 1130204, 1225524, 1324616, 1427484, 1534124, 1644532, 1758716, 1876676, 1998404, 2123908, 2253184, 2386232, 2523052, 2663648]","[[19, 34.0]]",구부러진 검날이 베기에 위력적입니다. 또한 소재가 단단하다고 합니다.,40,1,icon_item_scimitar_up,220,,,,,[10094],,4,퓨테레 시미터,10,7936,0111,220,0,2,7,0,1071,969,0,0,0.0,0.0,1111,"[1, 2, 3, 5, 6, 8, 12, 15, 19, 28]",25,8,22,False,False,160.0
102140,SWD02_140,"[21, 44, 66, 88, 111, 157, 183, 210, 236, 262, 332, 362, 392, 422, 453, 547, 580, 615, 649, 684, 800, 838, 877, 915, 954, 991, 1029, 1068, 1106, 1144, 1182, 1220, 1258, 1297, 1335, 1372, 1411, 1449, 1488, 1526]",,"[19088, 26636, 34180, 41728, 49272, 56816, 64364, 71908, 79456, 87000, 118184, 153136, 191864, 234368, 280640, 330688, 384508, 442100, 503464, 568600, 637512, 710196, 786652, 866880, 950884, 1038656, 1130204, 1225524, 1324616, 1427484, 1534124, 1644532, 1758716, 1876676, 1998404, 2123908, 2253184, 2386232, 2523052, 2663648]","[[8, 48.0]]",크게 구부러진 초승달 검날이 베기에 위력적입니다. 왕국밖의 부족사회에서는 쌍수검으로 사용하는 곳도 있다고 합니다.,40,1,warrior_f_sword_shamshir_blue,220,,,,,[10095],,4,마기 샴시르,10,7936,0111,220,0,2,7,0,1071,969,0,0,0.0,0.0,1111,"[1, 2, 3, 5, 6, 8, 12, 15, 19, 28]",25,8,22,False,False,160.0
102141,SWD02_141,"[8, 16, 25, 33, 42, 57, 67, 78, 87, 97, 121, 133, 144, 154, 165, 199, 211, 223, 236, 248, 289, 303, 316, 331, 344, 358, 372, 386, 399, 414, 427, 441, 454, 469, 482, 496, 510, 524, 537, 552]",,"[8616, 10928, 13236, 15548, 17856, 20168, 22476, 24788, 27096, 29408, 39648, 51040, 63592, 77296, 92156, 108168, 125340, 143664, 163144, 183776, 205568, 228512, 252612, 277864, 304272, 331836, 360556, 390432, 421460, 453644, 486984, 521476, 557124, 593928, 631888, 671000, 711272, 752692, 795272, 839004]",,당신과 적 사이를 갈라놓는 것이 이 검의 진정한 효용입니다. ,40,1,icon_item_badelaire,75,,,,,,,4,지원용 바들레르,7,3104,0111,75,0,2,4,0,385,349,0,0,0.0,0.0,1111,"[1, 2, 3, 4, 5, 6, 8, 9, 11, 15]",25,8,22,False,False,0.0
102150,SWD02_150,"[21, 44, 66, 88, 111, 157, 183, 210, 236, 262, 332, 362, 392, 422, 453, 547, 580, 615, 649, 684, 800, 838, 877, 915, 954, 991, 1029, 1068, 1106, 1144, 1182, 1220, 1258, 1297, 1335, 1372, 1411, 1449, 1488, 1526]",,"[19088, 26636, 34180, 41728, 49272, 56816, 64364, 71908, 79456, 87000, 118184, 153136, 191864, 234368, 280640, 330688, 384508, 442100, 503464, 568600, 637512, 710196, 786652, 866880, 950884, 1038656, 1130204, 1225524, 1324616, 1427484, 1534124, 1644532, 1758716, 1876676, 1998404, 2123908, 2253184, 2386232, 2523052, 2663648]","[[27, 49.0]]","오래 전 여신도 마족도 사용할 수 없는 무기가 제조되었으며, 테브린이라는 이름이 붙었습니다. 여신들께서 당신들도 사용할 수 없는 무기를 굳이 제작한 사연은 지금까지 알려지지 않았습니다. 다만 제조 기술의 발전에 따라 새로운 테브린 장비를 비밀스럽게 만드는 사람이 있다고 합니다.",29,1,sword_colichemarde,220,,"[642903, 642908, 642921]",,,,,4,테브린 소드,5,6534,0111,220,0,0,7,0,1071,969,0,0,0.0,0.0,1111,"[1, 2, 3, 5, 6, 8, 12, 15, 19, 28]",25,8,22,False,False,120.0
102151,SWD02_151,"[26, 54, 80, 108, 135, 190, 223, 255, 286, 319, 404, 441, 478, 514, 552, 667, 708, 750, 792, 834, 976, 1023, 1070, 1117, 1164, 1209, 1256, 1303, 1350, 1396, 1442, 1489, 1536, 1582, 1629, 1675, 1722, 1768, 1815, 1862]",,"[22904, 32356, 41808, 51260, 60712, 70164, 79616, 89068, 98520, 107972, 146780, 190316, 238576, 291564, 349276, 411712, 478880, 550768, 627388, 708732, 794800, 885596, 981116, 1081364, 1186336, 1296036, 1410464, 1529616, 1653492, 1782096, 1915424, 2053480, 2196264, 2343772, 2496008, 2652968, 2814652, 2981064, 3152204, 3328068]","[[63, 29.0]]","마력이 흐르는 검이지만, 마력을 활성화 시킬 방법이 없어 마치 잠들어 있는 듯한 검입니다.",42,1,icon_item_miegantis_sword,270,,,,,,,4,(바랜)미간티스 소드,8,5000,0010,270,0,2,8,0,1307,1182,0,0,0.0,0.0,1111,"[1, 2, 3, 5, 7, 9, 13, 17, 21, 32]",25,8,22,True,False,180.0
102152,SWD02_152,"[31, 62, 93, 124, 157, 222, 259, 296, 333, 370, 470, 512, 555, 598, 640, 775, 823, 871, 920, 968, 1136, 1190, 1244, 1298, 1352, 1406, 1460, 1514, 1568, 1623, 1677, 1731, 1785, 1839, 1893, 1947, 2001, 2055, 2109, 2164]",,"[26396, 37596, 48792, 59992, 71192, 82388, 93588, 104788, 115988, 127184, 172980, 224376, 281368, 343964, 412156, 485948, 565340, 650328, 740920, 837112, 938900, 1046288, 1159276, 1277864, 1402052, 1531836, 1667224, 1808208, 1954792, 2106976, 2264760, 2428140, 2597124, 2771704, 2951884, 3137664, 3329044, 3526024, 3728604, 3936780]","[[63, 29.0]]","마력이 흐르고 있는 검으로, 마력이 활성화된 상태입니다.",41,1,icon_item_pabudimas_sword,315,,,,,,,4,(바랜)페버디마스 소드,9,5000,0010,315,0,2,9,0,1519,1375,0,0,0.0,0.0,1111,"[1, 2, 3, 5, 7, 9, 14, 18, 23, 35]",25,8,22,True,False,160.0
102153,SWD02_153,"[26, 54, 80, 108, 135, 190, 223, 255, 286, 319, 404, 441, 478, 514, 552, 667, 708, 750, 792, 834, 976, 1023, 1070, 1117, 1164, 1209, 1256, 1303, 1350, 1396, 1442, 1489, 1536, 1582, 1629, 1675, 1722, 1768, 1815, 1862]",,"[22904, 32356, 41808, 51260, 60712, 70164, 79616, 89068, 98520, 107972, 146780, 190316, 238576, 291564, 349276, 411712, 478880, 550768, 627388, 708732, 794800, 885596, 981116, 1081364, 1186336, 1296036, 1410464, 1529616, 1653492, 1782096, 1915424, 2053480, 2196264, 2343772, 2496008, 2652968, 2814652, 2981064, 3152204, 3328068]",,"마력이 흐르는 검이지만, 마력을 활성화 시킬 방법이 없어 마치 잠들어 있는 듯한 검입니다.",50,1,icon_item_miegantis_sword,270,,,,,,,4,미간티스 소드,8,0,0010,270,0,3,8,0,1307,1182,0,0,0.0,0.0,1111,"[1, 2, 3, 5, 7, 9, 13, 17, 21, 32]",25,8,22,False,True,180.0
102154,SWD02_154,"[31, 62, 93, 124, 157, 222, 259, 296, 333, 370, 470, 512, 555, 598, 640, 775, 823, 871, 920, 968, 1136, 1190, 1244, 1298, 1352, 1406, 1460, 1514, 1568, 1623, 1677, 1731, 1785, 1839, 1893, 1947, 2001, 2055, 2109, 2164]",,"[26396, 37596, 48792, 59992, 71192, 82388, 93588, 104788, 115988, 127184, 172980, 224376, 281368, 343964, 412156, 485948, 565340, 650328, 740920, 837112, 938900, 1046288, 1159276, 1277864, 1402052, 1531836, 1667224, 1808208, 1954792, 2106976, 2264760, 2428140, 2597124, 2771704, 2951884, 3137664, 3329044, 3526024, 3728604, 3936780]",,"마력이 흐르고 있는 검으로, 마력이 활성화된 상태입니다.",50,1,icon_item_pabudimas_sword,315,,,,,,,4,페버디마스 소드,9,0,0010,315,0,3,9,0,1519,1375,0,0,0.0,0.0,1111,"[1, 2, 3, 5, 7, 9, 14, 18, 23, 35]",25,8,22,False,True,160.0
102155,SWD02_155,"[12, 25, 37, 50, 63, 88, 103, 118, 133, 148, 187, 204, 220, 237, 255, 307, 326, 345, 364, 384, 447, 469, 490, 512, 534, 554, 576, 597, 619, 640, 661, 682, 704, 726, 747, 768, 789, 811, 832, 854]",,"[11744, 15620, 19492, 23368, 27240, 31116, 34988, 38860, 42736, 46608, 63104, 81536, 101904, 124208, 148452, 174632, 202748, 232800, 264792, 298716, 334580, 372380, 412120, 453792, 497404, 542952, 590436, 639856, 691216, 744512, 799744, 856912, 916020, 977060, 1040040, 1104960, 1171812, 1240600, 1311328, 1383992]",,"저명한 검사가 사용했다고 전해지는 검의 형태를 최대한 재현한 이 무기는, 날의 방향으로는 적을 베고, 특수한 재질로 된 검등으로 상대의 검을 방어하는 능력이 탁월하다 전해집니다.",50,1,icon_item_sword_winged,120,,,,,,,4,피린기,7,0,0111,120,0,3,5,0,598,541,0,0,0.0,0.0,1111,"[1, 2, 3, 4, 5, 7, 9, 11, 14, 19]",25,8,22,False,True,173.0
102156,SWD02_156,"[16, 34, 51, 69, 87, 122, 144, 164, 184, 205, 259, 283, 307, 330, 354, 427, 453, 480, 506, 534, 624, 654, 684, 714, 744, 772, 802, 832, 862, 892, 921, 951, 981, 1011, 1041, 1070, 1100, 1130, 1160, 1190]",,"[15364, 21044, 26728, 32408, 38092, 43776, 49456, 55140, 60820, 66504, 90232, 116804, 146216, 178468, 213560, 251496, 292272, 335888, 382348, 431648, 483788, 538768, 596592, 657256, 720760, 787108, 856296, 928324, 1003192, 1080904, 1161456, 1244852, 1331084, 1420160, 1512076, 1606836, 1704436, 1804876, 1908156, 2014276]",,"정글도의 일종으로 보일 정도로, 무뎌보이는 이 직검은, 보기보다 날렵하고, 좋은 그립감으로 많은 검사들의 사랑을 받았습니다.",50,1,icon_item_sword_bigstar,170,,,,,,,4,하베스터,8,0,0010,170,0,3,6,0,834,755,0,0,0.0,0.0,1111,"[1, 2, 3, 4, 6, 7, 10, 13, 17, 24]",25,8,22,False,True,180.0
102157,SWD02_157,"[8, 16, 25, 33, 42, 57, 67, 78, 87, 97, 121, 133, 144, 154, 165, 199, 211, 223, 236, 248, 289, 303, 316, 331, 344, 358, 372, 386, 399, 414, 427, 441, 454, 469, 482, 496, 510, 524, 537, 552]",,"[8616, 10928, 13236, 15548, 17856, 20168, 22476, 24788, 27096, 29408, 39648, 51040, 63592, 77296, 92156, 108168, 125340, 143664, 163144, 183776, 205568, 228512, 252612, 277864, 304272, 331836, 360556, 390432, 421460, 453644, 486984, 521476, 557124, 593928, 631888, 671000, 711272, 752692, 795272, 839004]",,우산은 로멜 국왕 시대에 이르러 그 첫 사용기록이 보입니다. 우산이 비를 막듯 무엇을 지키라 라는 의미의 당시 관용구를 찾을 수 있습니다. 그 이전의 사용은 알려진 바가 없습니다. ,50,1,icon_item_sword_shamshil,75,,,,,,,4,스케티스 소드,7,0,0010,75,0,3,4,0,385,349,0,0,0.0,0.0,1111,"[1, 2, 3, 4, 5, 6, 8, 9, 11, 15]",25,8,22,False,True,200.0
102158,SWD02_158,"[21, 44, 66, 88, 111, 157, 183, 210, 236, 262, 332, 362, 392, 422, 453, 547, 580, 615, 649, 684, 800, 838, 877, 915, 954, 991, 1029, 1068, 1106, 1144, 1182, 1220, 1258, 1297, 1335, 1372, 1411, 1449, 1488, 1526]",,"[19088, 26636, 34180, 41728, 49272, 56816, 64364, 71908, 79456, 87000, 118184, 153136, 191864, 234368, 280640, 330688, 384508, 442100, 503464, 568600, 637512, 710196, 786652, 866880, 950884, 1038656, 1130204, 1225524, 1324616, 1427484, 1534124, 1644532, 1758716, 1876676, 1998404, 2123908, 2253184, 2386232, 2523052, 2663648]",,더 이상 맨손이 아니라 팔이 검으로 변한 것 같은 기분을 느껴보십시오. 당신 손에 밀착되어 최고의 결합력을 보여줍니다.,50,1,icon_item_sword_noroi,220,,,,,,,4,파저리타스 소드,8,0,0010,220,0,3,7,0,1071,969,0,0,0.0,0.0,1111,"[1, 2, 3, 5, 6, 8, 12, 15, 19, 28]",25,8,22,False,True,200.0
102159,SWD02_159,"[34, 69, 104, 139, 174, 246, 286, 328, 369, 410, 520, 568, 615, 663, 710, 859, 912, 966, 1020, 1074, 1260, 1320, 1380, 1440, 1500, 1560, 1620, 1680, 1740, 1800, 1860, 1920, 1980, 2040, 2100, 2160, 2220, 2280, 2340, 2400]",,"[29148, 41724, 54296, 66872, 79448, 92024, 104596, 117172, 129748, 142320, 193620, 251208, 315084, 385244, 461696, 544432, 633456, 728768, 830368, 938252, 1052428, 1172888, 1299640, 1432676, 1572000, 1717612, 1869508, 2027696, 2192168, 2362932, 2539980, 2723316, 2912940, 3108852, 3311048, 3519536, 3734308, 3955368, 4182716, 4416352]",,왕국의 중흥한 왕으로 평가 받은 네켈 1세의 상징이었던 월계수를 바탕으로 만든 장비입니다.,50,1,icon_item_sword_lapai,350,,,,,,,4,라파이 소드,9,0,0010,350,0,3,8,0,1685,1524,0,0,0.0,0.0,1111,"[1, 2, 3, 5, 7, 10, 14, 19, 25, 38]",25,8,22,False,True,170.0
102160,SWD02_160,"[37, 74, 112, 150, 188, 266, 310, 355, 399, 445, 564, 615, 667, 718, 770, 931, 988, 1047, 1105, 1164, 1365, 1430, 1495, 1560, 1626, 1690, 1755, 1820, 1885, 1951, 2016, 2080, 2145, 2210, 2276, 2341, 2406, 2470, 2535, 2601]",,"[31528, 45296, 59060, 72824, 86592, 100356, 114120, 127888, 141652, 155420, 211480, 274424, 344252, 420964, 504556, 595032, 692392, 796632, 907756, 1025764, 1150652, 1282424, 1421080, 1566616, 1719036, 1878340, 2044528, 2217596, 2397548, 2584380, 2778096, 2978696, 3186180, 3400544, 3621792, 3849924, 4084936, 4326832, 4575612, 4831276]",,이 장비는 니코폴리스가 마법 실험으로 사라졌을 때 함께 사라졌습니다. 그런데 신수의 날이 세상에 영향을 끼치자 우리 세계로 돌아오기 시작했습니다. 니코폴리스가 사라질 당시 유통되던 지역에서 다시 나타나는데 별깃든 호수 지역에 나타나는 이유는 프베타가 솔콤을 몰아내면서 행한 마법의식에 이끌렸기 때문이라고 합니다. ,50,1,icon_item_sword_nicopolis1,380,,,,,,,4,즈바이더 소드,10,0,0010,380,0,3,8,0,1827,1653,0,0,0.0,0.0,1111,"[1, 2, 4, 6, 7, 10, 15, 20, 26, 40]",25,8,22,False,True,170.0
103101,SWD03_101,"[15, 31, 46, 63, 79, 111, 129, 148, 166, 186, 234, 255, 276, 297, 319, 384, 408, 432, 456, 480, 559, 586, 613, 640, 667, 693, 720, 747, 774, 801, 826, 853, 880, 907, 934, 960, 987, 1014, 1041, 1068]",,"[14680, 19525, 24365, 29210, 34050, 38895, 43735, 48575, 53420, 58260, 78880, 101920, 127380, 155260, 185565, 218290, 253435, 291000, 330990, 373395, 418225, 465475, 515150, 567240, 621755, 678690, 738045, 799820, 864020, 930640, 999680, 1071140, 1145025, 1221325, 1300050, 1381200, 1464765, 1550750, 1639160, 1729990]","[[60, 156.0], [54, 32.0], [4, 40.0]]",한 종류의 폴쳔으로 만족하지 못한다면 그 적절한 대안입니다. 물론 제조비용이 따릅니다.,46,3,icon_item_sword_30,120,,,,[10027],[10022],,4,트리니티 소드,7,3334,0111,120,0,2,5,0,658,595,0,0,0.0,0.0,1111,"[1, 2, 3, 4, 6, 7, 10, 12, 15, 20]",25,8,22,False,False,180.0
103102,SWD03_102,"[10, 21, 31, 42, 52, 72, 84, 97, 109, 121, 151, 166, 180, 193, 207, 249, 264, 279, 295, 310, 361, 379, 396, 414, 430, 448, 465, 483, 499, 517, 534, 552, 568, 586, 603, 621, 637, 655, 672, 690]",,"[10770, 13660, 16545, 19435, 22320, 25210, 28095, 30985, 33870, 36760, 49560, 63800, 79490, 96620, 115195, 135210, 156675, 179580, 203930, 229720, 256960, 285640, 315765, 347330, 380340, 414795, 450695, 488040, 526825, 567055, 608730, 651845, 696405, 742410, 789860, 838750, 889090, 940865, 994090, 1048755]","[[4, 15.0], [0, 15.0], [70, ""\ubaa8\ub4e0 \uc18c\ub4dc\ub9e8 \uc2a4\ud0ac \ub808\ubca8 {img green_up_arrow 16 16}2 \uc99d\uac00""]]",많은 이들이 스스로 훌륭하다고 생각하는 검에 이 이름을 붙이려고 합니다. 고대에 선택받은 여신의 용사가 사용했다던 검의 이름입니다.,40,3,icon_item_durandal,75,,,,,,,4,듀란달,8,2730,0111,75,1,3,4,0,424,384,0,0,0.0,0.0,1111,"[1, 2, 3, 4, 5, 6, 8, 10, 12, 15]",25,8,22,False,False,160.0
